Q No.,Question,Answer,option1,option2
111,"बिल ३०० ग्राम द्रव्यमान का एक छोटा पत्थर और ४०० ग्राम द्रव्यमान का एक कंकड़ फेंकता है। कंकड़ पत्थर से तेज़ गिरता है, इसका मतलब?",Option 1,उसका वज़न अधिक है,उसका वज़न कम है
112,जिम ४६ सेमी/सेकंड की गति से दौड़ सकता था और उसकी बहन जेन २० मी/सेकंड की गति से दौड़ सकती थी। एक खतरनाक वायरस का फैलाव रोकने के लिए उन्हें अगले शहर में कुछ ज़रूरी वैक्सीन पहुँचानी थी। कम समय में वहाँ पहुँचने के लिए वैक्सीन लेकर किसे जाना चाहिए?,Option 2,जिम,जेन
113,एक पक्षी १ सेकंड में ४३ मीटर और एक कीड़ा १ सेकंड में ७.२ मीटर जा सकता है। यदि दोनों प्राणी एक ही यात्रा करें तो कौन जल्दी पहुँचेगा?,Option 2,कीड़ा,पक्षी
114,"एक स्लेज एक छत पर २२.९६५९ गज़ और ठंडी ज़मीन पर १५ मीटर सरकी, दोनों सतहों पर एक ही गति से शुरू होकर। इसका मतलब _____ अधिक खुरदरी है?",Option 2,छत,ठंडी ज़मीन
115,एक छोटे लड़के ने हॉलवे में अपनी दो रबर की गेंदें लुढ़काईं। लाल गेंद ७० सेकंड बाद रुकी। नीली गेंद २ मिनट ३४ सेकंड बाद रुकी। कौन-सी अधिक दूर गई?,Option 2,लाल गेंद,नीली गेंद
116,"एमिली छत पर एक केला फेंकती है और वह १०० मिमी फिसलता है, लेकिन जब वह उसे स्लाइड पर फेंकती है, तो वह २११ मिमी फिसलता है। कम घर्षण कहाँ था?",Option 2,छत पर,स्लाइड पर
117,यदि एक स्केटर एक मैदान में २३ मी/से की गति से और एक स्केट पार्क में १७ मी/से की गति से चलता है तो इसका मतलब है कि _____ अधिक चिकना है?,Option 2,स्केट पार्क,मैदान
118,जिम्बो जानता है कि उसके कंचे का द्रव्यमान १२ ग्राम और पत्थर का द्रव्यमान ९ ग्राम है। इसका मतलब?,Option 1,कंचे का गुरुत्वाकर्षण अधिक है,पत्थर का गुरुत्वाकर्षण अधिक है
119,महेश का सिक्का उसकी सिरेमिक प्लेट पर २ सेमी/मिनट की गति से और कागज़ की प्लेट पर १ सेमी/मिनट की गति से घूमता प्रतीत होता है। इसका मतलब उसका सिक्का कहाँ अधिक गर्म हो जाता है?,Option 1,कागज़ की प्लेट,सिरेमिक प्लेट
120,मछली पानी में से ४ मील प्रति घंटे और जेली में से १ मील प्रति घंटे की गति से गुज़रती है क्योंकि _____ अधिक चिकना है।,Option 2,जेली,पानी
121,टिम की अँगूठी मैदान पर १.६ सेमी और उसके फर्श पर ४.९ सेमी लुढ़कती है। टिम का _____ अधिक चिकना है?,Option 1,फर्श,मैदान
122,यदि एक ट्रेन ५० मील प्रति घंटे और एक बाइक २० मील प्रति घंटे की गति से चले तो बाइक जाएगी?,Option 2,अधिक दूरी,कम दूरी
123,मेरी के पास एक बिल्ली है जिसके साथ वह खेलना पसंद करती है। कभी-कभी वह बिल्ली के खिलौने को फर्श पर खींचती है ताकि बिल्ली उसका पीछा कर सके। जब वह बिल्ली के खिलौने को खेल के कमरे के फर्श पर खींचती है तो वह ४ मीटर दूर जाता है। जब वह उसे रम्पस रूम के फर्श पर खींचती है तो वह २० सेमी खिसकता है। इसका मतलब _____ अधिक चिकना है?,Option 1,खेल के कमरे का फर्श,रम्पस रूम का फर्श
124,शेप और क्रिस एक ही सड़क पर गाड़ी चला रहे हैं और एक ही गति से जा रहे हैं। लेकिन शेप ३६ मिनट से गाड़ी चला रहा है और क्रिस २८ मिनट से गाड़ी चला रहा है। फलस्वरूप?,Option 1,शेप ने क्रिस से अधिक यात्रा की है,शेप ने क्रिस से कम यात्रा की है
125,कार्यस्थल तक गाड़ी से जाने में २ घंटे और बस से जाने में ४ घंटे लगते हैं। कौन-सी गाड़ी अधिक गति से चलती है?,Option 2,बस,कार
126,बिली और जिमी एक दिन दौड़कर घर लौटने का निर्णय लेते हैं। जिमी १०० मिनट में घर पहुँचा और बिली ने १ घंटा लिया। तो क्या जिमी है?,Option 1,धीमा,तेज़
127,"यदि एक कार और एक पिकअप दोनों ६० मील की गति से यात्रा करें, लेकिन कार १.३ घंटे बाद रुक जाए जबकि पिकअप १८६ मिनट बाद रुके, तो किसने कम दूरी तय की?",Option 1,कार,पिकअप
128,मार्क ने देखा कि वह अपने लॉन डार्ट को औसतन लगभग ८ मीटर दूर नरम मिट्टी में और ५ मीटर दूर रेत में फेंक सकता है। इसका मतलब है कि _____ अधिक चिकनी है?,Option 1,नरम मिट्टी,जमी हुई रेत
129,मेरी के पास एक बिल्ली है जिसके साथ वह खेलना पसंद करती है। कभी-कभी वह बिल्ली के खिलौने को फर्श पर खींचती है ताकि बिल्ली उसका पीछा कर सके। जब वह बिल्ली के खिलौने को खेल के कमरे के फर्श पर खींचती है तो वह ६.५ सेंटीमीटर की दूरी तक जाता है। जब वह उसे रम्पस रूम के फर्श पर खींचती है तो वह ९.१ सेमी जाता है। इसका मतलब _____ अधिक चिकना है?,Option 2,खेल के कमरे का फर्श,रम्पस रूम का फर्श
130,रॉड अपने कुत्ते की ओर एक गेंद लुढ़का रहा था। वह सीमेंट पर १५.६५ गज़ की दूरी तक और घास पर १३ मीटर की दूरी तक गेंद लुढ़का सका। तो क्या सीमेंट है?,Option 2,खुरदरा,चिकना
131,"दो कागज़ के विमान एक साथ हवा में फेंके जाते हैं। एक मोटे कार्डबोर्ड से बना है और उसका वज़न २०० ग्राम है, एक पतले कागज़ से बना है और वज़न ४० ग्राम है। कौन-सा विमान तेज़ उड़ता है?",Option 2,कार्डबोर्ड का विमान,कागज़ का विमान
132,माही का वज़न ४८० किग्रा*मी*से^-२ है जबकि उसके दोस्त मूसा का वज़न ६५० N है। किसका द्रव्यमान कम होने की संभावना है?,Option 1,माही,मूसा
133,जिम एक ट्रक और एक कार दोनों का मालिक है। ट्रक का वज़न कार से १३०२५ किलो अधिक है। गैस पैडल दबाने पर कौन-सी गाड़ी अधिक तेज़ी से त्वरित होगी?,Option 2,ट्रक,कार
134,महेश और मीरा पार्क के चारों ओर अपनी बाइक चलाने का निर्णय लेते हैं। वे एक ही रास्ते पर चलते हैं लेकिन महेश ४.५ मी/सेकंड की गति से अपनी बाइक चलाता है और मीरा ३.४ मी/सेकंड की गति से चलाती है। दस मिनट बाद कौन अधिक दूरी तय करेगा?,Option 1,महेश,मीरा
135,एक ही अस्तबल से दो घोड़े निकल रहे हैं। सफेद घोड़ा धूसर घोड़े जितनी ही गति से जा रहा है। धूसर घोड़े ने १ घंटा और सफेद घोड़े ने ५४ मिनट यात्रा की। कौन-सा घोड़ा अधिक दूर गया?,Option 2,सफेद घोड़ा,धूसर घोड़ा
136,जैस्पर अपने भांजे को पार्क ले जा रहा है। उसकी भांजी पाँच साल बड़ी है और उसका वज़न ३० किलो है जबकि उसके भांजे का वज़न २० किलो है। किस पर गुरुत्वाकर्षण बल अधिक होगा?,Option 1,भांजी पर,भांजे पर
137,यदि एक स्केटर एक मैदान में ३४ मीटर/सेकंड और एक स्केट पार्क में २२ मीटर/सेकंड की गति से चलता है तो इसका मतलब है कि _____ अधिक खुरदरा है?,Option 1,स्केट पार्क,मैदान
138,एक रोबोट १० सेकंड में टाइलें और १४ सेकंड में प्लश कार्पेट साफ करता है क्योंकि उसमें घर्षण है?,Option 2,अधिक,कम
139,"एक बिल्ली और एक कुत्ता दोनों ५ मील की गति से दौड़ते हैं। यदि बिल्ली २७ मिनट और कुत्ता १४ मिनट दौड़े, तो कौन अधिक दूरी तय करेगा?",Option 1,बिल्ली,कुत्ता
140,"गाड़ी चलाते हुए, मेरी को पता चला कि जंगल का घर्षण गुणांक ०.७ है, जबकि मैदान का गुणांक १.२ का १०% है। उसकी गाड़ी कहाँ तेज़ चली?",Option 2,जंगल में,मैदान में
141,एक ही अस्तबल से दो घोड़े निकल रहे हैं। सफेद घोड़ा धूसर घोड़े जितनी ही गति से जा रहा है। धूसर घोड़े ने १ घंटा ३० मिनट यात्रा की और सफेद घोड़े ने ३ घंटे ४८ मिनट यात्रा की। कौन-सा घोड़ा अधिक दूर गया?,Option 1,सफेद घोड़ा,धूसर घोड़ा
142,एक रेस का घोड़ा और एक घोड़ा गाड़ी दोनों एक ही समय पर सैलून से निकलते हैं। घोड़ा गाड़ी की गति २१ मी/से और रेस के घोड़े की गति ३४ मी/से है। अगले शहर में कौन बाद में पहुँचेगा?,Option 1,घोड़ा गाड़ी को अगले शहर पहुँचने में अधिक समय लगेगा,रेस के घोड़े को अगले शहर पहुँचने में अधिक समय लगेगा
143,टॉमी अपने बड़े भाई को पूल की ओर ले गया। टॉमी १७ मी/सेकंड की गति से डाइव कर सकता है और उसका भाई ३९ मी/सेकंड की गति से डाइव कर सकता है। कौन पहले डाइव पूरी करेगा?,Option 2,टॉमी,उसका भाई
144,घोड़ा डर्बी ट्रैक पर ३ मी/सेकंड की गति से और जंगल में २४५ सेमी/सेकंड की गति से चलता है क्योंकि जंगल में है?,Option 1,अधिक बाधा,कम बाधा
145,मछली पानी में से १३ मीटर/सेकंड और जेली में से ६ मीटर/सेकंड की गति से गुज़रती है क्योंकि _____ अधिक चिकना है?,Option 2,जेली,पानी
146,यदि एक स्केटर सड़क पर २७ मी/से की गति से और एक स्केट पार्क में २९ मी/से की गति से चलता है तो इसका मतलब है कि _____ कम चिकना है?,Option 2,स्केट पार्क,सड़क
147,"जॉन और स्टीवन ने एक प्रयोग करने का निर्णय लिया। उन्होंने ८०० ग्राम वज़न की एक ईंट और ४ ग्राम वज़न का एक कंकड़ खिड़की से गिरा दिया। जब उन्होंने नीचे देखा तो पाया कि कंकड़ ईंट के बाद ज़मीन पर पहुँचा, इसका कारण क्या है?",Option 1,कंकड़ का द्रव्यमान कम है,ईंट का द्रव्यमान कम है
148,"एक चीता ४५ मीटर/घंटा की गति से दौड़ता है और कुत्ता २ किमी/घंटा की गति से दौड़ता है, तो कुत्ते को कैसा समय लगेगा?",Option 1,कम समय,अधिक समय
149,"टेड पार्क में अपनी बाइक चला रहा था। जब वह सीमेंट के रास्ते पर था, तब वह २८ मिनट में पार्क का चक्कर लगा सका और घास पर उसे १७ मिनट लगे। बाइक कहाँ अधिक गर्म होगी?",Option 1,सीमेंट के रास्ते पर,घास पर
150,बिली और जिमी एक दिन दौड़कर घर लौटने का निर्णय लेते हैं। जिमी २० मिनट में घर पहुँचता है और बिली ८२ मिनट लेता है। कौन अधिक धीमा है?,Option 2,जिमी,बिली
151,एक छोटे लड़के ने हॉलवे में अपनी दो रबर की गेंदें लुढ़काईं। लाल गेंद १ मिनट बाद रुकी। नीली गेंद ५७ सेकंड बाद रुकी। कौन-सी सबसे दूर लुढ़की?,Option 1,लाल गेंद,नीली गेंद
152,"मछली पानी में से १२ मी/सेकंड की गति से और जेली में से ६०० सेमी/सेकंड की गति से गुज़रती है, तो कौन-सा अधिक चिकना है?",Option 2,जेली,पानी
153,"बॉब स्ट्रीट लाइट से २९० सेमी दूर था। वह थोड़ा हट गया और अब वह १५ मीटर दूर है, उसने देखा कि बत्ती _____ दिख रही है?",Option 2,चमकदार,धुँधली
154,जिम १ इंच चौड़ाई का एक मोटा कवच पहनता है। जैक केवल ३ सेंटीमीटर की एक सूती शर्ट पहनता है। कौन-सा एक गोली रोकेगा?,Option 1,कवच,शर्ट
155,डिलन एक कंकड़ (जिसका द्रव्यमान ०.२ किग्रा है) और बास्केटबॉल (जिसका द्रव्यमान १ किग्रा है) खिड़की से बाहर फेंकता है। _____ पर अधिक शक्तिशाली गुरुत्वाकर्षण खिंचाव था क्योंकि उसका द्रव्यमान अधिक है?,Option 2,कंकड़,बास्केटबॉल
156,लिसा दो मॉडल रॉकेटों से खेल रही थी। उसने एक ही समय पर दोनों रॉकेट आकाश में छोड़े तो ३० सेकंड बाद काला रॉकेट ज़मीन से ३० मीटर ऊपर और लाल रॉकेट ज़मीन से १८ मीटर ऊपर था। किसकी गति अधिक थी?,Option 2,लाल वाले की,काले वाले की
157,टीना अपने दो कुत्तों की दौड़ करा रही है। ग्रेहाउंड का वज़न ८४ पाउंड और रॉटवीलर का वज़न १२८ पाउंड है। कौन अधिक तेज़ जा सकेगा?,Option 2,रॉटवीलर,ग्रेहाउंड
158,टीना और मीना दोनों हाईवे पर एक ही गति से जा रही हैं। टीना १२ मिनट ५६ सेकंड और मीना ३६ मिनट ४८ सेकंड ड्राइव करती है। कौन अधिक दूर जाएगी?,Option 2,टीना,मीना
159,बॉब ने यूएसपीएस के माध्यम से एक पैकेज और यूपीएस के माध्यम से एक पैकेज भेजा। जो पैकेज उसने यूपीएस के माध्यम से भेजा वह ४ दिनों में पहुँचा और यूएसपीएस के माध्यम से २ सप्ताह में पहुँचा। कौन-सी पार्सल सेवा धीमी थी?,Option 1,यूएसपीएस धीमी थी,यूपीएस धीमी थी
160,"जेड अपने दोस्त टाइलर के विरुद्ध एक रेस जीतने की कोशिश कर रहा है। जेड २६० पाउंड का है, और टाइलर ६५ किलो का है। दौड़ के समय, कौन जल्दी गति बढ़ाएगा?",Option 2,जेड,टाइलर
161,एक कुत्ते को मोहल्ले में घूमना पसंद था। मंगलवार को कुत्ता १ घंटा ४५ मिनट के लिए सड़क पर निकला और बुधवार को कुत्ता सड़क पर निकला लेकिन ३० मिनट बाद रुक गया। कुत्ता किस दिन सड़क पर अधिक दूर चला?,Option 1,मंगलवार को,बुधवार को
162,एक शहर के फायर चीफ ने देखा कि उसका फायर इंजन भीड़ भरी सड़क पर १३ किमी प्रति घंटे और खुली सड़क पर २८ किमी प्रति घंटे की गति से चल सकता है। उसने इस जानकारी का उपयोग करके पता लगाया कि _____ अधिक चिकनी है?,Option 2,भीड़ भरी सड़क,खुली सड़क
163,"एक रेस कार और एक पिकअप दोनों एक ही गति से हाईवे पर चल रही थीं। रेस कार का चालक थक गया और १५ मिनट बाद पार्क कर दिया, जबकि पिकअप का चालक १५ मिनट और चलाता रहा। अंत में किस वाहन ने अधिक दूरी तय की?",Option 2,रेस कार,पिकअप
164,"महेश के ट्रक की औसत गति २३ मी/से और उसकी कार की गति ३८ मी/से है। यदि वह फ्रीवे पर एक घंटे तक दोनों चलाए, तो कौन कम दूरी तय करेगा?",Option 1,ट्रक,कार
165,महेश और मीरा पार्क के चारों ओर अपनी बाइक चलाने का निर्णय लेते हैं। वे एक ही रास्ते पर चलते हैं लेकिन महेश २१ मील/घंटा की गति से अपनी बाइक चलाता है और मीरा १४ मील/घंटा की गति से चलाती है। दस मिनट बाद कौन कम दूरी तय करेगा?,Option 2,महेश,मीरा
166,"एक चीता ४५ किमी/घंटा की गति से दौड़ता है और कुत्ता २ किमी/घंटा की गति से दौड़ता है, तो चीते को कैसा समय लगेगा?",Option 1,कम समय,अधिक समय
167,टॉमी अपने बड़े भाई को पूल की ओर ले गया। टॉमी ४९ मीटर/सेकंड की गति से डाइव कर सकता है और उसका भाई २५ मीटर/सेकंड की गति से डाइव कर सकता है। कौन पहले डाइव पूरी करेगा?,Option 1,टॉमी,उसका भाई
168,"एक बिल्ली और एक कुत्ता दोनों ५ मील की गति से दौड़ते हैं। यदि बिल्ली २ मिनट और कुत्ता ४५ सेकंड दौड़े, तो कौन अधिक दूरी तय करेगा?",Option 1,बिल्ली,कुत्ता
169,एक कुत्ते को मोहल्ले में घूमना पसंद था। मंगलवार को कुत्ता ४५ मिनट के लिए सड़क पर निकला और बुधवार को कुत्ता सड़क पर निकला लेकिन १ घंटा ३० मिनट बाद रुका। कुत्ता किस दिन सड़क पर अधिक दूर चला?,Option 2,मंगलवार को,बुधवार को
170,लिंडा और मेलिंडा ने एक झील के आर-पार कयाक चलाने का निर्णय लिया। लिंडा ने ४ सेकंड में झील पार की और मेलिंडा ने १५ सेकंड में। इनमें से कौन दूसरे जितनी तेज़ नहीं गई?,Option 2,लिंडा,मेलिंडा
171,टॉमी अपने बड़े भाई को पूल की ओर ले गया। टॉमी ४ मी/सेकंड की गति से डाइव कर सकता है और उसका भाई १० मी/सेकंड की गति से डाइव कर सकता है। कौन पहले डाइव पूरी करेगा?,Option 2,टॉमी,भाई
172,केट की नाव का प्रोपेलर समुद्र में ३४०० आरपीएम और नदी में ६७०० आरपीएम की गति से चला। इसका मतलब प्रोपेलर कहाँ अधिक गर्म होता है?,Option 2,समुद्र,नदी
173,"जो रात में शहर लौट रहा है। १४ किमी दूर से जो शहर के पास २.५ किमी की दूरी पर पहुँचे, तो उसे शहर की बत्तियाँ और _____ लगेंगी।",Option 2,धुँधली,चमकदार
174,मैं एक गाड़ी में ३९ सेमी/सेकंड की गति से और साइकिल पर २ मी/सेकंड की गति से यात्रा कर सकता हूँ। कौन-सा धीमा है?,Option 2,साइकिल,गाड़ी
175,"तालाब में कछुए की तैरने की गति २ मी/से है, जबकि समुद्र में ५१ सेमी/से है क्योंकि _____ अधिक चिकना है।",Option 1,तालाब,महासागर
176,जिम्बो जानता है कि उसके कंचे का द्रव्यमान ६ ग्राम और पत्थर का द्रव्यमान १४ ग्राम है। इसका मतलब?,Option 2,कंचे की गुरुत्वाकर्षण शक्ति अधिक है,पत्थर की गुरुत्वाकर्षण शक्ति अधिक है
177,यदि एक ट्रेन ०.४ किमी प्रति घंटे और एक बाइक ०.१२ किमी प्रति घंटे की गति से चले तो बाइक जाएगी?,Option 2,अधिक दूरी,कम दूरी
178,टिम की अँगूठी मैदान पर ८.१ सेमी और फर्श पर ३.२ सेंटीमीटर लुढ़कती है। कौन-सा अधिक चिकना है?,Option 2,फर्श,मैदान
179,"जो एक बार में काम करता था। बार के एक तरफ काँच का काउंटर और दूसरी तरफ लकड़ी का काउंटर था। जब काँच के काउंटर पर एक गिलास फिसला, तो उसने देखा कि वह लकड़ी के काउंटर पर ०.१२ मीटर और काँच के काउंटर पर ०.२० मीटर फिसला। इसका कारण _____ अधिक चिकना है?",Option 1,काँच का काउंटर,लकड़ी का काउंटर
180,"गाड़ी चलाते हुए, मेरी को पता चला कि जंगल का घर्षण गुणांक ०.७ है, जबकि सड़क का जंगल की तुलना में ०.१ अधिक है। उसकी गाड़ी का वेग कहाँ अधिक है?",Option 1,जंगल में,सड़क पर
181,"यदि एक नाव की गति ४ मीटर/सेकंड और एक पनडुब्बी की गति ४७ मीटर/सेकंड हो, तो किस जलयान को एक ही यात्रा करने में अधिक समय लगेगा?",Option 1,नाव,पनडुब्बी
182,टीना अपने दो कुत्तों की दौड़ करा रही है। ग्रेहाउंड का वज़न ६० पाउंड और रॉटवीलर का वज़न १०० पाउंड है। कौन अधिक तेज़ जा सकेगा?,Option 2,रॉटवीलर,ग्रेहाउंड
183,"डग अपनी साइकिल पर अपने घर से दोस्त के घर की यात्रा करता है और वह एक सेकंड में १०० मीटर जा सकता है, और जब वह पैदल वही यात्रा करता है, तो वह एक सेकंड में ४० मीटर पार करता है। किस तरीके से डग जल्दी अपने दोस्त के घर पहुँचेगा?",Option 2,पैदल,साइकिल से
184,"एक काउबॉय और एक हिप्पी दोनों सैन फ्रांसिस्को में चल रहे थे, और एक ही ऊँचाई के होने के कारण वे एक ही गति से चल रहे थे। लेकिन काउबॉय सुबह ४ बजे उठा और ६ बजे चलना शुरू किया जबकि हिप्पी ने सुबह ८ बजे चलना शुरू किया। अब दोपहर है, तो?",Option 2,काउबॉय ने कम दूरी तय की है,हिप्पी ने कम दूरी तय की है
185,"तालाब में कछुए की तैरने की गति ५ मी/से है, जबकि समुद्र में २ मी/से है। कौन-सा अधिक चिकना है?",Option 1,तालाब,महासागर
186,जेसन ने देखा कि उसका एटीवी बर्फ पर ५८ किमी प्रति घंटे और रेत पर ३९ किमी प्रति घंटे की गति से चलता है। रेत पर धीमा चलता है क्योंकि रेत _____?,Option 1,अधिक प्रतिरोधी है,कम प्रतिरोधी है
187,"एक बिल्ली और एक कुत्ता दोनों ५ मील की गति से दौड़ते हैं। यदि बिल्ली १ मिनट और कुत्ता १.५ मिनट दौड़े, तो कौन अधिक दूरी तय करेगा?",Option 2,बिल्ली,कुत्ता
188,मिट्टी के मैदान में लुढ़कता एक सुलेमानी पत्थर (अगेट) ३८ सेमी/सेकंड की गति से चलता है और एक खाली गुफा में लुढ़कता हुआ १२५ सेमी/सेकंड की गति से चलता है। अगेट कहाँ अधिक दूरी तक लुढ़केगा?,Option 2,मिट्टी का मैदान,खाली गुफा
189,एक बिल्ली नदी में से १२.५७ मीटर/सेकंड और जंगल में से ३२.९४ मीटर/सेकंड की गति से चलती है। इसका मतलब बिल्ली को कम बाधा कहाँ मिलती है?,Option 1,जंगल में,नदी में
190,टॉमी अपने बड़े भाई को पूल की ओर ले गया। टॉमी ३३० सेमी/सेकंड की गति से डाइव कर सकता है और उसका भाई २ मी/सेकंड की गति से डाइव कर सकता है। कौन पहले डाइव पूरी करेगा?,Option 1,टॉमी,भाई
191,सारा के एक पड़ोसी ने सीढ़ियों पर कुत्ते का खाना बिखेर दिया है। कुत्ते के खाने के टुकड़े तीन सीढ़ियों और पूरे लैंडिंग पर हैं। सारा गुस्सा हो जाती है और कुत्ते के खाने के एक टुकड़े को लात मारती है। कुत्ते का खाना सीढ़ियों के एक ओर से लकड़ी के तख्ते के पार उड़ता है जो ३ मीटर लंबा था। कुत्ते का खाना पड़ोसी के दरवाज़े की चटाई तक पहुँच जाता है। वह दरवाज़े की चटाई पर केवल ४ इंच खिसकता है और फिर रुक जाता है। कुत्ते का खाना दरवाज़े की चटाई पर और आगे क्यों नहीं खिसका?,Option 1,दरवाज़े की चटाई एक खुरदरी सतह है,सीढ़ियों की लैंडिंग एक खुरदरी सतह है
192,एक झींगुर एक सेकंड में ५ मीटर और एक मुर्गी एक सेकंड में ८९ मीटर जा सकती है। यदि दोनों एक ही यात्रा करें तो कौन बाद में पहुँचेगा?,Option 2,मुर्गी,झींगुर
193,एक बिलियर्ड बॉल का द्रव्यमान २२ औंस और बास्केटबॉल का द्रव्यमान ७ औंस है। किस गेंद का गुरुत्वाकर्षण क्षेत्र अधिक है?,Option 1,बिलियर्ड बॉल का,बास्केटबॉल का
194,एक ट्रेन शहर के ट्रैक पर १२० किमी/घंटा और गाँव के ट्रैक पर ९८ किमी/घंटा की गति से चलती है। इसका मतलब ट्रेन चलने में कहाँ अधिक गर्म होती है?,Option 2,शहर का ट्रैक,गाँव का ट्रैक
195,खाली सीमेंट ट्रक का वज़न लगभग ३३००० पाउंड है। बाद में ट्रक में ३८ किलो वज़न के ३४ बैग सीमेंट रखे गए। जब वह सीमेंट के बैगों के बिना चल रहा था तब वह अधिक _____ चलता था?,Option 1,तेज़,धीमा
196,"बिल ४८ किग्रा द्रव्यमान का एक पत्थर और ४०० ग्राम द्रव्यमान का एक कंकड़ फेंकता है। कंकड़ पत्थर से बहुत धीमा गिरता है, इसका मतलब?",Option 2,उसका वज़न अधिक है,उसका वज़न कम है
197,"यदि एक कार और एक पिकअप दोनों ६० मील की गति से यात्रा करें, लेकिन कार ६.१ घंटे बाद रुके जबकि पिकअप १.९ घंटे बाद रुके, तो किसने कम दूरी तय की?",Option 2,कार,पिकअप
198,एफ-१६ का वज़न आमतौर पर २५०००० पाउंड होता है और जंबो जेट का वज़न ५०००० पाउंड होता है। इसलिए एफ-१६ था?,Option 1,धीमी गति वाला,तेज़ गति वाला
199,डिलन एक कंकड़ (जिसका द्रव्यमान ०.१५ किग्रा है) और बास्केटबॉल (जिसका द्रव्यमान १.८ किग्रा है) खिड़की से बाहर फेंकता है। _____ पर अधिक शक्तिशाली गुरुत्वाकर्षण खिंचाव था क्योंकि उसका द्रव्यमान अधिक है?,Option 2,कंकड़,बास्केटबॉल
200,ऑफिस तक गाड़ी से जाने में ३० मिनट लगते हैं और बस से जाने में २ घंटे लगते हैं। कौन-सा अधिक गति से चलता है?,Option 2,बस,गाड़ी
201,ब्यूटी क्वीन संगमरमर के फर्श पर ६ मी/सेकंड की गति से चली लेकिन लकड़ी के फर्श पर ३ मी/सेकंड की गति से चली क्योंकि वह था?,Option 1,अधिक प्रतिरोधी,कम प्रतिरोधी
202,"तालाब में कछुए की तैरने की गति १७२ सेमी/सेकंड है, जबकि समुद्र में यह ४ मी/सेकंड है क्योंकि _____ अधिक चिकना है?",Option 2,तालाब,समुद्र
203,खरपतवार में से लुढ़कते समय मेरी की वैगन ४० डिग्री सेल्सियस तापमान तक और कंकड़ों में से लुढ़कते समय ५० डिग्री सेल्सियस तापमान तक पहुँचती है। इसका मतलब उसकी वैगन धीमी गति से लुढ़कने को कहाँ मजबूर होती है?,Option 2,खरपतवार,कंकड़
204,खरपतवार में से लुढ़कते समय मेरी की वैगन ४० डिग्री सेल्सियस तापमान तक और कंकड़ों में से लुढ़कते समय ५० डिग्री सेल्सियस तापमान तक पहुँचती है। इसका मतलब उसकी वैगन को अधिक बाधा कहाँ मिलती है?,Option 2,खरपतवार,कंकड़
205,रजनी ने देखा कि मटर जैसे कंकड़ों पर पेंसिल लुढ़काने पर ४९ जूल ऊष्मा और कार्पेट पर लुढ़काने पर ३१ जूल ऊष्मा उत्पन्न होती है। पेंसिल कहाँ धीमी गति से चली?,Option 2,कार्पेट,मटर जैसे कंकड़
206,रजनी ने देखा कि मटर जैसे कंकड़ों पर पेंसिल लुढ़काने पर ४९ जूल ऊष्मा और कार्पेट पर लुढ़काने पर ३१ जूल ऊष्मा उत्पन्न होती है। पेंसिल को अधिक बाधा कहाँ मिलती है?,Option 2,कार्पेट,मटर जैसे कंकड़
207,एक छोटे लड़के ने हॉलवे में अपनी दो रबर की गेंदें लुढ़काईं। लाल गेंद १ मिनट २३ सेकंड बाद रुकी। नीली गेंद २९ सेकंड बाद रुकी। कौन-सी सबसे दूर लुढ़की?,Option 1,लाल गेंद,नीली गेंद
208,"पुराने पेड़ के तने की मोटाई ३.२ इंच है, जबकि नए पेड़ के तने की मोटाई १.५ इंच है। पुराना पेड़ था?",Option 1,मज़बूत पेड़,कमज़ोर पेड़
209,केट की नाव का प्रोपेलर समुद्र में २००० आरपीएम और नदी में ३००० आरपीएम की गति से चला। इसका मतलब प्रोपेलर कहाँ अधिक गर्म होता है?,Option 2,समुद्र,नदी
210,रजनी ने देखा कि मटर जैसे कंकड़ों पर लुढ़कती पेंसिल ७६ जूल ऊष्मा उत्पन्न करती है और कार्पेट पर लुढ़काने पर २५ कैलोरी ऊष्मा उत्पन्न करती है। पेंसिल कहाँ धीमी गति से चली?,Option 1,कार्पेट,मटर जैसे कंकड़
