Q No.,Question,Answer
176,"एक जैसे ४ बिस्कुट के पैकेटों का वजन १२.६ ग्राम हो तो, १ पैकेट का वजन कितना होगा, हिसाब करें।",३.१५
177,"हमारी कक्षा में कुल छात्र-छात्राओं का ०.२३ हिस्सा छात्राएं हैं। हमारी कक्षा में कुल छात्र-छात्राओं में प्रति सौ कितनी छात्राएं पढ़ती हैं, हिसाब करें।",२३
178,"आज रजत स्कूल जाते समय कुल रास्ते का ०.२५ हिस्सा पैदल और बाकी हिस्सा रिक्शे से गया। रजत कुल रास्ते का प्रति सौ कितना हिस्सा रिक्शे से गया, हिसाब करें।",७५
179,"शेफाली के बगीचे के एक आम के पेड़ पर पिछले साल २०० आम फले थे। इस साल उस पेड़ पर ४८० आम फले हैं। पिछले साल की तुलना में इस साल प्रति सौ कितने ज्यादा आम फले हैं, हिसाब करें।",१४०
180,मुझे दादाजी ने मेले जाने के लिए ५० रुपये दिए। मैंने उन रुपयों का ७०% मेले में खर्च कर दिया और बाकी रुपये बचत की गुल्लक में डाल दिए। हिसाब करके देखें कितने रुपये मेले में खर्च किए।,३५
181,मुझे दादाजी ने मेले जाने के लिए ५० रुपये दिए। मैंने उन रुपयों का ७०% मेले में खर्च कर दिया और बाकी रुपये बचत की गुल्लक में डाल दिए। हिसाब करके देखें कितने रुपये गुल्लक में जमा किए।,१५
182,"इस साल की गणित परीक्षा में हमारी कक्षा के ६०% छात्र-छात्राओं ने ८० से ज्यादा अंक पाए हैं। हमारी कक्षा में कुल छात्र-छात्राएं ५० हों तो कितने छात्र-छात्राओं ने ८० से ज्यादा अंक पाए हैं, हिसाब करें।",३०
183,"आरती ने १७ स्टाम्प मुझे दिए। बोली, मैंने तुम्हें अपने कुल स्टाम्पों का २०% स्टाम्प दिया है। १७ स्टाम्प आरती के कुल स्टाम्पों का २०% हो तो, आरती के पास कुल कितने स्टाम्प हैं, हिसाब करें।",८५
184,"१५ टॉफियों में से ३ टॉफियां लीं। कुल टॉफियों की प्रति सौ कितनी टॉफियां लीं, देखें।",२०
185,"२४ बेरों में से ६ बेर सड़ गए हैं। कुल बेरों के प्रति सौ कितने बेर सड़ गए हैं, देखें।",२५
186,"आज हमारी कक्षा में ७ छात्र-छात्राएं अनुपस्थित हैं। कक्षा में कुल छात्र-छात्राएं ३५ हैं। आज कुल छात्र-छात्राओं में प्रति सौ कितने स्कूल आए हैं, हिसाब करें।",८०
187,"५५ मीटर लंबे बांस का ११ मीटर कीचड़ और पानी के नीचे है। बांस का प्रति सौ कितना हिस्सा कीचड़ और पानी के ऊपर है, हिसाब करें।",८०
188,हमारे शर्मा मोहल्ले की लाइब्रेरी में २१०० कहानी की किताबें हैं। जितनी कहानी की किताबें हैं उनका ३०% कहानी की किताबें और खरीदी गईं। हिसाब करके देखें और कितनी किताबें खरीदी गईं।,६३०
189,हमारे शर्मा मोहल्ले की लाइब्रेरी में २१०० कहानी की किताबें हैं। जितनी कहानी की किताबें हैं उनका ३०% कहानी की किताबें और खरीदी गईं। हिसाब करके देखें अब लाइब्रेरी में कुल कितनी कहानी की किताबें हो गईं।,२७३०
190,"आज सुबह से बहुत बारिश हो रही है। इसलिए आलम के स्कूल में कुल छात्र-छात्राओं में से केवल २०% छात्र-छात्राएं उपस्थित हुई हैं। आलम के स्कूल के कुल छात्र-छात्राएं १२३० हों तो आज कितने स्कूल में उपस्थित हुए हैं, हिसाब करके देखें।",२४६
191,"आज मैं खुद संतरे का शरबत बनाऊंगा। ३०० मिलीलीटर संतरे का शरबत बनाने में शरबत का १८% संतरे का रस डालना पड़ा। कितने मिलीलीटर संतरे का रस डाला, हिसाब करें।",५४
192,"शोभन के इस साल खेत में जैविक खाद इस्तेमाल करने से धान की उपज पिछले साल की तुलना में २५% बढ़ी है। पिछले साल १२ क्विंटल धान हुआ हो तो इस साल कितने क्विंटल धान हुआ है, हिसाब करें।",१५
193,"रामपुर गांव की जनसंख्या पिछले साल की तुलना में १२% बढ़ी है। पहले उस गांव की जनसंख्या ७७५ थी तो, अब जनसंख्या कितनी हो गई है, हिसाब करें।",८६८
194,इस साल हमारे स्कूल के ८० छात्र-छात्राओं ने माध्यमिक परीक्षा दी है। यदि ६५% छात्र-छात्राएं पास हों तो हिसाब करके देखें इस साल कितने छात्र-छात्राओं ने माध्यमिक परीक्षा पास की है।,५२
195,"एक विशेष प्रकार के पीतल में ७०% तांबा और बाकी जस्ता है। २० किग्रा. ऐसा पीतल बनाने में कितने किग्रा. जस्ता लगेगा, हिसाब करके देखें।",६
196,चीनी का दाम बढ़ जाने से हमने तय किया है कि अभी से ५% चीनी का इस्तेमाल घटाएंगे। अभी हम प्रतिदिन ३५५ ग्राम चीनी इस्तेमाल करते हैं। घटाने के बाद प्रतिदिन कितने ग्राम चीनी इस्तेमाल करेंगे।,३३७.२५
197,चीनी का दाम बढ़ जाने से हमने तय किया है कि अभी से ४% चीनी का इस्तेमाल घटाएंगे। अभी हम प्रतिदिन ६२५ ग्राम चीनी इस्तेमाल करते हैं। घटाने के बाद प्रतिदिन कितने ग्राम चीनी इस्तेमाल करेंगे।,६००
198,"अनिल बाबू अपनी मासिक आय का २२% घर के किराए में देते हैं। यदि अनिल बाबू हर महीने १८७० रुपये किराया देते हैं तो अनिल बाबू की मासिक आय कितनी है, हिसाब करें।",८५००
199,"यास्मीन बानो अपनी कुल खेती की जमीन के ५५% हिस्से पर पटसन की खेती करती हैं। यदि वे ११ बीघा जमीन पर पटसन की खेती करती हैं, तो यास्मीन बानो के पास कुल कितनी खेती की जमीन है, हिसाब करें।",२०
200,"हमारे परिवार में कुल मासिक खर्च में से ४७५० रुपये खाने पर खर्च होते हैं और अन्य खर्च ५९०० रुपये हैं। यदि खाने का खर्च १०% बढ़ाकर अन्य खर्च १६% घटाया जाए तो कुल मासिक खर्च कितने रुपये घटेगा, हिसाब करें।",४६९
201,"एक शहर की वर्तमान जनसंख्या २६२५० है। यदि सालाना ४% की दर से जनसंख्या बढ़े, तो अगले साल की जनसंख्या कितनी होगी, हिसाब करें।",२७३००
202,"एक शहर की वर्तमान जनसंख्या २६२५० है। यदि सालाना ४% की दर से जनसंख्या बढ़े, तो दो साल बाद जनसंख्या कितनी होगी, हिसाब करें।",२८३९२
203,"फसल कटने के समय धान का दाम १०८० रुपये प्रति क्विंटल था। बरसात में धान का दाम १५% बढ़ गया। जिस किसान ने फसल कटने के समय १२ क्विंटल धान बेचा, वह बरसात में उतना ही धान बेचता तो कितने रुपये ज्यादा पाता, हिसाब करें।",१९४४
204,७ मीटर लंबे फीते को बराबर ८ भागों में बांटकर प्रत्येक भाग का मान देखें।,०.८७
205,११ किलो चीनी १२ पैकेटों में बराबर बांटकर प्रत्येक भाग की माप देखें।,०.९१
206,१२ लीटर पानी ७ बोतलों में बराबर बांटकर प्रत्येक भाग की माप देखें।,१.७१
207,२४ मीटर लंबी सड़क के किनारे सड़क के दोनों सिरों समेत बराबर दूरी पर १५ पेड़ लगाने पर लगातार दो पेड़ों की दूरी देखें।,१.७१
208,"मेरे पास २२ मीटर लंबा पीला फीता, २४.७५ मीटर लंबा हरा फीता और १६.५० मीटर लंबा नारंगी फीता है। इन तीनों रंगों के फीतों से सबसे बड़े माप के टुकड़े काटना चाहता हूं जिससे प्रत्येक रंग के फीते से समान लंबाई के कई टुकड़े मिलें और कोई फीता बर्बाद न हो। वह समान लंबाई का फीता कितना लंबा होगा, हिसाब करने की कोशिश करें।",२.७५
209,सलमान बैंगनी रंग का ७.७० मी. लंबा और मदीना आसमानी रंग का ३.२६ मी. लंबा फीता लाकर दोनों रंगों के फीतों के समान लंबाई के सबसे बड़े ऐसे कई टुकड़े करना चाहते हैं जिससे टुकड़े करने के बाद दोनों रंगों के फीतों में ०.०२ मी. बचा रहे। हिसाब करके देखें समान लंबाई के सबसे बड़े माप के प्रत्येक टुकड़े की लंबाई कितनी लेंगे।,०.१२
210,"६, ८, १० और १२ से विभाज्य ऐसी छोटी से छोटी संख्या खोजने की कोशिश करें जो ३०० और ५०० के बीच होगी?",३६०
211,"हिसाब करके देखें चार अंकों की कौन-सी छोटी से छोटी संख्या १२, १५, २० और ३५ से विभाज्य है।",१२६०
212,"४२० रुपये, ५६० रुपये और ६३० रुपये - का ल.स.प. खोजें।",५०४०
213,"४२० रुपये, ५६० रुपये और ६३० रुपये - का म.स.प. खोजें।",७०
214,९७८६ किग्रा. और २७९६ किग्रा. - के ल.स.प. का मान खोजें।,१९५७२
215,९७८६ किग्रा. और २७९६ किग्रा. - के म.स.प. का मान खोजें।,१३९८
216,"तीन छोटी टंकियों में क्रमशः ३५ लीटर, ५६ लीटर और ८४ लीटर तेल है। हिसाब करें सबसे बड़े कितने माप के बर्तन से तीनों टंकियों का तेल पूर्ण संख्या में बार मापा जा सकेगा।",७
217,हमारे स्कूल के हॉल की लंबाई २००० से.मी. और चौड़ाई १६०० से.मी. है। हिसाब करके देखें सबसे लंबे कितने मीटर लंबाई के फीते से इस हॉल की लंबाई और चौड़ाई दोनों तरफ पूर्ण संख्या में माप सकेंगे।,४
218,"१०७१ धोतियां, ५९५ साड़ियां और ३५७ कुर्ते जमा हैं। हिसाब करके देखें ज्यादा से ज्यादा कितने परिवारों के बीच वे चीजें बराबर बांटकर दे सकेंगे।",११९
219,"१०७१ धोतियां, ५९५ साड़ियां और ३५७ कुर्ते जमा हैं। कुछ परिवारों के बीच वे चीजें बराबर बांट दी गईं। प्रत्येक परिवार को कितनी धोतियां मिलेंगी।",९
220,"१०७१ धोतियां, ५९५ साड़ियां और ३५७ कुर्ते जमा हैं। कुछ परिवारों के बीच वे चीजें बराबर बांट दी गईं। प्रत्येक परिवार को कितनी साड़ियां मिलेंगी।",५
221,"१०७१ धोतियां, ५९५ साड़ियां और ३५७ कुर्ते जमा हैं। कुछ परिवारों के बीच वे चीजें बराबर बांट दी गईं। प्रत्येक परिवार को कितने कुर्ते मिलेंगे।",३
222,एक इंजन के अगले पहिये की परिधि १.४ मी. है और पिछले पहिये की परिधि अगले पहिये की परिधि की ढाई गुनी है। हिसाब करके देखें कम से कम कितना रास्ता जाने पर दोनों पहिये एक साथ पूर्ण संख्या में बार घूमना पूरा करेंगे।,७
223,"कौन-सी बड़ी से बड़ी संख्या से ३०६, ८१० और २२१४ को भाग देने पर हर बार कोई शेष नहीं बचेगा, वह हिसाब करके देखें।",१८
224,"हमारे घर में तीन लाठियां हैं जिनकी लंबाई क्रमशः ४५ से.मी., ५० से.मी. और ७५ से.मी. है। हिसाब करके देखें इन तीनों लाठियों में से प्रत्येक से कम से कम कितनी लंबाई का फीता पूरी तरह माप सकेंगे।",४५०
225,"६५० रुपये, ५२० रुपये और ७८० रुपये। राशियों के म.स.प. का मान खोजें।",१३०
226,"६५० रुपये, ५२० रुपये और ७८० रुपये। राशियों के ल.स.प. का मान खोजें।",७८००
227,"२२८ मी., ३४२ मी., ४५६ मी.। राशियों के म.स.प. का मान खोजें।",११४
228,"२२८ मी., ३४२ मी., ४५६ मी.। राशियों के ल.स.प. का मान खोजें।",१३६८
229,"३६०० ली., ४८०० ली., ६ ली.। राशियों के म.स.प. का मान खोजें।",६
230,"३६०० ली., ४८०० ली., ६ ली.। राशियों के ल.स.प. का मान खोजें।",१४४००
231,"दो संख्याओं के ल.स.प. और म.स.प. क्रमशः २१७५ और १४५ हैं; यदि एक संख्या ७२५ हो, तो दूसरी संख्या कितनी होगी, हिसाब करें।",४३५
232,१४५ और २३२ दोनों संख्याओं के म.स.प. का मान खोजें।,२९
233,१४४ और ३८४ दोनों संख्याओं के म.स.प. का मान खोजने की कोशिश करें।,४८
234,"५८३४ में से कौन-सी छोटी से छोटी संख्या घटाने पर अंतर २०, २८, ३२ और ३५ से विभाज्य होगा, हिसाब करें।",२३४
235,"कौन-सी बड़ी से बड़ी संख्या से २३०० और ३५०० को भाग देने पर क्रमशः ३२ और ५६ शेष बचेगा, हिसाब करें।",८४
236,"हिसाब करके देखें कौन-सी बड़ी से बड़ी संख्या से ६५०, ७७६ और १२५० को भाग देने पर हर बार एक ही शेष बचेगा।",२५
237,दो संख्याओं के म.स.प. और ल.स.प. क्रमशः १२ और ७२० हैं; हिसाब करके देखें ऐसी कितनी जोड़ी संख्याएं हो सकती हैं।,४
238,"किस छोटी से छोटी संख्या में से ४००० घटाने पर अंतर ७, ११ और १३ से विभाज्य होगा, हिसाब करें।",५००१
239,"५० और १०० के बीच की दो जोड़ी संख्याएं खोजें जिनका म.स.प. १६ और योगफल १४४ है, इनमें बड़ी संख्या कौन-सी है?",८०
240,"५० और १०० के बीच की दो जोड़ी संख्याएं खोजें जिनका म.स.प. १६ और योगफल १४४ है, इनमें छोटी संख्या कौन-सी है?",६४
241,"५० और १०० के बीच की दो जोड़ी संख्याएं खोजें जिनका म.स.प. १६ और योगफल १७६ है, इनमें बड़ी संख्या कौन-सी है?",९६
242,"५० और १०० के बीच की दो जोड़ी संख्याएं खोजें जिनका म.स.प. १६ और योगफल १७६ है, इनमें छोटी संख्या कौन-सी है?",८०
243,"२८, ३३, ४२ और ७७ से विभाज्य जो संख्या ९८७६५ के सबसे निकट है, उसे हिसाब करके खोज निकालें।",९८८६८
244,"हिसाब करके १३ से विभाज्य ऐसी छोटी से छोटी संख्या खोजें जिसे ८, १२, १६ और २० से भाग देने पर हर बार १ शेष बचे।",४८१
245,"साकिर ने गिनकर देखा कि उसके पास ४५० पीले बटन हैं। उसने उन्हें वर्गाकार रूप में सजाने की कोशिश की। साकिर के वर्गाकार रूप में सजाने के बाद भी ९ पीले बटन बचे रहे। साकिर की सजावट की प्रत्येक कतार में कितने पीले बटन हैं, हिसाब करें।",२१
246,साधना अपने काले रंग के २८० बटनों को वर्गाकार रूप में सजाने की कोशिश कर रही है। उसके ९ बटन कम पड़े। हिसाब करके देखें साधना की वर्गाकार सजावट में वह प्रत्येक कतार में कितने काले बटन रखने की कोशिश कर रही है।,१७
247,"मानस और मिताली आज बगीचे का काम करेंगे। ३२४ गेंदे के फूलों के पौधे हैं। ये पौधे कुछ कतारों में लगाए गए। देख रहे हैं, हमने पौधों को इस तरह लगाया कि प्रत्येक कतार में जितने पौधे हैं, कुल कतारों की संख्या भी उतनी ही है। अब हिसाब करके देखें कुल कितनी कतारों में ३२४ पौधे रखे।",१८
248,"उनके कुछ दोस्त कुछ टॉफियां और बिस्कुट लेकर बगीचे में आए। वे कुल जितने दोस्त हुए, प्रत्येक उतनी टॉफियां और प्रत्येक उसकी दुगुनी संख्या में बिस्कुट लाया। कुल टॉफियां और बिस्कुट १४७ लाए हों तो वे कितने दोस्त हैं, हिसाब करके देखें।",७
249,"उनके और भी कुछ दोस्त उनके साथ बगीचे के काम में जुड़ गए। बगीचा साफ करने के लिए वे अब कुल जितने लोग हैं, प्रत्येक ने उतने ५-५ रुपये चंदा दिया। कुल चंदा ७२० रुपये जमा हुआ। हिसाब करके बताने की कोशिश करें कुल कितने दोस्तों ने मिलकर चंदा जमा किया।",१२
250,"निसार के फलों के बगीचे से ४४१ संतरे तोड़े गए हैं। उन्हें कई टोकरियों में रखा जाएगा। जितनी टोकरियां हैं, प्रत्येक टोकरी में उतने संतरे रखने पर कुल कितनी टोकरियों में संतरे रखे गए, हिसाब करें।",२१
251,"आज सुबह मैंने अपने कमरे की किताबों की अलमारी में किताबें सजाकर रखीं। अलमारी में जितने खाने थे, प्रत्येक खाने में उतनी किताबें रखीं। लेकिन ५ किताबें और अलमारी के बाहर रह गईं। किताबों की संख्या ८६ हो तो अलमारी के खानों की संख्या कितनी थी, हिसाब करें।",९
252,"आज खेल के मैदान में हमने वर्गाकार रूप में खड़े होना तय किया है। कुछ लोगों के वर्गाकार रूप में खड़े होने के बाद भी ४ दोस्त मैदान के बाहर खड़े हैं। यदि वे इस वर्गाकार रूप के भीतर खड़े हों तो वर्गाकार रूप नहीं रहेगा। आज हमारी कक्षा में ४० लोग उपस्थित हुए हैं। इस वर्गाकार सजावट की प्रत्येक कतार में कितने लोग खड़े हैं, हिसाब करें।",६
253,"मोहल्ले के सुभाष स्मृति पुस्तकालय के सदस्यों में प्रत्येक सदस्य के सदस्य-संख्या के बराबर रुपये चंदा देने से कुल ७२९ रुपये चंदा जमा हुआ है। पुस्तकालय के सदस्य कितने हैं, हिसाब करें।",२७
254,"रघुनाथपुर गांव के एक तालाब की मरम्मत में जितने लोग काम में लगे थे, उन्होंने उतने दिन काम करके कुल १२३७५ रुपये मजदूरी पाई। यदि प्रत्येक की दैनिक मजदूरी ५५ रुपये हो, तो कितने लोग इस काम में जुड़े थे, हिसाब करें।",१५
255,"इस साल हमारे मोहल्ले के क्लब से कुछ सदस्य नैनीताल घूमने जाएंगे। खर्च के तौर पर प्रत्येक से जितने सदस्य हैं उसके ४ गुने रुपये लिए गए हैं। कुल ४०९६ रुपये चंदा जमा हुआ है। कितने सदस्य घूमने जाएंगे, हिसाब करें।",३२
256,"आज बाल दिवस है। हम कुछ छात्र-छात्राओं ने स्कूल के सभी छात्र-छात्राओं में टॉफियां और बिस्कुट बांट दिए। लेकिन ८०० टॉफियां अब भी बची हैं। हम कुल जितने लोग हैं, प्रत्येक ने उसकी दुगुनी संख्या में टॉफियां लेकर ८०० टॉफियां बांट लीं। हिसाब करके देखें हम कुल कितने लोगों ने ८०० टॉफियां बांट लीं।",२०
257,"अटवा गांव के रफीक चाचा अपनी जमीन में लगाने के लिए ७८० पपीते के पौधे लाए हैं। उन्होंने तय किया है कि जितनी कतारों में पौधे लगाएंगे, प्रत्येक कतार में ठीक उतने ही पौधे रहेंगे। लेकिन इस तरह पौधे लगाने पर उन्होंने देखा कि ४ पौधे कम पड़ रहे हैं। रफीक चाचा ने कितनी कतारों में पौधे लगाना तय किया है, हिसाब करें।",२८
258,"मैंने गत्ते का एक वर्गाकार बक्सा बनाया है। उसमें कई वर्गाकार खाने हैं। मेरे भाई ने प्रत्येक खाने में १ पांच रुपये का सिक्का, १ दो रुपये का सिक्का और १ एक रुपये का सिक्का रखा है। यदि भाई ने कुल ११५२ रुपये रखे हों, तो मेरे बनाए गत्ते के बक्से की प्रत्येक कतार में कितने खाने हैं, हिसाब करें।",१२
259,किस छोटी से छोटी प्राकृतिक संख्या से १८ को गुणा करने पर पूर्ण वर्ग संख्या मिलेगी।,२
260,किस छोटी से छोटी प्राकृतिक संख्या से ५० को गुणा करने पर पूर्ण वर्ग संख्या मिलेगी।,२
261,किस छोटी से छोटी प्राकृतिक संख्या से ७२ को गुणा करने पर पूर्ण वर्ग संख्या मिलेगी।,२
262,किस छोटी से छोटी प्राकृतिक संख्या से १०८ को गुणा करने पर पूर्ण वर्ग संख्या मिलेगी।,३
263,किस छोटी से छोटी प्राकृतिक संख्या से १६२ को गुणा करने पर पूर्ण वर्ग संख्या मिलेगी।,२
264,"७ को किस छोटी से छोटी प्राकृतिक संख्या से गुणा करने पर गुणनफल एक पूर्ण वर्ग संख्या होगा, देखें।",७
265,किस छोटी से छोटी प्राकृतिक संख्या से ४३२ को गुणा करने पर पूर्ण वर्ग संख्या मिलेगी।,३
266,"इस साल के गणतंत्र दिवस पर हमारे स्कूल के शारीरिक शिक्षा के सर ने हमें अलग-अलग समय पर १२, १५ और २० कतारों में खड़ा करके तरह-तरह की परेड करवाई थी। एक समय हमें ठोस वर्गाकार रूप में भी सजाया था। उस दिन कम से कम कितने छात्र-छात्राएं विद्यालय में उपस्थित थे, हिसाब करें।",९००
267,"शून्य के अलावा एक छोटी से छोटी पूर्ण वर्ग संख्या खोजें जो २५, ४० और ६० से विभाज्य हो।",३६००
268,"दो धनात्मक संख्याओं का गुणनफल १६२ और भागफल २ है; दोनों संख्याएं क्या होंगी, हिसाब करें। बड़ी संख्या कौन-सी है?",१८
269,"दो धनात्मक संख्याओं का गुणनफल १६२ और भागफल २ है; दोनों संख्याएं क्या होंगी, हिसाब करें। छोटी संख्या कौन-सी है?",९
270,"हिसाब करके देखें शून्य के अलावा कौन-सी छोटी से छोटी पूर्ण वर्ग संख्या १२, १६, २० और २४ से विभाज्य है।",३६००
271,दो धनात्मक संख्याओं का गुणनफल ९८ है और बड़ी संख्या छोटी संख्या की २ गुनी है। बड़ी संख्या क्या है?,१४
272,दो धनात्मक संख्याओं का गुणनफल ९८ है और बड़ी संख्या छोटी संख्या की २ गुनी है। छोटी संख्या क्या है?,७
273,किस छोटी से छोटी पूर्ण वर्ग संख्या का एक गुणनखंड १७ है?,२८९
274,"१०, १५, २० और ३० से विभाज्य छोटी से छोटी पूर्ण वर्ग संख्या शून्य के अलावा निकालें।",९००
275,"इस साल नेताजी के जन्मदिवस पर हमारे शारीरिक शिक्षा के शिक्षक ने उपस्थित छात्रों को १८, २४ और २७ कतारों में खड़ा करके परेड करवाई। एक समय उन्हें ठोस वर्गाकार रूप में भी सजाया। उस दिन हम कम से कम कितने लोग विद्यालय गए थे, हिसाब करें।",१२९६
276,"दो धनात्मक संख्याओं का गुणनफल १४७ है; बड़ी संख्या छोटी संख्या की ३ गुनी है। बड़ी संख्या क्या है, हिसाब करें।",२१
277,"दो धनात्मक संख्याओं का गुणनफल १४७ है; बड़ी संख्या छोटी संख्या की ३ गुनी है। छोटी संख्या क्या है, हिसाब करें।",७
278,"तीन धनात्मक संख्याओं में पहली और दूसरी का गुणनफल २४; दूसरी और तीसरी का गुणनफल ४८; तथा पहली और तीसरी का गुणनफल ३२ है। बड़ी संख्या क्या होगी, हिसाब करें।",८
279,"तीन धनात्मक संख्याओं में पहली और दूसरी का गुणनफल २४; दूसरी और तीसरी का गुणनफल ४८; तथा पहली और तीसरी का गुणनफल ३२ है। छोटी संख्या क्या होगी, हिसाब करें।",४
280,१००० की सबसे निकट की पूर्ण वर्ग संख्या खोजें।,१०२४
281,"९५८५ में से कौन-सी छोटी से छोटी संख्या घटाने पर अंतर एक पूर्ण वर्ग संख्या होगा, हिसाब करें।",१७६
282,"५३२० के साथ कौन-सी छोटी से छोटी संख्या जोड़ने पर योगफल पूर्ण वर्ग संख्या होगा, हिसाब करें।",९
283,"शून्य के अलावा ऐसी एक छोटी से छोटी पूर्ण वर्ग संख्या खोजें जो १५, २५, ३५ और ४५ से विभाज्य हो।",११०२५
284,"चार अंकों की छोटी से छोटी और बड़ी से बड़ी पूर्ण वर्ग संख्या खोजें जो ८, १५, २० और २५ से विभाज्य हो।",३६००
285,चार अंकों की छोटी से छोटी पूर्ण वर्ग संख्या खोजें।,१०१४
286,चार अंकों की बड़ी से बड़ी पूर्ण वर्ग संख्या खोजें।,९८०१
287,५००० के सबसे निकट की ५००० से छोटी पूर्ण वर्ग संख्या खोजें।,४९००
288,५००० के सबसे निकट की ५००० से बड़ी पूर्ण वर्ग संख्या खोजें।,५०४१
289,"दो धनात्मक पूर्ण वर्ग संख्याओं का गुणनफल १५७६ और भागफल ९/७ है, बड़ी संख्या क्या होगी, हिसाब करें।",४५
290,"दो धनात्मक पूर्ण वर्ग संख्याओं का गुणनफल १५७६ और भागफल ९/७ है, छोटी संख्या क्या होगी, हिसाब करें।",३५
291,"२०२* के * अंक के क्या होने पर संख्या पूर्ण वर्ग होगी, वह हिसाब करें।",५ 
292,"देवेश बाबू ने नया घर बनाया है। आज वे खुद अपने घर की दो बराबर माप की खिड़कियां रंगेंगे। प्रत्येक खिड़की के दो पल्ले हैं। यदि प्रत्येक पल्ले को रंगने में उन्हें २ घंटे १५ मिनट लगें, तो देवेश बाबू को दोनों खिड़कियां रंगने में कुल कितने घंटे लगेंगे, हिसाब करें।",९
293,१८९५ से १९१५ तक कुल कितने लीप वर्ष थे।,४
294,२०१० से २०३० तक कुल कितने लीप वर्ष थे।,५
295,"मैं २०१० से २०१३ तक कुल चार साल इस कॉलेज रोड वाले घर में रहा। मैं कुल कितने दिन कॉलेज रोड वाले घर में रहा, हिसाब करें।",१४६१
296,भारतवर्ष के स्वाधीन होने के बाद २०२४ तक कुल कितने साल लीप वर्ष हुए हैं?,२०
297,भारतवर्ष के स्वाधीन होने के बाद २०१४ तक कुल कितने साल लीप वर्ष हुए हैं?,१७
298,"मैंने अपने बैठक के कमरे के फर्श की माप ली। देख रहा हूं बैठक के कमरे के आयताकार फर्श की लंबाई ८ मीटर और चौड़ाई ५ मीटर है। बैठक के कमरे के फर्श की लंबाई और चौड़ाई का अनुपात क्या है, वह लिखें।",८:५
299,"सविता ने बहुत सारी गुड़हल के फूलों की मालाएं और बहुत सारी गेंदे के फूलों की मालाएं बनाईं। यदि उसने १२ गुड़हल के फूलों की मालाएं और १५ गेंदे के फूलों की मालाएं बनाई हों, तो गुड़हल के फूलों और गेंदे के फूलों की मालाओं की संख्या का अनुपात क्या है, लिखें।",४:५
300,"मेरी और सुलेखा की उम्र का अनुपात ५:६ है; मेरी उम्र १० साल हो तो, सुलेखा की उम्र कितनी है, हिसाब करके लिखें।",१२
301,"आज हम कुल १० लोग मैदान में खेलने आए हैं। यदि हममें लड़कियों और लड़कों की संख्या का अनुपात २:३ हो, तो कितनी लड़कियां खेलने आई हैं, हिसाब करें।",४ 
