Q No.,Question,Answer
175,५०/३ मीटर लंबे फीते का ३/८ भाग काटकर उसे बराबर ५ भागों में काटा जाए तो एक टुकड़े की लंबाई _____ मिलेगी।,५/४
176,खिड़की के पर्दे बनाने के लिए पिताजी १२७/१० मीटर लंबा पर्दे का कपड़ा खरीदकर लाए। लेकिन घर में ५३/५ मीटर लंबा पर्दे का कपड़ा था। तीन खिड़कियों के प्रत्येक पर्दे में ४५/६ मीटर लंबा कपड़ा लगा। अभी भी _____ मीटर लंबा पर्दे का कपड़ा बचा है।,१९/५
177,आज मेरी दादी ने ढेर सारा बेर का अचार बनाया। उन्होंने उस अचार का ४/७ भाग काँच के मर्तबान में भरकर रख दिया और बाकी हम ६ लोगों में बराबर बाँट दिया। हिसाब करके देखते हैं कि हममें से प्रत्येक को कुल अचार का _____ भाग मिला।,१/१४
178,महेंद्र और उसकी टीम ने तय किया है कि ३३ दिनों में ३७१/१५ कि.मी. सड़क बनाएँगे। उन्होंने प्रतिदिन ११/१५ कि.मी. करके २५ दिन सड़क बनाई। अब ठीक समय पर बाकी काम पूरा करने के लिए उन्हें बाकी दिनों में प्रतिदिन _____ कि.मी. सड़क बनानी होगी।,४/५
179,५ के साथ ३/७ जोड़कर योगफल को १४/३ से गुणा करता हूँ। अब इस गुणनफल को ४०/९ से भाग देकर भागफल को ४२/५ में से घटाता हूँ और अंतर _____ मिला।,२७/१०
180,मीतू ४ कॉपियाँ खरीदेगी। यदि १ कॉपी का दाम १२.७५ रुपये हो तो मीतू को _____ रुपये जुटाने होंगे।,५१
181,रुक्मिणी देवी अपनी ज़मीन के ०.३५ भाग के ०.२ भाग पर फूलों की खेती कर रही हैं। उन्होंने अपनी ज़मीन के _____ भाग पर फूलों की खेती की है।,०.१३
182,मेरे पास १५० रुपये हैं। अपने रुपयों के ०.३ भाग से मैंने कॉपियाँ खरीदीं और अपने रुपयों के ०.४ भाग से कहानी की किताबें खरीदीं। अब मेरे पास _____ रुपये बचे हैं।,४५
183,आज हम मोटरगाड़ी से ९४.५ कि.मी. रास्ता जाएँगे। एक किलोमीटर जाने में उस मोटरगाड़ी में ०.०७८ लीटर पेट्रोल खर्च होता है। हिसाब करके देखते हैं कि हमें कुल _____ लीटर पेट्रोल चाहिए।,७.३७
184,अलका के भैया को घर से साइकिल पर शिवपुर नाव घाट पहुँचने में १.४ घंटे लगे। यदि वह ११.५ कि.मी. प्रति घंटे की गति से साइकिल चलाए तो अलका के घर से शिवपुर नाव घाट _____ कि.मी. दूर है।,१६.१०
185,माँ ने मुझे २.५ किग्रा दाल खरीदकर लाने को कहा। यदि १ किग्रा दाल का दाम ६२.५० रुपये हो तो मैं _____ रुपये लेकर दुकान जाऊँगा।,१५६.२५
186,एक समबाहु त्रिभुज की परिधि १४.४ से.मी. है। उस समबाहु त्रिभुज की १ भुजा की लंबाई _____ से.मी. है (उसे दशमलव संख्या में लिखता हूँ)।,४.८०
187,"आज मैं भैया के साथ मछली बाज़ार गया। भैया ने ८७७.५० रुपये की मछली खरीदी। यदि १ किग्रा मछली का दाम १७५.५० रुपये हो, तो भैया ने _____ किलो मछली खरीदी।",५
188,"उर्मिला देवी के घर में ३०.६ मीटर कपड़ा है। उस कपड़े से वे फ्रॉक बनाएँगी। यदि प्रत्येक फ्रॉक के लिए १.७ मीटर कपड़ा लगे, तो उर्मिला देवी _____ फ्रॉक बनाएँगी।",१८
189,घर में ४८ लीटर पीने का पानी है। वह पानी बराबर माप की खाली बोतलों में भर रहा हूँ। यदि प्रत्येक बोतल में १.२ लीटर पानी आए तो वह पानी _____ खाली बोतलों में डाल सकूँगा।,४०
190,१५.७७ मीटर लंबे बाँस का २.२५ भाग हटाकर बाकी भाग को बराबर ४ भागों में बाँटा जाए तो प्रत्येक भाग की लंबाई _____ होगी।,३.३८
191,हमारे घर से स्कूल की दूरी २०.४ कि.मी. है। १०.२ कि.मी. प्रति घंटे की गति से साइकिल चलाकर _____ घंटे में स्कूल पहुँचूँगा।,२
192,"यदि एक जैसे ४ बिस्कुट के पैकेटों का वज़न १२.६ ग्राम हो, तो १ पैकेट का वज़न _____ ग्राम होगा।",३.१५
193,हमारी कक्षा में कुल विद्यार्थियों का ०.२३ भाग छात्राएँ हैं। हमारी कक्षा में कुल विद्यार्थियों का प्रतिशत _____ भाग छात्राएँ पढ़ती हैं।,२३
194,आज रजत स्कूल जाते समय कुल रास्ते का ०.२५ भाग पैदल और बाकी भाग रिक्शे से गया। रजत कुल रास्ते का प्रतिशत _____ भाग रिक्शे से गया।,७५
195,शेफाली के बगीचे के एक आम के पेड़ पर पिछले साल २०० आम लगे थे। इस साल उस पेड़ पर ४८० आम लगे हैं। पिछले साल की तुलना में इस साल प्रतिशत _____ भाग अधिक आम लगे हैं।,१४०
196,दादाजी ने मुझे मेले में जाने के लिए ५० रुपये दिए। मैंने उन रुपयों का ७०% मेले में खर्च किया और बाकी रुपये बचत की गुल्लक में डाल दिए। हिसाब करके देखता हूँ कि मैंने _____ रुपये मेले में खर्च किए।,३५
197,दादाजी ने मुझे मेले में जाने के लिए ५० रुपये दिए। मैंने उन रुपयों का ७०% मेले में खर्च किया और बाकी रुपये बचत की गुल्लक में डाल दिए। हिसाब करके देखता हूँ कि मैंने _____ रुपये गुल्लक में जमा किए।,१५
198,इस साल की गणित परीक्षा में हमारी कक्षा के ६०% विद्यार्थियों ने ८० से अधिक अंक पाए हैं। यदि हमारी कक्षा के कुल विद्यार्थी ५० हों तो _____ विद्यार्थियों ने ८० से अधिक अंक पाए हैं।,३०
199,"आरती ने मुझे १७ स्टैम्प दिए। बोली, मैंने तुम्हें अपने कुल स्टैम्पों का २०% स्टैम्प दिया है। यदि १७ स्टैम्प आरती के कुल स्टैम्पों का २०% हों, तो आरती के पास कुल _____ स्टैम्प हैं।",८५
200,१५ टॉफ़ियों में से ३ टॉफ़ियाँ लीं। देखता हूँ कुल टॉफ़ियों का प्रतिशत _____ भाग टॉफ़ियाँ लीं।,२०
201,२४ बेरों में से ६ बेर सड़ गए हैं। देखता हूँ कुल बेरों का प्रतिशत _____ भाग बेर सड़ गए हैं।,२५
202,आज हमारी कक्षा में ७ विद्यार्थी अनुपस्थित हैं। कक्षा में कुल ३५ विद्यार्थी हैं। आज कुल विद्यार्थियों का प्रतिशत _____ भाग स्कूल आया है।,८०
203,५५ मीटर लंबे बाँस का ११ मीटर कीचड़ और पानी के नीचे है। बाँस का प्रतिशत _____ भाग कीचड़ और पानी के ऊपर है।,८०
204,हमारे चौधरी मोहल्ले की लाइब्रेरी में २१०० कहानी की किताबें हैं। जितनी कहानी की किताबें हैं उनका ३०% कहानी की किताबें और खरीदी गईं। हिसाब करके देखते हैं कि _____ किताबें और खरीदी गईं।,६३०
205,हमारे चौधरी मोहल्ले की लाइब्रेरी में २१०० कहानी की किताबें हैं। जितनी कहानी की किताबें हैं उनका ३०% कहानी की किताबें और खरीदी गईं। हिसाब करके देखते हैं कि अब लाइब्रेरी में कुल कहानी की किताबें _____ हो गईं।,२७३०
206,आज सुबह से बहुत बारिश हो रही है। इसलिए अमन के स्कूल में कुल विद्यार्थियों में से केवल २०% विद्यार्थी उपस्थित हुए हैं। यदि अमन के स्कूल के कुल विद्यार्थी १२३० हों तो आज _____ विद्यार्थी स्कूल में उपस्थित हुए हैं।,२४६
207,आज मैं खुद संतरे का शरबत बनाऊँगा। ३०० मिलीलीटर संतरे का शरबत बनाने के लिए शरबत का १८% संतरे का रस डालना पड़ा। मैंने _____ मिलीलीटर संतरे का रस डाला।,५४
208,शोभन ने इस साल खेत में जैविक खाद का उपयोग किया जिससे धान की पैदावार पिछले साल की तुलना में २५% बढ़ गई। यदि पिछले साल १२ क्विंटल धान हुआ हो तो इस साल _____ क्विंटल धान हुआ है।,१५
209,"गोकुलपुर गाँव की जनसंख्या पिछले साल की तुलना में १२% बढ़ी है। यदि पहले उस गाँव की जनसंख्या ७७५ थी, तो अब जनसंख्या _____ हो गई है।",८६८
210,इस साल हमारे स्कूल के ८० विद्यार्थियों ने माध्यमिक परीक्षा दी। यदि ६५% विद्यार्थी पास हों तो हिसाब करके देखते हैं कि _____ विद्यार्थियों ने इस साल माध्यमिक परीक्षा पास की है।,५२
211,एक विशेष प्रकार के पीतल में ७०% ताँबा और बाकी जस्ता है। २० किग्रा ऐसा पीतल बनाने के लिए _____ किग्रा जस्ता लगेगा।,६
212,चीनी का दाम बढ़ जाने से हमने तय किया है कि अभी की तुलना में ४% चीनी का उपयोग घटाएँगे। अभी हम प्रतिदिन ६२५ ग्राम चीनी का उपयोग करते हैं। घटाने के बाद प्रतिदिन _____ ग्राम चीनी का उपयोग करेंगे।,२५
213,चीनी का दाम बढ़ जाने से हमने तय किया है कि अभी की तुलना में ४% चीनी का उपयोग घटाएँगे। अभी हम प्रतिदिन ६२५ ग्राम चीनी का उपयोग करते हैं। घटाने के बाद प्रतिदिन चीनी _____ ग्राम उपयोग करेंगे।,६००
214,अनिल बाबू अपनी मासिक आय का २२% मकान किराया देते हैं। यदि अनिल बाबू हर महीने १८७० रुपये मकान किराया दें तो अनिल बाबू की मासिक आय _____ रुपये है।,८५००
215,"यशोदा देवी अपनी कुल खेती की ज़मीन के ५५% पर जूट की खेती करती हैं। यदि वे ११ बीघा ज़मीन पर जूट की खेती करें, तो यशोदा देवी के पास कुल _____ बीघा खेती की ज़मीन है।",२०
216,हमारे परिवार के कुल मासिक खर्च में ४७५० रुपये खाने पर खर्च होते हैं और अन्य खर्च ५९०० रुपये हैं। यदि खाने का खर्च १०% बढ़ाकर अन्य खर्च १६% घटाया जाए तो कुल मासिक खर्च _____ रुपये घटेगा।,४६९
217,"एक शहर की वर्तमान जनसंख्या २६२५० है। यदि वार्षिक ४% की दर से जनसंख्या बढ़े, तो अगले साल की जनसंख्या _____ होगी।",२७३००
218,"एक शहर की वर्तमान जनसंख्या २६२५० है। यदि वार्षिक ४% की दर से जनसंख्या बढ़े, तो दो साल बाद जनसंख्या _____ होगी।",२८३९२
219,"फसल कटने के समय धान का दाम १०८० रुपये प्रति क्विंटल था। बरसात में धान का दाम १५% बढ़ गया। जिस किसान ने फसल कटने के समय १२ क्विंटल धान बेचा, वह बरसात में उतना ही धान बेचता तो उसे _____ रुपये अधिक मिलते।",१९४४
220,७ मीटर लंबे फीते को बराबर ८ भागों में बाँटने पर प्रत्येक भाग का मान _____ मीटर होता है।,०.८७
221,११ किलो चीनी १२ पैकेटों में बराबर बाँटने पर प्रत्येक भाग की माप _____ किलो होती है।,०.९१
222,१२ लीटर पानी ७ बोतलों में बराबर बाँटने पर प्रत्येक भाग की माप _____ लीटर होती है।,१.७१
223,२४ मीटर लंबी सड़क के किनारे सड़क के दोनों सिरों सहित बराबर दूरी पर १५ पेड़ लगाने पर लगातार दो पेड़ों की दूरी _____ मीटर होती है।,१.७१
224,"मेरे पास २२ मीटर लंबा पीला फीता, २४.७५ मीटर लंबा हरा फीता और १६.५० मीटर लंबा नारंगी फीता है। इन तीनों रंगों के फीतों से सबसे बड़ी माप के टुकड़े काटना चाहता हूँ ताकि प्रत्येक रंग के फीते से बराबर लंबाई के कुछ टुकड़े मिलें और कोई फीता बर्बाद न हो। वह बराबर लंबाई का फीता _____ मीटर लंबा होगा।",२.७५
225,सुशील बैंगनी रंग का ७.७० मीटर लंबा और मधु आसमानी रंग का ३.२६ मीटर लंबा फीता लाकर दोनों रंगों के फीतों के बराबर लंबाई के सबसे बड़े ऐसे कुछ टुकड़े करना चाहते हैं कि टुकड़े करने के बाद दोनों रंगों के फीतों में ०.०२ मीटर बचा रहे। हिसाब करके देखते हैं कि बराबर लंबाई के सबसे बड़े माप के प्रत्येक टुकड़े की लंबाई _____ मीटर होगी।,०.१२
226,"६, ८, १० और १२ से विभाज्य _____ वह सबसे छोटी संख्या है जो ३०० और ५०० के बीच रहती है।",३६०
227,"४२० रुपये, ५६० रुपये और ६३० रुपये का ल.स. _____ रुपये है।",५०४०
228,"४२० रुपये, ५६० रुपये और ६३० रुपये का म.स. _____ रुपये है।",७०
229,९७८६ किग्रा और २७९६ किग्रा के ल.स. का मान _____ किग्रा है।,१९५७२
230,९७८६ किग्रा और २७९६ किग्रा के म.स. का मान _____ किग्रा है।,१३९८
231,"तीन छोटी टंकियों में क्रमशः ३५ लीटर, ५६ लीटर और ८४ लीटर तेल है। सबसे बड़े _____ लीटर माप के बर्तन से तीनों टंकियों का तेल पूर्ण संख्या में बार मापा जा सकेगा।",७
232,हमारे स्कूल के हॉल की लंबाई २००० से.मी. और चौड़ाई १६०० से.मी. है। हिसाब करके देखते हैं कि सबसे लंबे _____ मीटर लंबाई के फीते से इस हॉल की लंबाई और चौड़ाई दोनों ओर पूर्ण संख्या में मापी जा सकेंगी।,४
233,"१०७१ धोतियाँ, ५९५ साड़ियाँ और ३५७ कुर्ते जमा हैं। हिसाब करके देखते हैं कि अधिकतम _____ परिवारों में वे चीज़ें बराबर बाँटी जा सकेंगी।",११९
234,"१०७१ धोतियाँ, ५९५ साड़ियाँ और ३५७ कुर्ते जमा हैं। कुछ परिवारों में वे चीज़ें बराबर बाँट दी गईं। प्रत्येक परिवार को _____ धोतियाँ मिलेंगी।",९
235,"१०७१ धोतियाँ, ५९५ साड़ियाँ और ३५७ कुर्ते जमा हैं। कुछ परिवारों में वे चीज़ें बराबर बाँट दी गईं। प्रत्येक परिवार को _____ साड़ियाँ मिलेंगी।",५
236,"१०७१ धोतियाँ, ५९५ साड़ियाँ और ३५७ कुर्ते जमा हैं। कुछ परिवारों में वे चीज़ें बराबर बाँट दी गईं। प्रत्येक परिवार को _____ कुर्ते मिलेंगे।",३
237,एक इंजन के अगले पहिये की परिधि १.४ मीटर है और पिछले पहिये की परिधि अगले पहिये की परिधि की ढाई गुनी है। हिसाब करके देखते हैं कि कम से कम _____ मीटर रास्ता चलने पर दोनों पहिये एक साथ पूर्ण संख्या में चक्कर पूरे करेंगे।,७
238,"३०६, ८१० और २२१४ को सबसे बड़ी _____ संख्या से भाग देने पर हर स्थिति में कोई शेष नहीं बचेगा।",१८
239,"हमारे घर में तीन लाठियाँ हैं जिनकी लंबाई क्रमशः ४५ से.मी., ५० से.मी. और ७५ से.मी. है। हिसाब करके देखते हैं कि इन तीनों लाठियों में से प्रत्येक से कम से कम _____ से.मी. लंबाई का फीता पूरी तरह मापा जा सकेगा।",४५०
240,"६५० रुपये, ५२० रुपये और ७८० रुपये। इन राशियों के म.स. का मान _____ होगा।",१३०
241,"६५० रुपये, ५२० रुपये और ७८० रुपये। इन राशियों के ल.स. का मान _____ होगा।",७८००
242,"२२८ मीटर, ३४२ मीटर, ४५६ मीटर। इन राशियों के म.स. का मान _____ होगा।",११४
243,"२२८ मीटर, ३४२ मीटर, ४५६ मीटर। इन राशियों के ल.स. का मान _____ होगा।",१३६८
244,"३६०० लीटर, ४८०० लीटर, ६ लीटर। इन राशियों के म.स. का मान _____ होगा।",६
245,"३६०० लीटर, ४८०० लीटर, ६ लीटर। इन राशियों के ल.स. का मान _____ होगा।",१४४००
246,"दो संख्याओं का ल.स. और म.स. क्रमशः २१७५ और १४५ है; यदि एक संख्या ७२५ हो, तो दूसरी संख्या _____ होगी।",४३५
247,१४५ और २३२ इन दोनों संख्याओं के म.स. का मान _____ होगा।,२९
248,१४४ और ३८४ इन दोनों संख्याओं के म.स. का मान _____ होगा।,४८
249,"५८३४ में से सबसे छोटी _____ संख्या घटाने पर अंतर २०, २८, ३२ और ३५ से विभाज्य होगा।",२३४
250,सबसे बड़ी _____ संख्या से २३०० और ३५०० को भाग देने पर क्रमशः ३२ और ५६ शेष बचेंगे।,८४
251,"हिसाब करके देखते हैं कि _____ सबसे बड़ी संख्या से ६५०, ७७६ और १२५० को भाग देने पर हर स्थिति में एक ही शेष बचेगा।",२५
252,दो संख्याओं का म.स. और ल.स. क्रमशः १२ और ७२० है; हिसाब करके देखते हैं कि ऐसे _____ जोड़े संख्याएँ हो सकती हैं।,४
253,"सबसे छोटी _____ संख्या में से ४००० घटाने पर अंतर ७, ११ और १३ से विभाज्य होगा।",५००१
254,"५० और १०० के बीच की दो जोड़ी संख्याएँ जिनका म.स. १६ और योग १४४ है, उनमें बड़ी संख्या _____ होगी।",८०
255,"५० और १०० के बीच की दो जोड़ी संख्याएँ जिनका म.स. १६ और योग १४४ है, उनमें छोटी संख्या _____ होगी।",६४
256,"५० और १०० के बीच की दो जोड़ी संख्याएँ जिनका म.स. १६ और योग १७६ है, उनमें बड़ी संख्या _____ होगी।",९६
257,"५० और १०० के बीच की दो जोड़ी संख्याएँ जिनका म.स. १६ और योग १७६ है, उनमें छोटी संख्या _____ होगी।",८०
258,"२८, ३३, ४२ और ७७ से विभाज्य जो संख्या ९८७६५ के निकटतम है वह _____ है।",९८८६८
259,"हिसाब करके १३ से विभाज्य ऐसी सबसे छोटी संख्या _____ होगी, जिसे ८, १२, १६ और २० से भाग देने पर हर स्थिति में १ शेष बचे।",४८१
260,साकेत ने गिनकर देखा कि उसके पास ४५० पीले बटन हैं। उसने उन्हें वर्गाकार रूप में सजाने की कोशिश की। साकेत के वर्गाकार रूप में सजाने के बाद भी ९ पीले बटन बचे रहे। साकेत की सजावट की प्रत्येक पंक्ति में _____ पीले बटन हैं।,२१
261,साधना अपने काले रंग के २८० बटनों को वर्गाकार रूप में सजाने की कोशिश कर रही है। उसके ९ बटन कम पड़े। हिसाब करके देखते हैं कि साधना वर्गाकार सजावट की प्रत्येक पंक्ति में _____ काले बटन रखने की कोशिश कर रही है।,१७
262,"मानस और मिताली आज बगीचे का काम करेंगे। ३२४ गेंदे के फूलों के पौधे हैं। ये पौधे कुछ पंक्तियों में लगाए गए। देखते हैं, हमने पौधे इस प्रकार लगाए कि प्रत्येक पंक्ति में जितने पौधे हैं, कुल पंक्तियों की संख्या भी उतनी ही है। अब हिसाब करके देखते हैं कि कुल _____ पंक्तियों में ३२४ पौधे रखे।",१८
263,"उनके कुछ दोस्त कुछ टॉफ़ियाँ और बिस्कुट लेकर बगीचे में आए। वे कुल जितने दोस्त थे, प्रत्येक उतनी टॉफ़ियाँ और प्रत्येक उसकी दोगुनी संख्या में बिस्कुट लाया। यदि कुल टॉफ़ियाँ और बिस्कुट १४७ लाए गए हों तो हिसाब करके देखते हैं कि वे _____ दोस्त थे।",७
264,"उनके कुछ और दोस्त उनके साथ बगीचे के काम में शामिल हो गए। बगीचा साफ करने के लिए अब वे कुल जितने लोग हैं, प्रत्येक ने उतने ५-५ रुपये चंदा दिया। कुल चंदा ७२० रुपये इकट्ठा हुआ। हिसाब करके देखते हैं कि कुल _____ दोस्तों ने मिलकर चंदा इकट्ठा किया।",१२
265,"निशांत के फलों के बगीचे से ४४१ संतरे तोड़े गए हैं। उन्हें कई टोकरियों में रखा जाएगा। जितनी टोकरियाँ हैं, प्रत्येक टोकरी में उतने संतरे रखने पर कुल _____ टोकरियों में संतरे रखे गए।",२१
266,"आज सुबह मैंने अपने कमरे की किताबों की अलमारी में किताबें सजाकर रखीं। अलमारी में जितने खाने (शेल्फ) थे, प्रत्येक खाने में उतनी किताबें रखीं। लेकिन ५ किताबें अलमारी के बाहर रह गईं। यदि किताबों की संख्या ८६ हो तो अलमारी के खानों की संख्या _____ थी।",९
267,आज खेल के मैदान में हमने वर्गाकार रूप में खड़े होने का निर्णय लिया। कुछ लोगों के वर्गाकार रूप में खड़े होने के बाद भी ४ दोस्त मैदान के बाहर खड़े हैं। यदि वे इस वर्गाकार में खड़े हों तो वर्गाकार नहीं रहेगा। आज हमारी कक्षा में ४० लोग उपस्थित हुए हैं। इस वर्गाकार सजावट की प्रत्येक पंक्ति में _____ लोग खड़े हैं।,६
268,मोहल्ले के प्रेमचंद स्मृति पुस्तकालय के सदस्यों में से प्रत्येक सदस्य ने सदस्य संख्या के बराबर रुपये चंदा दिया जिससे कुल ७२९ रुपये चंदा इकट्ठा हुआ। पुस्तकालय के सदस्य _____ हैं।,२७
269,"रघुनाथपुर गाँव के एक तालाब की मरम्मत में जितने लोग काम पर लगे थे, उन्होंने उतने ही दिन काम करके कुल १२३७५ रुपये पारिश्रमिक पाया। यदि प्रत्येक का दैनिक पारिश्रमिक ५५ रुपये हो, तो _____ लोग इस काम में शामिल हुए थे।",१५
270,"इस साल हमारे मोहल्ले के क्लब से कुछ सदस्य हरिद्वार घूमने जाएँगे। खर्च के रूप में प्रत्येक से, जितने सदस्य हैं उसका ४ गुना रुपये लिए गए हैं। कुल ४०९६ रुपये चंदा इकट्ठा हुआ है। _____ सदस्य घूमने जाएँगे।",३२
271,"आज बाल दिवस है। हम कुछ विद्यार्थियों ने स्कूल के सभी विद्यार्थियों में टॉफ़ियाँ और बिस्कुट बाँटे। लेकिन ८०० टॉफ़ियाँ अभी भी बची हैं। हम कुल जितने लोग हैं, प्रत्येक ने उसकी दोगुनी संख्या में टॉफ़ियाँ लेकर ८०० टॉफ़ियाँ बाँट लीं। हिसाब करके देखते हैं कि हम कुल _____ लोगों ने ८०० टॉफ़ियाँ बाँट लीं।",२०
272,"रामपुर गाँव के श्यामलाल चाचा अपने खेत में लगाने के लिए ७८० पपीते के पौधे लाए हैं। उन्होंने तय किया है कि जितनी पंक्तियों में पौधे लगाएँगे, प्रत्येक पंक्ति में ठीक उतने ही पौधे रहेंगे। लेकिन इस तरह पौधे लगाते समय उन्होंने देखा कि ४ पौधे कम पड़ रहे हैं। श्यामलाल चाचा ने _____ पंक्तियों में पौधे लगाने का निर्णय लिया है।",२८
273,"मैंने गत्ते का एक वर्गाकार बक्सा बनाया है। उसमें कई वर्गाकार खाने हैं। मेरे भाई ने प्रत्येक खाने में १ पाँच रुपये का सिक्का, १ दो रुपये का सिक्का और १ एक रुपये का सिक्का रखा है। यदि भाई ने कुल ११५२ रुपये रखे हों, तो मेरे बनाए गत्ते के बक्से की प्रत्येक पंक्ति में _____ खाने हैं।",१२
274,एक ऐसी सबसे छोटी प्राकृतिक संख्या है जिससे १८ को गुणा करने पर पूर्ण वर्ग संख्या मिलेगी। वह संख्या _____ है।,२
275,एक ऐसी सबसे छोटी प्राकृतिक संख्या है जिससे ५० को गुणा करने पर पूर्ण वर्ग संख्या मिलेगी। वह संख्या _____ है।,२
276,एक ऐसी सबसे छोटी प्राकृतिक संख्या है जिससे ७२ को गुणा करने पर पूर्ण वर्ग संख्या मिलेगी। वह संख्या _____ है।,२
277,एक ऐसी सबसे छोटी प्राकृतिक संख्या है जिससे १०८ को गुणा करने पर पूर्ण वर्ग संख्या मिलेगी। वह संख्या _____ है।,३
278,एक ऐसी सबसे छोटी प्राकृतिक संख्या है जिससे १६२ को गुणा करने पर पूर्ण वर्ग संख्या मिलेगी। वह संख्या _____ है।,२
279,देखते हैं ७ को एक सबसे छोटी प्राकृतिक संख्या से गुणा करने पर गुणनफल एक पूर्ण वर्ग संख्या होगी। वह संख्या _____ है।,७
280,एक ऐसी सबसे छोटी प्राकृतिक संख्या है जिससे ४३२ को गुणा करने पर पूर्ण वर्ग संख्या मिलेगी। वह संख्या _____ है।,३
281,"इस साल गणतंत्र दिवस पर हमारे स्कूल के शारीरिक शिक्षा के सर ने हमें अलग-अलग समय पर १२, १५ और २० पंक्तियों में खड़ा करके तरह-तरह की परेड कराई। एक समय हमें ठोस वर्गाकार रूप में भी सजाया। उस दिन कम से कम _____ विद्यार्थी विद्यालय में उपस्थित थे।",९००
282,"शून्य के अलावा वह सबसे छोटी पूर्ण वर्ग संख्या ढूँढ़ता हूँ जो २५, ४० और ६० से विभाज्य है। वह संख्या _____ है।",३६००
283,दो धनात्मक संख्याओं का गुणनफल १६२ और भागफल २ है; संख्याएँ क्या होंगी। बड़ी संख्या _____ है।,१८
284,दो धनात्मक संख्याओं का गुणनफल १६२ और भागफल २ है; संख्याएँ क्या होंगी। छोटी संख्या _____ है।,९
285,"हिसाब करके देखते हैं कि शून्य के अलावा ऐसी सबसे छोटी पूर्ण वर्ग संख्या जो १२, १६, २० और २४ से विभाज्य है। वह संख्या _____ है।",३६००
286,दो धनात्मक संख्याओं का गुणनफल ९८ है और बड़ी संख्या छोटी संख्या की २ गुनी है। बड़ी संख्या _____ है।,१४
287,दो धनात्मक संख्याओं का गुणनफल ९८ है और बड़ी संख्या छोटी संख्या की २ गुनी है। छोटी संख्या _____ है।,७
288,किसी एक सबसे छोटी पूर्ण वर्ग संख्या का एक गुणनखंड १७ है। वह संख्या _____ है।,२८९
289,"शून्य के अलावा १०, १५, २० और ३० से विभाज्य सबसे छोटी पूर्ण वर्ग संख्या _____ है।",९००
290,"इस साल नेताजी जयंती पर हमारे शारीरिक शिक्षा के शिक्षक ने उपस्थित छात्रों को १८, २४ और २७ पंक्तियों में खड़ा करके परेड कराई। एक समय उन्हें ठोस वर्गाकार रूप में भी सजाया। उस दिन हम कम से कम _____ लोग विद्यालय गए थे।",१२९६
291,दो धनात्मक संख्याओं का गुणनफल १४७ है; बड़ी संख्या छोटी संख्या की ३ गुनी है। बड़ी संख्या _____ है।,२१
292,दो धनात्मक संख्याओं का गुणनफल १४७ है; बड़ी संख्या छोटी संख्या की ३ गुनी है। छोटी संख्या _____ है।,७
293,तीन धनात्मक संख्याओं में पहली और दूसरी का गुणनफल २४ है; दूसरी और तीसरी का गुणनफल ४८ है; और पहली और तीसरी का गुणनफल ३२ है। बड़ी संख्या _____ है।,८
294,तीन धनात्मक संख्याओं में पहली और दूसरी का गुणनफल २४ है; दूसरी और तीसरी का गुणनफल ४८ है; और पहली और तीसरी का गुणनफल ३२ है। छोटी संख्या _____ है।,४
295,१००० की निकटतम पूर्ण वर्ग संख्या _____ है।,१०२४
296,९५८५ में से कौन-सी सबसे छोटी संख्या घटाने पर अंतर एक पूर्ण वर्ग संख्या होगी। वह संख्या _____ है।,१७६
