Q No.,Question,Answer
149,"एवा पास के एक पशु फार्म में जाने का निर्णय लेती है जहाँ कुल ९ जानवर हैं। वह प्रवेश द्वार के पास एक कतार में खड़ी है, गेट से उसे फार्म के जानवरों के पैर दिखाई दिए और उसने कुल २६ पैर गिने। वह पहले से जानती है कि इस फार्म में केवल मुर्गियाँ और भैंसें हैं। इस जानकारी से भैंसों की संख्या ज्ञात कीजिए।",४
150,"एवा पास के एक पशु फार्म में जाने का निर्णय लेती है जहाँ कुल ९ जानवर हैं। वह प्रवेश द्वार के पास एक कतार में खड़ी है, गेट से उसे फार्म के जानवरों के पैर दिखाई दिए और उसने कुल २६ पैर गिने। वह पहले से जानती है कि इस फार्म में केवल मुर्गियाँ और भैंसें हैं। इस जानकारी से मुर्गियों की संख्या ज्ञात कीजिए।",५
151,रॉबर्ट ने जनवरी महीने में GRE प्रवेश परीक्षा की तैयारी शुरू की। ४ तारीख को लिखित परीक्षा होने तक रॉबर्ट ने तैयारी की। रॉबर्ट ने किस महीने के लिए तैयारी की?,मई
152,"नोआ को हर महीने ३ बार एक डॉक्टर के पास जाना होता है। इसलिए, उसने पूरे साल हर महीने ३ छुट्टियाँ लीं। उस साल नोआ ने कितनी छुट्टियाँ लीं?",३६
153,विक्टोरिया ९५ मीटर/सेकंड की गति से चलती है। वह २ मिनट में कितने किमी पार कर सकती है?,११.४०
154,कैरोलिन ने एक फुट लंबा बर्गर खरीदा और उसे अपने भाई के साथ आधा-आधा बाँट लिया। प्रत्येक को कितने इंच हिस्सा मिलेगा?,६
155,"सैंटियागो ने जनवरी महीने में अपना देश छोड़ा, और दिसंबर में उसी तारीख को लौटने से पहले कई महीने ऑस्ट्रेलिया में रहा। सैंटियागो कितने महीने ऑस्ट्रेलिया में रहा?",११
156,ब्रुकलिन हर महीने धर्मार्थ संस्था को १४५३ रुपये दान करती है। एक साल में उसके कुल दान का हिसाब कीजिए।,१७४३६
157,"पूरे मार्च महीने के लिए, आर्या ने प्रतिदिन ४ कुकीज़ खरीदीं। यदि प्रत्येक कुकी की कीमत १९ रुपये है, तो आर्या ने मार्च महीने में कुकीज़ पर कितना खर्च किया?",२३५६
158,एजेकिएल ने थैंक्सगिविंग सेल के दौरान ३ जोड़ी जूते खरीदे। अब उसके कुल नए जूतों की संख्या कितनी है?,६
159,विवियन अपनी कार के बीमे पर प्रति वर्ष २ हज़ार रुपये खर्च करती है। एक दशक में उसने कितने हज़ार खर्च किए?,२०
160,सुबह ७ बजे से शाम ४ बजे तक लगातार ४ घंटे बारिश हुई। कितने घंटे बारिश नहीं हुई?,५
161,"केनेडी और रिले शतरंज का एक खेल खेल रहे हैं, उन्होंने क्रमशः ५ और १ प्यादे खोए हैं। खेल में बचे प्यादों की कुल संख्या ज्ञात कीजिए।",११
162,"मंदिर के बाहर एक दुकान है जहाँ प्रत्येक वस्तु के लिए ११ रुपये लिए जाते हैं। कृपया ध्यान रखें कि एक जूता एक वस्तु के रूप में गिना जाता है। मोज़े और मोबाइल के लिए भी यही बात लागू होती है। नाथन अपने माता-पिता दोनों के साथ मंदिर गया। उन सभी ने अपने जूते, मोज़े और मोबाइल दुकान में रखे। उन्हें कितने रुपये देने होंगे?",१६५
163,"आशा एक शिक्षिका हैं। आशा अपनी क्लास के प्रत्येक छात्र को उनके रोल नंबर के अनुसार एक रोमन अंक स्केच करने का निर्देश देती हैं। रोल नंबर १ वाला छात्र पहला रोमन अक्षर स्केच करेगा, रोल नंबर २ वाला दूसरा रोमन अक्षर स्केच करेगा, इत्यादि। अंत में, आशा सभी स्केच इकट्ठा करती हैं और देखती हैं कि प्रत्येक रोमन अक्षर के ५ स्केच हैं। क्लास में कितने छात्र थे?",३५
164,"स्टेडियम के प्रवेश द्वार पर बड़ी संख्या में प्लेकार्ड एक विशाल टोकरी में रखे जाते हैं। स्टेडियम में प्रवेश करने वाला प्रत्येक व्यक्ति अपने प्रत्येक हाथ में एक-एक प्लेकार्ड लेता है। दोपहर २ बजे से लोग स्टेडियम में प्रवेश करने लगते हैं। कुछ मिनटों बाद, लोग शिकायत करते हैं कि टोकरी खाली है और अब कोई प्लेकार्ड नहीं है। यदि टोकरी में ४६३४ प्लेकार्ड आ सकते हैं और वह शुरू में भरी हुई थी, तो उस समय तक कितने लोग स्टेडियम में प्रवेश कर चुके हैं?",२३१७
165,"विक्टोरिया रविवार को छोड़कर प्रतिदिन जिम जाती है। विक्टोरिया ने ३० जिम सेशन की एक योजना ली है। यदि विक्टोरिया सोमवार को जिम शुरू करे, तो किस दिन विक्टोरिया के सभी जिम सेशन खत्म होंगे?",शुक्रवार
166,"कार्सन को जलीय जीवों पर एक रिपोर्ट तैयार करनी है। इसलिए, वह एक एक्वेरियम देखने जाता है और कुल ५ ऑक्टोपस देखता है। वह ऑक्टोपस के पैरों की संख्या का उल्लेख करना चाहता है। ऑक्टोपस के पैरों की कुल संख्या ज्ञात कीजिए।",४०
167,सुबह ९ बजे से शाम ५ बजे तक लगातार दो घंटे बारिश हुई। कितने घंटे बारिश नहीं हुई?,६
168,एक फार्म में जानवरों के ४२ पैर हैं और कुल १५ जानवर हैं। कुछ बत्तखें हैं और कुछ गायें। गायों की संख्या ज्ञात कीजिए।,६
169,इयान ने ८ एक जैसी घनाकार वस्तुओं की सभी बाहरी सतहों को पेंट किया। इयान द्वारा पेंट की गई सतहों की कुल संख्या कितनी है?,४८
170,लियोनार्दो एक लेख पढ़ रहा है जिसमें कहा गया है कि प्रत्येक शताब्दी में तापमान ३ यूनिट बढ़ रहा है। ७०० वर्षों में तापमान में क्या परिवर्तन होगा?,२१
171,"एक दुकान में, विक्टोरिया देखती है कि नए और आकर्षक डिज़ाइन के जूते मुफ्त में मिल रहे हैं। विक्टोरिया अपने ३५ दोस्तों को लेकर आई ताकि सब कुछ ले लिया जाए। कितनी जोड़ी जूते थे?",३६
172,रायन एक मेडिकल स्कूल में पढ़ रहा है। रायन १-१ घंटे में मानव शरीर की एक-एक हड्डी का विश्लेषण कर रहा है। रायन को विश्लेषण पूरा करने में कितने घंटे चाहिए?,२०६
173,"नए साल के दिन सैमुअल कोचिंग में शामिल हुआ। सैमुअल ४ नवंबर से बंद होने तक बिना नागा प्रतिदिन कोचिंग लेता रहा। सैमुअल को कितनी कोचिंग फीस देनी होगी, यदि दैनिक कोचिंग शुल्क २३ रुपये है और वह साल लीप ईयर नहीं है?",७०८४
174,"आयोजकों ने स्टेडियम के अंदर सभी के लिए एक टोकरी में मुफ्त प्लेकार्ड रखने का निर्णय लिया। प्रत्येक व्यक्ति ने टोकरी से दो प्लेकार्ड उठाए और आयोजकों को ३९ मिनट बाद टोकरी बदलनी पड़ी। उस समय तक कितने लोग स्टेडियम में प्रवेश कर चुके थे, यदि टोकरी में ८२३ प्लेकार्ड रखे जा सकते हैं?",४११.५०
175,"जेनेसिस कार्यस्थल पर एक नई परियोजना का नेतृत्व कर रही थी। इसलिए, परियोजना पूरी करने के लिए उसने ३ सप्ताह तक प्रतिदिन ७ घंटे काम किया। जेनेसिस ने इस अवधि में कितने घंटे काम किया?",१४७
176,एबिगेल ने पूरे साल के लिए हर महीने ४ हज़ार रुपये बचाने का निर्णय लिया है। साल के अंत में एबिगेल कितने हज़ार रुपये बचा लेगी?,४८
177,प्रतिदिन आइज़क सुबह ७ बजे नींद से उठता है और रात ११ बजे सोने जाता है। आइज़क दिन में कितने घंटे सोता है?,८
178,एक पेंसिल की कीमत ४ रुपये है। क्रिसमस के समय लागत मूल्य पर ६३ पैसे की छूट थी। पेंसिल की अंतिम कीमत कितनी है?,३.३७
179,"एक भूगोल की किताब में, जेडन और उसके अन्य २ दोस्तों को प्रत्येक ग्रह को अलग रंग से रंगना है। यदि एक रंग एक व्यक्ति इस्तेमाल कर ले तो कोई दूसरा उसे इस्तेमाल नहीं कर सकता। उन्हें कितने रंगों की ज़रूरत है?",२४
180,"हन्ना का लैपटॉप दोपहर बाद ३:२० बजे पूरी तरह चार्ज हो जाने के बाद, हन्ना ने एक ३ घंटे की सीरीज़ देखनी शुरू की, बैटरी पूरी तरह डिसचार्ज होते ही हन्ना का लैपटॉप ५:४४ बजे बंद हो गया। हन्ना को अभी और कितने मिनट मूवी देखनी बाकी है?",३६
181,जय देखता है कि उसके कमरे में ५ मकड़ियाँ हैं। मकड़ियों के पैरों की कुल संख्या ज्ञात कीजिए।,४०
182,जियाना ने पूरे साल के लिए प्रतिदिन ३९ रुपये बचाने का निर्णय लिया है। साल के अंत में जियाना कितने रुपये बचा लेगी?,१४२३५
183,प्रशांत ने एक रंगों का बॉक्स खरीदा जिसमें इंद्रधनुष के प्रत्येक रंग से मेल खाती पेंसिलें हैं। प्रशांत के दो दोस्तों ने भी वही रंगों का बॉक्स खरीदा। उनके पास कुल कितनी पेंसिलें हैं?,२१
184,"एंटनी ६ घंटे काम में, ६ घंटे अन्य दैनिक कामों में बिताता है और दिन का बाकी समय सोता है। एंटनी दिन में कितने घंटे सोता है?",१२
185,"एक कार पार्किंग लॉट में, ग्रेसन ने देखा कि कारों के ४८ पहिये हैं। पार्किंग लॉट में कारों की संख्या कितनी है?",१२
186,आइज़क एक लेख पढ़ रहा है जिसमें कहा गया है कि प्रत्येक शताब्दी में तापमान ४ यूनिट बढ़ रहा है। १६०० वर्षों में तापमान में क्या परिवर्तन होगा?,६४
187,कैमिला और मैवरिक ने एक घंटे की मूवी देखनी शुरू की। उन्होंने ठीक बीच में मूवी रोक दी। बाकी मूवी देखने में और कितने मिनट लगेंगे?,३०
188,"पाइपर रविवार को छोड़कर प्रतिदिन जिम जाती है। पाइपर ने ३५ जिम सेशन की एक योजना ली है। यदि पाइपर सोमवार को जिम शुरू करे, तो किस दिन पाइपर के सभी जिम सेशन खत्म होंगे?",बुधवार
189,"एमरी अपने १७ जोड़ी जूते बदलवाना चाहती है। यदि बदलवाने की लागत २९ रुपये प्रति जूता है, तो उसे कितने रुपये देने होंगे?",९८६
190,एक फार्म में ८ जानवर हैं। कुछ बत्तखें हैं और कुछ कुत्ते। जानवरों के कुल २४ पैर हैं। बत्तखों की संख्या कितनी है?,४
191,एक आदमी अपने प्रत्येक हाथ में एक-एक बक्सा उठा सकता है। ७ लोगों की एक टीम कुल कितने बक्से पकड़ सकती है?,१४
192,हेज़ल ५९ मीटर/सेकंड की गति से चलती है। वह ५ मिनट में कितने किमी पार कर सकती है?,१७.७०
193,थैंक्सगिविंग सेल के दौरान निर्मला ने ३ जोड़ी जूते खरीदे। अब उसके कुल नए जूतों की संख्या कितनी है?,६
194,एक भारोत्तोलक अपने प्रत्येक हाथ में ७ पाउंड वज़न उठा सकता है। वह एक बार में कुल कितना वज़न उठा सकता है?,१४
195,एक पार्किंग लॉट में १४ कारें और ५ बाइकें हैं। उस पार्किंग लॉट में पहियों की संख्या ज्ञात कीजिए।,६६
196,इसाबेला ४५१ मीटर/सेकंड की गति से चलती है। वह ३८ सेकंड में कितने किमी पार कर सकती है?,१७.१३
197,ईथन के पास एक नौकरी है जो उसे प्रति घंटे १८ रुपये देती है। वह दिन में ८ घंटे और सप्ताह में ५ दिन काम करता है। ५ सप्ताह में ईथन को कितना मिलेगा?,३६००
198,शतरंज के खेल में आरियाना ने ३ मोहरे और सामंथा ने ९ मोहरे खोए हैं। शतरंज बोर्ड पर अब कितने मोहरे बचे हैं?,२०
199,"९ लड़कियों का एक समूह नेल पॉलिश करवाने के लिए एक स्पा में गया। यदि प्रत्येक लड़की के हाथों और पैरों की सभी उंगलियाँ पॉलिश की जाती हैं, तो स्पा कर्मियों द्वारा पॉलिश की गई कुल उंगलियों की संख्या ज्ञात कीजिए।",१८०
200,"८ लड़कियों का एक समूह नेल पॉलिश करवाने के लिए एक स्पा में गया। यदि प्रत्येक लड़की के हाथों और पैरों की सभी उंगलियाँ पॉलिश की जाती हैं, तो स्पा कर्मियों द्वारा पॉलिश की गई कुल उंगलियों की संख्या ज्ञात कीजिए।",१६०
201,"इस्ला को प्रतिदिन डायबिटीज़ कैप्सूल खाने की सलाह दी गई है। जुलाई महीने में, वह २ दिन कैप्सूल लेना भूल गई। जुलाई महीने में उसने कितने कैप्सूल खाए?",२९
202,कॉपीराइट समस्या के कारण एक घंटे की मूवी का एक ९ मिनट का दृश्य काट दिया गया है। फिल्म की अंतिम लंबाई कितनी है (मिनटों में)?,५१
203,सोफिया प्रतिदिन दस पैसे बचाना शुरू करती है। कितने दिनों में वह कुल २ रुपये बचा लेगी?,२०
204,आर्या मेडिकल में पढ़ रही है। आर्या ५-५ घंटे में मानव शरीर की एक-एक हड्डी का विश्लेषण कर रही है। आर्या को विश्लेषण पूरा करने में कितने घंटे लगेंगे?,१०३०
205,डॉक्टर ने ईवा को लगातार ५ सप्ताह तक प्रतिदिन एक सेब खाने की सलाह दी। उसे कितने सेब खरीदने होंगे?,३५
206,ब्राइसन ने थैंक्सगिविंग सेल के दौरान ७ जोड़ी जूते खरीदे। अब उसके कुल नए जूतों की संख्या कितनी है?,१४
207,"पूरे फुटबॉल टूर्नामेंट में, मैच शुरू होने से पहले १४ बार सिक्का उछाला गया। १४ में से ९ बार हेड आया। कितनी बार टेल आया?",५
208,एमिली ने जून महीने में GRE प्रवेश परीक्षा की तैयारी शुरू की। एमिली ने परीक्षा लिखने तक ५ महीने तैयारी की। एमिली किस महीने में GRE परीक्षा लिखेगी?,नवंबर
209,नोआ के पास एक नौकरी है जो उसे प्रतिदिन ७० रुपये देती है और वह हर दिन काम करता है। ४ सप्ताह में नोआ की कमाई कितनी होगी?,१९६०
210,"परीक्षा के लिए, चार्ल्स एक-एक अक्षर से शुरू करके शब्द सीख रहा है। यदि चार्ल्स को एक अक्षर सीखने में ७ दिन लगते हैं, तो चार्ल्स को सभी स्वर सीखने में कितने दिन लगेंगे?",७७
211,एक चॉकलेट की कीमत २ रुपये है। क्रिसमस के समय लागत मूल्य पर ५७ पैसे की छूट थी। चॉकलेट की कीमत कितने रुपये है?,१.४३
212,"एक मशीन डंठल काट रही है और सेबों को प्रोसेस कर रही है। यदि मुझे ६ घंटे बाद २०४ डंठल दिखाई दें, तो कितने सेब प्रोसेस किए गए हैं?",२०४
213,"पूरे जून महीने में एलिस ने प्रतिदिन ४ बर्गर खरीदे। यदि प्रत्येक बर्गर की कीमत १३ रुपये है, तो एलिस ने जून महीने में बर्गर पर कितना खर्च किया?",१५६०
214,"सामंथा ने १ मीटर लंबी एक रेखा खींची। फिर उसे लगा कि यह कुछ लंबी है। इसलिए, उसने इसका १० सेमी मिटा दिया। रेखा की लंबाई (सेमी में) अब कितनी है?",९०
215,चार्ल्स सुबह ९ बजे अपने ऑफिस पहुँचते हैं और शाम ५ बजे निकल जाते हैं। चार्ल्स ने ऑफिस में कितना समय बिताया?,८
216,एक पार्किंग लॉट में १४ कारें और १० बाइकें हैं। उस पार्किंग लॉट में पहियों की संख्या कितनी है?,७६
217,ताश के डेक से १० लाल कार्ड निकाले गए हैं। बचे हुए लाल कार्डों की संख्या कितनी है?,१६
218,"एक फुटबॉल मैच में, प्रत्येक दर्शक को उसके दोनों हाथों के लिए रिस्टबैंड दिए गए। कुल २३४ रिस्टबैंड बाँटे गए। कितने लोगों ने मैच देखा?",११७
219,"सागर को जलीय जीवों पर एक रिपोर्ट तैयार करनी है। इसलिए, वह एक एक्वेरियम देखने जाता है और कुल ७ ऑक्टोपस देखता है। वह ऑक्टोपस के पैरों की संख्या का उल्लेख करना चाहता है। ऑक्टोपस के पैरों की कुल संख्या ज्ञात कीजिए।",५६
220,ऑब्रे और वायलेट एक किमी लंबी रेस दौड़ रही हैं। वायलेट जब फिनिश लाइन से २७९ मीटर दूर थी तब ऑब्रे ने रेस पूरी की। उस समय तक वायलेट कितने मीटर जा चुकी थी?,७२१
221,"ओवेन एक डॉक्टर हैं, जो ३:२८ बजे ३ घंटे लंबा ऑपरेशन करने ऑपरेशन थिएटर में गए। ओवेन की बहन ओवेन से मिलने ५:३६ बजे आई, ओवेन से मिलने के लिए उसे कितने मिनट इंतज़ार करना पड़ा?",५२
222,"एक फुटबॉल मैच में, प्रत्येक दर्शक को उसके दोनों हाथों के लिए रिस्टबैंड दिए गए। कुल २९० रिस्टबैंड बाँटे गए। कितने लोगों ने मैच देखा?",१४५
223,थियोडोर के खिलौनों के बॉक्स में हमारी संख्या प्रणाली के प्रत्येक अंक का प्रतिनिधित्व करने वाले खिलौने हैं। थियोडोर के पास भाई-बहनों के लिए ऐसे २ और खिलौनों के बॉक्स हैं। उनके पास कितने खिलौने हैं?,३०
224,एमिली ने एक रंगों का बॉक्स खरीदा जिसमें इंद्रधनुष के प्रत्येक रंग से मेल खाती पेंसिलें हैं। एमिली के ७ दोस्तों ने भी वही रंगों का बॉक्स खरीदा। उनके पास कुल कितनी पेंसिलें हैं?,५६
225,"रोमन प्रतिदिन ७ घंटे सोता है। यदि आज वह सुबह ९ बजे नींद से उठा, तो वह कितने बजे सोया था?",१०
226,कूपर ने पूरे साल के लिए प्रतिदिन ३४ रुपये बचाने का निर्णय लिया है। साल के अंत में कूपर कितने रुपये बचा लेगा?,१२४१०
227,अमेलिया को बताया जाता है कि तालाब में ६ मेंढक हैं। तालाब में उसे मेंढकों की कितनी आँखों की उम्मीद करनी चाहिए?,१२
228,सुबह ८ बजे से शाम ५ बजे तक लगातार ४ घंटे बारिश हुई। कितने घंटे बारिश नहीं हुई?,५
229,एक फार्म में जानवरों के ४६ पैर हैं और कुल १६ जानवर हैं। कुछ मुर्गियाँ हैं और कुछ घोड़े। मुर्गियों की संख्या कितनी है?,९
230,एक तालाब में १८ साँप और १० एलीगेटर हैं। जानवरों की आँखों की कुल संख्या ज्ञात कीजिए।,५६
231,कोल्टन ने एक फुट लंबा बर्गर खरीदा और उसे अपने भाई के साथ आधा-आधा बाँट लिया। प्रत्येक को कितने इंच बर्गर मिलेगा?,६
232,एक दुकानदार के पास ताश के ८ डेक हैं। उसके पास कुल कितने लाल रंग के कार्ड हैं?,२०८
233,"पूर्वी तट से पश्चिमी तट तक एक ३२ घंटे की ट्रेन है। यदि ट्रेन शनिवार को बहुत सुबह पूर्वी तट से यात्रा शुरू करे, तो वह किस दिन गंतव्य पर पहुँचेगी?",रविवार
234,"जीव विज्ञान के शिक्षक ने देखा कि कालेब क्लास में ध्यान नहीं दे रहा है और उन्होंने उससे प्रयोगशाला में कीड़ों की संख्या बताने को कहा, यदि कीड़ों के कुल ४२ पैर हैं। कालेब का उत्तर क्या होना चाहिए?",७
235,एली को बताया जाता है कि तालाब में ४ मेंढक हैं। तालाब में उसे मेंढकों की कितनी आँखों की उम्मीद करनी चाहिए?,८
236,"ओवेन कार्यस्थल पर ६ घंटे, अन्य दैनिक कामों में ७ घंटे बिताता है और दिन का बाकी समय सोता है। ओवेन दिन में कितने घंटे सोता है?",११
237,"यदि इलियाना इस सप्ताह ईंधन पर ६३ रुपये खर्च करती है। यदि एक बार ईंधन भरवाने में २१ रुपये खर्च होते हैं, तो उसने कितनी बार ईंधन भरवाया?",३
238,एमिली के खिलौनों के बॉक्स में हमारी संख्या प्रणाली के प्रत्येक अंक का प्रतिनिधित्व करने वाले खिलौने हैं। भाई-बहनों के लिए एमिली के पास ऐसे ३ और खिलौनों के बॉक्स हैं। उनके पास कितने खिलौने हैं?,४०
239,एक अक्षर लिखने के लिए अलेक्जेंडर को कागज़ की एक शीट चाहिए। बांग्ला भाषा के सभी अक्षर लिखने के लिए कितने कागज़ों की ज़रूरत होगी?,५०
240,एक अक्षर लिखने के लिए अलेक्जेंडर को कागज़ की एक शीट चाहिए। सभी स्वर लिखने के लिए कितने कागज़ों की ज़रूरत होगी?,११
241,एक अक्षर लिखने के लिए अलेक्जेंडर को कागज़ की एक शीट चाहिए। बांग्ला भाषा के सभी व्यंजन लिखने के लिए कितने कागज़ों की ज़रूरत होगी?,३९
242,एक अक्षर लिखने के लिए अलेक्जेंडर को कागज़ की एक शीट चाहिए। अंग्रेज़ी भाषा के सभी स्वर (vowels) लिखने के लिए कितने कागज़ों की ज़रूरत होगी?,५
243,एक अक्षर लिखने के लिए अलेक्जेंडर को कागज़ की एक शीट चाहिए। अंग्रेज़ी भाषा के सभी व्यंजन (consonants) लिखने के लिए कितने कागज़ों की ज़रूरत होगी?,२१
244,एक अक्षर लिखने के लिए अलेक्जेंडर को कागज़ की एक शीट चाहिए। अंग्रेज़ी भाषा के सभी अक्षर लिखने के लिए कितने कागज़ों की ज़रूरत होगी?,२६
245,"प्रतिदिन जोनाथन अपने फोन पर ८ घंटे बिताता है। यदि इस समय का आधा हिस्सा सोशल मीडिया पर खर्च होता है, तो एक सप्ताह में वह सोशल मीडिया पर कितना समय बिताता है?",२८
246,लिंकन के खिलौनों के बॉक्स में हमारी संख्या प्रणाली के प्रत्येक अंक का प्रतिनिधित्व करने वाले खिलौने हैं। लिंकन के पास भाई-बहनों के लिए ऐसे ६ और खिलौनों के बॉक्स हैं। उनके पास कितने खिलौने हैं?,७०
247,एवरेट प्रतिदिन ५ घंटे काम करता था और उसने कुल १४० घंटे काम किया। उसने कितने सप्ताह काम किया?,४
248,"यदि एक वर्ग की प्रत्येक भुजा पर बाड़ लगाने में ७९ रुपये खर्च होते हैं, तो बाड़ की कुल लागत कितनी है?",३१६
249,"एक भारोत्तोलक अपने प्रत्येक हाथ में ८ पाउंड वज़न उठा सकता है। वह एक बार में कुल कितना वज़न उठा सकता है, ज्ञात कीजिए।",१६
250,एक गैराज में बाइकों के २० पहिये हैं। २० पहियों का उपयोग करके वह कितनी बाइकें जोड़ सकता है?,१०
251,लोगान ५ घंटे टेलीविज़न देखता है। उसने कितने मिनट टेलीविज़न देखा?,३००
252,गुरुवार को ६ घंटे बारिश हुई और दिन का बाकी समय बादल छाए रहे। उस दिन कितनी देर बादल छाए रहे?,१८
253,सेबेस्टियन प्रतिदिन काम करता है और साप्ताहिक आधार पर १०४३ रुपये वेतन पाता है। यदि सेबेस्टियन इस सप्ताह २ दिन काम पर नहीं जाए तो उसे कितने रुपये वेतन मिलेगा?,७४५
254,"लियो एक ट्रेन से या तो ऑफिस जा रहा होता है या लौट रहा होता है। यदि लियो घर से ऑफिस जाने के लिए २४ रुपये देता है, तो लियो २० कार्यदिवसों के लिए आने-जाने में कितना खर्च करता है?",९६०
255,एक भूगोल की किताब में पाइपर और उसके अन्य ६ दोस्तों को प्रत्येक ग्रह को अलग रंग से रंगना है। यदि एक रंग एक व्यक्ति इस्तेमाल कर ले तो कोई दूसरा उसे इस्तेमाल नहीं कर सकता। उन्हें कितने रंगों की ज़रूरत है?,५६
256,"एक्सेल ने बोर्ड पर हिंदी का प्रत्येक स्वर लिखा। यदि प्रत्येक स्वर २ बार लिखा गया हो, तो बोर्ड पर कुल कितने अक्षर लिखे गए थे?",२२
257,"एक कार पार्किंग लॉट में, पेनेलोपी ने देखा कि कारों के ४८ पहिये हैं। पार्किंग लॉट में कारों की संख्या कितनी है?",१२
258,कूपर और ऑड्रे ने तीन घंटे की मूवी देखनी शुरू की। उन्होंने ठीक बीच में मूवी रोक दी। बाकी मूवी देखने में और कितने मिनट लगेंगे?,९०
259,सवाना को एक अक्षर लिखने के लिए कागज़ की एक शीट चाहिए। अंग्रेज़ी और बांग्ला भाषा के सभी अक्षर लिखने के लिए कितने कागज़ों की ज़रूरत होगी?,७६
260,पैरों की आवाज़ से बचने के लिए १० लोगों की एक टीम ने लाइब्रेरी के बाहर अपने जूते उतारने का निर्णय लिया। लाइब्रेरी के बाहर रखे जूतों की संख्या कितनी है?,२०
261,बरसात के मौसम में मेंढक हर जगह दिखने लगते हैं। कार्सन ने एक तालाब में मेंढकों की कुल १२ आँखें देखीं। कार्सन ने कितने मेंढक देखे?,६
262,शतरंज के खेल में स्कारलेट ने ६ मोहरे और हन्ना ने ८ मोहरे खोए हैं। शतरंज बोर्ड पर अब कुल कितने मोहरे बचे हैं?,१८
263,"इलियास क्लास के प्रत्येक छात्र को उनके रोल नंबर के अनुसार एक रोमन अंक स्केच करने का निर्देश देते हैं। रोल नंबर १ वाला छात्र पहला रोमन अक्षर स्केच करेगा, रोल नंबर २ वाला दूसरा रोमन अक्षर स्केच करेगा, इत्यादि। अंत में, इलियास सभी स्केच इकट्ठा करके देखते हैं कि प्रत्येक रोमन अक्षर के १७ स्केच हैं। क्लास में कितने छात्र थे?",११९
264,ऑब्रे और एवा एक किमी लंबी दौड़ प्रतियोगिता में दौड़ रही थीं। एवा जब फिनिश लाइन से १६७ मीटर दूर थी तब ऑब्रे ने दौड़ पूरी की। उस समय तक एवा कितने मीटर दौड़ चुकी थी?,८३३
265,"कोरा ने प्रतिदिन ३ कुकीज़ खरीदीं। यदि प्रत्येक कुकी की कीमत १८ रुपये है, तो अप्रैल महीने में कोरा ने कुकीज़ पर कितना खर्च किया?",१६२०
266,इकिएल ने ५ एक जैसी घनाकार वस्तुओं की सभी बाहरी सतहों को पेंट किया। इकिएल द्वारा पेंट की गई सतहों की कुल संख्या कितनी है?,३०
267,"करीना ने प्रतिदिन ३ कुकीज़ खरीदीं। यदि प्रत्येक कुकी की कीमत १५ रुपये है, तो करीना ने मई महीने में कुकीज़ पर कितना खर्च किया?",१३९५
268,"बाबू ने जनवरी महीने में भारत छोड़ा, लौटने से पहले वह ४ महीने अमेरिका में रहा। वह किस महीने में लौटा?",मई
269,एक नाखून काटने पर नेलकटर एक विशेष प्रकार की आवाज़ करता है। ३ लोगों की सभी उंगलियों के लिए यह आवाज़ कितनी बार होगी?,६०
270,पेंसिल की कीमत ६ रुपये है और एलिज़ाबेथ की जेब में केवल ५ रुपये हैं। उसने अपने पड़ोसी से ५३ पैसे उधार लिए। एक पेंसिल खरीदने के लिए एलिज़ाबेथ को अब और कितने पैसे चाहिए?,४७
271,"इलियास क्लास के प्रत्येक छात्र को उनके रोल नंबर के अनुसार एक रोमन अंक स्केच करने का निर्देश देते हैं। रोल नंबर १ वाला छात्र पहला रोमन अक्षर स्केच करेगा, रोल नंबर २ वाला दूसरा रोमन अक्षर स्केच करेगा, इत्यादि। अंत में, इलियास सभी स्केच इकट्ठा करके देखते हैं कि प्रत्येक रोमन अक्षर के ६ स्केच हैं। क्लास में कितने छात्र थे?",४२
272,"पूर्वी तट से पश्चिमी तट तक एक ३१ घंटे की ट्रेन है। यदि ट्रेन सोमवार को बहुत सुबह पूर्वी तट से यात्रा शुरू करे, तो वह किस दिन गंतव्य पर पहुँचेगी?",मंगलवार
273,मोहन के पास ताश के ७ पूरे डेक हैं। उसके पास कुल कितने फेस कार्ड हैं?,८४
274,मोहन के पास ताश के ११ पूरे डेक हैं। उसके पास कुल कितने फेस कार्ड हैं?,१३२
275,मोहन के पास ताश के ५ पूरे डेक हैं। उसके पास कुल कितने इक्के हैं?,२०
276,मोहन के पास ताश के ३ पूरे डेक हैं। उसके पास कुल कितने इक्के हैं?,१२
277,मोहन के पास ताश के ९ पूरे डेक हैं। उसके पास कुल कितने इक्के हैं?,३६
278,सारा के पास ताश के ११ पूरे डेक हैं। उसके पास कुल कितने इक्के हैं?,४४
279,सारा के पास ताश के ५ पूरे डेक हैं। उसके पास कुल कितने पान के पत्ते हैं?,६५
280,सारा के पास ताश के ७ पूरे डेक हैं। उसके पास कुल कितने पान के पत्ते हैं?,९१
281,सारा के पास ताश के ९ पूरे डेक हैं। उसके पास कुल कितने पान के पत्ते हैं?,११७
282,सारा के पास ताश के २ पूरे डेक हैं। उसके पास कुल कितने ईंट के पत्ते हैं?,२६
283,स्नेहा के पास ताश के ३ पूरे डेक हैं। उसके पास कुल कितने ईंट के पत्ते हैं?,३९
284,स्नेहा के पास ताश के ५ पूरे डेक हैं। उसके पास कुल कितने ईंट के पत्ते हैं?,६५
285,स्नेहा के पास ताश के १५ पूरे डेक हैं। उसके पास कुल कितने ईंट के पत्ते हैं?,१९५
