Q No.,Premise,Hypothesis,Answer
105,सैंडी ने ६.० गाजरें उगाईं और सैम ने ३.० गाजरें ले लीं,सैंडी के पास ३.० गाजरें बची हैं,Entailment
106,श्नाइडर समुदाय के गायक दल में पुरुषों का महिलाओं से अनुपात ४ से ५ है,श्नाइडर समुदाय के गायक दल में पुरुषों और महिलाओं का अनुपात ३ से ५ से अधिक है,Entailment
107,लोन पेमेंट के कारण जॉन की बैंक बचत राशि ४२% से कम घटी है और वर्तमान बैलेंस Rs है,लोन पेमेंट के कारण जॉन की बैंक बचत राशि १२% घटी है और वर्तमान बैलेंस Rs. है,neutral
108,बिंदु को ७ साल से कम समय के लिए वार्षिक ४% साधारण ब्याज पर देने से इंदु को कितनी हानि होती?,बिंदु को २ साल के लिए वार्षिक ४% साधारण ब्याज पर देने से इंदु को कितनी हानि होती?,neutral
109,"२८२ लोगों को बाटान जहाज़ पर लाया गया, और नौसेना ने बचाए गए लोगों का एक यूट्यूब वीडियो पोस्ट किया है -- स्पष्ट रूप से अफ्रीकी प्रवासी -- वे युद्धपोत पर चढ़ते हुए थके हुए या कृतज्ञ दिख रहे हैं।",अमेरिकी नौसेना के दो जहाज़ों ने कुल २८२ लोगों को बचाया है,neutral
110,टेरेसा ५.० किलोमीटर प्रति घंटे की गति से २५.० किलोमीटर दौड़ीं,टेरेसा ने ५.० घंटे जॉगिंग की,Entailment
111,"मान लेते हैं कि करेन ६० मील प्रति घंटे की औसत गति से गाड़ी चलाती है और टॉम ४५ मील प्रति घंटे की औसत गति से गाड़ी चलाता है, करेन के बाज़ी जीतने से पहले टॉम कितने H मील चलाएगा?","मान लेते हैं कि करेन औसतन २० मील प्रति घंटे से अधिक गति से गाड़ी चलाती है और टॉम ४५ मील प्रति घंटे की औसत गति से गाड़ी चलाता है, करेन के बाज़ी जीतने से पहले टॉम कितने H मील चलाएगा?",Entailment
112,"प्रोफेसर वांग जब इस टर्म की कक्षाओं के रोस्टर देखते हैं, तो वे देखते हैं कि उनकी अर्थशास्त्र की कक्षा के रोस्टर में ७६ से कम नाम थे, उनकी मार्केटिंग कक्षा के रोस्टर में २८ और उनकी सांख्यिकी कक्षा के रोस्टर में १८ थे","प्रोफेसर वांग जब इस टर्म की कक्षाओं के रोस्टर देखते हैं, तो वे देखते हैं कि उनकी अर्थशास्त्र की कक्षा के रोस्टर में १६ नाम थे, उनकी मार्केटिंग कक्षा के रोस्टर में २८ और उनकी सांख्यिकी कक्षा के रोस्टर में १८ थे",neutral
113,"१ लड़की (रेबेका, केट, एशली) ३ लड़कों (पीटर, काइल, सैम) के साथ कितने संभावित तरीकों से डेट पर जा सकती है?","७ से कम लड़कियाँ (रेबेका, केट, एशली) ३ लड़कों (पीटर, काइल, सैम) के साथ कितने तरीकों से डेट पर जा सकती हैं?",Entailment
114,जिल एक बास्केटबॉल खेल के लिए अपनी ६६ से कम व्यक्तियों वाली कक्षा को बराबर आकार की दो टीमों में बाँट रही है,जिल एक बास्केटबॉल खेल के लिए अपनी १६ व्यक्तियों वाली कक्षा को बराबर आकार की दो टीमों में बाँट रही है,neutral
115,"यदि मियामी हवाई अड्डे का उपयोग करने वाले ऐसे यात्रियों की संख्या कैनेडी हवाई अड्डे का उपयोग करने वाली संख्या का ५/४ और लोगान हवाई अड्डे का उपयोग करने वाली संख्या के ३ गुने से कम हो, तो उस साल इन यात्रियों में से लगभग कितने मिलियन लोगों ने लोगान हवाई अड्डे का उपयोग किया?","यदि मियामी हवाई अड्डे का उपयोग करने वाले ऐसे यात्रियों की संख्या कैनेडी हवाई अड्डे का उपयोग करने वाली संख्या का १/४ और लोगान हवाई अड्डे का उपयोग करने वाली संख्या का ३ गुना हो, तो उस साल इन यात्रियों में से लगभग कितने मिलियन लोगों ने लोगान हवाई अड्डे का उपयोग किया?",neutral
116,यदि शारुख प्रति मिनट ५ शब्दों की दर से टाइप करे तो २५ शब्द टाइप करने में कितने मिनट लगेंगे?,यदि शारुख प्रति मिनट ५ शब्दों की दर से टाइप करे तो ६५ शब्द टाइप करने में कितने मिनट लगेंगे?,contradiction
117,मेलानी ने बगीचे से ७.० आलूबुखारे और ४.० संतरे तोड़े और सैम ने उसे ३.० आलूबुखारे दिए,उसके पास अब १४.० आलूबुखारे हैं,contradiction
118,"यदि उनके घरों के बीच की दूरी ६० किलोमीटर हो, मैक्सवेल की चलने की गति ४ किमी/घंटा हो, और ब्रैड की दौड़ने की गति ६ किमी/घंटा हो, तो ब्रैड की यात्रा की दूरी कितनी है?","यदि उनके घरों के बीच की दूरी ६० किलोमीटर से अधिक हो, मैक्सवेल की चलने की गति ४ किमी/घंटा हो, और ब्रैड की दौड़ने की गति ६ किमी/घंटा हो, तो ब्रैड की यात्रा की दूरी कितनी है?",contradiction
119,"शेखर ने गणित, विज्ञान, सामाजिक अध्ययन, अंग्रेज़ी और जीव विज्ञान में क्रमशः ४६, ६५, ८२, ६७ और ९५ अंक पाए","शेखर ने गणित, विज्ञान, सामाजिक अध्ययन, अंग्रेज़ी और जीव विज्ञान में क्रमशः ७६, ६५, ८२, ६७ और ९५ अंक पाए।",neutral
120,६ साल में उसकी आयु टॉम की आयु के ८/३ गुने से कम होगी,६ साल में उसकी आयु टॉम की आयु का ५/३ गुना होगी,neutral
121,यदि सैंडी १८ किमी/घंटा की गति से दौड़े तो सैंडी को १०० मीटर से अधिक की दूरी पार करने में कितने सेकंड लगेंगे?,"सैंडी को ६०० मीटर की दूरी पार करने में कितने सेकंड लगते हैं, यदि सैंडी १८ किमी/घंटा की गति से दौड़े?",neutral
122,जॉन ने येलो-टाउन से ग्रीन-फील्ड तक ८०% रास्ता ट्रेन से ८० मील प्रति घंटे की गति से यात्रा की,जॉन ने येलो-टाउन से ग्रीन-फील्ड तक १०% से अधिक रास्ता ट्रेन से ८० मील प्रति घंटे की गति से यात्रा की,Entailment
123,यदि उनकी आयु का अनुपात ८ : ९ से कम हो तो सैंडी की आयु कितनी है?,यदि उनकी आयु का अनुपात ७ : ९ हो तो सैंडी की आयु कितनी है?,neutral
124,मेरी को कितने संतरे लौटाने होंगे ताकि उसके रखे फलों के टुकड़ों का औसत मूल्य ४५ ¢ हो जाए?,मेरी को कितने संतरे लौटाने होंगे ताकि उसके रखे फलों के टुकड़ों का औसत मूल्य ७५ ¢ से कम हो जाए?,Entailment
125,"यदि अब से पाँच साल बाद, उनकी आयु का योग ५१ होगा, तो स्टेफनी की आयु कितनी है?","यदि अब से पाँच साल बाद, उनकी आयु का योग ७१ से कम हो, तो स्टेफनी की आयु कितनी है?",Entailment
126,"बैंगलोर में मेरे बंगले में मेरा एक सुंदर गुलाब का बगीचा है। बगीचे की चारों भुजाएँ ७०, १६, १२ और १० रॉड से कम बताई जाती हैं।","बैंगलोर में मेरे बंगले में मेरा एक सुंदर गुलाब का बगीचा है। बगीचे की चारों भुजाएँ २०, १६, १२ और १० रॉड बताई जाती हैं।",neutral
127,"रेणु एक काम ८ दिनों में कर सकती है, लेकिन अपनी सहेली सुमा की मदद से, वह ३ दिनों में कर सकती है","रेणु एक काम ७ दिनों से अधिक में कर सकती है, लेकिन अपनी सहेली सुमा की मदद से वह काम ३ दिनों में कर सकती है।",Entailment
128,"स्वतंत्र रूप से काम करते हुए, एन वही काम ९ घंटे में कर सकती है","स्वतंत्र रूप से काम करते हुए, एन वही काम ७ घंटे में कर सकती है",contradiction
129,"भूकंप को २१२,००० से अधिक लोगों की मृत्यु, ३००,००० के घायल होने और ३ मिलियन के शहर और आसपास के समुदायों के १ मिलियन से अधिक लोगों के बेघर होने के लिए ज़िम्मेदार ठहराया गया है।","भूकंप में २१२,००० से अधिक लोग मारे गए हैं, पास के शहर में १ मिलियन से अधिक बेघर हुए हैं",Entailment
130,"आप कितने तरीकों से एक बेंच पर ४ लोगों को बिठा सकते हैं यदि उनमें से एक, रोहित, बीच की सीट पर या दोनों सिरों पर नहीं बैठना चाहे?","आप कितने तरीकों से एक बेंच पर ४ से अधिक लोगों को बिठा सकते हैं यदि उनमें से एक, रोहित, बीच में या दोनों सिरों पर नहीं बैठना चाहे?",contradiction
131,गुना के पार्लर में ८ फ्लेवर की आइसक्रीम हैं,गुना के पार्लर में आठ से अधिक फ्लेवर की आइसक्रीम हैं,contradiction
132,कल सिटी ए से सिटी बी जाने में रॉबर्ट को १ घंटे से अधिक समय लगा,कल सिटी ए से सिटी बी जाने में रॉबर्ट को ४ घंटे लगे थे,neutral
133,"यदि जोन्स एलिमेंटरी के लड़के कुल स्कूल जनसंख्या के x छात्रों के ६०% से अधिक हों, तो x कितना है?","यदि जोन्स एलिमेंटरी के लड़के x छात्रों की कुल स्कूल जनसंख्या का ७०% हों, तो x कितना है?",neutral
134,सुरेश १५ घंटे में एक काम पूरा कर सकता है,सुरेश ७५ घंटे से भी कम समय में एक काम पूरा कर सकता है,Entailment
135,संघीय सरकार मध्य-पश्चिमी आपदा के पीड़ितों के आवास के लिए करदाताओं को $ ५०० की छूट की अनुमति देती है।,यदि आप मिडवेस्टर्न आपदा के शिकार हैं तो IRS $ ५०० की टैक्स छूट देता है,Entailment
136,नितिन ने ६% प्रति वर्ष की दर से कुछ रुपये उधार लिए थे,नितिन ने ३% से अधिक की दर से कुछ रुपये उधार लिए थे,Entailment
137,"न्यू आइबेरिया रिसर्च सेंटर को एनआईएच से ३७ मिलियन डॉलर से अधिक का अनुदान मिला है, केंद्र की वेबसाइट के अनुसार।","लुइसियाना के न्यू आइबेरिया अनुसंधान केंद्र में ६,५०० से अधिक प्राइमेट हैं",neutral
138,दो जुड़वाँ बहनें सीता और गीता पीठ से पीठ सटाकर खड़ी थीं और अचानक वे २० किलोमीटर से कम तक विपरीत दिशाओं में दौड़ने लगीं।,दो जुड़वाँ बहनें सीता और गीता पीठ से पीठ सटाकर खड़ी थीं और अचानक वे १० किमी तक विपरीत दिशाओं में दौड़ने लगीं।,neutral
139,जैक ३ से अधिक सेब लेना चाहता है,जैक ५ सेब लेना चाहता है,neutral
140,"एक परीक्षा में, अमर ने ६४ प्रतिशत, भवन ने ३६ प्रतिशत और चेतन ने ४४ प्रतिशत अंक पाए।","एक परीक्षा में, अमर ने १४ प्रतिशत से अधिक, भवन ने ३६ प्रतिशत और चेतन ने ४४ प्रतिशत अंक पाए।",Entailment
141,"`` जेफरसन '' हाई स्कूल की जीव विज्ञान लैब में ५.४ * १०^६ जीवाणु हैं, जो १०,८०० पेट्री डिशों में बराबर बँटे हैं","`` जेफरसन ' हाई स्कूल की जीव विज्ञान लैब में ५.४ * १०^६ से अधिक जीवाणु हैं, जो १०,८०० पेट्री डिशों में बराबर बँटे हैं",contradiction
142,"बयान में कहा गया है, एक्सप्लोरर ऑफ द सीज़ के ३,०५० यात्रियों में से २८१ और १,१६५ क्रू सदस्यों में से २२ उल्टी और डायरिया से पीड़ित हुए हैं।",एक्सप्लोरर ऑफ सीज़ पर २८१ यात्रियों और २२ क्रू सदस्यों ने गैस्ट्रोइंटेस्टाइनल समस्याओं की रिपोर्ट की,Entailment
143,एंडी एक गणित अभ्यास में ७५ से १२५ तक की समस्याएँ हल करता है,एंडी एक गणित अभ्यास में २५ से १२५ तक की समस्याएँ हल करता है,contradiction
144,एक ट्रेन ४ बजे के बाद दिल्ली छोड़ती है,एक ट्रेन ९ बजे दिल्ली छोड़ती है,neutral
145,मॉर्गन कंस्ट्रक्शन में ५ से कम सीनियर प्रबंध निदेशक और ४ प्रबंध निदेशक हैं,मॉर्गन कंस्ट्रक्शन में ४ सीनियर प्रबंध निदेशक और ४ प्रबंध निदेशक हैं,neutral
146,"एक दिन, रविराज घर से निकलकर २० किमी दक्षिण दिशा में साइकिल चलाते हैं, दाएँ मुड़ते हैं और १० किमी साइकिल चलाते हैं और दाएँ मुड़कर २० किमी साइकिल चलाते हैं और बाएँ मुड़कर २० किमी साइकिल चलाते हैं","एक दिन, रविराज घर से निकलकर ८० किमी दक्षिण दिशा में साइकिल चलाते हैं, दाएँ मुड़ते हैं और १० किमी साइकिल चलाते हैं और दाएँ मुड़कर २० किमी साइकिल चलाते हैं और बाएँ मुड़कर २० किमी साइकिल चलाते हैं",contradiction
147,हैदराबाद और बैंगलोर के बीच ८८ से कम स्टेशन हैं,हैदराबाद और बैंगलोर के बीच १८ स्टेशन हैं,neutral
148,जैक और क्रिस्टीना एक समतल सतह पर १५० फुट दूर खड़े हैं,जैक और क्रिस्टीना एक समतल सतह पर ४५० फुट से कम दूरी पर खड़े हैं,Entailment
149,अलका ने १५ किताबें खरीदीं,अलका ने रुपयों में ७५ से कम किताबें खरीदीं,Entailment
150,"पिछले साल एक निश्चित क्लब के २८ सदस्यों ने इंग्लैंड की यात्रा की, २८ सदस्यों ने फ्रांस की यात्रा की और ३० सदस्यों ने इटली की यात्रा की","पिछले साल एक निश्चित क्लब के २८ से अधिक सदस्यों ने इंग्लैंड की यात्रा की, २८ सदस्यों ने फ्रांस की यात्रा की और ३० सदस्यों ने इटली की यात्रा की",contradiction
151,केवल जे ज़ी के नौ नामांकन उनमें शीर्ष पर हैं।,जे ज़ी को नौ नामांकन मिलते हैं,Entailment
152,"बेलिंडा के एक परीक्षा में निम्नलिखित स्कोर हों तो उसके औसत अंकों की गणना कीजिए: अंग्रेज़ी भाषा, स्पेनिश भाषा, सामाजिक अध्ययन, ललित कला और शारीरिक शिक्षा में ४६, ५०, ६०, ६७ और ७९ अंक (१०० में से) क्रमशः?","बेलिंडा के एक परीक्षा में निम्नलिखित स्कोर हों तो उसके औसत अंकों की गणना कीजिए: अंग्रेज़ी भाषा, स्पेनिश भाषा, सामाजिक अध्ययन, ललित कला और शारीरिक शिक्षा में क्रमशः ८६, ५०, ६०, ६७ और ७९ अंक (१०० में से)?",neutral
153,४०-गैलन ईंधन टैंक वाले एक छोटे विमान का पायलट ४८० मील दूर क्लीवलैंड उड़ान भरना चाहता है,१०-गैलन से अधिक ईंधन टैंक वाले एक छोटे विमान का पायलट ४८० मील दूर क्लीवलैंड उड़ान भरना चाहता है,Entailment
154,सैली के बैंक में ७६०.० क्वार्टर थे और उसने अपने क्वार्टरों में से ४१८.० खर्च कर दिए,उसके पास अब ३४२.० क्वार्टर हैं,Entailment
155,"तीसरे स्थान पर चल रही वैलेंसिया स्पोर्टिंग गिजोन के साथ १-१ से ड्रॉ करने के बाद ज़मीन गँवा बैठी, दूसरे हाफ में उसे जुआन माता से एक बराबरी के गोल की ज़रूरत पड़ी।",तीसरे स्थान पर चल रही वैलेंसिया स्पोर्टिंग गिजोन से १-१ से ड्रॉ करने के बाद ज़मीन गँवा बैठी,Entailment
156,"सैंडी को ६०० मीटर की दूरी पार करने में कितने सेकंड लगते हैं, यदि सैंडी १८ किमी/घंटा की गति से दौड़े?",यदि सैंडी १८ किमी/घंटा की गति से दौड़े तो ६०० मीटर से कम दूरी पार करने में उसे कितने सेकंड लगते हैं?,contradiction
157,"वेंडी ने सोमवार को फेसबुक पर ७९.० तस्वीरें अपलोड कीं और मंगलवार को उसने फेसबुक पर ४४.० तस्वीरें अपलोड कीं, फिर सभी तस्वीरें ५.० अलग-अलग एल्बमों में बाँट दीं",प्रत्येक एल्बम में २०.१ तस्वीरें थीं,contradiction
158,वे उस पर २० दिन काम करते हैं और फिर राजेश उसे ३० दिनों में पूरा करता है,वे उस पर २० दिनों से अधिक समय तक काम करते हैं और फिर राजेश उसे ३० दिनों में पूरा करता है,contradiction
159,"मैडी के पास ८ से कम सेब हैं, यदि वह माइक को ३ दे, तो उसके पास कितने बचेंगे?","मैडी के पास ६ सेब हैं, यदि वह माइक को ३ दे, तो उसके पास कितने सेब बचते हैं?",neutral
160,"डेविड ने अंग्रेज़ी, गणित, भौतिकी, रसायन और जीव विज्ञान में ३६, ३५, ४२, ५७ और ५५ अंक (१०० में से) पाए। उसके औसत अंक कितने हैं?","डेविड ने अंग्रेज़ी, गणित, भौतिकी, रसायन और जीव विज्ञान में ६६, ३५, ४२, ५७ और ५५ अंक (१०० में से) पाए। उसके औसत अंक कितने हैं?",contradiction
161,डॉसन को अपनी ८वीं कक्षा की परीक्षा में उत्तीर्ण होने के लिए ३०% अंक पाने होंगे। उसने ३० अंक पाए और ३६ अंकों से फेल हो गया। अधिकतम अंक कितने हैं?,डॉसन को अपनी ८वीं कक्षा की परीक्षा में उत्तीर्ण होने के लिए २०% से अधिक अंक पाने होंगे। उसने ३० अंक पाए और ३६ अंकों से फेल हो गया। अधिकतम अंक कितने हैं?,Entailment
162,"ऑस्ट्रेलिया के मैट जोन्स ने अमेरिकी जॉर्ज मैकनील के साथ १२-अंडर पर छठे स्थान पर बराबरी पर समाप्त किया, विश्व के तीसरे नंबर के ल्यूक डोनाल्ड सहित पाँच खिलाड़ियों के साथ एक और शॉट पीछे।",विश्व के तीसरे नंबर के ल्यूक डोनाल्ड १२-अंडर पार पर लौटकर तीन शॉट पीछे रहे,neutral
163,"यदि द्रविड़ टूल किराए पर लेने के लिए बिक्री कर छोड़कर कुल $ ३८ चुकाएँ, तो उन्होंने कितने घंटों के लिए किराया लिया?","यदि द्रविड़ टूल किराए पर लेने के लिए बिक्री कर छोड़कर कुल $ ८८ से कम दें, तो उन्होंने कितने घंटों के लिए किराया लिया?",Entailment
164,"नवीनतम कांग्रेस की कार्रवाई रैंचो फीडिंग कॉर्पोरेशन में अमेरिकी कृषि विभाग की जाँच के लिए ""एक शीघ्र समापन के लिए"" अतिरिक्त वित्त पोषण में $१ मिलियन को मंज़ूरी देती है।",कैलिफोर्निया के एक बूचड़खाने की यूएसडीए जाँच के लिए हाउस $१ मिलियन तय करता है,Entailment
165,निशा और शिल्पा की वर्तमान आयु का अनुपात क्रमशः ७ : ८ है,निशा और शिल्पा की वर्तमान आयु का अनुपात क्रमशः ३ : ८ से अधिक है,Entailment
166,शोभा के जन्म के समय उसके पिता की आयु ३८ वर्ष थी और उसकी माँ की आयु ३६ वर्ष थी जब उससे चार साल छोटे उसके भाई का जन्म हुआ,शोभा के जन्म के समय उसके पिता की आयु २८ वर्ष से अधिक थी और उसकी माँ की आयु ३६ वर्ष थी जब उससे चार साल छोटे उसके भाई का जन्म हुआ,Entailment
167,एडोल्फो ३५.० ब्लॉकों से एक टावर बनाता है और वह टावर में ६५.० ब्लॉक और जोड़ता है,अब टावर में कुल १०१.० ब्लॉक हैं,contradiction
168,"यदि उनके घरों के बीच की दूरी ७० किलोमीटर से अधिक हो, मैक्सवेल की चलने की गति ४ किमी/घंटा हो, और ब्रैड की दौड़ने की गति ६ किमी/घंटा हो, तो ब्रैड ने कितनी दूरी तय की?","यदि उनके घरों के बीच की दूरी ८० किलोमीटर हो, मैक्सवेल की चलने की गति ४ किमी/घंटा हो, और ब्रैड की दौड़ने की गति ६ किमी/घंटा हो, तो ब्रैड की यात्रा की दूरी कितनी है?",neutral
169,बेवर्ली के बोतल ढक्कन संग्रह के प्रत्येक बॉक्स में ३५.० बोतल ढक्कन हैं और बोतल के ढक्कन ७.० बॉक्सों में व्यवस्थित हैं,कुल २४५.० बोतल ढक्कन हैं,Entailment
170,टिम और स्टेसी को १ से ५ तक क्रमानुसार नंबर वाली कुर्सियों की एक पंक्ति में सीटें चुननी हैं,टिम और स्टेसी को १ से ५ से कम तक क्रमानुसार नंबर वाली कुर्सियों की एक पंक्ति में सीटें चुननी हैं,contradiction
171,"सैन डुरंगो शहर में, ६० लोग बिल्ली, कुत्ते या खरगोश के मालिक हैं","सैन डुरंगो शहर में, ६० से अधिक लोग बिल्ली, कुत्ते या खरगोश के मालिक हैं",contradiction
172,वीणा १८२ की कक्षा में शीर्ष से ८४वें स्थान पर है।,१८२ की कक्षा में वीणा शीर्ष से ४४वें स्थान पर है।,neutral
173,कनाडाई स्वास्थ्य अधिकारियों ने ब्रिटिश कोलंबिया में एंटेरोवायरस डी ६८ के तीन मामलों की पुष्टि की है।,कनाडा ने ब्रिटिश कोलंबिया में तीन मामलों की पुष्टि की है,Entailment
174,मोना और सोना १८ किमी और ३६ किमी प्रति घंटे की गति से एक बाइक पर ४०० मीटर लंबाई के एक वृत्ताकार ट्रैक के चारों ओर जाती हैं,मोना और सोना १८ किलोमीटर और ३६ किलोमीटर प्रति घंटे की गति से एक बाइक पर ४०० मीटर से कम लंबाई के एक वृत्ताकार ट्रैक के चारों ओर जाती हैं,contradiction
175,सुरेश १५ घंटे में एक काम पूरा कर सकता है,सुरेश १५ घंटे से अधिक समय में एक काम पूरा कर सकता है,contradiction
176,"यदि श्रीहरि अपने घर से ४.५ किमी/घंटा की गति से पैदल चले, तो वह कितने समय में अपने घर से ७५० मीटर दूर अपने स्कूल पहुँचेगा?","यदि श्रीहरि अपने घर से ४.५ किमी/घंटा की गति से पैदल चलें, तो वे कितने समय में अपने घर से ८५० मीटर से कम दूर अपने स्कूल पहुँचेंगे?",Entailment
177,अल्बर्ट ने ब्रायन और चार्ली से कुल $६००० उधार लिए थे,अल्बर्ट ने ब्रायन और चार्ली से कुल $८००० उधार लिए थे,contradiction
178,"शॉन, जिसका वज़न २०० पाउंड है, १५० पाउंड और २८० पाउंड वज़न के दो पैकेजों के साथ लिफ्ट में है","शॉन, जिसका वज़न ३०० पाउंड से कम है, १५० पाउंड और २८० पाउंड वज़न के दो पैकेजों के साथ लिफ्ट में है",Entailment
179,"लौटते रास्ते में, जेम्स ६० मील प्रति घंटे की गति से गाड़ी चलाता है और टाउन बी में रुकता है जो टाउन ए और टाउन सी के बीच के रास्ते में है","लौटते रास्ते में, जेम्स ७० मील प्रति घंटे से कम गति से गाड़ी चलाता है और टाउन बी में रुकता है जो टाउन ए और टाउन सी के बीच के रास्ते में है",Entailment
180,किसान के पास १२७.० सेब थे और उसके पड़ोसी ने उसे ८८.० पाउंड सेब दिए,उसके पास अब २१५.० पाउंड सेब हैं,Entailment
181,"यदि योलांडा की चलने की दर ३ मील प्रति घंटा और बॉब की ४ मील प्रति घंटा हो, तो जब वे मिले तब तक बॉब कितने मील चला था?","यदि योलांडा की चलने की दर ७ मील प्रति घंटे से कम हो और बॉब की ४ मील प्रति घंटा हो, तो जब वे मिले तब तक बॉब कितने मील चला था?",Entailment
182,सैम एक कक्षा में शीर्ष से ९वें और नीचे से ३८वें स्थान पर है,सैम एक कक्षा में शीर्ष से ९वें और नीचे से ३८वें स्थान पर है।,contradiction
183,"एक अमेरिकी अधिकारी ने कहा, जिस व्यक्ति को गोली मारकर मारा गया वह नौसेना के स्पेशल वारफेयर डेवलपमेंट ग्रुप का सदस्य है, जिसे आमतौर पर सील टीम सिक्स के नाम से जाना जाता है।",एक अमेरिकी अधिकारी ने कहा कि बचाव में मारा गया व्यक्ति नेवी सील टीम सिक्स का सदस्य था,Entailment
184,एक प्राइवेट कंपनी में संख्या २०,एक प्राइवेट कंपनी में ५० से कम संख्या,Entailment
185,मेरी अल्बर्ट से ८ साल छोटी है,मेरी अल्बर्ट से १ साल से अधिक छोटी है,Entailment
186,"हर सप्ताह, जेम्स को पहले ३० घंटों से अधिक समय के लिए प्रति घंटे x डॉलर और उस सप्ताह काम किए गए प्रत्येक अतिरिक्त घंटे के लिए २ x डॉलर दिए जाते हैं।","हर सप्ताह, जेम्स को पहले ४० घंटों के लिए प्रति घंटे x डॉलर और उस सप्ताह काम किए गए प्रत्येक अतिरिक्त घंटे के लिए २ x डॉलर दिए जाते हैं",neutral
187,सूज़न एक ट्रिप के पहले ४० मील के लिए २० मील प्रति घंटे से अधिक की गति से गाड़ी चलाती है फिर ट्रिप के बाकी ४० मील के लिए १५ मील/घंटा की औसत गति से। यदि उसने ट्रिप के दौरान कोई स्टॉप न लिया हो तो पूरी ट्रिप के लिए सूज़न की औसत गति मील/घंटा में क्या थी,सूज़न ने एक ट्रिप के पहले ४० मील के लिए औसतन ३० मील प्रति घंटे की गति से गाड़ी चलाई फिर ट्रिप के बाकी ४० मील के लिए १५ मील/घंटा की औसत गति से। यदि उन्होंने ट्रिप के दौरान कोई स्टॉप न लिया हो तो पूरी ट्रिप के लिए सूज़न की औसत गति मील/घंटा में कितनी थी,neutral
188,"एनी, अकेले काम करते हुए, केवल ९ घंटे में वही काम कर सकती है","एनी, अकेले काम करते हुए, केवल ६ घंटे में वही काम कर सकती है",contradiction
189,रॉब के पास ८ खिलौना ट्रक हैं,रॉब के पास ५० से अधिक खिलौना ट्रक हैं,Entailment
190,मोर्स हाई स्कूल में ३०० सीनियर हैं और उनमें से ५०% के पास गाड़ियाँ हैं,मोर्स हाई स्कूल में ३०० से कम सीनियर हैं और उनमें से ५०% के पास गाड़ियाँ हैं,contradiction
191,चेन्नई और मैसूर के बीच ४ बसें चलती हैं,चेन्नई और मैसूर के बीच ४ से अधिक बसें चलती हैं,contradiction
192,एक साइक्लिंग रेस के ६ प्रतिभागियों में मेग और बॉब हैं,मेग और बॉब साइक्लिंग रेस के २ प्रतिभागियों में हैं,contradiction
193,साचा प्रति सेकंड ८० मीटर से कम की स्थिर गति से दौड़ता है और ब्रूनो प्रति सेकंड ५ मीटर की स्थिर गति से दौड़ता है,साचा प्रति सेकंड १० मीटर की स्थिर गति से दौड़ता है और ब्रूनो प्रति सेकंड ५ मीटर की स्थिर गति से दौड़ता है,neutral
194,"यदि योलांडा की चलने की दर ३ मील प्रति घंटा और बॉब की ४ मील प्रति घंटा हो, तो जब वे मिले तब तक बॉब कितने मील चला था?","यदि योलांडा की चलने की दर ३ मील प्रति घंटे से कम हो और बॉब की ४ मील प्रति घंटा हो, तो जब वे मिले तब तक बॉब कितने मील चला था?",contradiction
195,"मैथ्यू की चलने की दर ३ किमी प्रति घंटा थी और जॉनी की ४ किमी प्रति घंटा, उनके मिलने तक जॉनी कितने किमी चला था?","मैथ्यू की चलने की दर ३ किमी प्रति घंटे से अधिक थी और जॉनी की ४ किमी प्रति घंटा, उनके मिलने तक जॉनी कितने किमी चला था?",contradiction
