Q No.,Question,Answer
130,"কাইলি এমন একটি স্কুলে অধ্যয়ন করে যেখানে একবার ক্লাস শুরু হলে আবার ক্লাস শেষ হলে ঘণ্টা বেজে ওঠে। প্রতি ক্লাসের পর ১৫ মিনিটের বিরতি থাকে। সোমবার, কাইলির ক্লাসগুলি হল: গণিত, ইতিহাস, ভূগোল, বিজ্ঞান এবং সঙ্গীত৷ এই মুহূর্তে কায়লি তার ভূগোল ক্লাসে রয়েছে। এতক্ষণে কতবার বেজেছে?",৫
131,একটি খামারে ১৩টি পশু রয়েছে। ১৩টি প্রাণীর মধ্যে ৪টি মুরগি এবং বাকিটি মহিষ। খামারে কয়টি পশুর পা আছে?,৪৪
132,একটি খামারে ৬০টি পশুর পা এবং মোট ২০টি প্রাণী রয়েছে। কেউ মুরগি আবার কেউ ভেড়া। ভেড়ার সংখ্যা বের কর,১০
133,"মাস শেষে সাদি তার এপ্রিল মাসের খরচ হিসাব করছিলেন। তিনি দেখতে পান যে তিনি বার্গারের জন্য মোট ৪২০ টাকা ব্যয় করেছেন। যদি সাদি প্রতিদিন সমান সংখ্যক বার্গার খায়, তবে সে প্রতিদিন কত টাকার বার্গার খায়?",১৪
134,"মাস শেষে সাদি তার আগস্ট মাসের খরচ হিসাব করছিলেন। তিনি দেখতে পান যে তিনি বার্গারের জন্য মোট ৩৭২ টাকা ব্যয় করেছেন। প্রদত্ত যে সাদি প্রতিদিন সমান সংখ্যক বার্গার খায়, তবে সে প্রতিদিন কত টাকার বার্গার খায়?",১২
135,একটি পুকুরে ২০টি ব্যাঙ এবং ৬টি কুমির থাকে। প্রাণীর চোখের মোট সংখ্যা নির্ণয় করুন।,৫২
136,স্টেলা একটি ফার্মাসিউটিক্যাল কোম্পানিতে কাজ করে এবং মাসে ৪৯১৯ টাকা পায়। গত বছর তিনি ২ মাসের জন্য বিনা বেতনে ছুটি নিয়েছিলেন। গত বছর তার বার্ষিক আয় খুঁজুন।,৪৯১৯০
137,"হার্পার কাছাকাছি একটি পশু খামারে যাওয়ার সিদ্ধান্ত নেয় যেখানে মোট ১১টি প্রাণী রয়েছে। সে প্রবেশদ্বারের কাছে একটি সারিতে দাঁড়িয়ে আছে, গেট থেকে সে খামারের পশুদের পা দেখতে পেল এবং মোট পা গণনা করল ৩০টি। সে ইতিমধ্যেই জানে যে এই খামারে শুধু হাঁস এবং ঘোড়া রয়েছে। এ তথ্য থেকে ঘোড়ার সংখ্যা বের কর।",৪
138,"হার্পার কাছাকাছি একটি পশু খামারে যাওয়ার সিদ্ধান্ত নেয় যেখানে মোট ১১টি প্রাণী রয়েছে। সে প্রবেশদ্বারের কাছে একটি সারিতে দাঁড়িয়ে আছে, গেট থেকে সে খামারের পশুদের পা দেখতে পেল এবং মোট পা গণনা করল ৩০টি। সে ইতিমধ্যেই জানে যে এই খামারে শুধু হাঁস এবং ঘোড়া রয়েছে। এ তথ্য থেকে হাঁসের সংখ্যা বের কর।",৭
139,"একটি পার্কিং লটে, ১০টি গাড়ি এবং ২টি বাইক রয়েছে৷ সেই পার্কিং লটে চাকার সংখ্যা খুঁজে বের করুন।",৪৪
140,বর্গাকার একটি পার্কের চারপাশে বেড়া দেওয়া হলো এবং বেড়ার মোট খরচ ছিল ১৭২ টাকা। প্রতিটি পাশে বেড়া খরচ কত?,৪৩
141,"অলক ১২ টায় স্কুলে যায়। মঙ্গলবার, অলকের ক্লাসগুলি নিম্নলিখিত ক্রমে হয়: গণিত, ইতিহাস, ভূগোল, বিজ্ঞান এবং সঙ্গীত। এইমাত্র অলকের বিজ্ঞানের ক্লাস শেষ হয়েছে। এখন বিকালের সময় কত?",৪
142,"মাসের শেষে, হাডসন তার ডিসেম্বরের খরচ হিসাব করছিলেন। তিনি দেখতে পান যে তিনি বার্গারের জন্য মোট ৪৬৫ টাকা ব্যয় করেছেন। প্রদত্ত যে হাডসন প্রতিদিন সমান সংখ্যক বার্গার খায়, তবে সে প্রতিদিন কত টাকার বার্গার খায়?",১৫
143,ম্যাসন প্রতিদিন পাঁচ পয়সা সঞ্চয় করতে শুরু করেন। কত দিনে তিনি মোট ৩ টাকা সঞ্চয় করতেন?,৬০
144,"একটি ফুটবল খেলায়, প্রত্যেক দর্শককে তাদের উভয় হাতের জন্য রিস্টব্যান্ড দেওয়া হত। মোট ২৫০টি রিস্টব্যান্ড বিতরণ করা হয়েছে। কত মানুষ খেলা দেখেছেন?",১২৫
145,প্রতিদিন শার্লট তার ফোনে ১৬ ঘন্টা ব্যয় করে। এই সময়ের অর্ধেক যদি ব্যয় হয় সোশ্যাল মিডিয়ায়। এক সপ্তাহে তিনি কতটা সময় সোশ্যাল মিডিয়ায় ব্যয় করেন,৫৬
146,মায়া প্রতিদিন চারটি করে পয়সা সঞ্চয় করতে লাগলো। কত দিনে তিনি মোট ৫ টাকা সঞ্চয় করতেন?,১২৫
147,"পাইপার একটি বায়ু প্রদর্শনীতে রাখা সমস্ত বাণিজ্যিক বিমানের ডানা গণনা করেছে। মোট ডানা ৯০টি হলে, কতটি প্লেন ছিল?",৪৫
148,আভা এবং সারা দাবা খেলার সিদ্ধান্ত নিয়েছে কিন্তু দেখতে পেল যে ১০ টি টুকরো নেই। কত টুকরা উপস্থিত ছিল?,২২
149,"আভা একটি কাছাকাছি পশু খামারে যাওয়ার সিদ্ধান্ত নেয় যেখানে মোট ৯টি প্রাণী রয়েছে। সে প্রবেশদ্বারের কাছে একটি সারিতে দাঁড়িয়ে আছে, গেট থেকে সে খামারের পশুদের পা দেখতে পেল এবং সে গণনা করে মোট পা সংখ্যা ২৬টি। সে ইতিমধ্যেই জানে যে এই খামারে শুধু মুরগি এবং মহিষ রয়েছে। এ তথ্য থেকে মহিষের সংখ্যা বের কর।",৪
150,"আভা একটি কাছাকাছি পশু খামারে যাওয়ার সিদ্ধান্ত নেয় যেখানে মোট ৯টি প্রাণী রয়েছে। সে প্রবেশদ্বারের কাছে একটি সারিতে দাঁড়িয়ে আছে, গেট থেকে সে খামারের পশুদের পা দেখতে পেল এবং সে গণনা করে মোট পা সংখ্যা ২৬টি। সে ইতিমধ্যেই জানে যে এই খামারে শুধু মুরগি এবং মহিষ রয়েছে। এ তথ্য থেকে মুরগির সংখ্যা বের কর।",৫
151,রবার্ট জানুয়ারি মাসে জিআরই এন্ট্রান্স পরীক্ষার প্রস্তুতি শুরু করেন। ৪ তারিখে লিখিত পরীক্ষা পর্যন্ত রবার্ট প্রস্তুতি নেন। রবার্ট কোন মাসের জন্য প্রস্তুতি নেন?,মে
152,"নোহা প্রতি মাসে ৩ বার একজন ডাক্তারের কাছে যাওয়ার কথা। সুতরাং, তিনি সারা বছর ধরে প্রতি মাসে ৩টি ছুটি নিয়েছিলেন। সেই বছরে নোহা কত ছুটি নিয়েছিলেন",৩৬
153,ভিক্টোরিয়া ৯৫ মি/সেকেন্ড গতিতে চলে। সে ২ মিনিটে কত কিমি অতিক্রম করতে পারে,১১.৪০
154,ক্যারোলিন এক ফুট লম্বা বার্গার কিনে তার ভাইয়ের সাথে অর্ধেক ভাগ করে নিল। প্রতিজন কত ইঞ্চি ভাগ পাবে?,৬
155,"সান্তিয়াগো জানুয়ারী মাসে তার নিজ দেশ ছেড়েছিলেন, ডিসেম্বরে একই তারিখে ফিরে আসার আগে কয়েক মাস অস্ট্রেলিয়ায় ছিলেন। সান্তিয়াগো কত মাস অস্ট্রেলিয়ায় ছিলেন?",১১
156,ব্রুকলিন প্রতি মাসে দাতব্য প্রতিষ্ঠানে ১৪৫৩ টাকা দান করে। এক বছরে তার মোট দানের হিসাব করুন।,১৭৪৩৬
157,"পুরো মার্চ মাসের জন্য, আরিয়া প্রতিদিন ৪টি কুকি কিনেছে। প্রতিটি কুকির দাম ১৯ টাকা হলে। আরিয়া মার্চ মাসে কুকিতে কত খরচ করেছে",২৩৫৬
158,ইজেকিয়েল থ্যাঙ্কসগিভিং সেলের সময় ৩ জোড়া জুতা কিনেছিলেন। এখন তার মোট নতুন জুতা সংখ্যা কতটি?,৬
159,ভিভিয়ান তার গাড়ির বীমার জন্য প্রতি বছর ২ হাজার টাকা খরচ করে। এক দশকে তিনি কত হাজার খরচ করেছেন?,২০
160,সকাল ৭টা থেকে বিকেল ৪টা পর্যন্ত টানা ৪ ঘণ্টা বৃষ্টি হয়েছে। কত ঘণ্টা বৃষ্টি হয়নি?,৫
161,"কেনেডি এবং রিলি একটি দাবা খেলা খেলছেন, তারা যথাক্রমে ৫ এবং ১ পেয়াদা হারিয়েছে। গেমটিতে বাকি থাকা পেয়াদার মোট সংখ্যা খুঁজুন",১১
162,"মন্দিরের বাইরে একটি দোকান রয়েছে যেখানে প্রতিটি বস্তুর জন্য ১১ টাকা চার্জ করা হয়। দয়া করে মনে রাখবেন যে একটি জুতা একটি বস্তু হিসাবে গণনা করা হয়। মোজা এবং মোবাইলের ক্ষেত্রেও একই কথা। নাথান বাবা-মা উভয়ের সাথে মন্দিরে গিয়েছিল। তারা সবাই তাদের জুতা, মোজা ও মোবাইল দোকানে রেখেছিল। তাদের কত টাকা দিতে হবে?",১৬৫
163,"আশা একজন শিক্ষক। আশার ক্লাসের প্রত্যেক ছাত্রকে তাদের রোল নম্বর অনুযায়ী একটি রোমান নম্বর স্কেচ করার নির্দেশ দেন। রোল নম্বর ১ সহ ছাত্র প্রথম রোমান অক্ষর স্কেচ করবে, রোল নম্বর ২ দ্বিতীয় রোমান অক্ষর স্কেচ করবে ইত্যাদি। অবশেষে, আশা সমস্ত স্কেচ সংগ্রহ করে এবং দেখতে পায় যে প্রতিটি রোমান অক্ষরের ৫টি স্কেচ রয়েছে। ক্লাসে কতজন ছাত্র ছিল?",৩৫
164,"স্টেডিয়ামের প্রবেশপথে বিশাল সংখ্যক প্ল্যাকার্ড একটি বিশাল ঝুড়িতে রাখা হয়। স্টেডিয়ামে প্রবেশকারী প্রত্যেক ব্যক্তি প্রতিটি হাতে একটি করে প্ল্যাকার্ড সংগ্রহ করে। দুপুর ২টা থেকে লোকজন স্টেডিয়ামে প্রবেশ করতে শুরু করে। কয়েক মিনিট পরে, লোকেরা অভিযোগ করে যে ঝুড়িটি খালি এবং আর কোনও প্ল্যাকার্ড নেই। যদি ঝুড়িটি ৪৬৩৪টি প্ল্যাকার্ড রাখতে পারে এবং এটি শুরুতে পূর্ণ ছিল, তবে সেই সময় পর্যন্ত কত লোক স্টেডিয়ামে প্রবেশ করেছে?",২৩১৭
165,"ভিক্টোরিয়া রবিবার ছাড়া প্রতিদিনে জিমে যায়। ভিক্টোরিয়া ৩০টি জিম সেশনের একটি পরিকল্পনা নিয়েছে। ভিক্টোরিয়া যদি সোমবার জিম শুরু করে, কোন দিনে ভিক্টোরিয়ার সমস্ত জিম সেশন শেষ হবে।",শুত্রুবার
166,"কারসনকে জলের প্রাণীদের নিয়ে একটি প্রতিবেদন তৈরি করতে হবে। সুতরাং, তিনি একটি অ্যাকোয়ারিয়াম পরিদর্শন করেন এবং মোট ৫টি অক্টোপাস দেখেন। তিনি অক্টোপাসের পায়ের সংখ্যা উল্লেখ করতে চান। অক্টোপাস পায়ের মোট সংখ্যা নির্ণয় করুন।",৪০
167,সকাল ৯টা থেকে বিকেল ৫টা পর্যন্ত টানা দুই ঘণ্টা বৃষ্টি হয়েছে। কত ঘণ্টা বৃষ্টি হয়নি?,৬
168,একটি খামারে ৪২টি পশুর পা এবং মোট ১৫টি প্রাণী রয়েছে। কেউ হাঁস আবার কেউ গরু। গরুর সংখ্যা নির্ণয় কর।,৬
169,ইয়ান ৮টি অভিন্ন ঘনকাকৃতির বস্তুর সমস্ত বাইরের তল এঁকেছেন। ইয়ান দ্বারা আঁকা মোট তলের সংখ্যা কত?,৪৮
170,লিওনার্দো একটি নিবন্ধ পড়ছেন যা বলছে প্রতি শতাব্দীতে তাপমাত্রা ৩ ইউনিট বাড়ছে। ৭০০ বছরে তাপমাত্রার কী পরিবর্তন হবে?,২১
171,"একটি দোকানে, ভিক্টোরিয়া দেখতে পান যে নতুন এবং আকর্ষণীয় ডিজাইনের জুতা বিনামূল্যে পাওয়া যায়। ভিক্টোরিয়া ৩৫ সংখ্যক বন্ধু নিয়ে এল সবকিছু নিতে। কত জোড়া জুতা ছিল?",৩৬
172,রায়ান একটি মেডিকেল স্কুলে পড়ছে। রায়ান ১ ঘন্টা করে মানবদেহের একেকটি হাড় বিশ্লেষণ করছেন। রায়ানের বিশ্লেষণ শেষ করতে কত ঘন্টা প্রয়োজন?,২০৬
173,"নতুন বছরের দিনে কোচিংয়ে যোগ দেন স্যামুয়েল। স্যামুয়েল ৪ নভেম্বর থেকে স্যামুয়েল বন্ধ না হওয়া পর্যন্ত ব্যর্থ না হয়ে প্রতিদিন কোচিং নিতেন। স্যামুয়েলকে কত কোচিং ফি দিতে হবে, যদি দৈনিক কোচিং চার্জ ২৩ টাকা হয় এবং বছরটি লিপ ইয়ার না হয়?",৭০৮৪
174,"আয়োজকরা স্টেডিয়ামের ভিতরে প্রত্যেকের জন্য একটি ঝুড়িতে বিনামূল্যে প্ল্যাকার্ড রাখার সিদ্ধান্ত নিয়েছে। প্রত্যেক ব্যক্তি ঝুড়ি থেকে দুটি প্ল্যাকার্ড বাছাই করেছিল এবং আয়োজকদের ৩৯ মিনিটের পরে ঝুড়িটি প্রতিস্থাপন করতে হয়েছিল। ওই সময় পর্যন্ত কত মানুষ স্টেডিয়ামে ঢুকেছে, যদি ঝুড়িতে ৮২৩টি প্ল্যাকার্ড রাখা যায়?",৪১১.৫০
175,"জেনেসিস কর্মক্ষেত্রে একটি নতুন প্রকল্পের নেতৃত্ব দিচ্ছিল। সুতরাং, প্রকল্পটি শেষ করতে তিনি ৩ সপ্তাহ ধরে প্রতিদিন ৭ ঘন্টা কাজ করেছেন। জেনেসিস এই সময়ের মধ্যে কত ঘন্টা কাজ করেছিল?",১৪৭
176,অ্যাবিগেল সারা বছরের জন্য প্রতি মাসে ৪ হাজার টাকা সঞ্চয় করার সিদ্ধান্ত নিয়েছে। বছরের শেষে অ্যাবিগেল কত হাজার টাকা সঞ্চয় করতেন?,৪৮
177,প্রতিদিন আইজ্যাক সকাল ৭টায় ঘুম থেকে ওঠেন এবং রাত ১১টায় ঘুমাতে যান। আইজ্যাক দিনে কত ঘন্টা ঘুমায়?,৮
178,একটি পেন্সিলের দাম ৪ টাকা। ক্রিসমাসের সময় খরচ মূল্যে ৬৩ পয়সা ছাড় ছিল। পেন্সিলের চূড়ান্ত মূল্য কত?,৩.৩৭
179,"একটি ভূগোল বইতে, জেডেন এবং অন্যান্য ২ বন্ধুদের প্রতিটি গ্রহকে আলাদা রঙ দিয়ে রঙ করতে হবে। এক রং এক ব্যক্তি ব্যবহার করলে অন্য কেউ ব্যবহার করতে পারবে না। তাদের কয়টি রং প্রয়োজন?",২৪
180,"হান্নার ল্যাপটপটি বিকাল ৩ঃ২০ টায় সম্পূর্ণভাবে চার্জ হয়ে যাওয়ার পরে, হান্না একটি ৩ ঘন্টা সিরিজ দেখতে শুরু করে, ব্যাটারি সম্পূর্ণরূপে ডিসচার্জ হওয়ার সাথে সাথে হান্নার ল্যাপটপটি ৫ঃ৪৪ টায় বন্ধ হয়ে যায়। হান্নার আর কত মিনিট মুভি দেখার বাকি আছে?",৩৬
181,জয় লক্ষ্য করে যে তার ঘরে ৫টি মাকড়সা রয়েছে। মাকড়সার পায়ের মোট সংখ্যা বের করুন।,৪০
182,গিয়ানা সারা বছরের জন্য প্রতিদিন ৩৯ টাকা সঞ্চয় করার সিদ্ধান্ত নিয়েছে। বছরের শেষে জিয়ানা কত টাকা সঞ্চয় করবে?,১৪২৩৫
183,প্রশান্ত একটি রঙের বাক্স কিনেছে যাতে রংধনুর প্রতিটি রঙের সাথে মিলিত পেন্সিল রয়েছে। প্রশান্তর দুই বন্ধুও একই রঙের বাক্স কিনেছে। তাদের মোট কতটি পেন্সিল আছে।,২১
184,"অ্যান্টনি ৬ ঘন্টা কাজে, ৬ ঘন্টা অন্যান্য দৈনন্দিন কাজে ব্যয় করে এবং দিনের অবশিষ্ট সময় ঘুমায। অ্যান্টনি দিনে কত ঘন্টা ঘুমায়?",১২
185,"একটি গাড়ি পার্কিং লটে, গ্রেসন লক্ষ্য করেছেন যে ৪৮টি গাড়ির চাকা রয়েছে। পার্কিং লটে গাড়ির সংখ্যা কতটি?",১২
186,আইজ্যাক একটি নিবন্ধ পড়ছেন যা বলছে প্রতি শতাব্দীতে তাপমাত্রা ৪ ইউনিট বাড়ছে। ১৬০০ বছরে তাপমাত্রার কী পরিবর্তন হবে?,৬৪
187,ক্যামিলা এবং ম্যাভেরিক এক ঘন্টার মুভি দেখতে শুরু করলেন। তারা ঠিক মাঝপথে সিনেমাটি বিরতি দেয়। বাকি মুভি দেখতে আর কত মিনিট লাগবে?,৩০
188,"পাইপার রবিবার ছাড়া প্রতিদিনে জিমে যায়। পাইপার ৩৫টি জিম সেশনের একটি পরিকল্পনা নিয়েছে। পাইপার সোমবার জিম শুরু করলে, কোন দিন পাইপার-এর সমস্ত জিম সেশন শেষ হবে।",বুধবার
189,এমেরি তার ১৭ জোড়া জুতা পরিবর্তন করতে চায়। যদি পরিবর্তনের খরচ হয় ২৯ টাকা প্রতি জুতা তবে তাকে কত টাকা দিতে হবে?,৯৮৬
190,একটি খামারে ৮টি পশু রয়েছে। কেউ হাঁস আবার কেউ কুকুর। মোট প্রাণীদের ২৪টি পা রয়েছে। হাঁসের সংখ্যা কত?,৪
191,একজন মানুষ তার প্রতিটি হাতে একটি করে বাক্স তুলতে পারে। ৭ জনের একটি দল মোট কতটি বাক্স ধরে রাখতে পারে?,১৪
192,হ্যাজেল ৫৯ মি/সেকেন্ড গতিতে চলে। সে ৫ মিনিটে কত কিমি অতিক্রম করতে পারে,১৭.৭০
193,থ্যাঙ্কসগিভিং সেলের সময় নির্মলতা ৩ জোড়া জুতা কিনেছে। এখন তার মোট নতুন জুতা সংখ্যা কত?,৬
194,একজন ভারোত্তোলক তার প্রতিটি হাতে ৭ পাউন্ড ওজন তুলতে পারে। তিনি একবারে মোট কত ওজন তুলতে পারেন?,১৪
195,"একটি পার্কিং লটে, ১৪টি গাড়ি এবং ৫টি বাইক রয়েছে৷ সেই পার্কিং লটে চাকার সংখ্যা খুঁজে বের করুন।",৬৬
196,ইসাবেলা ৪৫১ মি/সেকেন্ড গতিতে চলে। সে ৩৮ সেকেন্ডে কত কিমি অতিক্রম করতে পারে,১৭.১৩
197,ইথানের একটি কাজ আছে যা তাকে প্রতি ঘন্টায় ১৮ টাকা দেয়। তিনি দিনে ৮ ঘন্টা এবং সপ্তাহে ৫ দিন কাজ করেন। ৫ সপ্তাহে ইথান কত পাবে?,৩৬০০
198,দাবা খেলায় আরিয়ানা ৩ টি গুটি এবং সামান্থা ৯ টি গুটি হারিয়েছে। দাবা বোর্ডে আর কত টি গুটি আছে?,২০
199,৯ জন মেয়ের একটি দল নেইল পলিশ করার জন্য একটি স্পাতে গিয়েছিল। যদি প্রতিটি মেয়ের হাত এবং পায়ের সমস্ত আঙ্গুল পালিশ করা হয়। স্পা কর্মীদের পালিশ করা মোট আঙ্গুলের সংখ্যা খুঁজুন।,১৮০
200,৮ জন মেয়ের একটি দল নেইল পলিশ করার জন্য একটি স্পাতে গিয়েছিল। যদি প্রতিটি মেয়ের হাত এবং পায়ের সমস্ত আঙ্গুল পালিশ করা হয়। স্পা কর্মীদের পালিশ করা মোট আঙ্গুলের সংখ্যা খুঁজুন।,১৬০
201,"ইসলাকে প্রতিদিন ডায়াবেটিস ক্যাপসুল খাওয়ার পরামর্শ দেওয়া হয়। জুলাই মাসে, তিনি ২ দিন ক্যাপসুল নিতে ভুলে যান। জুলাই মাসে তিনি কয়টি ক্যাপসুল খেয়েছিলেন?",২৯
202,কপিরাইট সমস্যার কারণে এক ঘণ্টার মুভির একটি ৯ মিনিটের দৃশ্য কাটা হয়েছে। সিনেমার চূড়ান্ত দৈর্ঘ্য কত (মিনিটের মধ্যে)?,৫১
203,সোফিয়া প্রতিদিন দশ পয়সা সঞ্চয় করতে শুরু করে। কত দিনে তিনি মোট ২ টাকা সঞ্চয় করতেন?,২০
204,আরিয়া মেডিকেলে পড়ছে। আরিয়া ৫ ঘন্টা করে মানবদেহের একেকটি হাড় বিশ্লেষণ করছেন। আরিয়ার কত ঘণ্টা বিশ্লেষণ শেষ করতে হবে?,১০৩০
205,ডাক্তার ইভাকে একটানা ৫ সপ্তাহ প্রতিদিন একটি করে আপেল খাওয়ার পরামর্শ দিয়েছিলেন। তার কতটি আপেল কিনতে হবে?,৩৫
206,ব্রাইসন থ্যাঙ্কসগিভিং সেলের সময় ৭ জোড়া জুতা কিনেছিলেন। এখন তার মোট নতুন জুতা সংখ্যা কত?,১৪
207,"পুরো ফুটবল টুর্নামেন্টে, ম্যাচ শুরুর আগে ১৪ বার কয়েন নিক্ষেপ করা হয়েছিল। ১৪ বারের মধ্যে, ৯ বার হেড এসেছে। কতবার টেল উঠেছিল?",৫
208,এমিলি জুন মাসে জিআরই এন্ট্রান্স পরীক্ষার প্রস্তুতি শুরু করেন। এমিলি পরীক্ষা লেখা পর্যন্ত ৫ মাস ধরে প্রস্তুতি নেন। এমিলি কোন মাসে জিআরই পরীক্ষা লিখবে?,নভেম্বর
209,নোহের একটি কাজ আছে যা তাকে প্রতিদিন ৭০ টাকা দেয় এবং সে প্রতিদিন কাজ করে। ৪ সপ্তাহে নোহের উপার্জনের পরিমাণ কত?,১৯৬০
210,"পরীক্ষার জন্য, চার্লস একটি বর্ণমালা দিয়ে শুরু করে শব্দ শিখছে। চার্লস যদি একটি বর্ণমালা শিখতে ৭ দিন সময় নেয়, তাহলে চার্লসের সমস্ত স্বরবর্ণ শেখা শেষ করতে কত দিন লাগবে?",৭৭
211,একটি চকলেটের দাম ২ টাকা। ক্রিসমাসের সময় খরচ মূল্যে ৫৭ পয়সার ছাড় ছিল। চকোলেটের মূল্য কত টাকা?,১.৪৩
212,"একটি মেশিন ডালপালা কাটছে এবং আপেল প্রক্রিয়াজাত করছে। আমি যদি ৬ ঘন্টা পরে ২০৪টি ডালপালা দেখতে পাই, কতগুলি আপেল প্রক্রিয়াজাত করা হয়েছে?",২০৪
213,পুরো জুন মাসে অ্যালিস প্রতিদিন ৪টি করে বার্গার কিনেছিল। যদি প্রতিটি বার্গারের দাম ১৩ টাকা। অ্যালিস জুন মাসে বার্গারে কত খরচ করেছিল?,১৫৬০
214,"সামান্থা ১ মিটার লম্বা একটি রেখা আঁকেন। তারপর তিনি বুঝতে পারলেন যে এটি কিছুটা দীর্ঘ। সুতরাং, তিনি এটির ১০ সেমি মুছে ফেললেন। রেখার দৈর্ঘ্য (সেমি) এখন কত?",৯০
215,চার্লস সকাল ৯টায় তার অফিসে পৌঁছান এবং সন্ধ্যা ৫টায় চলে যান। চার্লস অফিসে কত সময় ব্যয় করেছেন?,৮
216,"একটি পার্কিং লটে, ১৪টি গাড়ি এবং ১০টি বাইক রয়েছে৷ সেই পার্কিং লটে চাকার সংখ্যা কতটি?",৭৬
217,তাসের ডেক থেকে ১০টি লাল কার্ড বের করা হয়েছে। অবশিষ্ট লাল কার্ডের সংখ্যা কত?,১৬
218,"একটি ফুটবল খেলায়, প্রত্যেক দর্শককে তাদের উভয় হাতের জন্য রিস্টব্যান্ড দেওয়া হত। মোট ২৩৪টি রিস্টব্যান্ড বিতরণ করা হয়েছে। কত মানুষ খেলা দেখেছেন?",১১৭
219,"সায়ারকে জলের প্রাণীদের উপর একটি প্রতিবেদন তৈরি করতে হবে। সুতরাং, তিনি একটি অ্যাকোয়ারিয়াম পরিদর্শন করেন এবং মোট ৭টি অক্টোপাস দেখেন। তিনি অক্টোপাসের পায়ের সংখ্যা উল্লেখ করতে চান। অক্টোপাস পায়ের মোট সংখ্যা নির্ণয় করুন।",৫৬
220,অব্রে এবং ভায়োলেট এক কিমি লম্বা রেস চালাচ্ছে। ভায়োলেট যখন ফিনিশ লাইন থেকে ২৭৯ মিটার দূরে ছিল তখন অব্রে রেস শেষ করেন। সেই সময় পর্যন্ত ভায়োলেট কত মিটার গিয়েছিল?,৭২১
221,"ওয়েন একজন ডাক্তার, যিনি ৩:২৮ টায় অপারেশন থিয়েটারে গিয়েছিলেন ৩ ঘন্টা দীর্ঘ অপারেশন করতে। ওয়েনের বোন ওয়েনের সাথে দেখা করতে এসেছিল ৫:৩৬ টায়, ওয়েনের সাথে দেখা করার জন্য তাকে কত মিনিট অপেক্ষা করতে হয়েছিল?",৫২
222,"একটি ফুটবল খেলায়, প্রত্যেক দর্শককে তাদের উভয় হাতের জন্য রিস্টব্যান্ড দেওয়া হত। মোট ২৯০টি রিস্টব্যান্ড বিতরণ করা হয়েছিল। কত মানুষ খেলা দেখেছেন?",১৪৫
223,থিওডোরের খেলনার বাক্সে আমাদের সংখ্যা পদ্ধতিতে প্রতিটি সংখ্যার প্রতিনিধিত্বকারী খেলনা রয়েছে। থিওডোরে ভাইবোনদের জন্য আরও ২টি খেলনা বাক্স রয়েছে। তাদের কত খেলনা আছে?,৩০
224,এমিলি একটি রঙের বাক্স কিনেছিলেন যাতে রংধনুর প্রতিটি রঙের সাথে মিলিত পেন্সিল রয়েছে। এমিলির ৭ জন বন্ধুও একই রঙের বাক্স কিনেছে। তাদের মোট কত পেন্সিল আছে।,৫৬
225,"রোমান প্রতিদিন ৭ ঘণ্টা ঘুমায়। আজ যদি তিনি সকাল ৯টায় ঘুম থেকে ওঠেন, তাহলে কতক্ষণে তিনি ঘুমোতেন?",১০
226,কুপার সারা বছরের জন্য প্রতিদিন ৩৪ টাকা সঞ্চয় করার সিদ্ধান্ত নিয়েছে। বছরের শেষে কুপার কত টাকা সঞ্চয় করেন?,১২৪১০
227,অ্যামেলিয়াকে বলা হয় যে পুকুরে ৬টি ব্যাঙ রয়েছে। পুকুরে কত ব্যাঙের চোখ তার আশা করা উচিত?,১২
228,সকাল ৮টা থেকে বিকেল ৫টা পর্যন্ত টানা ৪ ঘণ্টা বৃষ্টি হয়েছে। কত ঘণ্টা বৃষ্টি হয়নি?,৫
229,একটি খামারে ৪৬টি পশুর পা এবং মোট ১৬টি প্রাণী রয়েছে। কিছু মুরগি আর কিছু ঘোড়া। মুরগির সংখ্যা কত?,৯
230,একটি পুকুরে ১৮টি সাপ এবং ১০টি অ্যালিগেটর রয়েছে। প্রাণীর চোখের মোট সংখ্যা নির্ণয় করুন।,৫৬
231,কল্টন এক ফুট লম্বা বার্গার কিনে তার ভাইয়ের সাথে অর্ধেক ভাগ করে নিল। প্রতিজন কত ইঞ্চি করে বার্গার পাবে?,৬
232,একজন দোকানদারের হাতে তাসের ৮টি ডেক আছে। তার মোট কয়টি লাল রঙের কার্ড আছে?,২০৮
233,"পূর্ব উপকূল থেকে পশ্চিম উপকূলে একটি ৩২ ঘন্টা ট্রেন আছে। ট্রেনটি যদি শনিবার পূর্ব উপকূল থেকে খুব ভোরে যাত্রা শুরু করে, তাহলে কোন দিন গন্তব্যে পৌঁছাবে?",রবিবার
234,জীববিজ্ঞানের শিক্ষক লক্ষ্য করেছেন যে ক্যালেব ক্লাসে মনোযোগ দিচ্ছে না এবং তাকে পরীক্ষাগারে পোকামাকড়ের সংখ্যা জানাতে বলে যদি মোট ৪২টি পোকার পা থাকে। কালেবের উত্তর কি হওয়া উচিত?,৭
235,এলিকে বলা হয় যে পুকুরে ৪টি ব্যাঙ রয়েছে। পুকুরে কত ব্যাঙের চোখ তার আশা করা উচিত?,৮
236,"ওয়েন কর্মক্ষেত্রে ৬ ঘন্টা, অন্যান্য দৈনন্দিন কাজে ৭ ঘন্টা ব্যয় করে এবং দিনের অবশিষ্ট সময় ঘুমায়। ওয়েন দিনে কত ঘন্টা ঘুমায়?",১১
