Q No.,Question,Answer
161,আজ আমার ঠাকুরমা অনেকটা কুলের আচার তৈরি করলেন। তিনি সেই আচারের ৪/৭ অংশ কাচেঁর শিশিতে ভরতি করে তুলে রাখলেন এবং বাকিটা আমাদের ৬ জনের মধ্যে সমান ভাগে ভাগ করি দিলেন। হিসাব করে দেখি আমরা প্রত্যেকে মোট আচারের কত অংশ পেলাম।,১/১৪
162,মেহবুব ও তার দল ঠিক করেছে ৩৩ দিনে ৩৭১/১৫ কি.মি.. রাস্তা তৈরি করবেন। তাঁরা প্রতিদিন ১১/১৫ কি.মি.. করে ২৫ দিন রাস্তা তৈরি করলেন। এবার ঠিক সময়ে বাকি কাজ শেষ করতে হলে তাঁদেরকে বাকি দিনের প্রতিদিন কতটুকু করে রাস্তা তৈরি করতে হবে?,৪/৫
163,৫ এর সঙ্গে ৩/৭ যোগ করে যোগফলকে ১৪/৩ দিয়ে গুণ করি। এবার এই গুণফলকে ৪০/৯ দিয়ে ভাগ করে ভাগফলটি ৪২/৫ থেকে বিয়োগ করি ও বিয়োগফল কী পেলাম হিসাব করে লিখি।,২৭/১০
164,মিঠু ৪টি খাতা কিনবে। ১টি খাতার দাম ১২.৭৫ টাকা হলে মিঠুকে কত টাকা জোগাড় করতে হবে হিসাব করি।,৫১
165,রোজিনাবিবি তাঁর জমির ০.৩৫ অংশে বাড়ি করেছেন ও বাকি অংশের ০.২ অংশে ফুলের চাষ করছেন। তিনি তার জমির কত অংশে ফুলের চাষ করেছেন হিসাব করি।,০.১৩
166,আমার কাছে ১৫০ টাকা আছে। আমার টাকার ০.৩ অংশ দিয়ে খাতা কিনলাম এবং আমার টাকার ০.৪ অংশ দিয়ে গল্পের বই কিনলাম। এখন আমার কাছে কত টাকা পড়ে আছে হিসাব করি।,৪৫
167,আজ আমরা মোটরগাড়িতে ৯৪.৫ কি.মি. পথ যাব। এক কিলোমিটার যেতে ঐ মোটরগাড়ির ০.০৭৮ লিটার পেট্রোল খরচ হয়। হিসাব করে দেখি আমাদেও মোট কত লিটার পেট্রোল দরকার।,৭.৩৭
168,আলিশার দাদা বাড়ি থেকে সাইকেলে চেপে শিবপুর লঞ্চ ঘাটে পৌঁছাতে ১.৪ ঘণ্টা সময় নিল। যদি সে ঘণ্টায় ১১.৫ কি.মি.. বেগে সাইকেল চালায় তবে আলিশাদের বাড়ি থেকে শিবপুর লঞ্চঘাট কত দূরে হিসাব করি।,১৬.১০
169,মা আমাকে ২.৫ কিগ্রা. ডাল কিনে আনতে বললেন। ১ কিগ্রা. ডালের দাম ৬২.৫০ টাকা হলে কত টাকা নিয়ে দোকানে যাব হিসবা করি।,১৫৬.২৫
170,একটি সমবাহু ত্রিভুজের পরিসীমা ১৪.৪ সে.মি..। ঐ সমবাহু ত্রিভুজের ১টি বাহুর দৈর্ঘ্য কত সে.মি.. তা দশমিক সংখ্যায় লিখি।,৪.৮০
171,"আজ আমি দাদার সাথে মাছের বাজারে গেছি। দাদা ৮৭৭.৫০ টাকা দিয়ে মাছ কিনল। ১ কিগ্রা. মাছের দাম ১৭৫.৫০ টাকা হলে, দাদা কত কেজি মাছ কিনল হিসাব করি।",৫
172,"উন্নিষা খাতুনের বাড়িতে ৩০.৬ মিটার কাপড় আছে। ওই কাপড় দিয়ে ফ্রক তৈরি করবেন। প্রতিটি ফ্রকের জন্য যদি ১.৭ মিটার কাপড় লাগে, তবে উন্নিষা খাতুন কতগুলি ফ্রক তৈরি করবেন হিসাব করি।",১৮
173,বাড়িতে ৪৮ লিটার খাবার জল আছে। ওই জল সমান মাপের খালি বোতলে ভরতি করছি। যদি প্রতি বোতলে ১.২ লিটার জল ধরে তবে ওই জল কতগুলি খালি বোতলে ঢালতে পারব হিসাব করি।,৪০
174,১৫.৭৭ মিটার লম্বা বাঁশের ২.২৫ অংশ বাদ দিয়ে বাকি অংশকে সমান ৪ ভাগে ভাগ করলে প্রতিভাগের দৈর্ঘ্য কত হবে হিসাব করি।,৩.৩৮
175,আমাদের বাড়ি থেকে স্কুলের দুরত্ব ২০.৪ কি.মি.। ঘণ্টায় ১০.২ কি.মি. বেগে সাইকেল চালিয়ে কত সময়ে স্কুলে পৌঁছাব হিসাব করি।,২
176,"একইরকম ৪টি বিস্কুটের প্যাকেটের ওজন ১২.৬ গ্রাম হলে, ১টি প্যাকেটের ওজন কত হবে হিসাব করি।",৩.১৫
177,আমাদের শ্রেণিতে মোট ছাত্রছাত্রীর ০.২৩ অংশ ছাত্রী আছে। আমাদের শ্রেণিতে মোট ছাত্রছাত্রীর শতকরা কত জন ছাত্রী পড়ে হিসাব করি।,২৩
178,আজ রজত স্কুলে যাওয়ার সময়ে মোট পথের ০.২৫ অংশ হেঁটে ও বাকি অংশ রিকশায় গেল। রজত মোট পথের শতকরা কত ভাগ পথ রিকশায় গেল হিসাব করি।,৭৫
179,শেফালিদের বাগানের একটি আম গাছে গত বছরে ২০০টি আম ফলেছিল। এবছরে ওই গাছে ৪৮০টি আম ফলেছে। গত বছরের তুলনায় এবছরে শতকরা কত ভাগ বেশি আম ফলেছে হিসাব করি।,১৪০
180,আমাকে দাদু মেলায় যাওয়ার জন্য ৫০ টাকা দিলেন। আমি সেই টাকার ৭০% মেলায় খরচ করলাম ও বাকি টাকা জমানোর ভাঁড়ে ফেলে দিলাম। হিসাব করে দেখি কত টাকা মেলায় খরচ করলাম।,৩৫
181,আমাকে দাদু মেলায় যাওয়ার জন্য ৫০ টাকা দিলেন। আমি সেই টাকার ৭০% মেলায় খরচ করলাম ও বাকি টাকা জমানোর ভাঁড়ে ফেলে দিলাম। হিসাব করে দেখি কত টাকা ভাঁড়ে জমা রাখলাম।,১৫
182,এবছরের অঙ্ক পরীক্ষায় আমাদের ক্লাসের ৬০% ছাত্রছাত্রী ৮০ এর বেশি নম্বর পেয়েছে। আমাদের ক্লাসের মোট ছাত্রছাত্রী ৫০ জন হলে কতজন ছাত্রছাত্রী ৮০ এর বেশি নম্বর পেয়েছে হিসাব করি।,৩০
183,"আয়েশা ১৭টি স্ট্যাম্প আমাকে দিল। বলল আমি তোমাকে আমার মোট স্ট্যাম্পের ২০% স্ট্যাম্প দিয়েছি। ১৭টি স্ট্যাম্প আয়েশার মোট স্ট্যাম্পের ২০% হলে, আয়েশার কাছে মোট কতগুলি স্ট্যাম্প আছে হিসাব করি।",৮৫
184,১৫টি লজেন্সের মধ্যে ৩টি লজেন্স নিলাম। মোট লজেন্সের শতকরা কতটি লজেন্স নিলাম দেখি।,২০
185,২৪টি কুলের মধ্যে ৬টি কুল পচে গেছে। মোট কুলের শতকরা কত কুলটি পচে গেছে দেখি।,২৫
186,আজ আমাদের ক্লাসে ৭ জন ছাত্রছাত্রী অনুপস্থিত। ক্লাসে মোট ছাত্রছাত্রী ৩৫ জন। আজ মোট ছাত্রছাত্রীর শতকরা কতজন স্কুলে এসেছে হিসাব করি।,৮০
187,৫৫ মিটার লম্বা বাঁশের ১১ মিটার কাদা ও জলের নীচে আছে। বাঁশটির শতকরা কত ভাগ কাদা ও জলের উপরে আছে হিসাব করি।,৮০
188,আমাদেও চ্যাটার্জি পাড়ার লাইব্রেরিতে ২১০০ টি গল্পের বই আছে। যত গল্পের বই আছে তার ৩০% গল্পের বই আরও কেনা হলো। হিসাব করে দেখি আরও কতগুলি বই কেনা হলো .,৬৩০
189,আমাদেও চ্যাটার্জি পাড়ার লাইব্রেরিতে ২১০০ টি গল্পের বই আছে। যত গল্পের বই আছে তার ৩০% গল্পের বই আরও কেনা হলো। হিসাব করে দেখি এখন লাইব্রেরিতে মোট গল্পের বই কতগুলি হলো।,২৭৩০
190,আজ সকাল থেকে খুব বৃষ্টি হচ্ছে। তাই আলমদের স্কুলে মোট ছাত্রছাত্রীর মাত্র ২০% ছাত্রছাত্রী উপস্থিত হয়েছে। আলমদের স্কুলের মোট ছাত্রছাত্রী ১২৩০ জন হলে আজ কতজন স্কুলে উপস্থিত হয়েছে হিসাব করে দেখি।,২৪৬
191,আজ আমি নিজে কমলালেবুর সরবত তৈরি করব। ৩০০ মিলিলিটার কমলালেবুর সরবত তৈরি করতে সরবতের ১৮% কমলালেবুর রস দিতে হলো। কত মিলিলিটার কমলালেবুর রস দিলাম হিসাব করি।,৫৪
192,শোভন এবছরে জমিতে জৈবসার ব্যবহার করায় ধানের ফলন গতবছরের তুলনায় ২৫% বেড়েছে। গতবছরে ১২ কুইন্ট্যাল ধান ফললে এবছর কত কুইন্ট্যাল ধান ফলেছে হিসাব করি।,১৫
193,"রসুলপুর গ্রামের জনসংখ্যা গত বছরের তুলনায় ১২% বেড়েছে। আগে ঐ গ্রামের জনসংখ্যা ৭৭৫ জন হলে, এখন জনসংখ্যা কত হয়েছে হিসাব করি।",৮৬৮
194,এবছরে আমাদের স্কুলের ৮০জন ছাত্রছাত্রী মাধ্যমিক পরীক্ষা দিয়েছে। যদি ৬৫% ছাত্রছাত্রী পাশ করে তবে হিসাব করে দেখি কতজন ছাত্রছাত্রী এবছরে মাধ্যমিক পরীক্ষায় পাশ করেছে।,৫২
195,এক বিশেষ ধরণের পিতলে ৭০% তামা ও বাকিটা দস্তা আছে। ২০ কিগ্রা. এইরকম পিতল তৈরি করতে কত কিগ্রা. দস্তা লাগবে হিসাব করে দেখি।,৬
196,চিনির দাম বেড়ে যাওয়ায় আমরা ঠিক করেছি এষনকার থেকে ৫% চিনি ব্যবহার কমাব। এখন প্রতিদিন আমরা ৩৫৫ গ্রাম চিনি ব্যবহার করি। কমানোর পর প্রতিদিন চিনি কতগ্রাম ব্যবহার করব।,৩৩৭.২৫
197,চিনির দাম বেড়ে যাওয়ায় আমরা ঠিক করেছি এষনকার থেকে ৪% চিনি ব্যবহার কমাব। এখন প্রতিদিন আমরা ৬২৫ গ্রাম চিনি ব্যবহার করি। কমানোর পর প্রতিদিন চিনি কতগ্রাম ব্যবহার করব।,৬০০
198,অনিলবাবু তার মাসিক আয়ের ২২% বাড়িভাড়া দেন। যদি অনিলবাবু প্রতি মাসে ১৮৭০ টাকা বাড়িভাড়া দেন তবে অনিলবাবু মাসিক আয় কত হিসাব করি।,৮৫০০
199,"ইয়াসমীন খাতুন তাঁর মোট চাষের জমির ৫৫% জমিতে পাট চাষ করেন। তিনি যদি ১১ বিঘা জমিতে পাট চাষ করেন, তবে ইয়াসমীন খাতুনের মোট চাষের জমি কত আছে হিসাব করি।",২০
200,আমাদের পরিবারে মোট মাসিক খরচের ৪৭৫০ টাকা খাওয়ার জন্য ব্যয় হয় এবং অন্যান্য খরচ হয় ৫৯০০ টাকা। যদি খাওয়ার খরচ ১০% বাড়িয়ে অন্যান্য খরচ ১৬% কমানো হয় তাহলে মোট মাসিক খরচ কত টাকা কমবে হিসাব করি।,৪৬৯
201,"একটি শহরে বর্তমান জনসংখ্যা ২৬২৫০ জন। যদি বার্ষিক ৪% হারে জনসংখ্যা বাড়ে, তবে পরের বছরের জনসংখ্যা কত হবে হিসাব করি।",২৭৩০০
202,"একটি শহরে বর্তমান জনসংখ্যা ২৬২৫০ জন। যদি বার্ষিক ৪% হারে জনসংখ্যা বাড়ে, তবে দুই বছর পরে জনসখ্যা কত হবে হিসাব করি।",২৮৩৯২
203,"ফসল ওঠার মুখে ধানের দাম ছিল কুইন্ট্যাল প্রতি ১০৮০ টাকা। বর্ষাকাল ধানের দাম ১৫% বৃদ্ধি পেয়েছে। যে কৃষক ফসল ওঠার মুখে ১২ কুইন্ট্যাল ধান বিক্রি করেছেন, তিনি বর্ষাকালে সেই পরিমাণ ধান বিক্রি করলে কত টাকা বেশি পেতেন হিসাব করি।",১৯৪৪
204,৭ মিটার লম্বা ফিতেকে সমান ৮ ভাগে ভাগ করে প্রতিটি ভাগের মান দেখি।,০.৮৭
205,১১ কেজি চিনি ১২টি প্যাকেটে সমান ভাগে ভাগ করে প্রতিটি ভাগের মাপ দেখি।,০.৯১
206,১২ লিটার জল ৭টি বোতলে সমান ভাগে ভাগ করে প্রতিটি ভাগের মাপ দেখি।,১.৭১
207,২৪ মিটার লম্বা রাস্তার পাশে রাস্তার দুইপ্রান্তসহ সমান দূরত্বে ১৫টি গাছ লাগালে পরপর দুটি গাছের দূরত্ব দেখি।,১.৭১
208,"আমার কাছে ২২ মিটার লম্বা হলুদ ফিতে, ২৪.৭৫ মিটার লম্বা সবুজ ফিতে ও ১৬.৫০ মিটার লম্বা কমলা ফিতে আছে। এই তিনটি রঙের ফিতে থেকে সবচেয়ে বড়ো মাপের টুকরো কাটতে চাই যাতে প্রত্যেক রঙের ফিতে থেকে, সমান দৈর্ঘ্যের কয়েকটি টুকরো পাই এবং কোনো ফিতে নষ্ট না হয়। ওই সমান দৈর্ঘ্যের ফিতেটি কতটা লম্বা হবে হিসাব করার চেষ্টা করি।",২.৭৫
209,সলমন বেগুনি রঙের ৭.৭০ মি. লম্বা ও মদিনা আকশি রঙের ৩.২৬ মি. লম্বা ফিতে এনে দুই রঙের ফিতেই সমান দৈর্ঘ্যের সবচেয়ে বড়ো এমন কয়েকটি টুকরো করতে চায় যাতে টুকরো করার পরে দুই রঙের ফিতেই ০.০২ মি. করে পড়ে থাকে। হিসাব করে দেখি সমান দৈর্ঘ্যের সবচেয়ে বড়ো মাপের প্রতিটি টুকরোর দৈর্ঘ্য কত নেবে।,০.১২
210,"৬, ৮, ১০ ও ১২ দিয়ে বিভাজ্য এমন ক্ষুদ্রতম সংখ্যা খোঁজার চেষ্টা করি যেটি ৩০০ ও ৫০০ এর মধ্যে থাকবে?",৩৬০
211,"হিসাব করে দেখি চার অঙ্কের কোন ক্ষুদ্রতম সংখ্যা ১২, ১৫, ২০ ও ৩৫ দিয়ে বিভাজ্য।",১২৬০
212,"৪২০ টাকা , ৫৬০ টাকা ও ৬৩০ টাকা -এর  ল.সা.গু খুঁজি।",৫০৪০
213,"৪২০ টাকা , ৫৬০ টাকা ও ৬৩০ টাকা  -এর গ.সা.গু খুঁজি।",৭০
214,৯৭৮৬ কিগ্রা. ও ২৭৯৬ কিগ্রা. -এর ল.সা.গু এর মান খুঁজি।,১৯৫৭২
215,৯৭৮৬ কিগ্রা. ও ২৭৯৬ কিগ্রা. -এর গ.সা.গু এর মান খুঁজি।,১৩৯৮
216,"তিনটি ছোটো ট্যাঙ্কে যথাক্রমে ৩৫ লিটার, ৫৬ লিটার ও ৮৪ লিটার তেল আছে। হিসাব করি সবচেয়ে বড়ো কত মাপের পাত্র দিয়ে ট্যাঙ্ক তিনটির তেল পূর্ণসংখ্যক বার মাপতে পারব।",৭
217,আমাদের স্কুলের হল ঘরের দৈর্ঘ্য ২০০০ সে.মি. এবং প্রস্থ ১৬০০ সে.মি.। হিসাব করে দেখি সবচেয়ে লম্বা কত মিটার দৈর্ঘ্যের ফিতে দিয়ে এই হল ঘরের দৈর্ঘ্য ও প্রস্থ দু-দিকই পূর্ণসংখ্যায় মাপতে পারব।,৪
218,"১০৭১ টি ধুতি, ৫৯৫ টি শাড়ি ও ৩৫৭ টি জামা মজুদ আছে। হিসাব করে দেখি সবচেয়ে বেশি কত পরিবারের মধ্যে ওই জিনিসগুলি সমানভাগে ভাগ করে দিতে পারব।",১১৯
219,"১০৭১ টি ধুতি, ৫৯৫ টি শাড়ি ও ৩৫৭ টি জামা মজুদ আছে। কিছু পরিবারের মধ্যে ওই জিনিসগুলি সমানভাগে ভাগ করে দেয়া হলো। প্রত্যেক পরিবার কতগুলি ধুতি পাবে।",৯
220,"১০৭১ টি ধুতি, ৫৯৫ টি শাড়ি ও ৩৫৭ টি জামা মজুদ আছে। কিছু পরিবারের মধ্যে ওই জিনিসগুলি সমানভাগে ভাগ করে দেয়া হলো। প্রত্যেক পরিবার কতগুলি শাড়ি পাবে।",৫
221,"১০৭১ টি ধুতি, ৫৯৫ টি শাড়ি ও ৩৫৭ টি জামা মজুদ আছে। কিছু পরিবারের মধ্যে ওই জিনিসগুলি সমানভাগে ভাগ করে দেয়া হলো। প্রত্যেক পরিবার কতগুলি জামা পাবে।",৩
222,একটি ইঞ্জিনের সামনের চাকার পরিধি ১.৪ মি. এবং পেছনের চাকার পরিধি সামনের চাকার পরিধির আড়াই গুণ। হিসাব করে দেখি কমপক্ষে কত পথ গেলে চাকা দুটি একই সঙ্গে পূর্ণসংখ্যক বার ঘোরা সম্পূর্ণ করবে।,৭
223,"কোন বৃহত্তম সংখ্যা দিয়ে ৩০৬, ৮১০ ও ২২১৪ -কে ভাগ করলে প্রতিক্ষেত্রে কোনো ভাগশেষ থাকবে না তা হিসাব করে দেখি।",১৮
224,আমাদের বাড়িতে তিনটি লাঠি আছে যাদের দৈর্ঘ্য যথাক্রমে ৪৫ সে.মি.. ৫০ সে.মি.. ও ৭৫ সে.মি..। হিসাব করে দেখি এই তিনটি লাঠির প্রত্যেকটি দিয়ে কমপক্ষে কত দৈর্ঘ্যের ফিতে সম্পূর্ণভাবে মাপতে পারব।,৪৫০
225,"৬৫০ টাকা, ৫২০ টাকা এবং ৭৮০ টাকা। রাশিগুলির গ.সা.গু -এর মান খুঁজি।",১৩০
226,"৬৫০ টাকা, ৫২০ টাকা এবং ৭৮০ টাকা। রাশিগুলির ল.সা.গু  -এর মান খুঁজি।",৭৮০০
227,"২২৮ মি., ৩৪২ মি., ৪৫৬ মি.। রাশিগুলির  গ.সা.গু -এর মান খুঁজি।",১১৪
228,"২২৮ মি., ৩৪২ মি., ৪৫৬ মি.। রাশিগুলির ল.সা.গু  -এর মান খুঁজি।",১৩৬৮
229,"৩৬০০ লি, ৪৮০০ লি, ৬ লি.। রাশিগুলির  গ.সা.গু -এর মান খুঁজি।",৬
230,"৩৬০০ লি, ৪৮০০ লি, ৬ লি.। রাশিগুলির ল.সা.গু  -এর মান খুঁজি।",১৪৪০০
231,"দুটি সংখ্যার ল.সা.গু ও গ.সা.গু যথাক্রমে ২১৭৫ এবং ১৪৫; যদি একটি সংখ্যা ৭২৫ হয়, তাহলে অপর সংখ্যাটি কত হবে হিসাব করি।",৪৩৫
232,১৪৫ ও ২৩২ সংখ্যা দুটির গ.সা.গু -এর মান খুঁজি।,২৯
233,১৪৪ ও ৩৮৪ সংখ্যা দুটির গ.সা.গু -এর মান খোঁজার চেষ্টা করি।,৪৮
234,"৫৮৩৪ থেকে কোন ক্ষুদ্রতম সংখ্যা বিয়োগ করলে বিয়োগফল ২০,২৮, ৩২ ও ৩৫ দিয়ে বিভাজ্য হবে হিসাব করি।",২৩৪
235,কোন বৃহত্তম সংখ্যা দিয়ে ২৩০০ ও ৩৫০০ কে ভাগ করলে যথাক্রমে ৩২ ও ৫৬ ভাগশেষ থাকবে হিসাব করি।,৮৪
236,"হিসাব করে দেখি কোন বৃহত্তম সংখ্যা দিয়ে ৬৫০, ৭৭৬ ও ১২৫০ -কে ভাগ করলে প্রতিক্ষেত্রে একই ভাগশেষ থাকবে।",২৫
237,দুটি সংখ্যার গ.সা.গু ও ল.সা.গু যথাক্রমে ১২ ও ৭২০; হিসাব করে দেখি এরকম কত জোড়া সংখ্যা হতে পারে।,৪
238,"কোন ক্ষুদ্রতম সংখ্যা থেকে ৪০০০ বিয়োগ করলে বিয়োগফল ৭, ১১ ও ১৩ দিয়ে বিভাজ্য হবে হিসাব করি।",৫০০১
239,৫০ ও ১০০ -এর মধ্যবর্তী দু-জোড়া সংখ্যা খুঁজি যাদের গ.সা.গু ১৬ এবং যোগফল ১৪৪ মধ্যে বড় সংখ্যাটি কত?,৮০
240,৫০ ও ১০০ -এর মধ্যবর্তী দু-জোড়া সংখ্যা খুঁজি যাদের গ.সা.গু ১৬ এবং যোগফল ১৪৪ মধ্যে ছোট সংখ্যাটি কত?,৬৪
241,৫০ ও ১০০ -এর মধ্যবর্তী দু-জোড়া সংখ্যা খুঁজি যাদের গ.সা.গু ১৬ এবং যোগফল ১৭৬ মধ্যে বড় সংখ্যাটি কত?,৯৬
242,৫০ ও ১০০ -এর মধ্যবর্তী দু-জোড়া সংখ্যা খুঁজি যাদের গ.সা.গু ১৬ এবং যোগফল ১৭৬ মধ্যে ছোট সংখ্যাটি কত?,৮০
243,"২৮,৩৩,৪২ ও ৭৭ দ্বারা বিভাজ্য যে সংখ্যাটি ৯৮৭৬৫ -এর নিকটতম তা হিসাব করে খুঁজে বার করি।",৯৮৮৬৮
244,"হিসাব করে ১৩ দিয়ে বিভাজ্য এমন ক্ষুদ্রতম সংখ্যা খুঁজি যা ৮, ১২, ১৬ ও ২০ দিয়ে ভাগ করলে প্রতিক্ষেত্রে ১ ভাগশেষ থাকে।",৪৮১
245,সাকির গুনে দেখল তার কাছে ৪৫০ টি হলুদ বোতাম আছে। সে বর্গক্ষেত্রাকারে সাজানোর চেষ্টা করল। সাকির বর্গক্ষেত্রাকারে সাজানোর পরেও ৯টি হলুদ বোতাম পড়ে রইল। সাকিরের সাজানোর প্রতি সারিতে কতগুলি হলুদ বোতাম আছে হিসাব করি।,২১
246,সাহানা তার কালো রঙের ২৮০ টি বোতাম বর্গক্ষেত্রাকারে সাাজনোর চেষ্টা করছে। ওর ৯টি বোতাম কম পড়ল হিসাব করে দেখি সাহানার বর্গক্ষেত্রাকার সজ্জায় প্রতি সারিতে কতগুলি কালো বোতাম রাখার চেষ্টা করছে।,১৭
247,"মানস ও মিতালী আজ বাগানের কাজ করবে। ৩২৪ টি গাঁদাফুলের চারাগাছ আছে। এই চারাগাছগুলি কিছু সারিতে পোঁতা হলো। দেখছি, আমরা এমনভাবে গাছগুলি পুঁতলাম যে প্রতি সারিতে যতগুলি চারাগাছ আছে, মোট সারির সংখ্যাও ততগুলি। এবার হিসাব করে দেখি মোট কতগুলি সারিতে ৩২৪ টি চারাগাছ রাখলাম।",১৮
248,ওদের কয়েকজন বন্ধু কিছু লজেন্স ও বিস্কুট নিয়ে বাগানে এলো। ওরা মোট যতজন বন্ধু হলো প্রত্যেক ততগুলি লজেন্স ও প্রত্যেক তার দ্বিগুণ সংখ্যক বিস্কুট আনল। মোট লজেন্স ও বিস্কুট ১৪৭ টি আনলে ওরা কতজন বন্ধু হিসাব করে দেখি।,৭
249,ওদের আরও কিছু বন্ধু ওদের সঙ্গে বাগানের কাজে যোগ দিল। বাগান পরিষ্কার করার জন্য ওরা এখন মোট যত জন প্রত্যেকে ততগুলি ৫ টাকা করে চাঁদা দিল। মোট চাঁদা উঠল ৭২০ টাকা। হিসাব করে বলার চেষ্টা করি মোট কতজন বন্ধু মিলে চাঁদা তুলেছে।,১২
250,নিসারের ফলের বাগান থেকে ৪৪১টি কমলালেবু তোলা হয়েছে। অনেকগুলি ঝুড়িতে রাখা হবে। যতগুলি ঝুড়ি আছে প্রত্যেক ঝুড়িতে ততগুলি কমলালেবু রাখলে মোট কতগুলি ঝুড়িতে কমলালেবু রাখা হলো হিসাব করি।,২১
251,আজ সকালে আমি আমার ঘরের বইয়ের আলমারিতে বই সাজিয়ে রাখলাম। আলমারিতে যতগুলি তাক ছিল প্রতি তাকে ততগুলি বই রাখলাম। কিন্তু আরও ৫টি বই আলমারির বাইরে থাকল। বইয়ের সংখ্যা ৮৬টি হলে আলমারির তাকের সংখ্যা কতছিল হিসাব করি।,৯
252,আজ খেলার মাঠে আমরা বর্গক্ষেত্রাকারে দাঁড়াব ঠিক করেছি। কিছুজন বর্গক্ষেত্রাকারে দাঁড়ানোর পরেও ৪ জন বন্ধু মাঠের বাইরে দাঁড়িয়ে আছে। তারা এই বর্গক্ষেত্রাকারের মধ্যে দাঁড়ালে পরে বর্গক্ষেত্রাকার থাকবে না। আজ আমাদের শ্রেণিতে উপস্থিত হয়েছে ৪০ জন। এই বর্গক্ষেত্রাকার সজ্জার প্রতি সারিতে কতজন দাঁড়িয়েছি হিসাব করি।,৬
253,পাড়ার সুকান্ত স্মৃতি গ্রন্থাগারের সদস্যদের প্রত্যেক সদস্য সদস্যসংখ্যার সমান সংখ্যক টাকা চাঁদা দেওয়ায় মোট ৭২৯ টাকা চাঁদা উঠেছে। গ্রন্থাগারের সদস্য কতজন হিসাব করি।,২৭
254,"রঘুনাথপুর গ্রামের একটি পুকুর সংস্কার করতে যতজন লোক কাজে লেগেছিলেন, তারা ততদিন কাজ করে মোট ১২৩৭৫ টাকা পারিশ্রমিক পেলেন। প্রত্যেকের দৈনিক পারিশ্রমিক যদি ৫৫ টাকা হয়, তবে কতজন এই কাজে যোগ দিয়েছিলেন হিসাব করি।",১৫
255,এই বছরে আমাদের পাড়ার ক্লাব থেকে কিছু সদস্য গাদিয়াড়ায় বেড়াতে যাবে। খরচ হিসাবে প্রত্যেকের কাছ থেকে যতজন সদস্য তার ৪ গুণ টাকা নেওয়া হয়েছে। মোট ৪০৯৬ টাকা চাঁদা উঠেছে। কতজন সদস্য বেড়াতে যাবে হিসাব করি।,৩২
256,আজ শিশু দিবস। আমরা কিছু ছাত্রছাত্রী স্কুলের জন্য সব ছাত্রছাত্রীদের লজেন্স ও বিস্কুট ভাগ করে দিলাম। কিন্তু ৮০০ টি লজেন্স এখনও পড়ে আছে। আমরা মোট যতজন আছি প্রত্যেকে তার দ্বিগুণ সংখ্যক লজেন্স নিয়ে ৮০০ টি লজেন্স ভাগ করে নিলাম। হিসাব করে দেখি আমরা মোট কতজন ৮০০ টি লজেন্স ভাগ করে নিলাম।,২০
257,"আঁটলা গ্রামের সফিকুলচাচা তার জমিতে লাগাবার জন্য ৭৮০ টি পেঁপের চারা এনেছেন। ঠিক করেছেন যে যতগুলি সারিতে চারা লাগাবেন, প্রতি সারিতে ঠিক ততগুলি করে চারা থাকবে। কিন্তু এভাবে চারা লাগাতে গিয়ে তিনি দেখলেন যে ৪টি চারা কম পড়ছে। সফিকুলচাচা কতগুলি সারিতে চারা লাগাবেন ঠিক করেছেন হিসাব করি।",২৮
258,"আমি পিচবোর্ডের একটি বর্গাকার বাক্স তৈরি করেছি। তাতে অনেকগুলি বর্গাকার খোপ আছে। আমার ভাই প্রতি খোপে ১টি ৫ টাকার মুদ্রা, ১টি ২ টাকার মুদ্রা ও ১টি ১ টাকার মুদ্রা রেখেছে। ভাই যদি মোট ১১৫২ টাকা রেখে থাকে, তবে আমার তৈরি পিচবোর্ডের বাক্সেও প্রতি সারিতে কতগুলি খোপ আছে হিসাব করি।",১২
259,কোন ক্ষুদ্রতম স্বাভাবিক সংখ্যা দিয়ে ১৮ কে গুণ করলে পূর্ণবর্গ সংখ্যা পাব।,২
260,কোন ক্ষুদ্রতম স্বাভাবিক সংখ্যা দিয়ে ৫০ কে গুণ করলে পূর্ণবর্গ সংখ্যা পাব।,২
261,কোন ক্ষুদ্রতম স্বাভাবিক সংখ্যা দিয়ে ৭২ কে গুণ করলে পূর্ণবর্গ সংখ্যা পাব।,২
262,কোন ক্ষুদ্রতম স্বাভাবিক সংখ্যা দিয়ে ১০৮ কে গুণ করলে পূর্ণবর্গ সংখ্যা পাব।,৩
263,কোন ক্ষুদ্রতম স্বাভাবিক সংখ্যা দিয়ে ১৬২ কে গুণ করলে পূর্ণবর্গ সংখ্যা পাব।,২
264, ৭ কে কোন ক্ষুদ্রতম স্বাভাবিক সংখ্যা দিয়ে গুণ করলে গুণফল একটি পূর্ণবর্গ সংখ্যা হবে দেখি।,৭
265,কোন ক্ষুদ্রতম স্বাভাবিক সংখ্যা দিয়ে ৪৩২ কে গুণ করলে পূর্ণবর্গ সংখ্যা পাব।,৩
266,"এই বছরের প্রজাতন্ত্র দিবসে আমাদের স্কুলের শারীরশিক্ষার স্যার আমাদের বিভিন্ন সময়ে ১২,১৫ ও ২০ সারিতে দাঁড় করিয়ে নানারকম কুচকাওয়াজ করিয়েছিলেন। এক সময়ে আমাদের নিরেট বর্গক্ষেত্রাকারেও সাজিয়েছিলেন। ওইদিন কমপক্ষে কতজন ছাত্রছাত্রী বিদ্যালয়ে উপস্থিত ছিল হিসাব করি।",৯০০
