Q No.,Question,Answer
183,আজ আমরা মোটরগাড়িতে ৯৪.৫ কি.মি. পথ যাব। এক কিলোমিটার যেতে ঐ মোটরগাড়ির ০.০৭৮ লিটার পেট্রোল খরচ হয়। হিসাব করে দেখি আমাদের মোট _____ লিটার পেট্রোল দরকার।,৭.৩৭
184,আলিশার দাদা বাড়ি থেকে সাইকেলে চেপে শিবপুর লঞ্চ ঘাটে পৌঁছাতে ১.৪ ঘণ্টা সময় নিল। যদি সে ঘণ্টায় ১১.৫ কি.মি.. বেগে সাইকেল চালায় তবে আলিশাদের বাড়ি থেকে শিবপুর লঞ্চঘাট _____ কি.মি. দূরে।,১৬.১০
185,মা আমাকে ২.৫ কিগ্রা. ডাল কিনে আনতে বললেন। ১ কিগ্রা. ডালের দাম ৬২.৫০ টাকা হলে _____ টাকা নিয়ে দোকানে যাব।,১৫৬.২৫
186,একটি সমবাহু ত্রিভুজের পরিসীমা ১৪.৪ সে.মি..। ঐ সমবাহু ত্রিভুজের ১টি বাহুর দৈর্ঘ্য _____ সে.মি. (তা দশমিক সংখ্যায় লিখি)।,৪.৮০
187,"আজ আমি দাদার সাথে মাছের বাজারে গেছি। দাদা ৮৭৭.৫০ টাকা দিয়ে মাছ কিনল। ১ কিগ্রা. মাছের দাম ১৭৫.৫০ টাকা হলে, দাদা _____ কেজি মাছ কিনল ।",৫
188,"উন্নিষা খাতুনের বাড়িতে ৩০.৬ মিটার কাপড় আছে। ওই কাপড় দিয়ে ফ্রক তৈরি করবেন। প্রতিটি ফ্রকের জন্য যদি ১.৭ মিটার কাপড় লাগে, তবে উন্নিষা খাতুন _____ টি ফ্রক তৈরি করবেন ।",১৮
189,বাড়িতে ৪৮ লিটার খাবার জল আছে। ওই জল সমান মাপের খালি বোতলে ভরতি করছি। যদি প্রতি বোতলে ১.২ লিটার জল ধরে তবে ওই জল _____ গুলি খালি বোতলে ঢালতে পারব ।,৪০
190,১৫.৭৭ মিটার লম্বা বাঁশের ২.২৫ অংশ বাদ দিয়ে বাকি অংশকে সমান ৪ ভাগে ভাগ করলে প্রতিভাগের দৈর্ঘ্য _____ হবে ।,৩.৩৮
191,আমাদের বাড়ি থেকে স্কুলের দুরত্ব ২০.৪ কি.মি.। ঘণ্টায় ১০.২ কি.মি. বেগে সাইকেল চালিয়ে _____ ঘণ্টায় স্কুলে পৌঁছাব ।,২
192,"একইরকম ৪টি বিস্কুটের প্যাকেটের ওজন ১২.৬ গ্রাম হলে, ১টি প্যাকেটের ওজন _____ গ্রাম হবে ।",৩.১৫
193,আমাদের শ্রেণিতে মোট ছাত্রছাত্রীর ০.২৩ অংশ ছাত্রী আছে। আমাদের শ্রেণিতে মোট ছাত্রছাত্রীর শতকরা  _____ ভাগ ছাত্রী পড়ে ।,২৩
194,আজ রজত স্কুলে যাওয়ার সময়ে মোট পথের ০.২৫ অংশ হেঁটে ও বাকি অংশ রিকশায় গেল। রজত মোট পথের শতকরা  _____ ভাগ পথ রিকশায় গেল ।,৭৫
195,শেফালিদের বাগানের একটি আম গাছে গত বছরে ২০০টি আম ফলেছিল। এবছরে ওই গাছে ৪৮০টি আম ফলেছে। গত বছরের তুলনায় এবছরে শতকরা _____ ভাগ বেশি আম ফলেছে ।,১৪০
196,আমাকে দাদু মেলায় যাওয়ার জন্য ৫০ টাকা দিলেন। আমি সেই টাকার ৭০% মেলায় খরচ করলাম ও বাকি টাকা জমানোর ভাঁড়ে ফেলে দিলাম। হিসাব করে দেখি _____ টাকা মেলায় খরচ করলাম।,৩৫
197,আমাকে দাদু মেলায় যাওয়ার জন্য ৫০ টাকা দিলেন। আমি সেই টাকার ৭০% মেলায় খরচ করলাম ও বাকি টাকা জমানোর ভাঁড়ে ফেলে দিলাম। হিসাব করে দেখি _____ টাকা ভাঁড়ে জমা রাখলাম।,১৫
198,এবছরের অঙ্ক পরীক্ষায় আমাদের ক্লাসের ৬০% ছাত্রছাত্রী ৮০ এর বেশি নম্বর পেয়েছে। আমাদের ক্লাসের মোট ছাত্রছাত্রী ৫০ জন হলে_____ জন ছাত্রছাত্রী ৮০ এর বেশি নম্বর পেয়েছে ।,৩০
199,"আয়েশা ১৭টি স্ট্যাম্প আমাকে দিল। বলল আমি তোমাকে আমার মোট স্ট্যাম্পের ২০% স্ট্যাম্প দিয়েছি। ১৭টি স্ট্যাম্প আয়েশার মোট স্ট্যাম্পের ২০% হলে, আয়েশার কাছে মোট _____ গুলি স্ট্যাম্প আছে ।",৮৫
200,১৫টি লজেন্সের মধ্যে ৩টি লজেন্স নিলাম। মোট লজেন্সের শতকরা _____ ভাগ লজেন্স নিলাম দেখি।,২০
201,২৪টি কুলের মধ্যে ৬টি কুল পচে গেছে। মোট কুলের শতকরা _____ ভাগ কুল পচে গেছে দেখি।,২৫
202,আজ আমাদের ক্লাসে ৭ জন ছাত্রছাত্রী অনুপস্থিত। ক্লাসে মোট ছাত্রছাত্রী ৩৫ জন। আজ মোট ছাত্রছাত্রীর শতকরা _____ ভাগ স্কুলে এসেছে ।,৮০
203,৫৫ মিটার লম্বা বাঁশের ১১ মিটার কাদা ও জলের নীচে আছে। বাঁশটির শতকরা _____ ভাগ কাদা ও জলের উপরে আছে ।,৮০
204,আমাদেও চ্যাটার্জি পাড়ার লাইব্রেরিতে ২১০০ টি গল্পের বই আছে। যত গল্পের বই আছে তার ৩০% গল্পের বই আরও কেনা হলো। হিসাব করে দেখি আরও _____ গুলি বই কেনা হলো .,৬৩০
205,আমাদেও চ্যাটার্জি পাড়ার লাইব্রেরিতে ২১০০ টি গল্পের বই আছে। যত গল্পের বই আছে তার ৩০% গল্পের বই আরও কেনা হলো। হিসাব করে দেখি এখন লাইব্রেরিতে মোট গল্পের বই _____ গুলি হলো।,২৭৩০
206,আজ সকাল থেকে খুব বৃষ্টি হচ্ছে। তাই আলমদের স্কুলে মোট ছাত্রছাত্রীর মাত্র ২০% ছাত্রছাত্রী উপস্থিত হয়েছে। আলমদের স্কুলের মোট ছাত্রছাত্রী ১২৩০ জন হলে আজ _____ জন স্কুলে উপস্থিত হয়েছে।,২৪৬
207,আজ আমি নিজে কমলালেবুর সরবত তৈরি করব। ৩০০ মিলিলিটার কমলালেবুর সরবত তৈরি করতে সরবতের ১৮% কমলালেবুর রস দিতে হলো। _____ মিলিলিটার কমলালেবুর রস দিলাম ।,৫৪
208,শোভন এবছরে জমিতে জৈবসার ব্যবহার করায় ধানের ফলন গতবছরের তুলনায় ২৫% বেড়েছে। গতবছরে ১২ কুইন্ট্যাল ধান ফললে এবছর _____ কুইন্ট্যাল ধান ফলেছে ।,১৫
209,"রসুলপুর গ্রামের জনসংখ্যা গত বছরের তুলনায় ১২% বেড়েছে। আগে ঐ গ্রামের জনসংখ্যা ৭৭৫ জন হলে, এখন জনসংখ্যা _____ জন হয়েছে ।",৮৬৮
210,এবছরে আমাদের স্কুলের ৮০জন ছাত্রছাত্রী মাধ্যমিক পরীক্ষা দিয়েছে। যদি ৬৫% ছাত্রছাত্রী পাশ করে তবে হিসাব করে দেখি _____ জন ছাত্রছাত্রী এবছরে মাধ্যমিক পরীক্ষায় পাশ করেছে।,৫২
211,এক বিশেষ ধরণের পিতলে ৭০% তামা ও বাকিটা দস্তা আছে। ২০ কিগ্রা. এইরকম পিতল তৈরি করতে _____ কিগ্রা. দস্তা লাগবে।,৬
212,চিনির দাম বেড়ে যাওয়ায় আমরা ঠিক করেছি এখনকার থেকে ৪% চিনি ব্যবহার কমাব। এখন প্রতিদিন আমরা ৬২৫ গ্রাম চিনি ব্যবহার করি। কমানোর পর প্রতিদিন চিনি _____ গ্রাম ব্যবহার করব।,২৫
213,চিনির দাম বেড়ে যাওয়ায় আমরা ঠিক করেছি এষনকার থেকে ৪% চিনি ব্যবহার কমাব। এখন প্রতিদিন আমরা ৬২৫ গ্রাম চিনি ব্যবহার করি। কমানোর পর প্রতিদিন চিনি _____ গ্রাম ব্যবহার করব।,৬০০
214,অনিলবাবু তার মাসিক আয়ের ২২% বাড়িভাড়া দেন। যদি অনিলবাবু প্রতি মাসে ১৮৭০ টাকা বাড়িভাড়া দেন তবে অনিলবাবু মাসিক আয় _____ টাকা।,৮৫০০
215,"ইয়াসমীন খাতুন তাঁর মোট চাষের জমির ৫৫% জমিতে পাট চাষ করেন। তিনি যদি ১১ বিঘা জমিতে পাট চাষ করেন, তবে ইয়াসমীন খাতুনের মোট _____ বিঘা চাষের জমি আছে ।",২০
216,আমাদের পরিবারে মোট মাসিক খরচের ৪৭৫০ টাকা খাওয়ার জন্য ব্যয় হয় এবং অন্যান্য খরচ হয় ৫৯০০ টাকা। যদি খাওয়ার খরচ ১০% বাড়িয়ে অন্যান্য খরচ ১৬% কমানো হয় তাহলে মোট মাসিক খরচ _____ টাকা কমবে।,৪৬৯
217,"একটি শহরে বর্তমান জনসংখ্যা ২৬২৫০ জন। যদি বার্ষিক ৪% হারে জনসংখ্যা বাড়ে, তবে পরের বছরের জনসংখ্যা _____ জন হবে।",২৭৩০০
218,"একটি শহরে বর্তমান জনসংখ্যা ২৬২৫০ জন। যদি বার্ষিক ৪% হারে জনসংখ্যা বাড়ে, তবে দুই বছর পরে জনসখ্যা _____ জন হবে।",২৮৩৯২
219,"ফসল ওঠার মুখে ধানের দাম ছিল কুইন্ট্যাল প্রতি ১০৮০ টাকা। বর্ষাকাল ধানের দাম ১৫% বৃদ্ধি পেয়েছে। যে কৃষক ফসল ওঠার মুখে ১২ কুইন্ট্যাল ধান বিক্রি করেছেন, তিনি বর্ষাকালে সেই পরিমাণ ধান বিক্রি করলে _____ টাকা বেশি পেতেন ।",১৯৪৪
220,৭ মিটার লম্বা ফিতেকে সমান ৮ ভাগে ভাগ করে প্রতিটি ভাগের মান _____ মিটার হয়।,০.৮৭
221,১১ কেজি চিনি ১২টি প্যাকেটে সমান ভাগে ভাগ করে প্রতিটি ভাগের মাপ _____ কেজি হয়।,০.৯১
222,১২ লিটার জল ৭টি বোতলে সমান ভাগে ভাগ করে প্রতিটি ভাগের মাপ _____ লিটার হয়।,১.৭১
223,২৪ মিটার লম্বা রাস্তার পাশে রাস্তার দুইপ্রান্তসহ সমান দূরত্বে ১৫টি গাছ লাগালে পরপর দুটি গাছের দূরত্ব _____ মিটার হয়।,১.৭১
224,"আমার কাছে ২২ মিটার লম্বা হলুদ ফিতে, ২৪.৭৫ মিটার লম্বা সবুজ ফিতে ও ১৬.৫০ মিটার লম্বা কমলা ফিতে আছে। এই তিনটি রঙের ফিতে থেকে সবচেয়ে বড়ো মাপের টুকরো কাটতে চাই যাতে প্রত্যেক রঙের ফিতে থেকে, সমান দৈর্ঘ্যের কয়েকটি টুকরো পাই এবং কোনো ফিতে নষ্ট না হয়। ওই সমান দৈর্ঘ্যের ফিতেটি _____ মিটার লম্বা হবে।",২.৭৫
225,সলমন বেগুনি রঙের ৭.৭০ মি. লম্বা ও মদিনা আকশি রঙের ৩.২৬ মি. লম্বা ফিতে এনে দুই রঙের ফিতেই সমান দৈর্ঘ্যের সবচেয়ে বড়ো এমন কয়েকটি টুকরো করতে চায় যাতে টুকরো করার পরে দুই রঙের ফিতেই ০.০২ মি. করে পড়ে থাকে। হিসাব করে দেখি সমান দৈর্ঘ্যের সবচেয়ে বড়ো মাপের প্রতিটি টুকরোর দৈর্ঘ্য _____ মি. নেবে।,০.১২
226,"৬, ৮, ১০ ও ১২ দিয়ে বিভাজ্য _____ সংখ্যাটি হলো ক্ষুদ্রতম যেটি ৩০০ ও ৫০০ এর মধ্যে থাকে।",৩৬০
227,"৪২০ টাকা , ৫৬০ টাকা ও ৬৩০ টাকা -এর  ল.সা.গু _____  টাকা।",৫০৪০
228,"৪২০ টাকা , ৫৬০ টাকা ও ৬৩০ টাকা  -এর গ.সা.গু _____ টাকা।",৭০
229,৯৭৮৬ কিগ্রা. ও ২৭৯৬ কিগ্রা. -এর ল.সা.গু এর মান _____ কিগ্রা।,১৯৫৭২
230,৯৭৮৬ কিগ্রা. ও ২৭৯৬ কিগ্রা. -এর গ.সা.গু এর মান _____ কিগ্রা।,১৩৯৮
231,"তিনটি ছোটো ট্যাঙ্কে যথাক্রমে ৩৫ লিটার, ৫৬ লিটার ও ৮৪ লিটার তেল আছে। সবচেয়ে বড়ো _____ লিটার মাপের পাত্র দিয়ে ট্যাঙ্ক তিনটির তেল পূর্ণসংখ্যক বার মাপতে পারব।",৭
232,আমাদের স্কুলের হল ঘরের দৈর্ঘ্য ২০০০ সে.মি. এবং প্রস্থ ১৬০০ সে.মি.। হিসাব করে দেখি সবচেয়ে লম্বা _____ মিটার দৈর্ঘ্যের ফিতে দিয়ে এই হল ঘরের দৈর্ঘ্য ও প্রস্থ দু-দিকই পূর্ণসংখ্যায় মাপতে পারব।,৪
233,"১০৭১ টি ধুতি, ৫৯৫ টি শাড়ি ও ৩৫৭ টি জামা মজুদ আছে। হিসাব করে দেখি সবচেয়ে বেশি _____  টি পরিবারের মধ্যে ওই জিনিসগুলি সমানভাগে ভাগ করে দিতে পারব।",১১৯
234,"১০৭১ টি ধুতি, ৫৯৫ টি শাড়ি ও ৩৫৭ টি জামা মজুদ আছে। কিছু পরিবারের মধ্যে ওই জিনিসগুলি সমানভাগে ভাগ করে দেয়া হলো। প্রত্যেক পরিবার _____  টি ধুতি পাবে।",৯
235,"১০৭১ টি ধুতি, ৫৯৫ টি শাড়ি ও ৩৫৭ টি জামা মজুদ আছে। কিছু পরিবারের মধ্যে ওই জিনিসগুলি সমানভাগে ভাগ করে দেয়া হলো। প্রত্যেক পরিবার _____  টি শাড়ি পাবে।",৫
236,"১০৭১ টি ধুতি, ৫৯৫ টি শাড়ি ও ৩৫৭ টি জামা মজুদ আছে। কিছু পরিবারের মধ্যে ওই জিনিসগুলি সমানভাগে ভাগ করে দেয়া হলো। প্রত্যেক পরিবার _____  টি জামা পাবে।",৩
237,একটি ইঞ্জিনের সামনের চাকার পরিধি ১.৪ মি. এবং পেছনের চাকার পরিধি সামনের চাকার পরিধির আড়াই গুণ। হিসাব করে দেখি কমপক্ষে _____ মি. পথ গেলে চাকা দুটি একই সঙ্গে পূর্ণসংখ্যক বার ঘোরা সম্পূর্ণ করবে।,৭
238,"৩০৬, ৮১০ ও ২২১৪ -কে বৃহত্তম _____ সংখ্যা দিয়ে ভাগ করলে প্রতিক্ষেত্রে কোনো ভাগশেষ থাকবে না।",১৮
239,আমাদের বাড়িতে তিনটি লাঠি আছে যাদের দৈর্ঘ্য যথাক্রমে ৪৫ সে.মি.. ৫০ সে.মি.. ও ৭৫ সে.মি..। হিসাব করে দেখি এই তিনটি লাঠির প্রত্যেকটি দিয়ে কমপক্ষে _____ সে.মি. দৈর্ঘ্যের ফিতে সম্পূর্ণভাবে মাপতে পারব।,৪৫০
240,"৬৫০ টাকা, ৫২০ টাকা এবং ৭৮০ টাকা। রাশিগুলির গ.সা.গু -এর মান _____ হবে।",১৩০
241,"৬৫০ টাকা, ৫২০ টাকা এবং ৭৮০ টাকা। রাশিগুলির ল.সা.গু  -এর মান _____ হবে।",৭৮০০
242,"২২৮ মি., ৩৪২ মি., ৪৫৬ মি.। রাশিগুলির গ.সা.গু -এর মান _____ হবে।",১১৪
243,"২২৮ মি., ৩৪২ মি., ৪৫৬ মি.। রাশিগুলির ল.সা.গু  -এর মান _____ হবে।",১৩৬৮
244,"৩৬০০ লি, ৪৮০০ লি, ৬ লি.। রাশিগুলির  গ.সা.গু -এর মান _____ হবে।",৬
245,"৩৬০০ লি, ৪৮০০ লি, ৬ লি.। রাশিগুলির ল.সা.গু  -এর মান _____ হবে।",১৪৪০০
246,"দুটি সংখ্যার ল.সা.গু ও গ.সা.গু যথাক্রমে ২১৭৫ এবং ১৪৫; যদি একটি সংখ্যা ৭২৫ হয়, তাহলে অপর সংখ্যাটি _____ হবে ।",৪৩৫
247,১৪৫ ও ২৩২ সংখ্যা দুটির গ.সা.গু -এর মান _____ হবে।,২৯
248,১৪৪ ও ৩৮৪ সংখ্যা দুটির গ.সা.গু -এর মান _____ হবে।,৪৮
249,"৫৮৩৪ থেকে ক্ষুদ্রতম _____ সংখ্যাটি বিয়োগ করলে বিয়োগফল ২০,২৮, ৩২ ও ৩৫ দিয়ে বিভাজ্য হবে ।",২৩৪
250,বৃহত্তম _____ সংখ্যাটি দিয়ে ২৩০০ ও ৩৫০০ কে ভাগ করলে যথাক্রমে ৩২ ও ৫৬ ভাগশেষ থাকবে ।,৮৪
251,"হিসাব করে দেখি _____ বৃহত্তম সংখ্যাটি দিয়ে ৬৫০, ৭৭৬ ও ১২৫০ -কে ভাগ করলে প্রতিক্ষেত্রে একই ভাগশেষ থাকবে।",২৫
252,দুটি সংখ্যার গ.সা.গু ও ল.সা.গু যথাক্রমে ১২ ও ৭২০; হিসাব করে দেখি এরকম _____টি জোড়া সংখ্যা হতে পারে।,৪
253,"ক্ষুদ্রতম _____ সংখ্যাটি থেকে ৪০০০ বিয়োগ করলে বিয়োগফল ৭, ১১ ও ১৩ দিয়ে বিভাজ্য হবে ।",৫০০১
254,৫০ ও ১০০ -এর মধ্যবর্তী দু-জোড়া সংখ্যা যাদের গ.সা.গু ১৬ এবং যোগফল ১৪৪ মধ্যে বড় সংখ্যাটি _____ হবে।,৮০
255,৫০ ও ১০০ -এর মধ্যবর্তী দু-জোড়া সংখ্যা যাদের গ.সা.গু ১৬ এবং যোগফল ১৪৪ মধ্যে ছোট সংখ্যাটি _____ হবে।,৬৪
256,৫০ ও ১০০ -এর মধ্যবর্তী দু-জোড়া সংখ্যা যাদের গ.সা.গু ১৬ এবং যোগফল ১৭৬ মধ্যে বড় সংখ্যাটি _____ হবে।,৯৬
257,৫০ ও ১০০ -এর মধ্যবর্তী দু-জোড়া সংখ্যা যাদের গ.সা.গু ১৬ এবং যোগফল ১৭৬ মধ্যে ছোট সংখ্যাটি _____ হবে।,৮০
258,"২৮,৩৩,৪২ ও ৭৭ দ্বারা বিভাজ্য যে সংখ্যাটি ৯৮৭৬৫ -এর নিকটতম তা হলো _____ ।",৯৮৮৬৮
259,"হিসাব করে ১৩ দিয়ে বিভাজ্য এমন ক্ষুদ্রতম সংখ্যাটি _____ হবে।যা ৮, ১২, ১৬ ও ২০ দিয়ে ভাগ করলে প্রতিক্ষেত্রে ১ ভাগশেষ থাকে।",৪৮১
260,সাকির গুনে দেখল তার কাছে ৪৫০ টি হলুদ বোতাম আছে। সে বর্গক্ষেত্রাকারে সাজানোর চেষ্টা করল। সাকির বর্গক্ষেত্রাকারে সাজানোর পরেও ৯টি হলুদ বোতাম পড়ে রইল। সাকিরের সাজানোর প্রতি সারিতে _____ টি হলুদ বোতাম আছে ।,২১
261,সাহানা তার কালো রঙের ২৮০ টি বোতাম বর্গক্ষেত্রাকারে সাাজনোর চেষ্টা করছে। ওর ৯টি বোতাম কম পড়ল হিসাব করে দেখি সাহানার বর্গক্ষেত্রাকার সজ্জায় প্রতি সারিতে _____ টি কালো বোতাম রাখার চেষ্টা করছে।,১৭
262,"মানস ও মিতালী আজ বাগানের কাজ করবে। ৩২৪ টি গাঁদাফুলের চারাগাছ আছে। এই চারাগাছগুলি কিছু সারিতে পোঁতা হলো। দেখছি, আমরা এমনভাবে গাছগুলি পুঁতলাম যে প্রতি সারিতে যতগুলি চারাগাছ আছে, মোট সারির সংখ্যাও ততগুলি। এবার হিসাব করে দেখি মোট _____ টি সারিতে ৩২৪ টি চারাগাছ রাখলাম।",১৮
263,ওদের কয়েকজন বন্ধু কিছু লজেন্স ও বিস্কুট নিয়ে বাগানে এলো। ওরা মোট যতজন বন্ধু হলো প্রত্যেক ততগুলি লজেন্স ও প্রত্যেক তার দ্বিগুণ সংখ্যক বিস্কুট আনল। মোট লজেন্স ও বিস্কুট ১৪৭ টি আনলে হিসাব করে দেখি ওরা _____ জন বন্ধু ছিলো।,৭
264,ওদের আরও কিছু বন্ধু ওদের সঙ্গে বাগানের কাজে যোগ দিল। বাগান পরিষ্কার করার জন্য ওরা এখন মোট যত জন প্রত্যেকে ততগুলি ৫ টাকা করে চাঁদা দিল। মোট চাঁদা উঠল ৭২০ টাকা। হিসাব করে দেখি ওরা মোট _____ জন বন্ধু মিলে চাঁদা তুলেছে।,১২
265,নিসারের ফলের বাগান থেকে ৪৪১টি কমলালেবু তোলা হয়েছে। অনেকগুলি ঝুড়িতে রাখা হবে। যতগুলি ঝুড়ি আছে প্রত্যেক ঝুড়িতে ততগুলি কমলালেবু রাখলে মোট _____ টি ঝুড়িতে কমলালেবু রাখা হলো ।,২১
266,আজ সকালে আমি আমার ঘরের বইয়ের আলমারিতে বই সাজিয়ে রাখলাম। আলমারিতে যতগুলি তাক ছিল প্রতি তাকে ততগুলি বই রাখলাম। কিন্তু আরও ৫টি বই আলমারির বাইরে থাকল। বইয়ের সংখ্যা ৮৬টি হলে আলমারির তাকের সংখ্যা ছিল _____ টি।,৯
267,আজ খেলার মাঠে আমরা বর্গক্ষেত্রাকারে দাঁড়াব ঠিক করেছি। কিছুজন বর্গক্ষেত্রাকারে দাঁড়ানোর পরেও ৪ জন বন্ধু মাঠের বাইরে দাঁড়িয়ে আছে। তারা এই বর্গক্ষেত্রাকারের মধ্যে দাঁড়ালে পরে বর্গক্ষেত্রাকার থাকবে না। আজ আমাদের শ্রেণিতে উপস্থিত হয়েছে ৪০ জন। এই বর্গক্ষেত্রাকার সজ্জার প্রতি সারিতে _____ জন দাঁড়িয়েছি ।,৬
268,পাড়ার সুকান্ত স্মৃতি গ্রন্থাগারের সদস্যদের প্রত্যেক সদস্য সদস্যসংখ্যার সমান সংখ্যক টাকা চাঁদা দেওয়ায় মোট ৭২৯ টাকা চাঁদা উঠেছে। গ্রন্থাগারের সদস্য _____ জন ।,২৭
269,"রঘুনাথপুর গ্রামের একটি পুকুর সংস্কার করতে যতজন লোক কাজে লেগেছিলেন, তারা ততদিন কাজ করে মোট ১২৩৭৫ টাকা পারিশ্রমিক পেলেন। প্রত্যেকের দৈনিক পারিশ্রমিক যদি ৫৫ টাকা হয়, তবে _____ জন এই কাজে যোগ দিয়েছিলেন ।",১৫
270,এই বছরে আমাদের পাড়ার ক্লাব থেকে কিছু সদস্য গাদিয়াড়ায় বেড়াতে যাবে। খরচ হিসাবে প্রত্যেকের কাছ থেকে যতজন সদস্য তার ৪ গুণ টাকা নেওয়া হয়েছে। মোট ৪০৯৬ টাকা চাঁদা উঠেছে। _____ জন সদস্য বেড়াতে যাবে ।,৩২
271,আজ শিশু দিবস। আমরা কিছু ছাত্রছাত্রী স্কুলের জন্য সব ছাত্রছাত্রীদের লজেন্স ও বিস্কুট ভাগ করে দিলাম। কিন্তু ৮০০ টি লজেন্স এখনও পড়ে আছে। আমরা মোট যতজন আছি প্রত্যেকে তার দ্বিগুণ সংখ্যক লজেন্স নিয়ে ৮০০ টি লজেন্স ভাগ করে নিলাম। হিসাব করে দেখি আমরা মোট _____ জন ৮০০ টি লজেন্স ভাগ করে নিলাম।,২০
272,"আঁটলা গ্রামের সফিকুল চাচা তার জমিতে লাগাবার জন্য ৭৮০ টি পেঁপের চারা এনেছেন। ঠিক করেছেন যে যতগুলি সারিতে চারা লাগাবেন, প্রতি সারিতে ঠিক ততগুলি করে চারা থাকবে। কিন্তু এভাবে চারা লাগাতে গিয়ে তিনি দেখলেন যে ৪টি চারা কম পড়ছে। সফিকুল চাচা _____ টি সারিতে চারা লাগাবেন ঠিক করেছেন ।",২৮
273,"আমি পিচবোর্ডের একটি বর্গাকার বাক্স তৈরি করেছি। তাতে অনেকগুলি বর্গাকার খোপ আছে। আমার ভাই প্রতি খোপে ১টি ৫ টাকার মুদ্রা, ১টি ২ টাকার মুদ্রা ও ১টি ১ টাকার মুদ্রা রেখেছে। ভাই যদি মোট ১১৫২ টাকা রেখে থাকে, তবে আমার তৈরি পিচবোর্ডের বাক্সেও প্রতি সারিতে _____ টি খোপ আছে ।",১২
274,এমন একটি ক্ষুদ্রতম স্বাভাবিক সংখ্যা আছে যেটি দিয়ে ১৮ কে গুণ করলে পূর্ণবর্গ সংখ্যা পাব। সংখ্যাটি হলো _____।,২
275,এমন একটি ক্ষুদ্রতম স্বাভাবিক সংখ্যা আছে যেটি দিয়ে ৫০ কে গুণ করলে পূর্ণবর্গ সংখ্যা পাব। সংখ্যাটি হলো _____।,২
276,এমন একটি ক্ষুদ্রতম স্বাভাবিক সংখ্যা আছে যেটি দিয়ে ৭২ কে গুণ করলে পূর্ণবর্গ সংখ্যা পাব। সংখ্যাটি হলো _____।,২
277,এমন একটি ক্ষুদ্রতম স্বাভাবিক সংখ্যা আছে যেটি দিয়ে ১০৮ কে গুণ করলে পূর্ণবর্গ সংখ্যা পাব। সংখ্যাটি হলো _____।,৩
278,এমন একটি ক্ষুদ্রতম স্বাভাবিক সংখ্যা আছে যেটি দিয়ে ১৬২ কে গুণ করলে পূর্ণবর্গ সংখ্যা পাব। সংখ্যাটি হলো _____।,২
279, ৭ কে একটি ক্ষুদ্রতম স্বাভাবিক সংখ্যা দিয়ে গুণ করলে গুণফল একটি পূর্ণবর্গ সংখ্যা হবে দেখি। সংখ্যাটি হলো _____।,৭
280,এমন একটি ক্ষুদ্রতম স্বাভাবিক সংখ্যা আছে যেটি দিয়ে ৪৩২ কে গুণ করলে পূর্ণবর্গ সংখ্যা পাব। সংখ্যাটি হলো _____।,৩
281,"এই বছরের প্রজাতন্ত্র দিবসে আমাদের স্কুলের শারীরশিক্ষার স্যার আমাদের বিভিন্ন সময়ে ১২,১৫ ও ২০ সারিতে দাঁড় করিয়ে নানারকম কুচকাওয়াজ করিয়েছিলেন। এক সময়ে আমাদের নিরেট বর্গক্ষেত্রাকারেও সাজিয়েছিলেন। ওইদিন কমপক্ষে _____ জন ছাত্রছাত্রী বিদ্যালয়ে উপস্থিত ছিল ।",৯০০
282,"একটি শূন্য ছাড়া ক্ষুদ্রতম পূর্ণবর্গ সংখ্যা খুঁজি যা ২৫,৪০ ও ৬০ দিয়ে বিভাজ্য। সংখ্যাটি হলো _____।",৩৬০০
283,দুটি ধনাত্মক সংখ্যার গুণফল ১৬২ এবং ভাগফল ২; সংখ্যাদুটি কী হবে । বড় সংখ্যাটি _____ । সংখ্যাটি হলো _____।,১৮
284,দুটি ধনাত্মক সংখ্যার গুণফল ১৬২ এবং ভাগফল ২; সংখ্যাদুটি কী হবে । ছোট সংখ্যাটি হলো _____।,৯
285,"হিসাব করে দেখি শূন্য ছাড়া এমন ক্ষুদ্রতম পূর্ণবর্গ সংখ্যা ১২,১৬,২০ ও ২৪ দ্বারা বিভাজ্য। সংখ্যাটি হলো _____।",৩৬০০
286,দুটি ধণাত্মক সংখ্যার গুণফল ৯৮ এবং বড়ো সংখ্যাটি ছোটো সংখ্যাটির ২ গুণ। বড় সংখ্যাটি হলো _____।,১৪
287,দুটি ধণাত্মক সংখ্যার গুণফল ৯৮ এবং বড়ো সংখ্যাটি ছোটো সংখ্যাটির ২ গুণ। ছোট সংখ্যাটি হলো _____।,৭
288,কোনো একটি ক্ষুদ্রতম পূর্ণবর্গসংখ্যার একটি উৎপাদক ১৭। সংখ্যাটি হলো _____।,২৮৯
289,"শূন্য ছাড়া ১০,১৫,২০ ও ৩০ দ্বারা বিভাজ্য ক্ষুদ্রতম পূর্ণবর্গ সংখ্যাটি হলো _____।",৯০০
290,"এবছরে নেতাজির জন্মদিবসে আমাদের শারীরশিক্ষার শিক্ষক উপস্থিত ছাত্রদের ১৮,২৪ ও ২৭ সারিতে দাঁড় করিয়ে কুচকাওয়াজ করিয়েছেন। এক সময়ে তাদের নিরেটে বর্গক্ষেত্রাকারেও সাজিয়েছেন। ওইদিন আমরা কমপক্ষে _____ জন বিদ্যালয়ে গিয়েছিলাম ।",১২৯৬
