Q No.,Question,Answer,Domain,Sub-Domain
185,"একটি আয়তকার ঘনবস্তুর দৈর্ঘ্য ৫ সে.মি., প্রস্থ ৪ সে.মি. এবং উচ্চতা ৩ সে.মি. হলে এর আয়তন কত ঘন সে.মি.?",৬০,Math,Solid Geometry
186,"একটি আয়তকার ঘনবস্তুর দৈর্ঘ্য ৬ সে.মি., প্রস্থ ৫ সে.মি. এবং উচ্চতা ৫ সে.মি. হলে এর আয়তন কত ঘন সে.মি.?",১৫০,Math,Solid Geometry
187,"একটি আয়তকার ঘনবস্তুর দৈর্ঘ্য ১ সে.মি., প্রস্থ ১ সে.মি. এবং উচ্চতা ১ সে.মি. হলে এর আয়তন কত ঘন সে.মি.?",১,Math,Solid Geometry
188,"একটি আয়তকার ঘনবস্তুর দৈর্ঘ্য ১২ সে.মি., প্রস্থ ৯ সে.মি. এবং উচ্চতা ৬ সে.মি. হলে এর সমগ্রতলের ক্ষেত্রফল কত বর্গ সে.মি.?",৪৬৮,Math,Solid Geometry
189,"একটি আয়তকার ঘনবস্তুর দৈর্ঘ্য ৫ সে.মি., প্রস্থ ৪ সে.মি. এবং উচ্চতা ৩ সে.মি. হলে এর সমগ্রতলের ক্ষেত্রফল কত বর্গ সে.মি.?",৯৪,Math,Solid Geometry
190,"একটি আয়তকার ঘনবস্তুর দৈর্ঘ্য ৬ সে.মি., প্রস্থ ৫ সে.মি. এবং উচ্চতা ৫ সে.মি. হলে এর সমগ্রতলের ক্ষেত্রফল কত বর্গ সে.মি.?",১৭০,Math,Solid Geometry
191,"একটি আয়তকার ঘনবস্তুর দৈর্ঘ্য ১ সে.মি., প্রস্থ ১ সে.মি. এবং উচ্চতা ১ সে.মি. হলে এর সমগ্রতলের ক্ষেত্রফল কত বর্গ সে.মি.?",৬,Math,Solid Geometry
192,একটি আয়তকার বাগানের পরিসীমা ২০ মিটার এবং দৈর্ঘ্য ৮ মিটার বাগানের ক্ষেত্রফল কত বর্গ মিটার?,১৬,Math,Solid Geometry
193,একটি ঘনকের একটি ধার ২ সে.মি. হলে সমগ্রতলের ক্ষেত্রফল কত বর্গ মিটার?,২৪,Math,Solid Geometry
194,"একটি ঘনকের কর্ণের দৈর্ঘ্য ৫√৩ একক হলে, ঘনকটির আয়তন কত ঘন একক?",১২৫,Math,Solid Geometry
195,একটি ঘনকের প্রতিটি বাহুর দৈর্ঘ্য দিগুন করলে সমগ্রতলের ক্ষেত্রফল কতগুন বৃদ্ধি পাবে? ,৩,Math,Solid Geometry
196,"একটি ত্রিভুজাকার প্রিজমের ভুমির বাহুগুলোর দৈর্ঘ্য ৩, ৪ ও ৫ সে.মি.। এর ভুমির ক্ষেত্রফল কত বর্গ সে.মি.?",৬,Math,Solid Geometry
197,প্রিজমের ভুমির ক্ষেত্রফল ৬ বর্গ সে.মি. ও উচ্চতা ৮ সে.মি. হলে প্রিজমটির আয়তন কত ঘন সে.মি.? ,৪৮,Math,Solid Geometry
198,একটি সুষম পিরামিডের ভুমির বাহুর দৈর্ঘ্য ৪ সে.মি. হলে ভুমির ক্ষেত্রফল কত বর্গ সে.মি.?,১৬,Math,Solid Geometry
199,পিরামিডের বর্গাকার ভুমির দৈর্ঘ্য ৪ একক এবং উচ্চতা ৫ একক হলে পিরামিডের আয়তন কত ঘন একক?,২৬.৬৬,Math,Solid Geometry
200,একটি পিরামিডের ভুমির ক্ষেত্রফল ৪ বর্গ সে.মি. এবং উচ্চতা ৩ সে.মি. হলে পিরামিডের আয়তন কত ঘন সে.মি.?,৪,Math,Solid Geometry
201,১৫ সে.মি. বাহুবিশিষ্ট বর্গাকার ভুমির উপর অবস্থিত একটি পিরামিডের উচ্চতা ২০ সে.মি. হলে এর আয়তন কত ঘন সে.মি.?,১৫০০,Math,Solid Geometry
202,৫ সে.মি. বাহুবিশিষ্ট বর্গাকার ভুমির উপর অবস্থিত একটি পিরামিডের উচ্চতা ৬ সে.মি. হলে এর আয়তন কত ঘন সে.মি.?,৫০,Math,Solid Geometry
203,৪ সে.মি. বাহুবিশিষ্ট বর্গাকার ভুমির উপর অবস্থিত একটি পিরামিডের উচ্চতা ৩ সে.মি. হলে এর আয়তন কত ঘন সে.মি.?,১৬,Math,Probability
204,একটি ছক্কা নিক্ষেপ করলে ৩ উঠার সম্ভাবনা কত?,১/৬,Math,Probability
205,"একটি থলিতে নীল বল ১২ টি, সাদা বল ১৬ টি এবং কালো বল ২০ টি আছে। দৈবভাবে একটি বল নেওয়া হলে বলটি নীল হওয়ার সম্ভাবনা কত?",১/৪,Math,Probability
206,"একটি থলিতে নীল বল ১২ টি, সাদা বল ১৬ টি এবং কালো বল ২০ টি আছে। দৈবভাবে একটি বল নেওয়া হলে বলটি সাদা না হওয়ার সম্ভাবনা কত?",২/৩,Math,Probability
207,একটি মুদ্রাকে তিনবার নিক্ষেপ করা হল। টেল অপেক্ষা অধিকবার হেড আসার সম্ভাবনা কত?,১/২,Math,Probability
208,একটি মুদ্রাকে তিনবার নিক্ষেপ করা হল। শুন্যবার টেল আসার সম্ভাবনা কত?,১/৮,Math,Probability
209,দুইটি মুদ্রা নিক্ষেপের ক্ষেত্রে বড়জোর একটি হেড আসার সম্ভাবনা কত?,৩/৪,Math,Probability
210,দুইটি মুদ্রা নিক্ষেপের ক্ষেত্রে কমপক্ষে একটি হেড আসার সম্ভাবনা কত?,৩/৪,Math,Probability
211,একটি ছক্কা নিক্ষেপ করলে জোড় আসার অনুকূল ফলাফল কয়টি?,৩,Math,Probability
212,একটি ছক্কা নিক্ষেপ করলে ৩ দ্বারা বিভাজ্য সংখ্যা হওয়ার অনুকূল ফলাফল কয়টি?,২,Math,Probability
213,একটি টেস্ট ক্রিকেট খেলায় ড্র হওয়ার সম্ভাবনা কত?,১/৩,Math,Probability
214,১ থেকে ১০ পর্যন্ত ক্রমিক নম্বর দেওয়া টিকেটগুলো ভালোভাবে মিশিয়ে একটি টিকেট দৈবভাবে নিলে টিকেটটি ২ অথবা ৩ এর গুণিতক হওয়ার সম্ভাবনা কত?,৭/১০,Math,Probability
215,একটি মুদ্রা নিক্ষেপের ক্ষেত্রে হেড অথবা টেল আসার ঘটনা নিশিত ঘটনা হলে সম্ভাবনা কত?,১,Math,Probability
216,একটি নিরপেক্ষ ছক্কা বিজোড় সংখ্যা আসার সম্ভাবনা কত?,১/২,Math,Probability
217,একটি নিরপেক্ষ ছক্কা একবার নিক্ষেপে ৩ এর গুণিতক সংখ্যা আসার সম্ভাবনা কত?,১/৩,Math,Probability
218,একটি নিরপেক্ষ ছক্কা একবার নিক্ষেপে জোড় অথবা বিজোড় আসার সম্ভাবনা কত?,১,Math,Probability
219,একটি নিরপেক্ষ ছক্কা একবার নিক্ষেপ করলে মৌলিক সংখ্যা আসার সম্ভাবনা কত?,১/২,Math,Probability
220,একটি নিরপেক্ষ ছক্কা একবার নিক্ষেপ করলে মৌলিক ও জোড় সংখ্যা আসার সম্ভাবনা কত?,১/৬,Math,Probability
221,একটি মুদ্রা ২০০০ বার নিক্ষেপে ১০৩০ বার হেড আসে। মুদ্রাটি একবার নিক্ষেপে টেল আসার সম্ভাবনা কত?,৯৭০/২০০০,Math,Probability
222,একটি মুদ্রা ১ বার নিক্ষেপ করলে হেড পাবার সম্ভাবনা ০.৪০। মুদ্রাটি ৫০০ বার নিক্ষেপ করলে কতবার টেল আসতে পারে?,৩০০,Math,Probability
223,একটি মুদ্রা ৭২০ বার নিক্ষেপ করলে ৪৮০ বার হেড আসে। তাহলে হেড এর আপেক্ষিক গনসংখ্যা কত?,০.৬৬,Math,Probability
224,একটি মুদ্রা ১ বার নিক্ষেপ করলে হেড পাবার সম্ভাবনা ০.৬০। মুদ্রাটি ৩০০ বার নিক্ষেপ করলে কতবার টেল আসতে পারে?,১২০,Math,Probability
225,একটি মুদ্রা ১ বার নিক্ষেপ করলে হেড পাবার সম্ভাবনা ০.২০। মুদ্রাটি ১৫০ বার নিক্ষেপ করলে কতবার টেল আসতে পারে?,১২০,Math,Probability
226,একটি মুদ্রা ১ বার নিক্ষেপ করলে হেড পাবার সম্ভাবনা ০.৭০। মুদ্রাটি ৫০০ বার নিক্ষেপ করলে কতবার টেল আসতে পারে?,১৫০,Math,Probability
227,একটি মুদ্রা ১ বার নিক্ষেপ করলে হেড পাবার সম্ভাবনা ০.৮০। মুদ্রাটি ৪০০ বার নিক্ষেপ করলে কতবার টেল আসতে পারে?,৮০,Math,Probability
228,একটি মুদ্রা ৭৫০ বার নিক্ষেপ করলে ৩০০ বার হেড আসে। তাহলে হেড এর আপেক্ষিক গনসংখ্যা কত?,০.৪০,Math,Probability
229,একটি মুদ্রা ৭৫০ বার নিক্ষেপ করলে ২৫০ বার হেড আসে। তাহলে টেল এর আপেক্ষিক গনসংখ্যা কত?,০.৬৬,Math,Probability
230,একটি নিরপেক্ষ ছক্কা একবার নিক্ষেপ করা হলে ৫ এর কম এবং মৌলিক সংখ্যা পড়ার সম্ভাবনা কত?,১/৩,Math,Probability
231,একটি নিরপেক্ষ ছক্কা একবার নিক্ষেপ করা হলে মৌলিক সংখ্যা  অথবা ৩ দ্বারা বিভাজ্য সংখ্যা উঠার সম্ভাবনা কত?,২/৩,Math,Probability
232,দুইটি সংখ্যা নিরপেক্ষভাবে নিক্ষেপ করা হলে ছক্কার উপরের পিঠে একই সংখ্যা না আসার সম্ভাবনা কত?,৫/৬,Math,Probability
233,একটি ছক্কা ও একটি মুদ্রা নিরপেক্ষভাবে নিক্ষেপ করলে বিজোড় সংখ্যা ও একটি টেল আসার সম্ভাবনা কত?,১/৪,Math,Probability
234,"একটি  থলিতে ১০ টি নীল বল, ১৪ টি সাদা বল, ১৮ টি কালো বল আছে। দৈবভাবে একটি বল নেওয়া হলে বলটি নীল না হওয়ার সম্ভাবনা কত? ",১৬/২১,Math,Probability
235,প্রথম পঁচিশটি স্বাভাবিক সংখ্যার দৈব চয়নে পূর্ণবর্গ সংখ্যা আসার সম্ভাবনা কত?,১/৫,Math,Probability
236,প্রথম একশটি স্বাভাবিক সংখ্যার দৈব চয়নে পূর্ণবর্গ সংখ্যা আসার সম্ভাবনা কত?,১/১০,Math,Probability
237,১ থেকে ৯৯ পর্যন্ত স্বাভাবিক সংখ্যাগুলো হতে দৈব চয়নে একটি সংখ্যা নেওয়া হলে সংখ্যাটি পূর্ণবর্গ সংখ্যা আসার সম্ভাবনা কত?,১/১১,Math,Probability
238,"একটি চতুস্তলককে দুইবার নিক্ষেপ করা হলে, সম্ভাবনার নমুনা বিন্দু কয়টি?",১৬,Math,Probability
239,একটি ছক্কা ও দুইটি মুদ্রা একসাথে নিক্ষেপ করা হলে সংঘটিত ঘটনা কয়টা?,২৪,Math,Probability
240,"পাঁচ টাকার চারটি মুদ্রা একসাথে নিক্ষেপ করা হলে, নমুনা বিন্দু কয়টি হবে?",১৬,Math,Probability
241,একটি মুদ্রাকে ৩ বার নিক্ষেপ করা হলে নমুনা বিন্দু কয়টি?,৮,Math,Probability
242,পাঁচটি মুদ্রা নিক্ষেপ করা হলে মোট নমুনা বিন্দু কয়টি?,৩২,Math,Probability
243,একটি ছক্কা ও একটি মুদ্রা একসাথে নিক্ষেপ করা হলে সংঘটিত ঘটনা কয়টা?,১২,Math,Probability
244,দুইটি মুদ্রা একসাথে নিক্ষেপ করা হলে দুটি হেড না আসার সম্ভাবনা কত?,৩/৪,Math,Probability
245,১ থেকে ২০০ পর্যন্ত স্বাভাবিক সংখ্যাগুলো হতে দৈব চয়নে একটি সংখ্যা নেওয়া হলে সংখ্যাটি ঘন হবার সম্ভাবনা কত?,১/৪০,Math,Probability
246,১ থেকে ১০০০ পর্যন্ত স্বাভাবিক সংখ্যাগুলো হতে দৈব চয়নে একটি সংখ্যা নেওয়া হলে সংখ্যাটি ঘন হবার সম্ভাবনা কত?,১/১০০,Math,Probability
247,১ থেকে ৫০০০ পর্যন্ত স্বাভাবিক সংখ্যাগুলো হতে দৈব চয়নে একটি সংখ্যা নেওয়া হলে সংখ্যাটি ঘন হবার সম্ভাবনা কত?,১৭/৫০০০,Math,Probability
248,আবহাওয়া দপ্তর হতে পাওয়া রিপোর্ট অনুযায়ী সেপ্টেম্বর মাসে ১৯ দিন বৃষ্টি হয়েছে। তাহলে ৮ই সেপ্টেম্বর বৃষ্টি হওয়ার সম্ভাবনা কত?,১৯/৩০,Math,Probability
249,২০০০ সালে ফেব্রুয়ারি মাসে ৫ দিন বৃষ্টি হয়েছিল । ১২ ফেব্রুয়ারি বৃষ্টি হওয়ার সম্ভাবনা কত?,৫/২৯,Math,Probability
250,দুইটি মুদ্রা নিক্ষেপ করা হলে মুদ্রা ২টিতে একই ফলাফল আসার সম্ভাবনা কত?,১/২,Math,Probability
251,একটি মুদ্রাকে তিনবার নিক্ষেপ করা হলে কমপক্ষে একটি হেড পাওয়ার সম্ভাবনা কত?,৭/৮,Math,Probability
252,একটি ছক্কা ও একটি মুদ্রা একসাথে নিক্ষেপ করা হলে কমপক্ষে একটি টেল পাওয়ার সম্ভাবনা কত?,১/২,Math,Probability
253,একটি ছক্কা ও একটি মুদ্রা একসাথে নিক্ষেপ করা হলে ছক্কায় মৌলিক সংখ্যা ও মুদ্রায় হেড পাওয়ার সম্ভাবনা কত?,১/৪,Math,Probability
254,একটি মুদ্রাকে তিনবার নিক্ষেপ করা হলে দুইটি হেড এবং একটি টেল পাওয়ার সম্ভাবনা কত?,৩/৮,Math,Probability
255,দুইটি মুদ্রা একসাথে নিক্ষেপ করা হলে কমপক্ষে একটি টেল পাওয়ার সম্ভাবনা কত?,৩/৪,Math,Probability
256,দুইটি মুদ্রা একসাথে নিক্ষেপ করা হলে বড়জোর একটি হেড পাওয়ার সম্ভাবনা কত?,৩/৪,Math,Probability
257,"একটি ঝুড়িতে ১৫ টি সাদা, ১০ টি কালো, ২০ টি লাল বল আছে। দৈবভাবে একটি বল নেওয়া হল। বলটি সাদা অথবা লাল হওয়ার সম্ভাবনা কত?",৭/৯,Math,Probability
258,"একটি ঝুড়িতে ১৫ টি সাদা, ১০ টি কালো, ২০ টি লাল বল আছে। দৈবভাবে একটি বল নেওয়া হল। বলটি হলুদ হওয়ার সম্ভাবনা কত?",০,Math,Probability
259,একটি ছক্কা ও একটি মুদ্রা একসাথে নিক্ষেপ করা হলে ছক্কায় জোড় সংখ্যা ও মুদ্রায় টেল পাওয়ার সম্ভাবনা কত?,১/৪,Math,Probability
260,একটি ছক্কা ও একটি মুদ্রা একসাথে নিক্ষেপ করা হলে ছক্কায় বিজোড় সংখ্যা ও মুদ্রায় হেড পাওয়ার সম্ভাবনা কত?,১/৪,Math,Probability
261,একটি ছক্কা ও একটি মুদ্রা একসাথে নিক্ষেপ করা হলে ছক্কায় ৩ দ্বারা বিভাজ্য সংখ্যা ও মুদ্রায় যেকোনো পিঠ পাওয়ার সম্ভাবনা কত?,১/৩,Math,Probability
262,রফিকের খুলনা হতে রাজশাহী বাসে জাওাড় সম্ভাবনা ৪/৫ এবং রাজশাহী থেকে রংপুর ট্রেনে যাওয়ার সম্ভাবনা ৬/৭। রফিকের খুলনা হতে রাজশাহী বাসে কিন্তু রাজশাহী থেকে রংপুর ট্রেনে না যাওয়ার সম্ভাবনা কত?,৪/৩৫,Math,Probability
263,"বাংলাদেশ ক্রিকেট দল ২০১০ সালে ৭ টি টেস্ট ম্যাচ খেলে ৩ টিতে হেরেছে, ২ টিতে টাই এবং ২০ টি টি-২০ খেলে ১২ টিতে জিতেছে এবং কোনো ম্যাচ টাই হয়নি। যেকোনো একটি ম্যাচ দৈবভাবে নেওয়া হলে ম্যাচটিতে জয় অথবা পরাজয় আসার সম্ভাবনা কত?",২৫/২৭,Math,Probability
264,আবহাওয়া দপ্তর হতে পাওয়া রিপোর্ট অনুযায়ী জুলাই মাসে সিলেট শহরে ১০দিন মুশলধারে এবং ১৫ দিন গুড়িগুড়ি বৃষ্টি হয়েছে। তাহলে ৪ঠা জুলাই বৃষ্টি না হওয়ার সম্ভাবনা কত?,৬/৩১,Math,Probability
265,১০ হতে ২১ পর্যন্ত স্বাভাবিক সংখ্যাগুলোর একটি দৈবভাবে নির্বাচন করা হল। সংখ্যাটি মৌলিক হওয়ার সম্ভাবনা কত? ,১/৩,Math,Probability
266,১০ হতে ২১ পর্যন্ত স্বাভাবিক সংখ্যাগুলোর একটি দৈবভাবে নির্বাচন করা হল। সংখ্যাটি ২ বা ৩ দ্বারা বিভাজ্য হওয়ার সম্ভাবনা কত? ,২/৩,Math,Probability
267,কোনো এক লটারিতে ৭৬০ টি টিকেট বিক্রি হয়েছে। রাজু ২০ টি টিকেট কিনেছে। টিকেটগুলো ভালোভাবে মিশিয়ে একটি টিকেট দৈবভাবে তোলা হল। রাজুর প্রথম পুরষ্কার না পাওয়ার সম্ভাবনা কত? ,৩৭/৩৮,Math,Probability
268,"কোনো এক লটারিতে ৭৬০ টি টিকেট বিক্রি হয়েছে। রাজু ২০ টি টিকেট কিনেছে। টিকেটগুলো ভালোভাবে মিশিয়ে একটি টিকেট দৈবভাবে তোলা হল। রাজু প্রথম পুরষ্কার না পেলে, ২য় পুরষ্কার পাওয়ার সম্ভাবনা কত? ",২০/৭৫৯,Physics,Physics
269,"একটি দণ্ডকে স্লাইড ক্যালিপারসে স্থাপনের পর যে পাঠ পাওয়া গেল তা হচ্ছে প্রধান স্কেল ৪ সে.মি., ভার্নিয়ার সমপাতন ৭ এবং ভার্নিয়ার ধ্রুবক ০.১ মি.মি.। দণ্ডটির দৈর্ঘ্য কত সে.মি.?",৪.০৭,Physics,Physics
270,ভার্নিয়ার স্কেলের সর্বনিম্ন কত দৈর্ঘ্য (মি.মি.) পর্যন্ত মাপা যায় যখন ভার্নিয়ারের ভাগ সংখ্যা ১০?,০.১০,Physics,Physics
271,রৈখিক স্কেল পাঠ ৪ মি.মি. এবং বৃত্তাকার স্কেলের ভাগসংখ্যা ৫০ হলে তারের ব্যাস কত মি.মি.? (লঘিষ্ঠ গণন ০.০১),৪.৫০,Physics,Physics
272,কোন স্লাইড ক্যালিপারসে ভার্নিয়ার ধ্রুবকের মান ০.০০৫ সে.মি. হলে ভার্নিয়ার স্কেলের পাঠ সংখ্যা কত?,২০,Physics,Physics
273,"একটি দণ্ডকে স্লাইড ক্যালিপারসে স্থাপনের পর যে পাঠ পাওয়া গেল তা হচ্ছে প্রধান স্কেল ৫ সে.মি., ভার্নিয়ার সমপাতন ৭ এবং ভার্নিয়ার ধ্রুবক ০.১ মি.মি.। দণ্ডটির দৈর্ঘ্য কত সে.মি.?",৫.০৭,Physics,Physics
274,"একটি দণ্ডকে স্লাইড ক্যালিপারসে স্থাপনের পর যে পাঠ পাওয়া গেল তা হচ্ছে প্রধান স্কেল ০.০৫ মি, ভার্নিয়ার সমপাতন ৬ এবং ভার্নিয়ার ধ্রুবক ০.১ মি.মি.। দণ্ডটির দৈর্ঘ্য কত সে.মি.?",৫.০৬,Physics,Physics
275,"প্রধান স্কেলের পাঠ ১২ মি.মি., ভার্নিয়ার সমপাতন ৭ এবং ভার্নিয়ার ধ্রুবক ০.১০ মি.মি. হলে পাঠ কত সে.মি.?",১.২৭,Physics,Physics
276,স্লাইড ক্যালিপারসের সাহায্যে একটি আয়তাকার কাচ ফলকের বেধ নির্ণয়ে প্রধান স্কেলের পাঠ ১৮ মি.মি. এবং ভার্নিয়ার সমপাতন ৮ পাওয়া গেল। যন্ত্রটির ভার্নিয়ার ধ্রুবক ০.০১ সে.মি. হলে বেধ কত মি.মি.?,১৮.৮০,Physics,Physics
277,একটি স্লাইড ক্যালিপারসের প্রধান স্কেলের ১৯ ভাগ ভার্নিয়ার স্কেলের ২০ ভাগের সমান। প্রধান স্কেলের এক ভাগের দৈর্ঘ্য ১ মি.মি. হলে ভার্নিয়ার ধ্রুবক কত মি.মি.?,০.০৫ ,Physics,Physics
278,যদি ভার্নিয়ার স্কেলের ১০ ঘর প্রধান স্কেলের ৯ ঘরের সমান তবে ভার্নিয়ার ধ্রুবক কত সে.মি.?,০.০১,Physics,Physics
279,"ভার্নিয়ার স্কেলের ৫০ ঘর সমান প্রধান স্কেলের ৪৯ ঘর। প্রধান স্কেলের ক্ষুদ্রতম ১ ঘর = ১ মি.মি. হলে, ভার্নিয়ার ধ্রুবক কত মি.মি.?",০.০২,Physics,Physics
280,একটি স্লাইড ক্যালিপারসের প্রধান স্কেলের ক্ষুদ্রতম ১ ঘরের দৈর্ঘ্য ১ মি.মি.। ভার্নিয়ার স্কেলের ভাগ সংখ্যা ১০। ভার্নিয়ার ধ্রুবকের মান কত সে.মি.?,০.০১,Physics,Physics
281,প্রধান স্কেলের ১ ক্ষুদ্রতম ভাগের দৈর্ঘ্য ১ মি.মি. এবং ভার্নিয়ার স্কেলের ভাগের সংখ্যা ১০ হলে ভার্নিয়ার ধ্রুবক কত মি.মি.?,০.০১,Physics,Physics
282,"মূল স্কেলের পাঠ ১৪ মি.মি., ভার্নিয়ার ধ্রুবক ০.১ মি.মি. ভার্নিয়ার পাঠ ৩ হলে মোট পাঠ কত মি.মি.?",১৪.৩০,Physics,Physics
283,"একটি দণ্ডকে স্লাইড ক্যালিপারসের দুই চোয়ালের মাঝে স্থাপনের পর যে পাঠ পাওয়া গেল তা হচ্ছে প্রধান স্কেল ৬ সে.মি., ভার্নিয়ার সমপাতন ৪ এবং ভার্নিয়ার ধ্রুবক ০.১ মি.মি.। দণ্ডটির দৈর্ঘ্য কত সে.মি.?",৬.০৪,Physics,Physics
284,স্লাইড ক্যালিপারসের সাহায্যে একটি আয়তাকার বস্তুর দৈর্ঘ্য নির্ণয় করতে গিয়ে দেখা গেল ভার্নিয়ার স্কেলের শুন্য দাগ প্রধান স্কেলের ৭.৭ সে.মি. এর ঘর অতিক্রম করেছে। ভার্নিয়ার স্কেলের ৫ নম্বর ঘর প্রধান স্কেলের একটি দাগের সাথে পুরোপুরি মিলে যায়। ভার্নিয়ার ধ্রুবক ০.০১ সে.মি.। বস্তুটির দৈর্ঘ্য কত?,৭.৭৫,Physics,Physics
285,"একটি দণ্ডের দৈর্ঘ্য পরিমাপ করতে গিয়ে প্রধান স্কেলের পাঠ ৮ সে.মি. এবং ভার্নিয়ার সমপাতন ৪ পাওয়া গেল। ভার্নিয়ার ধ্রুবক ০.০১ সে.মি. হলে, দণ্ডটির দৈর্ঘ্য কত সে.মি.?",৮.০৪,Physics,Physics
286,রৈখিক স্কেল পাঠ ৪ মি.মি. এবং বৃত্তাকার স্কেলের পাঠের মান ০.১৭ মি.মি. তারের ব্যাস কত মি.মি.?,৪.১৭,Physics,Physics
287,মিটার স্কেলের সাথে ১টি ভার্নিয়ার স্কেল ব্যবহার করা হয়েছে ১০ ঘর সমান ৯ মি.মি.। এর সাহায্যে ক্ষুদ্রতম কত মি.মি. দৈর্ঘ্য পর্যন্ত পরিমাপ করা যাবে?,০.১০,Physics,Physics
288,মূল স্কেল ও ভার্নিয়ার স্কেল এর সমন্বিত বাবহারে নিট পাওয়া গেল ১২.৬৬ সে.মি.। ভার্নিয়ার সমপাতন ৬ হলে ভার্নিয়ার ধ্রুবক কত মি.মি. ? (প্রধান স্কেলের পাঠ ১২.৬ সে.মি.) ,০.১০,Physics,Physics
289,চূড়ান্ত ত্রুটি ৮ বর্গমিটার। পরিমাপ করা মান ১২০ বর্গমিটার হলে ক্ষেত্রফল নির্ণয়ে আপেক্ষিক ত্রুটি শতকরা কত?,৬.৬৬,Physics,Physics
290,প্রকৃত ক্ষেত্রফল ২০০ বর্গমিটার। কিন্তু পরিমাপ করে পাওয়া গেল ১৯২ বর্গমিটার। আপেক্ষিক ত্রুটি শতকরা কত?,৪,Physics,Physics
291,বর্গাকৃতি বইয়ের দৈর্ঘ্য ১০০ সে.মি.। আপেক্ষিক ত্রুটি ১০%। ক্ষেত্রফল নির্ণয়ে আপেক্ষিক ত্রুটি শতকরা কত?,২১,Physics,Physics
292,পিচ ০.৫০ মি.মি. এবং লঘিষ্ঠ গণন ০.০১ মি.মি. বিশিষ্ট একটি স্ক্র-গজের সাহায্যে তারের ব্যাস ৭.২৮ মি.মি. পাওয়া গেল। বৃত্তাকার স্কেলের ঘরের সংখ্যা কত?,৫০,Physics,Physics
293,পিচ ০.৫০ মি.মি. এবং লঘিষ্ঠ গণন ০.০১ মি.মি. বিশিষ্ট একটি স্ক্র-গজের সাহায্যে তারের ব্যাস ৭.২৮ মি.মি. পাওয়া গেল। তারের ব্যাস মাপার জন্য বৃত্তাকার স্কেলকে কতবার ঘুরাতে হবে?,১৪,Physics,Physics
294,পিচ ০.৫০ মি.মি. এবং লঘিষ্ঠ গণন ০.০১ মি.মি. বিশিষ্ট একটি স্ক্র-গজের সাহায্যে তারের ব্যাস ৭.২৮ মি.মি. পাওয়া গেল। তারের ব্যাস মাপার জন্য বৃত্তাকার স্কেলের অতিক্রান্ত ঘরের সংখ্যা কত? ,৭২৮,Physics,Physics
295,"একটি তারের প্রস্থচ্ছেদের ক্ষেত্রফল নির্ণয়ে স্ক্র-গজের রৈখিক স্কেলের পাঠ পাওয়া যায় ২ মি.মি., বৃত্তাকার স্কেলের পাঠ ০.৪০ মি.মি., বৃত্তাকার স্কেলটির মোট ভাগ সংখ্যা ১০০ এবং যন্ত্রটির পিচ ১ মি.মি.। বৃত্তাকার স্কেলের কত নম্বর দাগ রৈখিক স্কেলের সাথে হুবহু মিলে যায়?",৪০,Physics,Physics
296,"একটি তারের প্রস্থচ্ছেদের ক্ষেত্রফল নির্ণয়ে স্ক্র-গজের রৈখিক স্কেলের পাঠ পাওয়া যায় ২ মি.মি., বৃত্তাকার স্কেলের পাঠ ০.৪০ মি.মি., বৃত্তাকার স্কেলটির মোট ভাগ সংখ্যা ১০০ এবং যন্ত্রটির পিচ ১ মি.মি.। তারটির প্রস্থচ্ছেদের ক্ষেত্রফল কত বর্গ মি.মি.?",৪.৫২,Physics,Physics
297,ত্রুটিমুক্ত স্লাইড ক্যালিপারসের সাহায্যে একটি দণ্ডের দৈর্ঘ্য মাপার সময় মূল স্কেলের পাঠ ৫মি.মি. এবং ভার্নিয়ার সমপাতন ১৬ পাওয়া গেল। মূল স্কেলের ক্ষুদ্রতম এক ঘরের দৈর্ঘ্য ০.৫ মি.মি. এবং মূল স্কেলের ১৯ ঘর ভার্নিয়ার স্কেলের ২০ ঘরের সমান। ভার্নিয়ার ধ্রুবক কত মি.মি.?,০.০২৫,Physics,Physics
298,ত্রুটিমুক্ত স্লাইড ক্যালিপারসের সাহায্যে একটি দণ্ডের দৈর্ঘ্য মাপার সময় মূল স্কেলের পাঠ ৫মি.মি. এবং ভার্নিয়ার সমপাতন ১৬ পাওয়া গেল। মূল স্কেলের ক্ষুদ্রতম এক ঘরের দৈর্ঘ্য ০.৫ মি.মি. এবং মূল স্কেলের ১৯ ঘর ভার্নিয়ার স্কেলের ২০ ঘরের সমান। দণ্ডটির দৈর্ঘ্য কত মি.মি.?,৫.৪,Physics,Physics
299,ত্রুটিমুক্ত স্লাইড ক্যালিপারসের সাহায্যে একটি দণ্ডের দৈর্ঘ্য মাপার সময় মূল স্কেলের পাঠ ৫মি.মি. এবং ভার্নিয়ার সমপাতন ১৬ পাওয়া গেল। মূল স্কেলের ক্ষুদ্রতম এক ঘরের দৈর্ঘ্য ০.৫ মি.মি. এবং মূল স্কেলের ১৯ ঘর ভার্নিয়ার স্কেলের ২০ ঘরের সমান। যন্ত্রটি দিয়ে সর্বনিম্ন কত মি.মি. পর্যন্ত দৈর্ঘ্য মাপা যায়?,০.০২৫,Physics,Physics
