Q No.,Question,Answer,Domain,Sub-Domain
178,यदि एक वर्ग के विकर्ण की लंबाई ८√२ से.मी. हो तो इसका क्षेत्रफल कितने वर्ग से.मी. है?,६४,Math,Solid Geometry
179,यदि एक वर्ग के विकर्ण की लंबाई ४√२ से.मी. हो तो इसका क्षेत्रफल कितने वर्ग से.मी. है?,१६,Math,Solid Geometry
180,यदि एक वर्ग के विकर्ण की लंबाई २√२ से.मी. हो तो इसका क्षेत्रफल कितने वर्ग से.मी. है?,४,Math,Solid Geometry
181,यदि एक वर्ग के विकर्ण की लंबाई ३√२ से.मी. हो तो इसका क्षेत्रफल कितने वर्ग से.मी. है?,९,Math,Solid Geometry
182,यदि एक वर्ग के विकर्ण की लंबाई √२ से.मी. हो तो इसका क्षेत्रफल कितने वर्ग से.मी. है?,१,Math,Solid Geometry
183,यदि एक वर्ग के विकर्ण की लंबाई ५√२ से.मी. हो तो इसका क्षेत्रफल कितने वर्ग से.मी. है?,२५,Math,Solid Geometry
184,"एक आयताकार ठोस की लंबाई १२ से.मी., चौड़ाई ९ से.मी. और ऊँचाई ६ से.मी. हो तो इसका आयतन कितने घन से.मी. है?",६४८,Math,Solid Geometry
185,"एक आयताकार ठोस की लंबाई ५ से.मी., चौड़ाई ४ से.मी. और ऊँचाई ३ से.मी. हो तो इसका आयतन कितने घन से.मी. है?",६०,Math,Solid Geometry
186,"एक आयताकार ठोस की लंबाई ६ से.मी., चौड़ाई ५ से.मी. और ऊँचाई ५ से.मी. हो तो इसका आयतन कितने घन से.मी. है?",१५०,Math,Solid Geometry
187,"एक आयताकार ठोस की लंबाई १ से.मी., चौड़ाई १ से.मी. और ऊँचाई १ से.मी. हो तो इसका आयतन कितने घन से.मी. है?",१,Math,Solid Geometry
188,"एक आयताकार ठोस की लंबाई १२ से.मी., चौड़ाई ९ से.मी. और ऊँचाई ६ से.मी. हो तो इसके संपूर्ण पृष्ठ का क्षेत्रफल कितने वर्ग से.मी. है?",४६८,Math,Solid Geometry
189,"एक आयताकार ठोस की लंबाई ५ से.मी., चौड़ाई ४ से.मी. और ऊँचाई ३ से.मी. हो तो इसके संपूर्ण पृष्ठ का क्षेत्रफल कितने वर्ग से.मी. है?",९४,Math,Solid Geometry
190,"एक आयताकार ठोस की लंबाई ६ से.मी., चौड़ाई ५ से.मी. और ऊँचाई ५ से.मी. हो तो इसके संपूर्ण पृष्ठ का क्षेत्रफल कितने वर्ग से.मी. है?",१७०,Math,Solid Geometry
191,"एक आयताकार ठोस की लंबाई १ से.मी., चौड़ाई १ से.मी. और ऊँचाई १ से.मी. हो तो इसके संपूर्ण पृष्ठ का क्षेत्रफल कितने वर्ग से.मी. है?",६,Math,Solid Geometry
192,एक आयताकार बगीचे की परिधि २० मीटर और लंबाई ८ मीटर है। बगीचे का क्षेत्रफल कितने वर्ग मीटर है?,१६,Math,Solid Geometry
193,यदि एक घन का एक किनारा २ से.मी. हो तो संपूर्ण पृष्ठ का क्षेत्रफल कितने वर्ग मीटर है?,२४,Math,Solid Geometry
194,"यदि एक घन के विकर्ण की लंबाई ५√३ इकाई हो, तो घन का आयतन कितने घन इकाई है?",१२५,Math,Solid Geometry
195,यदि एक घन की प्रत्येक भुजा की लंबाई दोगुनी कर दी जाए तो संपूर्ण पृष्ठ का क्षेत्रफल कितने गुना बढ़ जाएगा?,३,Math,Solid Geometry
196,"एक त्रिभुजाकार प्रिज्म के आधार की भुजाओं की लंबाई ३, ४ और ५ से.मी. है। इसके आधार का क्षेत्रफल कितने वर्ग से.मी. है?",६,Math,Solid Geometry
197,यदि प्रिज्म के आधार का क्षेत्रफल ६ वर्ग से.मी. और ऊँचाई ८ से.मी. हो तो प्रिज्म का आयतन कितने घन से.मी. है?,४८,Math,Solid Geometry
198,यदि एक सम पिरामिड के आधार की भुजा की लंबाई ४ से.मी. हो तो आधार का क्षेत्रफल कितने वर्ग से.मी. है?,१६,Math,Solid Geometry
199,यदि पिरामिड के वर्गाकार आधार की भुजा ४ इकाई और ऊँचाई ५ इकाई हो तो पिरामिड का आयतन कितने घन इकाई है?,२६.६६,Math,Solid Geometry
200,यदि एक पिरामिड के आधार का क्षेत्रफल ४ वर्ग से.मी. और ऊँचाई ३ से.मी. हो तो पिरामिड का आयतन कितने घन से.मी. है?,४,Math,Solid Geometry
201,१५ से.मी. भुजा वाले वर्गाकार आधार पर स्थित एक पिरामिड की ऊँचाई २० से.मी. हो तो इसका आयतन कितने घन से.मी. है?,१५००,Math,Solid Geometry
202,५ से.मी. भुजा वाले वर्गाकार आधार पर स्थित एक पिरामिड की ऊँचाई ६ से.मी. हो तो इसका आयतन कितने घन से.मी. है?,५०,Math,Solid Geometry
203,४ से.मी. भुजा वाले वर्गाकार आधार पर स्थित एक पिरामिड की ऊँचाई ३ से.मी. हो तो इसका आयतन कितने घन से.मी. है?,१६,Math,Probability
204,एक पासा फेंकने पर ३ आने की प्रायिकता कितनी है?,१/६,Math,Probability
205,"एक थैले में १२ नीली गेंदें, १६ सफेद गेंदें और २० काली गेंदें हैं। यादृच्छिक रूप से एक गेंद निकालने पर गेंद के नीली होने की प्रायिकता कितनी है?",१/४,Math,Probability
206,"एक थैले में १२ नीली गेंदें, १६ सफेद गेंदें और २० काली गेंदें हैं। यादृच्छिक रूप से एक गेंद निकालने पर गेंद के सफेद न होने की प्रायिकता कितनी है?",२/३,Math,Probability
207,एक सिक्के को तीन बार उछाला गया। टेल से अधिक बार हेड आने की प्रायिकता कितनी है?,१/२,Math,Probability
208,एक सिक्के को तीन बार उछाला गया। शून्य बार टेल आने की प्रायिकता कितनी है?,१/८,Math,Probability
209,दो सिक्के उछालने पर अधिक से अधिक एक हेड आने की प्रायिकता कितनी है?,३/४,Math,Probability
210,दो सिक्के उछालने पर कम से कम एक हेड आने की प्रायिकता कितनी है?,३/४,Math,Probability
211,एक पासा फेंकने पर सम संख्या आने के अनुकूल परिणाम कितने हैं?,३,Math,Probability
212,एक पासा फेंकने पर ३ से विभाज्य संख्या आने के अनुकूल परिणाम कितने हैं?,२,Math,Probability
213,एक टेस्ट क्रिकेट मैच के ड्रॉ होने की प्रायिकता कितनी है?,१/३,Math,Probability
214,१ से १० तक क्रमिक संख्या वाले टिकटों को अच्छी तरह मिलाकर यादृच्छिक रूप से एक टिकट निकालने पर टिकट के २ अथवा ३ के गुणज होने की प्रायिकता कितनी है?,७/१०,Math,Probability
215,एक सिक्का उछालने पर हेड अथवा टेल आने की घटना निश्चित घटना हो तो प्रायिकता कितनी है?,१,Math,Probability
216,एक निष्पक्ष पासे पर विषम संख्या आने की प्रायिकता कितनी है?,१/२,Math,Probability
217,एक निष्पक्ष पासे को एक बार फेंकने पर ३ के गुणज वाली संख्या आने की प्रायिकता कितनी है?,१/३,Math,Probability
218,एक निष्पक्ष पासे को एक बार फेंकने पर सम अथवा विषम संख्या आने की प्रायिकता कितनी है?,१,Math,Probability
219,एक निष्पक्ष पासे को एक बार फेंकने पर अभाज्य संख्या आने की प्रायिकता कितनी है?,१/२,Math,Probability
220,एक निष्पक्ष पासे को एक बार फेंकने पर अभाज्य और सम संख्या आने की प्रायिकता कितनी है?,१/६,Math,Probability
221,एक सिक्के को २००० बार उछालने पर १०३० बार हेड आता है। सिक्के को एक बार उछालने पर टेल आने की प्रायिकता कितनी है?,९७०/२०००,Math,Probability
222,एक सिक्के को १ बार उछालने पर हेड आने की प्रायिकता ०.४० है। सिक्के को ५०० बार उछालने पर कितनी बार टेल आ सकता है?,३००,Math,Probability
223,एक सिक्के को ७२० बार उछालने पर ४८० बार हेड आता है। तो हेड की आपेक्षिक बारंबारता कितनी है?,०.६६,Math,Probability
224,एक सिक्के को १ बार उछालने पर हेड आने की प्रायिकता ०.६० है। सिक्के को ३०० बार उछालने पर कितनी बार टेल आ सकता है?,१२०,Math,Probability
225,एक सिक्के को १ बार उछालने पर हेड आने की प्रायिकता ०.२० है। सिक्के को १५० बार उछालने पर कितनी बार टेल आ सकता है?,१२०,Math,Probability
226,एक सिक्के को १ बार उछालने पर हेड आने की प्रायिकता ०.७० है। सिक्के को ५०० बार उछालने पर कितनी बार टेल आ सकता है?,१५०,Math,Probability
227,एक सिक्के को १ बार उछालने पर हेड आने की प्रायिकता ०.८० है। सिक्के को ४०० बार उछालने पर कितनी बार टेल आ सकता है?,८०,Math,Probability
228,एक सिक्के को ७५० बार उछालने पर ३०० बार हेड आता है। तो हेड की आपेक्षिक बारंबारता कितनी है?,०.४०,Math,Probability
229,एक सिक्के को ७५० बार उछालने पर २५० बार हेड आता है। तो टेल की आपेक्षिक बारंबारता कितनी है?,०.६६,Math,Probability
230,एक निष्पक्ष पासे को एक बार फेंकने पर ५ से कम और अभाज्य संख्या आने की प्रायिकता कितनी है?,१/३,Math,Probability
231,एक निष्पक्ष पासे को एक बार फेंकने पर अभाज्य संख्या अथवा ३ से विभाज्य संख्या आने की प्रायिकता कितनी है?,२/३,Math,Probability
232,दो पासे निष्पक्ष रूप से फेंके जाएँ तो पासों के ऊपरी फलक पर एक ही संख्या न आने की प्रायिकता कितनी है?,५/६,Math,Probability
233,एक पासा और एक सिक्का निष्पक्ष रूप से फेंकने पर विषम संख्या और एक टेल आने की प्रायिकता कितनी है?,१/४,Math,Probability
234,"एक थैले में १० नीली गेंदें, १४ सफेद गेंदें और १८ काली गेंदें हैं। यादृच्छिक रूप से एक गेंद निकालने पर गेंद के नीली न होने की प्रायिकता कितनी है?",१६/२१,Math,Probability
235,पहली पच्चीस प्राकृतिक संख्याओं में से यादृच्छिक चयन में पूर्ण वर्ग संख्या आने की प्रायिकता कितनी है?,१/५,Math,Probability
236,पहली सौ प्राकृतिक संख्याओं में से यादृच्छिक चयन में पूर्ण वर्ग संख्या आने की प्रायिकता कितनी है?,१/१०,Math,Probability
237,१ से ९९ तक की प्राकृतिक संख्याओं में से यादृच्छिक रूप से एक संख्या ली जाए तो संख्या के पूर्ण वर्ग होने की प्रायिकता कितनी है?,१/११,Math,Probability
238,"एक चतुष्फलक को दो बार फेंका जाए, तो प्रायिकता के प्रतिदर्श बिंदु कितने हैं?",१६,Math,Probability
239,एक पासा और दो सिक्के एक साथ फेंके जाएँ तो घटित होने वाली घटनाएँ कितनी हैं?,२४,Math,Probability
240,"पाँच रुपये के चार सिक्के एक साथ उछाले जाएँ, तो प्रतिदर्श बिंदु कितने होंगे?",१६,Math,Probability
241,एक सिक्के को ३ बार उछाला जाए तो प्रतिदर्श बिंदु कितने हैं?,८,Math,Probability
242,पाँच सिक्के उछाले जाएँ तो कुल प्रतिदर्श बिंदु कितने हैं?,३२,Math,Probability
243,एक पासा और एक सिक्का एक साथ फेंके जाएँ तो घटित होने वाली घटनाएँ कितनी हैं?,१२,Math,Probability
244,दो सिक्के एक साथ उछाले जाएँ तो दो हेड न आने की प्रायिकता कितनी है?,३/४,Math,Probability
245,१ से २०० तक की प्राकृतिक संख्याओं में से यादृच्छिक रूप से एक संख्या ली जाए तो संख्या के पूर्ण घन होने की प्रायिकता कितनी है?,१/४०,Math,Probability
246,१ से १००० तक की प्राकृतिक संख्याओं में से यादृच्छिक रूप से एक संख्या ली जाए तो संख्या के पूर्ण घन होने की प्रायिकता कितनी है?,१/१००,Math,Probability
247,१ से ५००० तक की प्राकृतिक संख्याओं में से यादृच्छिक रूप से एक संख्या ली जाए तो संख्या के पूर्ण घन होने की प्रायिकता कितनी है?,१७/५०००,Math,Probability
248,मौसम विभाग से प्राप्त रिपोर्ट के अनुसार सितंबर महीने में १९ दिन बारिश हुई। तो ८ सितंबर को बारिश होने की प्रायिकता कितनी है?,१९/३०,Math,Probability
249,२००० में फरवरी महीने में ५ दिन बारिश हुई थी। १२ फरवरी को बारिश होने की प्रायिकता कितनी है?,५/२९,Math,Probability
250,दो सिक्के उछाले जाएँ तो दोनों सिक्कों पर एक ही परिणाम आने की प्रायिकता कितनी है?,१/२,Math,Probability
251,एक सिक्के को तीन बार उछाला जाए तो कम से कम एक हेड आने की प्रायिकता कितनी है?,७/८,Math,Probability
252,एक पासा और एक सिक्का एक साथ फेंके जाएँ तो कम से कम एक टेल आने की प्रायिकता कितनी है?,१/२,Math,Probability
253,एक पासा और एक सिक्का एक साथ फेंके जाएँ तो पासे पर अभाज्य संख्या और सिक्के पर हेड आने की प्रायिकता कितनी है?,१/४,Math,Probability
254,एक सिक्के को तीन बार उछाला जाए तो दो हेड और एक टेल आने की प्रायिकता कितनी है?,३/८,Math,Probability
255,दो सिक्के एक साथ उछाले जाएँ तो कम से कम एक टेल आने की प्रायिकता कितनी है?,३/४,Math,Probability
256,दो सिक्के एक साथ उछाले जाएँ तो अधिक से अधिक एक हेड आने की प्रायिकता कितनी है?,३/४,Math,Probability
257,"एक टोकरी में १५ सफेद, १० काली और २० लाल गेंदें हैं। यादृच्छिक रूप से एक गेंद निकाली गई। गेंद के सफेद अथवा लाल होने की प्रायिकता कितनी है?",७/९,Math,Probability
258,"एक टोकरी में १५ सफेद, १० काली और २० लाल गेंदें हैं। यादृच्छिक रूप से एक गेंद निकाली गई। गेंद के पीली होने की प्रायिकता कितनी है?",०,Math,Probability
259,एक पासा और एक सिक्का एक साथ फेंके जाएँ तो पासे पर सम संख्या और सिक्के पर टेल आने की प्रायिकता कितनी है?,१/४,Math,Probability
260,एक पासा और एक सिक्का एक साथ फेंके जाएँ तो पासे पर विषम संख्या और सिक्के पर हेड आने की प्रायिकता कितनी है?,१/४,Math,Probability
261,एक पासा और एक सिक्का एक साथ फेंके जाएँ तो पासे पर ३ से विभाज्य संख्या और सिक्के पर कोई भी फलक आने की प्रायिकता कितनी है?,१/३,Math,Probability
262,राकेश के लखनऊ से कानपुर बस से जाने की संभावना ४/५ और कानपुर से आगरा ट्रेन से जाने की संभावना ६/७ है। राकेश के लखनऊ से कानपुर बस से जाने किंतु कानपुर से आगरा ट्रेन से न जाने की संभावना कितनी है?,४/३५,Math,Probability
263,"भारतीय क्रिकेट टीम ने २०१० में ७ टेस्ट मैच खेले जिनमें से ३ हारे, २ टाई हुए, और २० टी-२० खेले जिनमें से १२ जीते और कोई मैच टाई नहीं हुआ। यदि कोई एक मैच यादृच्छिक रूप से लिया जाए तो उस मैच में जीत अथवा हार आने की प्रायिकता कितनी है?",२५/२७,Math,Probability
264,मौसम विभाग से प्राप्त रिपोर्ट के अनुसार जुलाई महीने में लखनऊ शहर में १० दिन मूसलाधार और १५ दिन बूँदा-बाँदी बारिश हुई। तो ४ जुलाई को बारिश न होने की प्रायिकता कितनी है?,६/३१,Math,Probability
265,१० से २१ तक की प्राकृतिक संख्याओं में से एक यादृच्छिक रूप से चुनी गई। संख्या के अभाज्य होने की प्रायिकता कितनी है?,१/३,Math,Probability
266,१० से २१ तक की प्राकृतिक संख्याओं में से एक यादृच्छिक रूप से चुनी गई। संख्या के २ या ३ से विभाज्य होने की प्रायिकता कितनी है?,२/३,Math,Probability
267,किसी लॉटरी में ७६० टिकट बिके। राजू ने २० टिकट खरीदे। टिकटों को अच्छी तरह मिलाकर एक टिकट यादृच्छिक रूप से निकाला गया। राजू को पहला पुरस्कार न मिलने की प्रायिकता कितनी है?,३७/३८,Math,Probability
268,"किसी लॉटरी में ७६० टिकट बिके। राजू ने २० टिकट खरीदे। टिकटों को अच्छी तरह मिलाकर एक टिकट यादृच्छिक रूप से निकाला गया। यदि राजू को पहला पुरस्कार न मिले, तो दूसरा पुरस्कार मिलने की प्रायिकता कितनी है?",२०/७५९,Physics,Physics
269,"एक छड़ को स्लाइड कैलिपर्स में रखने पर जो पाठ्यांक मिला वह है: मुख्य स्केल ४ से.मी., वर्नियर संपातन ७ और वर्नियर स्थिरांक ०.१ मि.मी.। छड़ की लंबाई कितने से.मी. है?",४.०७,Physics,Physics
270,जब वर्नियर के भागों की संख्या १० हो तो वर्नियर स्केल से न्यूनतम कितनी लंबाई (मि.मी.) तक मापी जा सकती है?,०.१०,Physics,Physics
271,रैखिक स्केल का पाठ्यांक ४ मि.मी. और वृत्ताकार स्केल के भागों की संख्या ५० हो तो तार का व्यास कितने मि.मी. है? (अल्पतमांक ०.०१),४.५०,Physics,Physics
272,यदि किसी स्लाइड कैलिपर्स में वर्नियर स्थिरांक का मान ०.००५ से.मी. हो तो वर्नियर स्केल के भागों की संख्या कितनी है?,२०,Physics,Physics
273,"एक छड़ को स्लाइड कैलिपर्स में रखने पर जो पाठ्यांक मिला वह है: मुख्य स्केल ५ से.मी., वर्नियर संपातन ७ और वर्नियर स्थिरांक ०.१ मि.मी.। छड़ की लंबाई कितने से.मी. है?",५.०७,Physics,Physics
274,"एक छड़ को स्लाइड कैलिपर्स में रखने पर जो पाठ्यांक मिला वह है: मुख्य स्केल ०.०५ मीटर, वर्नियर संपातन ६ और वर्नियर स्थिरांक ०.१ मि.मी.। छड़ की लंबाई कितने से.मी. है?",५.०६,Physics,Physics
275,"यदि मुख्य स्केल का पाठ्यांक १२ मि.मी., वर्नियर संपातन ७ और वर्नियर स्थिरांक ०.१० मि.मी. हो तो पाठ्यांक कितने से.मी. है?",१.२७,Physics,Physics
276,स्लाइड कैलिपर्स की सहायता से एक आयताकार काँच की पट्टी की मोटाई ज्ञात करने में मुख्य स्केल का पाठ्यांक १८ मि.मी. और वर्नियर संपातन ८ प्राप्त हुआ। यदि यंत्र का वर्नियर स्थिरांक ०.०१ से.मी. हो तो मोटाई कितने मि.मी. है?,१८.८०,Physics,Physics
277,एक स्लाइड कैलिपर्स के मुख्य स्केल के १९ भाग वर्नियर स्केल के २० भागों के बराबर हैं। यदि मुख्य स्केल के एक भाग की लंबाई १ मि.मी. हो तो वर्नियर स्थिरांक कितने मि.मी. है?,०.०५,Physics,Physics
278,यदि वर्नियर स्केल के १० खाने मुख्य स्केल के ९ खानों के बराबर हों तो वर्नियर स्थिरांक कितने से.मी. है?,०.०१,Physics,Physics
279,"वर्नियर स्केल के ५० खाने मुख्य स्केल के ४९ खानों के बराबर हैं। यदि मुख्य स्केल का सबसे छोटा १ खाना = १ मि.मी. हो, तो वर्नियर स्थिरांक कितने मि.मी. है?",०.०२,Physics,Physics
280,एक स्लाइड कैलिपर्स के मुख्य स्केल के सबसे छोटे १ खाने की लंबाई १ मि.मी. है। वर्नियर स्केल के भागों की संख्या १० है। वर्नियर स्थिरांक का मान कितने से.मी. है?,०.०१,Physics,Physics
281,यदि मुख्य स्केल के १ सबसे छोटे भाग की लंबाई १ मि.मी. और वर्नियर स्केल के भागों की संख्या १० हो तो वर्नियर स्थिरांक कितने मि.मी. है?,०.०१,Physics,Physics
282,"यदि मूल स्केल का पाठ्यांक १४ मि.मी., वर्नियर स्थिरांक ०.१ मि.मी. और वर्नियर पाठ्यांक ३ हो तो कुल पाठ्यांक कितने मि.मी. है?",१४.३०,Physics,Physics
283,"एक छड़ को स्लाइड कैलिपर्स के दो जबड़ों के बीच रखने पर जो पाठ्यांक मिला वह है: मुख्य स्केल ६ से.मी., वर्नियर संपातन ४ और वर्नियर स्थिरांक ०.१ मि.मी.। छड़ की लंबाई कितने से.मी. है?",६.०४,Physics,Physics
284,स्लाइड कैलिपर्स की सहायता से एक आयताकार वस्तु की लंबाई ज्ञात करते समय देखा गया कि वर्नियर स्केल का शून्य चिह्न मुख्य स्केल के ७.७ से.मी. के खाने को पार कर गया है। वर्नियर स्केल का ५ नंबर खाना मुख्य स्केल के एक चिह्न से पूरी तरह मिल जाता है। वर्नियर स्थिरांक ०.०१ से.मी. है। वस्तु की लंबाई कितनी है?,७.७५,Physics,Physics
285,"एक छड़ की लंबाई मापते समय मुख्य स्केल का पाठ्यांक ८ से.मी. और वर्नियर संपातन ४ प्राप्त हुआ। यदि वर्नियर स्थिरांक ०.०१ से.मी. हो, तो छड़ की लंबाई कितने से.मी. है?",८.०४,Physics,Physics
286,रैखिक स्केल का पाठ्यांक ४ मि.मी. और वृत्ताकार स्केल के पाठ्यांक का मान ०.१७ मि.मी. है। तार का व्यास कितने मि.मी. है?,४.१७,Physics,Physics
287,मीटर स्केल के साथ १ वर्नियर स्केल का उपयोग किया गया है जिसके १० खाने ९ मि.मी. के बराबर हैं। इसकी सहायता से न्यूनतम कितने मि.मी. लंबाई तक मापा जा सकता है?,०.१०,Physics,Physics
288,मूल स्केल और वर्नियर स्केल के संयुक्त उपयोग से कुल पाठ्यांक १२.६६ से.मी. प्राप्त हुआ। यदि वर्नियर संपातन ६ हो तो वर्नियर स्थिरांक कितने मि.मी. है? (मुख्य स्केल का पाठ्यांक १२.६ से.मी.),०.१०,Physics,Physics
289,अंतिम त्रुटि ८ वर्ग मीटर है। यदि मापा गया मान १२० वर्ग मीटर हो तो क्षेत्रफल ज्ञात करने में आपेक्षिक त्रुटि प्रतिशत में कितनी है?,६.६६,Physics,Physics
290,वास्तविक क्षेत्रफल २०० वर्ग मीटर है। लेकिन मापने पर १९२ वर्ग मीटर प्राप्त हुआ। आपेक्षिक त्रुटि प्रतिशत में कितनी है?,४,Physics,Physics
291,वर्गाकार किताब की लंबाई १०० से.मी. है। आपेक्षिक त्रुटि १०% है। क्षेत्रफल ज्ञात करने में आपेक्षिक त्रुटि प्रतिशत में कितनी है?,२१,Physics,Physics
292,०.५० मि.मी. पिच और ०.०१ मि.मी. अल्पतमांक वाले एक स्क्रू गेज की सहायता से तार का व्यास ७.२८ मि.मी. प्राप्त हुआ। वृत्ताकार स्केल के खानों की संख्या कितनी है?,५०,Physics,Physics
293,०.५० मि.मी. पिच और ०.०१ मि.मी. अल्पतमांक वाले एक स्क्रू गेज की सहायता से तार का व्यास ७.२८ मि.मी. प्राप्त हुआ। तार का व्यास मापने के लिए वृत्ताकार स्केल को कितनी बार घुमाना होगा?,१४,Physics,Physics
294,०.५० मि.मी. पिच और ०.०१ मि.मी. अल्पतमांक वाले एक स्क्रू गेज की सहायता से तार का व्यास ७.२८ मि.मी. प्राप्त हुआ। तार का व्यास मापने के लिए वृत्ताकार स्केल के पार किए गए खानों की संख्या कितनी है?,७२८,Physics,Physics
295,"एक तार के अनुप्रस्थ काट का क्षेत्रफल ज्ञात करने में स्क्रू गेज के रैखिक स्केल का पाठ्यांक २ मि.मी., वृत्ताकार स्केल का पाठ्यांक ०.४० मि.मी. प्राप्त होता है, वृत्ताकार स्केल के कुल भागों की संख्या १०० और यंत्र का पिच १ मि.मी. है। वृत्ताकार स्केल का कौन-सा नंबर का चिह्न रैखिक स्केल से हूबहू मिल जाता है?",४०,Physics,Physics
296,"एक तार के अनुप्रस्थ काट का क्षेत्रफल ज्ञात करने में स्क्रू गेज के रैखिक स्केल का पाठ्यांक २ मि.मी., वृत्ताकार स्केल का पाठ्यांक ०.४० मि.मी. प्राप्त होता है, वृत्ताकार स्केल के कुल भागों की संख्या १०० और यंत्र का पिच १ मि.मी. है। तार के अनुप्रस्थ काट का क्षेत्रफल कितने वर्ग मि.मी. है?",४.५२,Physics,Physics
297,त्रुटि रहित स्लाइड कैलिपर्स की सहायता से एक छड़ की लंबाई मापते समय मूल स्केल का पाठ्यांक ५ मि.मी. और वर्नियर संपातन १६ प्राप्त हुआ। मूल स्केल के सबसे छोटे एक खाने की लंबाई ०.५ मि.मी. है और मूल स्केल के १९ खाने वर्नियर स्केल के २० खानों के बराबर हैं। वर्नियर स्थिरांक कितने मि.मी. है?,०.०२५,Physics,Physics
298,त्रुटि रहित स्लाइड कैलिपर्स की सहायता से एक छड़ की लंबाई मापते समय मूल स्केल का पाठ्यांक ५ मि.मी. और वर्नियर संपातन १६ प्राप्त हुआ। मूल स्केल के सबसे छोटे एक खाने की लंबाई ०.५ मि.मी. है और मूल स्केल के १९ खाने वर्नियर स्केल के २० खानों के बराबर हैं। छड़ की लंबाई कितने मि.मी. है?,५.४,Physics,Physics
299,त्रुटि रहित स्लाइड कैलिपर्स की सहायता से एक छड़ की लंबाई मापते समय मूल स्केल का पाठ्यांक ५ मि.मी. और वर्नियर संपातन १६ प्राप्त हुआ। मूल स्केल के सबसे छोटे एक खाने की लंबाई ०.५ मि.मी. है और मूल स्केल के १९ खाने वर्नियर स्केल के २० खानों के बराबर हैं। इस यंत्र से न्यूनतम कितने मि.मी. तक लंबाई मापी जा सकती है?,०.०२५,Physics,Physics
300,एक स्लाइड कैलिपर्स के मुख्य स्केल के १९ खाने वर्नियर स्केल के २० खानों के बराबर हैं। एक छोटी छड़ को इसके दो जबड़ों के बीच रखने पर देखा गया कि वर्नियर स्केल का शून्य चिह्न मुख्य स्केल के ५.२ से.मी. चिह्न को पार कर रहा है। साथ ही मुख्य स्केल के एक चिह्न से वर्नियर स्केल का १४ नंबर चिह्न मिल गया है। वर्नियर स्थिरांक कितना है (मि.मी.)?,०.०५,Physics,Physics
301,एक स्लाइड कैलिपर्स के मुख्य स्केल के १९ खाने वर्नियर स्केल के २० खानों के बराबर हैं। एक छोटी छड़ को इसके दो जबड़ों के बीच रखने पर देखा गया कि वर्नियर स्केल का शून्य चिह्न मुख्य स्केल के ५.२ से.मी. चिह्न को पार कर रहा है। साथ ही मुख्य स्केल के एक चिह्न से वर्नियर स्केल का १४ नंबर चिह्न मिल गया है। वर्नियर संपातन कितना है?,१४,Physics,Physics
302,एक स्लाइड कैलिपर्स के मुख्य स्केल के १९ खाने वर्नियर स्केल के २० खानों के बराबर हैं। एक छोटी छड़ को इसके दो जबड़ों के बीच रखने पर देखा गया कि वर्नियर स्केल का शून्य चिह्न मुख्य स्केल के ५.२ से.मी. चिह्न को पार कर रहा है। साथ ही मुख्य स्केल के एक चिह्न से वर्नियर स्केल का १४ नंबर चिह्न मिल गया है। छड़ की लंबाई कितनी है (से.मी.)?,५.२७,Physics,Physics
303,"प्रयोगशाला में एक नया स्लाइड कैलिपर्स बनाया गया, जिसके मूल स्केल के १५ भाग वर्नियर के १६ भागों के बराबर हैं। मूल स्केल के सबसे छोटे एक भाग की लंबाई १ मि.मी. है। इस स्केल की सहायता से एक रुपये के सिक्के का व्यास मापा गया। उसमें मूल स्केल का पाठ्यांक १५ मिलीमीटर और वर्नियर संपातन ७ प्राप्त हुआ। वर्नियर स्थिरांक का मान कितने मि.मी. है?",०.०६२५,Physics,Physics
304,"प्रयोगशाला में एक नया स्लाइड कैलिपर्स बनाया गया, जिसके मूल स्केल के १५ भाग वर्नियर के १६ भागों के बराबर हैं। मूल स्केल के सबसे छोटे एक भाग की लंबाई १ मि.मी. है। इस स्केल की सहायता से एक रुपये के सिक्के का व्यास मापा गया। उसमें मूल स्केल का पाठ्यांक १५ मिलीमीटर और वर्नियर संपातन ७ प्राप्त हुआ। वर्नियर स्केल के पाठ्यांक का मान कितने मि.मी. है?",०.४३७५,Physics,Physics
