Q No.,Question,Answer,option1,option2
111,বিল ৩০০ গ্রাম ভরের একটি ছোট পাথর এবং ৪০০ গ্রাম ভরের একটি নুড়ি নিক্ষেপ করে। নুড়িটি পাথরের চেয়ে দ্রুত পড়ে তার মানে?,Option 1,ওজন বেশি,ওজন কম
112,জিম ৪৬ সেমি/সেকেন্ড গতিতে দৌড়াতে পারত এবং তার বোন জেন ২০ মি/সেকেন্ড বেগে দৌড়াতে পারত। একটি বিপজ্জনক ভাইরাসের বিস্তার বন্ধ করার জন্য তাদের পরবর্তী শহরে কিছু জরুরি ভ্যাকসিন সরবরাহ করতে হয়েছিল। স্বল্প সময়ে সেখানে পৌঁছানোর জন্য টিকা নিয়ে কাকে যাওয়া উচিত?,Option 2,জিম,জেন
113,একটি পাখি ১ সেকেন্ডে ৪৩ মিটার এবং একটি পোকা ১ সেকেন্ডে ৭.২ মিটার যেতে পারে। যদি উভয় প্রাণী একই যাত্রা করে তবে কোনটি তাড়াতাড়ি পৌঁছাবে?,Option 2,পোকা,পাখি
114,"একটি স্লেগ একটি ছাদের উপর ২২.৯৬৫৯ গজ এবং ১৫ মিটার ঠান্ডা মাটির উপরে স্লাইড করেছে, উভয় পৃষ্ঠে একই গতিতে শুরু হয়েছে। এর মানে _____ আরো রুক্ষ?",Option 2,ছাদ,ঠান্ডা মাটি
115,একটি ছোট ছেলে হলওয়ের নিচে তার দুটি রাবারের বল গড়িয়েছে। লাল বল ৭০ সেকেন্ড পরে থামল। নীলটি ২ মিনিট ৩৪ সেকেন্ড পরে থামল। কোনটি বেশি দূরে গেলো?,Option 2,লাল বল,নীল বল।
116,"এমিলি ছাদে একটি কলা ছুড়ে ফেলে এবং এটি ১০০ মিমি পিছলে যায়, কিন্তু যখন সে এটি স্লাইডে ছুড়ে দেয়, তখন এটি ২১১ মিমি পিছলে যায়। কোথায় কম ঘর্ষণ ছিল?",Option 2,ছাদ,স্লাইড
117,যদি একজন স্কেটার একটি মাঠে ২৩ মি/সে গতিতে এবং একটি স্কেট পার্কে ১৭ মি/সে গতিতে রাইড করে তাহলে এর মানে হল _____ মসৃণ?,Option 2,স্কেট পার্কে,মাঠে
118,জিম্বো জানে যে তার মার্বেলের ভর ১২ গ্রাম এবং পাথরের ভর ৯ গ্রাম। এর মানে?,Option 1,মার্বেলের মাধ্যাকর্ষণ বেশি,পাথরের মাধ্যাকর্ষণ বেশি
119,মহসিনের কয়েন তার সিরামিক প্লেটে ২ সেমি/মিনিট গতিতে এবং কাগজের প্লেটে ১ সেমি/মিনিট গতিতে ঘুরছে বলে মনে হচ্ছে। এর মানে তার কয়েন বেশী গরম হয়ে যায়?,Option 1,কাগজের প্লেট,সিরামিক প্লেট
120,মাছটি পানির মধ্য দিয়ে ৪ মাইল প্রতি ঘণ্টা এবং জেলোর মধ্য দিয়ে ১ মাইল প্রতি ঘণ্টা বেগে চলে যায় কারণ _____ বেশী মসৃণ।,Option 2,জেলো,জল
121,টিমের রিংটি মাঠে ১.৬ সেমি এবং তার মেঝেতে ৪.৯ সেমি ঘূর্ণায়মান। টিমের _____ বেশী মসৃণ?,Option 1,মেঝে,মাঠে
122,যদি একটি ট্রেন ৫০ মাইল প্রতি ঘণ্টায় এবং একটি বাইক ২০ মাইল প্রতি ঘণ্টা বেগে চলে তাহলে বাইকটি যাবে?,Option 2,বেশী দূরত্ব,কম দূরত্ব
123,মেরির একটি বিড়াল আছে যার সাথে সে খেলতে পছন্দ করে। কখনও কখনও সে বিড়ালের খেলনাটিকে মেঝে জুড়ে টেনে নিয়ে যায় যাতে বিড়ালটি এটিকে তাড়া করতে পারে। যখন সে বিড়ালের খেলনাটিকে খেলার ঘরের মেঝেতে টেনে নিয়ে যায় তখন এটি ৪ মিটার দূরে যায়। যখন তিনি এটিকে রম্পাস রুমের মেঝেতে টেনে নিয়ে যান তখন এটি ২০ সেমি সরে যায়। এর মানে _____ বেশী মসৃণ?,Option 1,খেলার ঘরের মেঝে,রাম্পাস রুমের মেঝে
124,"শেপ এবং ক্রিস একই রাস্তায় গাড়ি চালাচ্ছে এবং একই গতিতে যাচ্ছে। যাইহোক, শেপ ৩৬ মিনিটের জন্য গাড়ি চালাচ্ছে এবং ক্রিস ২৮ মিনিটের জন্য গাড়ি চালাচ্ছে। ফলে?",Option 1,শেপ ক্রিসের চেয়ে বেশি ভ্রমণ করেছে,শেপ ক্রিসের চেয়ে কম ভ্রমণ করেছে
125,কর্মক্ষেত্রে গাড়ি চালিয়ে যেতে ২ ঘন্টা এবং বাসে চড়ে যেতে ৪ ঘন্টা সময় লাগে৷ কোন গাড়ি বেশি গতিতে চলে?,Option 2,বাস,গাড়ী
126,বিলি এবং জিমি একদিন দৌড়ে বাড়ি ফিরার সিদ্ধান্ত নেয়। জিমি ১০০ মিনিটে বাড়ি ফিরেছে এবং বিলি ১ ঘন্টা সময় নিয়েছে। জিমি কি তাই?,Option 1,ধীর,দ্রুত
127,"যদি একটি গাড়ি এবং একটি পিকআপ উভয়ই ৬০ মাইল বেগে ভ্রমণ করে, কিন্তু গাড়িটি ১.৩ ঘন্টা পরে থামে যেখানে পিকআপটি ১৮৬ মিনিট পরে থামে, কোনটি কম দূরত্ব অতিক্রম করেছে?",Option 1,গাড়ী,পিকআপ
128,মার্ক লক্ষ্য করেছেন যে তিনি তার লন ডার্টকে গড়ে প্রায় ৮ মিটার দূরে নরম ময়লায় এবং ৫ মিটার দূরে বালিতে ফেলতে পারেন। এর মানে হল যে _____ বেশী মসৃণ?,Option 1,নরম ময়লা,বস্তাবন্দী বালি
129,মেরির একটি বিড়াল আছে যার সাথে সে খেলতে পছন্দ করে। কখনও কখনও সে বিড়ালের খেলনাটিকে মেঝেতে টেনে নিয়ে যায় যাতে বিড়ালটি এটিকে তাড়া করতে পারে। যখন সে বিড়ালের খেলনাটিকে খেলার ঘরের মেঝেতে টেনে নিয়ে যায় তখন এটি ৬.৫ সেন্টিমিটার দূরত্বে যায়। যখন সে এটিকে রাম্পাস রুমের মেঝেতে টেনে আনে তখন এটি ৯.১ সেমি যায়। এর মানে _____ বেশী মসৃণ?,Option 2,খেলার ঘরের মেঝে,রাম্পাস রুমের মেঝে
130,রড তার কুকুরের কাছে একটি বল ঘুরিয়ে দিচ্ছিল। তিনি সিমেন্টের উপর ১৫.৬৫ গজ দূরত্বে এবং ঘাসের উপর ১৩ মিটার দূরত্বে বলটি রোল করতে সক্ষম হন। এর কারণ কি সিমেন্ট?,Option 2,রুক্ষ,মসৃণ
131,"দুটি কাগজের প্লেন একবারে বাতাসে নিক্ষেপ করা হয়। একটি মোটা কার্ডবোর্ড দিয়ে তৈরি এবং এর ওজন ২০০ গ্রাম, একটি পাতলা কাগজ দিয়ে তৈরি এবং ওজন ৪০ গ্রাম। কোন কাগজের প্লেন দ্রুত উড়ে?",Option 2,কার্ডবোর্ডের বিমান,কাগজের বিমান
132,মাহির ওজন ৪৮০ কেজি*মি*সে^-২ যেখানে তার বন্ধু মুসার ওজন ৬৫০ N। যার ভর কম হওয়ার সম্ভাবনা আছে?,Option 1,মাহি,মুসা
133,জিম একটি ট্রাক এবং একটি গাড়ি উভয়েরই মালিক। ট্রাকের ওজন গাড়ির থেকে ১৩০২৫ কেজি বেশি। গ্যাসের প্যাডেলে চাপ দিলে কোন গাড়িটি বেশি গতিতে ত্বরান্বিত হবে?,Option 2,ট্রাক,গাড়ী
134,মহসিন এবং মরিয়ম পার্কের চারপাশে তাদের বাইক চালানোর সিদ্ধান্ত নেয়। তারা একই পথ অনুসরণ করে কিন্তু মহসিন ৪.৫ মি/সেকেন্ড বেগে তার বাইক চালায় এবং মরিয়ম ৩.৪ মি/সেকেন্ড বেগে রাইড করে। দশ মিনিট পর কে বেশি দূরত্ব অতিক্রম করবে?,Option 1,মহসিন,মামলা
135,একই শস্যাগার থেকে দুটি ঘোড়া চড়ে বের হচ্ছে। সাদা ঘোড়া ধূসর ঘোড়ার মতোই গতিতে যাচ্ছে। ধূসর ঘোড়াটি ১ ঘন্টা এবং সাদা ঘোড়াটি ৫৪ মিনিটের জন্য ভ্রমণ করেছিল। কোন ঘোড়া ্বেশি দূরে গেল?,Option 2,সাদা ঘোড়া,ধূসর ঘোড়া
136,জ্যাসপার তার ভাগ্নেকে নিয়ে যাচ্ছে পার্কে। তার ভাগ্নি পাঁচ বছরের বড় এবং তার ওজন ৩০ কেজি যেখানে তার ভাগ্নের ওজন ২০ কেজি। কার মাধ্যাকর্ষণ বল বেশি হবে?,Option 1,ভাগ্নির,ভাগ্নের
137,যদি একজন স্কেটার একটি মাঠে ৩৪ মিটার/সেকেন্ড এবং একটি স্কেট পার্কে ২২ মিটার/সেকেন্ড গতিতে রাইড করে তাহলে এর মানে হল যে _____ বেশী রুক্ষ?,Option 1,স্কেট পার্ক,মাঠ
138,একটি রোবট ১০ সেকেন্ডে টাইলস এবং ১৪ সেকেন্ডে প্লাশ কার্পেট পরিষ্কার করে কারণ এটিতে ঘর্ষণ?,Option 2,বেশী,কম
139,"একটি বিড়াল এবং একটি কুকুর উভয়ই ৫ মাইল বেগে দৌড়ায়। যদি বিড়াল ২৭ মিনিট এবং কুকুর ১৪ মিনিট দৌড়ায়, তাহলে কোনটি বেশি দূরত্ব অতিক্রম করবে?",Option 1,বিড়াল,কুকুর
140,"গাড়ি চালিয়ে, মেরি জানতে পেরেছিলেন যে জঙ্গলের ঘর্ষণ সহগ ০.৭, যেখানে মাঠের সহগ ১.২ এর ১০% রয়েছে তার গাড়িটি কোথায় দ্রুত চলেছে?",Option 2,জঙ্গল,মাঠে
141,একই শস্যাগার থেকে দুটি ঘোড়া চড়ে বের হচ্ছে। সাদা ঘোড়া ধূসর ঘোড়ার মতোই গতিতে যাচ্ছে। ধূসর ঘোড়াটি ১ ঘন্টা ৩০ মিনিটের জন্য ভ্রমণ করেছিল এবং সাদা ঘোড়াটি ৩ ঘন্টা ৪৮ মিনিটের জন্য ভ্রমণ করেছিল। কোন ঘোড়া বেশী দূর গেল?,Option 1,সাদা ঘোড়া,ধূসর ঘোড়া
142,একটি ঘোড়দৌড়ের ঘোড়া এবং একটি ঘোড়ার গাড়ি উভয়ই একই সময়ে সেলুন থেকে প্রস্থান করে। ঘোড়ার গাড়ির গতি ২১ মি/সে এবং ঘোড়দৌড়ের ঘোড়ার গতি ৩৪ মি/সে। পরবর্তী শহরে কোনটি শেষে পৌঁছাবে?,Option 1,ঘোড়ার গাড়িটি পরবর্তী শহরে পৌঁছতে বেশী সময় নেবে,ঘোড়দৌড়ের ঘোড়াটি পরবর্তী শহরে পৌঁছাতে বেশী সময় নেবে
143,টমি তার বড় ভাইকে পুলের দিকে নিয়ে গেল। টমি ১৭ মি/সেকেন্ড বেগে ডাইভ করতে পারে এবং তার ভাই ৩৯ মি/সেকেন্ড বেগে ডাইভ করতে পারে। কে আগে ডাইভ শেষ করবে?,Option 2,টমি,তার ভাই
144,ঘোড়াটি ডার্বি ট্র্যাকে ৩ মি/সেকেন্ড গতিতে এবং জঙ্গলে ২৪৫ সেমি/সেকেন্ড গতিতে চলে কারণ জঙ্গলে আছে?,Option 1,বেশী বাধা,কম বাধা
145,মাছটি জলের মধ্য দিয়ে ১৩ মিটার/সেকেন্ড এবং জেলোর মধ্য দিয়ে ৬ মিটার/সেকেন্ড গতিতে যায় কারণ _____ বেশী মসৃণ?,Option 2,জেলো,জল
146,যদি একজন স্কেটার রাস্তায় ২৭ মি/সে গতিতে এবং একটি স্কেট পার্কে ২৯ মি/সে গতিতে রাইড করে তাহলে এর মানে হল _____ কম মসৃণ?,Option 2,স্কেট পার্ক,রাস্তা
147,"জন এবং স্টিভেন একটি পরীক্ষা করার সিদ্ধান্ত নিয়েছে। তারা ৮০০ গ্রাম ওজনের একটি ইট এবং ৪ গ্রাম ওজনের একটি নুড়ি নিয়ে জানালা দিয়ে ফেলে দেয়, যখন তারা নীচে তাকালো তখন তারা আবিষ্কার করেছিল যে নুড়িটি ইটের চেয়ে পরে মেঝেতে পৌঁছেছে কারণ কি?",Option 1,নুড়িটির ভর কম,ইটের ভর কম
148,একটি চিতা ৪৫ মিটার/ঘন্টা বেগে দৌড়ায় আর কুকুর ২ কিমি/ঘন্টা বেগে দৌড়ায় তাই কুকুরের কেমন সময় লাগবে?,Option 1,কম সময়,বেশী সময়
149,"টেড পার্কে তার বাইক চালাচ্ছিলেন। যখন তিনি সিমেন্টের পথে ছিলেন, তিনি ২৮ মিনিটে পার্কের চারপাশে জিপ করতে সক্ষম হন এবং ঘাসের উপর তিনি ১৭ মিনিট সময় নেন। বাইকটি বেশি গরম হয়ে যাবে কোথায়?",Option 1,সিমেন্ট পথ,ঘাস
150,বিলি এবং জিমি একদিন বাড়িতে দৌড়ানোর সিদ্ধান্ত নেয়। জিমি ২০ মিনিটে বাড়ি ফিরে আসে এবং বিলি ৮২ মিনিট সময় নেয়। কে অধিক ধীর?,Option 2,জিমি,বিলি
151,একটি ছোট ছেলে হলওয়ের নিচে তার দুটি রাবারের বল গড়িয়েছে। লাল বল ১ মিনিট পরে থামল। নীলটি ৫৭ সেকেন্ড পরে থামল। কোনটি সবচেয়ে দূরে গড়িয়ে গেলো?,Option 1,লাল বল,নীল বল
152,মাছটি জলের মধ্যে দিয়ে ১২ মি/সেকেন্ড গতিতে এবং জেলোর মধ্য দিয়ে ৬০০ সেমি/সেকেন্ড গতিতে চলে যায় কারণ কোনটি বেশী মসৃণ?,Option 2,জেলো,জল
153,"বব রাস্তার বাতি থেকে ২৯০ সেমি দূরে ছিল। তিনি একটু সরেছেন এবং এখন তিনি ১৫ মিটার দূরে, তিনি লক্ষ্য করেছেন যে বাতিটি _____ দেখাচ্ছে?",Option 2,উজ্জ্বল,অনুজ্জ্বল
154,জিম ১ ইঞ্চি প্রস্থের একটি পুরু বর্ম পড়েন। জ্যাক মাত্র ৩ সেন্টিমিটারের একটি সুতির শার্ট পড়েছে। কোনটি একটা বুলেট থামাবে?,Option 1,বর্ম,শার্ট
155,"ডিলান একটি নুড়ি (যার ভর ০.২ কেজি ) এবং বাস্কেটবল (যার ভর ১ কেজি), জানালার বাইরে নিক্ষেপ করেন। _____ এর একটি শক্তিশালী মাধ্যাকর্ষণ টান ছিল কারণ এর ভর বেশি?",Option 2,নুড়ি,বাস্কেটবল
156,লিসা দুটি মডেলের রকেট নিয়ে খেলছিল। তিনি একই সময়ে রকেট দুটি আঁকাশে নিক্ষেপ করলে ৩০ সেকেন্ড পরে কালোটি মাটি থেকে ৩০ মিটার উপরে এবং লালটি মাটি থেকে ১৮ মিটার উপরে ছিল। কোনটির গতি বেশি ছিল?,Option 2,লালটির,কালোটির
157,টিনা তার দুটি কুকুরের দৌড় দিচ্ছে। গ্রেহাউন্ডের ওজন ৮৪ পাউন্ড এবং রটওয়েলারের ওজন ১২৮ পাউন্ড। কোনটি বেশী দ্রুত যেতে পারবে?,Option 2,রটওয়েলার,গ্রেহাউন্ড
158,টিনা এবং মিনা দুজনেই হাইওয়েতে একই গতিতে যাচ্ছে। টিনা ১২ মিনিট ৫৬ সেকেন্ড এবং মিনা ৩৬ মিনিট ৪৮ সেকেন্ড ড্রাইভ করেন। কে বেশী দূর যাবে?,Option 2,টিনা,মিনা
159,বব ইউএসপিএস এর মাধ্যমে একটি প্যাকেজ এবং ইউপিএস এর মাধ্যমে একটি প্যাকেজ পাঠিয়েছে। তিনি যে প্যাকেজটি ইউপিএসের মাধ্যমে পাঠিয়েছিলেন তা ৪ দিনের মধ্যে পৌঁছেছে এবং ইউএসপিএসের মাধ্যমে ২ সপ্তাহের মধ্যে পৌঁছেছে। কোন পার্সেল পরিষেবা ধীর ছিল?,Option 1,ইউএসপিএস ধীর ছিল,ইউপিএস ধীর ছিল
160,"জেড তার বন্ধু টাইলারের বিরুদ্ধে একটি রেস জেতার চেষ্টা করছে। জেড ২৬০ পাউন্ড, এবং টাইলার ৬৫ কেজি। দৌড়ের সময়, কে দ্রুত গতি বাড়াবে?",Option 2,জেড,টাইলার
161,একটা কুকুর পাড়ায় ঘুরতে পছন্দ করত। মঙ্গলবার কুকুরটি ১ ঘন্টা ৪৫ মিনিটের জন্য রাস্তায় নেমেছিল এবং বুধবার কুকুরটি রাস্তায় নেমেছিল কিন্তু ৩০ মিনিট পরে থামে। কুকুরটি কোনদিনে রাস্তায় বেশি দূর হেঁটেছিল?,Option 1,মঙ্গলবারে,বুধবারে
162,একটি শহরের ফায়ার চিফ লক্ষ্য করেছেন যে তার ফায়ার ইঞ্জিন জনাকীর্ণ রাস্তায় ১৩ কিমি ঘন্টা এবং খোলা রাস্তায় ২৮ কিমি ঘন্টা গতিতে চলতে পারে। তিনি এই তথ্য ব্যবহার করে নির্ণয় করেছেন যে _____ আরো মসৃণ আছে?,Option 2,জনাকীর্ণ রাস্তা,খোলা রাস্তা
163,"একটি রেস কার এবং একটি পিকআপ উভয়ই একই গতিতে হাইওয়েতে চলেছিল। রেস কারের চালক ক্লান্ত হয়ে পড়ে এবং ১৫ মিনিট পরে পার্ক করে, যখন পিকআপের চালক আরও ১৫ মিনিট চালিয়ে যান। কোন যানটি শেষ পর্যন্ত বেশি দূরত্ব অতিক্রম করেছে?",Option 2,রেস গাড়ী,পিকআপ
164,"মহসিনের ট্রাকের গড় গতি ২৩ মি/সে এবং তার গাড়ির গতি ৩৮ মি/সে. যদি তিনি ফ্রিওয়েতে এক ঘন্টার জন্য উভয়ই গাড়ি চালান, তবে কোনটি কম দূরত্ব অতিক্রম করবে?",Option 1,ট্রাক,গাড়ী
165,মহসিন এবং মরিয়ম পার্কের চারপাশে তাদের বাইক চালানোর সিদ্ধান্ত নেয়। তারা একই পথ অনুসরণ করে কিন্তু মহসিন ২১ মাইল/ঘণ্টা বেগে তার বাইক চালায় এবং মরিয়ম ১৪ মাইল/ঘন্টা বেগে রাইড করে। দশ মিনিট পর কে কম দূরত্ব অতিক্রম করবে?,Option 2,মহসিন,মরিয়ম
166,একটি চিতা ৪৫ কিমি/ঘন্টা বেগে দৌড়ায় আর কুকুর ২ কিমি/ঘন্টা বেগে দৌড়ায় তাই চিতার কেমন সময় লাগবে?,Option 1,কম সময়,বেশী সময়
167,টমি তার বড় ভাইকে পুলের দিকে নিয়ে গেল। টমি ৪৯ মিটার/সেকেন্ড বেগে ডুব দিতে পারে এবং তার ভাই ২৫ মিটার/সেকেন্ড বেগে ডাইভ করতে পারে। কে আগে ডাইভ শেষ করবে?,Option 1,টমি,ভাই
168,"একটি বিড়াল এবং একটি কুকুর উভয়ই ৫ মাইল বেগে দৌড়ায়। যদি বিড়াল ২ মিনিটের জন্য এবং কুকুর ৪৫ সেকেন্ডের জন্য দৌড়ায়, তাহলে কোনটি বেশি দূরত্ব অতিক্রম করবে?",Option 1,বিড়াল,কুকুর
169,একটা কুকুর পাড়ায় ঘুরতে পছন্দ করত। মঙ্গলবার কুকুরটি ৪৫ মিনিটের জন্য রাস্তায় নেমেছিল এবং বুধবার কুকুরটি রাস্তায় নেমেছিল কিন্তু ১ ঘন্টা ৩০ মিনিটের পরে থামে। কুকুরটি কোনদিন রাস্তায় বেশি দূর হেঁটেছিল?,Option 2,মঙ্গলবারে,বুধবারে
170,লিন্ডা এবং মেলিন্ডা একটি হ্রদ জুড়ে কায়াক করার সিদ্ধান্ত নিয়েছে। লিন্ডা এটি ৪ সেকেন্ডে লেক জুড়ে এবং মেলিন্ডা ১৫ সেকেন্ডে এটি করেছিলেন। তাদের মধ্যে কে অন্যের মতো দ্রুত যায় নি?,Option 2,লিন্ডা,মেলিন্ডা
171,টমি তার বড় ভাইকে পুলের দিকে নিয়ে গেল। টমি ৪ মি/সেকেন্ড বেগে ডাইভ করতে পারে এবং তার ভাই ১০ মি/সেকেন্ড বেগে ডাইভ করতে পারে। কে আগে ডাইভ শেষ করবে?,Option 2,টমি বা,ভাই
172,কেটের নৌকার প্রপেলারটি সমুদ্রে ৩৪০০ আরপিএম এবং নদীতে ৬৭০০ আরপিএম গতিতে চলেছিল। এর মানে প্রপেলার বেশী গরম হয়?,Option 2,সাগর,নদী
173,"জো রাতে শহরে ফিরে আসছে। ১৪ কিমি দূরে থেকে জো শহরের কাছাকাছি ২.৫ কিমি দূরে গেলে, তার কাছে শহরের লাইটগুলোকে মনে হবে আরো _____।",Option 2,অনুজ্জ্বল,উজ্জ্বল
174,আমি একটি গাড়িতে ৩৯ সেমি/সেকেন্ড গতিতে এবং সাইকেলে ২ মি/সেকেন্ড গতিতে ভ্রমণ করতে পারি। কোনটি ধীর?,Option 2,সাইকেল,গাড়ী
175,"পুকুরে কচ্ছপের সাঁতারের গতি ২ মি/সে, যখন সাগরে ৫১ সেমি/সে হয় কারণ _____ বেশী মসৃণ হয়।",Option 1,পুকুর,মহাসাগর
176,জিম্বো জানে যে তার মার্বেলের ভর ৬ গ্রাম এবং পাথরের ভর ১৪ গ্রাম। এর মানে?,Option 2,মার্বেলের মাধ্যাকর্ষণ শক্তি বেশি,শিলার মাধ্যাকর্ষণ শক্তি বেশী
177,যদি একটি ট্রেন ০.৪ কিমি প্রতি ঘন্টা এবং একটি বাইক ০.১২ কিমি ঘন্টা বেগে চলে তাহলে বাইকটি যাবে?,Option 2,বেশী দূরত্ব,কম দূরত্ব
178,টিমের রিংটি মাঠে ৮.১ সেমি এবং মেঝেতে ৩.২ সেন্টিমিটার ঘূর্ণায়মান। কোনটি বেশী মসৃণ?,Option 2,মেঝে,মাঠ
179,"জো একটি বারে কাজ করত। বারটির একদিকে একটি কাচের কাউন্টার এবং অন্যদিকে একটি কাঠের কাউন্টার ছিল। যখন কাচের কাউন্টার বরাবর একটি গ্লাস পিছলে, তিনি লক্ষ্য করেন যে এটি কাঠের কাউন্টারে ০.১২ মিটার এবং কাচের কাউন্টারে ০.২০ মিটার পিছলে গেছে। এর কারণ _____ বেশী মসৃণ?",Option 1,গ্লাস কাউন্টার,কাঠের কাউন্টার
180,"গাড়ি চালিয়ে, মেরি জানতে পেরেছিলেন যে জঙ্গলের ঘর্ষণ সহগ ০.৭, যেখানে রাস্তায় জঙ্গলের তুলনায় ০.১ বেশি। তার গাড়ির বেগ কোথায় বেশী?",Option 1,জঙ্গল,টুন্ড্রা
181,"যদি একটি নৌকার গতি ৪ মিটার/সেকেন্ড হয় এবং একটি সাবমেরিনের গতি ৪৭ মিটার/সেকেন্ড হয়, তাহলে কোন নৌযানটির একই যাত্রা করতে বেশি সময় লাগবে?",Option 1,নৌকা,সাবমেরিন
182,টিনা তার দুটি কুকুরের দৌড় দিচ্ছে। গ্রেহাউন্ডের ওজন ৬০ পাউন্ড এবং রটওয়েলারের ওজন ১০০ পাউন্ড। কোনটি বেশী দ্রুত যেতে পারবে?,Option 2,রটওয়েলার,গ্রেহাউন্ড
183,"ডগ তার বাইসাইকেলে তার বাড়ি থেকে বন্ধুর বাড়িতে ভ্রমণ করে এবং সে এক সেকেন্ডে ১০০ মিটার যেতে পারে এবং যখন সে পায়ে হেঁটে একই ট্রিপ করে, তখন সে সেকেন্ডে ৪০ মিটার অতিক্রম করে। কম পদ্ধতিতে ডগ তাড়াতাড়ি তার বন্ধুর বাড়িতে যাবে?",Option 2,হেঁটে,সাইকেলে
184,"একটি কাউবয় এবং একটি হিপ্পি উভয়ই সান ফ্রান্সিসকোতে হাঁটছিল, এবং তারা একই উচ্চতা হওয়ায় একই গতিতে হাঁটছিল। যাইহোক, কাউবয় ভোর ৪ টায় উঠে এবং ৬ টায় হাঁটা শুরু করেছিল যেখানে হিপ্পি সকাল ৮ টায় হাঁটতে শুরু করেছিল। এখন দুপুর, আর?",Option 2,কাউবয় কম দূরত্ব ভ্রমণ করেছে,হিপ্পি কম দূরত্ব ভ্রমণ করেছে
185,"পুকুরে কচ্ছপের সাঁতারের গতি ৫ মি/সে, যখন সাগরে ২ মি/সে হয় কোনটি অধিক মসৃণ?",Option 1,পুকুর,মহাসাগর
186,"জেসন লক্ষ্য করেছেন যে তার এটিভি বরফের উপর ৫৮ কিমি প্রতি ঘন্টা এবং বালির উপর ৩৯ কিমি ঘন্টা গতিতে চলে। বালিতে ধীরে চলে কেননা, বালি _____?",Option 1,বেশী প্রতিরোধী,কম প্রতিরোধী
187,"একটি বিড়াল এবং একটি কুকুর উভয়ই ৫ মাইল বেগে দৌড়ায়। যদি বিড়াল ১ মিনিট এবং কুকুর ১.৫ মিনিট দৌড়ায়, তাহলে কোনটি বেশি দূরত্ব অতিক্রম করবে?",Option 2,বিড়াল,কুকুর
188,একটি ময়লা ক্ষেত্রে ঘূর্ণায়মান একটি অ্যাগেট ৩৮ সেমি/সেকেন্ড গতিতে চলে এবং একটি খালি গুহায় ঘূর্ণায়মান ১২৫ সেমি/সেকেন্ড গতিতে চলে। কোথায় এগেট আরও বেশি দূরত্বে গড়িয়ে যাবে?,Option 2,ময়লা ক্ষেত্র,খালি গুহা
189,একটি বিড়াল নদীর মধ্য দিয়ে ১২.৫৭ মিটার/সেকেন্ড এবং জঙ্গলের মধ্য দিয়ে ৩২.৯৪ মিটার/সেকেন্ড গতিতে চলে। এর মানে বিড়াল কম বাধা পায়?,Option 1,জঙ্গলে,নদীতে
190,টমি তার বড় ভাইকে পুলের দিকে নিয়ে গেল। টমি ৩৩০ সেমি/সেকেন্ড গতিতে ডুব দিতে পারে এবং তার ভাই ২ মি/সেকেন্ড বেগে ডুব দিতে পারে। কে আগে ডাইভ শেষ করবে?,Option 1,টমি,ভাই
191,সারার একজন প্রতিবেশী সিঁড়িতে কুকুরের খাবার ছড়িয়ে দিয়েছে। কুকুরের খাবারের টুকরা তিনটি সিঁড়িতে এবং সমস্ত অবতরণ জুড়ে রয়েছে। সারাহ পাগল হয়ে যায় এবং কুকুরের খাবারের এক টুকরোকে লাথি দেয়। কুকুরের খাবার সিঁড়ির এক পাশ থেকে কাঠের তক্তা জুড়ে উড়ে যায় যা ৩ মিটার লম্বা ছিল। কুকুরের খাবার প্রতিবেশীর দরজার মাদুরে পৌঁছে যায়। এটি শুধু দরজার মাদুর জুড়ে ৪ ইঞ্চি সরে যায় এবং তারপর থেমে যায়। কুকুরের খাবার দরজার মাদুর জুড়ে কেন আরও সরে গেল না?,Option 1,দরজার মাদুর একটি কাটাযুক্ত পৃষ্ঠ,সিঁড়ি অবতরণ একটি কাটাযুক্ত পৃষ্ঠ
192,একটি ঝিঁঝিঁপোকা সেকেন্ডে ৫ মিটার এবং একটি মুরগি সেকেন্ডে ৮৯ মিটার যেতে পারে। যদি উভয়ই একই যাত্রা করে তবে কোনটি পরে আসবে?,Option 2,মুরগি,ঝিঁঝিঁপোকা
193,একটি বিলিয়ার্ড বলের ভর ২২ আউন্স এবং বাস্কেটবলের ভর ৭ আউন্স। কোন বলের মাধ্যাকর্ষণ ক্ষেত্র বেশি?,Option 1,বিলিয়ার্ড বলের,বাস্কেটবলের
194,একটি ট্রেন শহরের ট্র্যাকে ১২০ কিমি/ঘন্টা এবং গ্রামের ট্র্যাকে ৯৮ কিমি/ঘন্টা বেগে চলে। এর মানে কি ট্রেন চলার জন্য বেশী গরম হয়?,Option 2,শহরের ট্র্যাক,গ্রামের ট্র্যাক
195,খালি সিমেন্ট ট্রাকের ওজন প্রায় ৩৩০০০ পাউন্ড। পরে ট্রাকে ৩৮ কেজি ওজনের ৩৪ ব্যাগ সিমেন্ট রাখা হয়। এটি বেশী _____ চলে যখন সিমেন্টের ব্যাগ ছাড়াই চলছিল?,Option 1,দ্রুত,ধীর
196,বিল ৪৮ কেজি ভরের একটি পাথর এবং ৪০০ গ্রাম ভরের একটি নুড়ি নিক্ষেপ করে। নুড়ি পাথরের চেয়ে অনেক ধীরগতিতে পড়ে মানে?,Option 2,ওজন বেশি,ওজন কম
