Q No.,Premise,Hypothesis,Answer
114,জিল একটি বাস্কেটবল খেলার জন্য তার ৬৬-এর কম - ব্যক্তি শ্রেণিকে সমান আকারের দুটি দলে ভাগ করছে,জিল একটি বাস্কেটবল খেলার জন্য তার ১৬-ব্যক্তি শ্রেণীকে সমান আকারের দুটি দলে ভাগ করছে,neutral
115,"মিয়ামি বিমানবন্দর ব্যবহার করা এই ধরনের যাত্রীর সংখ্যা যদি কেনেডি বিমানবন্দর ব্যবহার করা সংখ্যার ৫/৪ এবং লোগান বিমানবন্দর ব্যবহার করা সংখ্যার ৩ গুণের কম হয়, তাহলে সেই বছর এই যাত্রীদের মধ্যে আনুমানিক কত মিলিয়ন লোক লোগান বিমানবন্দর ব্যবহার করেছিল?","মিয়ামি বিমানবন্দর ব্যবহার করা এই ধরনের যাত্রীর সংখ্যা যদি কেনেডি বিমানবন্দর ব্যবহার করা সংখ্যার ১/৪ এবং লোগান বিমানবন্দর ব্যবহার করা সংখ্যার ৩ গুণ হয়, তাহলে সেই বছর এই যাত্রীদের মধ্যে আনুমানিক কত মিলিয়ন লোক লোগান বিমানবন্দর ব্যবহার করেছিল?",neutral
116,শারুক প্রতি মিনিটে ৫ শব্দ হারে টাইপ করলে ২৫ শব্দ টাইপ করতে কত মিনিট লাগবে?,শারুক প্রতি মিনিটে ৫ শব্দ হারে টাইপ করলে ৬৫ শব্দ টাইপ করতে কত মিনিট সময় লাগবে?,contradiction
117,মেলানি বাগান থেকে ৭.০ বরই এবং ৪.০ কমলা বাছাই করেছে এবং স্যাম তাকে ৩.০ বরই দিয়েছে,তার এখন ১৪.০ বরই আছে,contradiction
118,"যদি তাদের বাড়ির মধ্যে দূরত্ব ৬০ কিলোমিটার হয়, ম্যাক্সওয়েলের হাঁটার গতি হয় ৪ কিমি/ঘন্টা, এবং ব্র্যাডের দৌড়ের গতি ৬ কিমি/ঘন্টা হয়, তাহলে ব্র্যাডের ভ্রমণের দূরত্ব কত?","যদি তাদের বাড়ির মধ্যে দূরত্ব ৬০ কিলোমিটারের বেশি হয়, ম্যাক্সওয়েলের হাঁটার গতি হয় ৪ কিমি/ঘন্টা, এবং ব্র্যাডের দৌড়ের গতি ৬ কিমি/ঘন্টা হয়, তাহলে ব্র্যাডের ভ্রমণের দূরত্ব কত?",contradiction
119,"শেখর গণিত, বিজ্ঞান, সামাজিক অধ্যয়ন, ইংরেজি এবং জীববিদ্যায় যথাক্রমে ৪৬, ৬৫, ৮২, ৬৭ এবং ৯৫ নম্বর পেয়েছেন","শেখর গণিত, বিজ্ঞান, সামাজিক অধ্যয়ন, ইংরেজি এবং জীববিদ্যায় যথাক্রমে ৭৬, ৬৫, ৮২, ৬৭ এবং ৯৫ নম্বর পেয়েছেন।",neutral
120,তার বয়স হবে টমের থেকে ৮/৩ গুণ কম হবে ৬ বছর,তার বয়স হবে টমের থেকে ৫/৩ গুণ ৬ বছর,neutral
121,স্যান্ডি যদি ১৮ কিমি/ঘন্টা বেগে দৌড়ায় তাহলে স্যান্ডির ১০০ মিটারের বেশি দূরত্ব অতিক্রম করতে কত সেকেন্ড সময় লাগবে?,"স্যান্ডির ৬০০ মিটার দূরত্ব অতিক্রম করতে কত সেকেন্ড সময় লাগে, যদি স্যান্ডি ১৮ কিমি/ঘন্টা বেগে দৌড়ায়?",neutral
122,জন ইয়েলো-টাউন থেকে সবুজ-ক্ষেত্র পর্যন্ত ৮০% পথ ট্রেনে করে ৮০ মাইল প্রতি ঘন্টার গতিতে ভ্রমণ করেছেন,জন ইয়েলো-টাউন থেকে গ্রিন-ফিল্ড পর্যন্ত ১০% এরও বেশি পথ ট্রেনে করে ঘণ্টায় ৮০ মাইল বেগে ভ্রমণ করেছেন,Entailment
123,তাদের বয়সের অনুপাত ৮ : ৯ এর কম হলে স্যান্ডির বয়স কত?,তাদের বয়সের অনুপাত ৭ : ৯ হলে স্যান্ডির বয়স কত?,neutral
124,মেরিকে কয়টি কমলা ফেরত দিতে হবে যাতে তার রাখা ফলের টুকরোগুলোর গড় মূল্য ৪৫ ¢ হয়?,মেরিকে কয়টি কমলা ফেরত দিতে হবে যাতে তার রাখা ফলের টুকরোগুলোর গড় মূল্য ৭৫ ¢ থেকে কম হয়?,Entailment
125,"যদি এখন থেকে পাঁচ বছর পরে, তাদের বয়সের যোগফল হবে ৫১, স্টেফানির বয়স কত?","যদি এখন থেকে পাঁচ বছর পরে, তাদের বয়সের যোগফল ৭১-এর কম হয়, তাহলে স্টেফানির বয়স কত?",Entailment
126,"ব্যাঙ্গালোরে আমার বাংলোতে আমার একটি সুন্দর গোলাপের বাগান আছে। বাগানের চার পাশে ৭০, ১৬, ১২ এবং ১০ রডের কম বলে জানা যায়।","ব্যাঙ্গালোরে আমার বাংলোতে আমার একটি সুন্দর গোলাপের বাগান আছে।
বাগানের চার পাশে ২০, ১৬, ১২ এবং ১০ রড বলে জানা যায়।",neutral
127,"রেনু একটি কাজ ৮ দিনে করতে পারে, কিন্তু তার বন্ধু সুমার সাহায্যে, সে ৩ দিনে করতে পারে","রেনু একটি কাজ ৭ দিনের বেশি করতে পারে, কিন্তু তার বন্ধু সুমার সাহায্যে সে কাজটি করতে পারে ৩ দিনে।",Entailment
128,"স্বাধীনভাবে কাজ করা, অ্যান করতে পারেন
৯ ঘন্টার মধ্যে একই কাজ","স্বাধীনভাবে কাজ করা, অ্যান একই কাজ ৭ ঘন্টার মধ্যে করতে পারে",contradiction
129,"ভূমিকম্পটিকে ২১২,০০০-এরও বেশি মানুষ মারা, ৩০০,০০০ আহত এবং ৩ মিলিয়নের শহর এবং আশেপাশের সম্প্রদায়ের ১ মিলিয়নেরও বেশি গৃহহীন হওয়ার জন্য দায়ী করা হয়।","ভূমিকম্পে ২১২,০০০ জনেরও বেশি মানুষ নিহত হয়েছে, কাছাকাছি শহরে ১ মিলিয়নেরও বেশি গৃহহীন হয়েছে",Entailment
130,"কত উপায়ে আপনি একটি বেঞ্চে ৪ জনকে বসাতে পারেন যদি তাদের মধ্যে একজন, রোহিত, মাঝখানের সিটে বা উভয় প্রান্তে বসতে না চান?","কত উপায়ে আপনি একটি বেঞ্চে ৪ জনের বেশি লোক বসাতে পারেন যদি তাদের মধ্যে একজন, রোহিত, মাঝখানে বা উভয় প্রান্তে বসতে না চান?",contradiction
131,গুনার পার্লারে ৮টি ফ্লেভারের আইসক্রিম রয়েছে,গুনার পার্লারে আটটিরও বেশি ফ্লেভারের আইসক্রিম রয়েছে,contradiction
132,গতকাল সিটি এ থেকে সিটি বি যেতে রবার্টের ১ ঘণ্টার বেশি সময় লেগেছে,গতকাল সিটি এ থেকে সিটি বি যেতে রবার্টের ৪ ঘন্টা লেগেছিল,neutral
133,"জোন্স এলিমেন্টারির ছেলেরা যদি মোট স্কুল জনসংখ্যার x ছাত্রদের ৬০% এর বেশি হয়, তাহলে x কত?","জোন্স এলিমেন্টারির ছেলেরা যদি x ছাত্রদের মোট স্কুল জনসংখ্যার ৭০% হয়, তাহলে x কত?",neutral
134,সুরেশ ১৫ ঘন্টার মধ্যে একটি কাজ সম্পূর্ণ করতে পারে,সুরেশ ৭৫ ঘন্টারও কম সময়ে একটি কাজ সম্পূর্ণ করতে পারে,Entailment
135,ফেডারেল সরকার মধ্য-পশ্চিমাঞ্চলীয় দুর্যোগে ক্ষতিগ্রস্তদের আবাসনের জন্য করদাতাদের $ ৫০০ ছাড়ের অনুমতি দেয়।,আপনি যদি মিডওয়েস্টার্ন বিপর্যয়ের শিকার হন তবে IRS $ ৫০০ ট্যাক্স ছাড় দেয়,Entailment
136,নীতিন ৬% পি হারে কিছু টাকা ধার নিয়েছিল,নিতিন ৩% এর বেশি হারে কিছু টাকা ধার নিয়েছিল,Entailment
137,"নিউ আইবেরিয়া রিসার্চ সেন্টার এনআইএইচ থেকে ৩৭ মিলিয়ন ডলারের বেশি অনুদান পেয়েছে, কেন্দ্রের ওয়েব সাইট অনুসারে।","লুইসিয়ানার নতুন আইবেরিয়া গবেষণা কেন্দ্রে ৬,৫০০ টিরও বেশি প্রাইমেট রয়েছে",neutral
138,দুই যমজ বোন সীতা এবং গীতা পিছনে পিছনে দাঁড়িয়ে ছিল এবং হঠাৎ তারা ২০ কিলোমিটারেরও কম সময় ধরে বিপরীত দিকে ছুটতে শুরু করে।,দুই যমজ বোন সীতা এবং গীতা পিছনে পিছনে দাঁড়িয়ে ছিল এবং হঠাৎ তারা ১০ কিমি পর্যন্ত বিপরীত দিকে ছুটতে শুরু করে।,neutral
139,জ্যাক ৩টির বেশি আপেল নিতে চায়,জ্যাক ৫টি আপেল নিতে চায়,neutral
140,"একটি পরীক্ষায়, অমর ৬৪ শতাংশ, ভবন ৩৬ শতাংশ এবং চেতন ৪৪ শতাংশ নম্বর পেয়েছে।","একটি পরীক্ষায়, অমর ১৪ শতাংশের বেশি, ভবন ৩৬ শতাংশ এবং চেতন ৪৪ শতাংশ নম্বর পেয়েছে।",Entailment
141,"`` জেফারসন '' হাই স্কুলের জীববিজ্ঞান ল্যাবে ৫.৪ * ১০^৬ জীবাণু আছে, ১০,৮০০টি পেট্রি ডিশের মধ্যে সমানভাবে বিভক্ত","`` জেফারসন ' হাই স্কুলের জীববিজ্ঞান ল্যাবে ৫.৪ * ১০^৬ এর বেশি জীবাণু রয়েছে, ১০,৮০০টি পেট্রি ডিশের মধ্যে সমানভাবে বিভক্ত",contradiction
142,"বিবৃতিতে বলা হয়েছে, এক্সপ্লোরার অফ দ্য সিজের ৩,০৫০ জন যাত্রীর মধ্যে ২৮১ জন এবং ১,১৬৫ জন ক্রু সদস্যের মধ্যে ২২ জন বমি ও ডায়রিয়ায় আক্রান্ত হয়েছেন।",এক্সপ্লোরার অফ সিস-এ ২৮১ যাত্রী এবং ২২ জন ক্রু গ্যাস্ট্রোইনটেস্টাইনাল সমস্যার রিপোর্ট করেন,Entailment
143,অ্যান্ডি একটি গণিত অনুশীলনে ৭৫ থেকে ১২৫ সমন্বিত সমস্যার সমাধান করে,অ্যান্ডি একটি গণিত অনুশীলনে ২৫ থেকে ১২৫ সমন্বিত সমস্যার সমাধান করে,contradiction
144,একটি ট্রেন দিল্লি ছাড়ে ৪টারও বেশি সময়,একটি ট্রেন দিল্লি ছাড়ে ৯টায়,neutral
145,মরগান কনস্ট্রাকশনে ৫ জনেরও কম সিনিয়র ব্যবস্থাপনা পরিচালক এবং ৪ জন ব্যবস্থাপনা পরিচালক রয়েছে,মরগান কনস্ট্রাকশনের ৪ জন সিনিয়র ব্যবস্থাপনা পরিচালক এবং ৪ জন ব্যবস্থাপনা পরিচালক রয়েছে,neutral
146,"একদিন, রবিরাজ বাড়ি ছেড়ে ২০ কিমি দক্ষিণ দিকে সাইকেল চালান, ডান দিকে ঘুরলেন এবং ১০ কিমি সাইকেল চালান এবং ডানদিকে ঘুরলেন এবং ২০ কিমি সাইকেল চালান এবং বাম দিকে ঘুরলেন এবং ২০ কিমি সাইকেল চালান","একদিন, রবিরাজ বাড়ি ছেড়ে সাইকেল চালান ৮০ কিমি দক্ষিণ দিকে, ডানে ঘুরলেন এবং সাইকেল চালান ১০ কিমি এবং ডানে ঘুরলেন এবং ২০ কিমি সাইকেল চালান এবং বাম দিকে ঘুরলেন এবং ২০ কিমি সাইকেল চালান",contradiction
147,হায়দ্রাবাদ এবং ব্যাঙ্গালোরের মধ্যে ৮৮টিরও কম স্টেশন রয়েছে,হায়দ্রাবাদ এবং ব্যাঙ্গালোরের মধ্যে ১৮টি স্টেশন রয়েছে,neutral
148,জ্যাক এবং ক্রিস্টিনা একটি সমতল পৃষ্ঠে ১৫০ ফুট দূরে দাঁড়িয়ে আছে,জ্যাক এবং ক্রিস্টিনা একটি সমতল পৃষ্ঠে ৪৫০ ফুটেরও কম দূরে দাঁড়িয়ে আছে,Entailment
149,অলকা ১৫টা বই কিনেছে,অলকা টাকায় ৭৫টিরও কম বই কিনেছেন,Entailment
150,"গত বছর একটি নির্দিষ্ট ক্লাবের ২৮ জন সদস্য ইংল্যান্ড ভ্রমণ করেছিলেন, ২৮ সদস্য ফ্রান্সে ভ্রমণ করেছিলেন এবং ৩০ জন সদস্য ইতালিতে ভ্রমণ করেছিলেন","গত বছর একটি নির্দিষ্ট ক্লাবের ২৮ জনের বেশি সদস্য ইংল্যান্ডে ভ্রমণ করেছিলেন, ২৮ সদস্য ফ্রান্স ভ্রমণ করেছিলেন এবং ৩০ জন সদস্য ইতালি ভ্রমণ করেছিলেন",contradiction
151,শুধুমাত্র জে জেডের নয়টি মনোনয়ন তাদের শীর্ষে রয়েছে।,জে জেড নয়টি মনোনয়ন পায়,Entailment
152,"বেলিন্ডা একটি পরীক্ষায় নিম্নোক্ত স্কোর থাকলে তার গড় নম্বর গণনা করুন: ইংরেজি ভাষা, স্প্যানিশ ভাষা, সামাজিক অধ্যয়ন, চারুকলা এবং শারীরিক শিক্ষায় ৪৬, ৫০, ৬০, ৬৭ এবং ৭৯ নম্বর (১০০-এর মধ্যে)। যথাক্রমে?","বেলিন্ডা একটি পরীক্ষায় নিম্নোক্ত স্কোর থাকলে তার গড় নম্বর গণনা করুন: ইংরেজি ভাষা, স্প্যানিশ ভাষা, সামাজিক অধ্যয়ন, চারুকলা এবং শারীরিক শিক্ষায় যথাক্রমে ৮৬, ৫০, ৬০, ৬৭ এবং ৭৯ নম্বর (১০০-এর মধ্যে)?",neutral
153,৪০-গ্যালন জ্বালানী ট্যাঙ্ক সহ একটি ছোট বিমানের পাইলট ৪৮০ মাইল দূরে ক্লিভল্যান্ডে উড়তে চায়,১০-গ্যালনের বেশি জ্বালানী ট্যাঙ্ক সহ একটি ছোট বিমানের পাইলট ৪৮০ মাইল দূরে ক্লিভল্যান্ডে উড়তে চায়,Entailment
154,স্যালির ব্যাঙ্কে ৭৬০.০ কোয়ার্টার ছিল এবং সে তার কোয়ার্টারগুলির ৪১৮.০ খরচ করেছে,তার এখন ৩৪২.০ কোয়ার্টার আছে,Entailment
155,"তৃতীয় স্থানে থাকা ভ্যালেন্সিয়া স্পোর্টিং গিজনের সাথে ১-১ গোলে ড্র করার পর মাঠ হারিয়েছে, দ্বিতীয়ার্ধে জুয়ান মাতার কাছ থেকে একটি সমতা প্রয়োজন।",তৃতীয় স্থানে থাকা ভ্যালেন্সিয়া স্পোর্টিং গিজনের কাছে ১-১ গোলে ড্র করার পর মাঠ হারিয়েছে,Entailment
156,"স্যান্ডির ৬০০ মিটার দূরত্ব অতিক্রম করতে কত সেকেন্ড সময় লাগে, যদি স্যান্ডি ১৮ কিমি/ঘন্টা বেগে দৌড়ায়?",স্যান্ডি ১৮ কিমি/ঘন্টা বেগে দৌড়ালে ৬০০ মিটারের কম দূরত্ব অতিক্রম করতে কত সেকেন্ড সময় নেয়?,contradiction
157,"ওয়েন্ডি সোমবার ফেসবুকে ৭৯.০টি ছবি আপলোড করেছে এবং মঙ্গলবার সে ফেসবুকে ৪৪.০টি ছবি আপলোড করেছে, তারপর সমস্ত ছবি ৫.০টি ভিন্ন অ্যালবামে বিভক্ত করেছে",প্রতিটি অ্যালবামে ২০.১ ছবি ছিল,contradiction
158,তিনি এটিতে ২০ দিন কাজ করেন এবং তারপর রাজেশ ৩০ দিনের মধ্যে এটি শেষ করেন,তিনি এটিতে ২০ দিনেরও বেশি সময় ধরে কাজ করেন এবং তারপর রাজেশ ৩০ দিনের মধ্যে এটি শেষ করেন,contradiction
159,"ম্যাডির কাছে ৮টিরও কম আপেল আছে, যদি সে মাইকে ৩টি দেয়, তাহলে তার কতটুকু বাকি থাকবে?","ম্যাডির কাছে ৬টি আপেল আছে, যদি সে মাইকে ৩টি দেয়, তাহলে সে কয়টি আপেল রেখে যায়?",neutral
160,"ডেভিড ইংরেজি, গণিত, পদার্থবিদ্যা, রসায়ন এবং জীববিদ্যায় ৩৬, ৩৫, ৪২, ৫৭ এবং ৫৫ নম্বর (১০০-এর মধ্যে) পেয়েছে। তার গড় নম্বর কত?","ডেভিড ইংরেজি, গণিত, পদার্থবিদ্যা, রসায়ন এবং জীববিদ্যায় ৬৬, ৩৫, ৪২, ৫৭ এবং ৫৫ নম্বর (১০০-এর মধ্যে) পেয়েছে। তার গড় নম্বর কত?",contradiction
161,"ডসনকে তার ৮ম শ্রেণির পরীক্ষায় উত্তীর্ণ হতে ৩০% নম্বর পেতে হবে।
সে ৩০ নম্বর পেয়েছে এবং ৩৬ নম্বর পেয়ে ফেল করেছে।
সর্বোচ্চ নম্বর কত?",ডসনকে তার ৮ম শ্রেণির পরীক্ষায় উত্তীর্ণ হতে ২০%-এর বেশি নম্বর পেতে হবে। সে ৩০ নম্বর পেয়েছে এবং ৩৬ নম্বর পেয়ে ফেল করেছে। সর্বোচ্চ নম্বর কত?,Entailment
162,"অস্ট্রেলিয়ার ম্যাট জোনস আমেরিকান জর্জ ম্যাকনেইলের সাথে ১২-আন্ডারে ষষ্ঠ স্থানে টাই শেষ করেছেন, বিশ্বের তিন নম্বর লুক ডোনাল্ড সহ পাঁচজন খেলোয়াড়ের সাথে আরও একটি শট শেষ করেছেন।",বিশ্বের তিন নম্বর লুক ডোনাল্ড ১২-আন্ডার পার-এ ফিরে তিন শট শেষ করেন,neutral
163,"দ্রাবিড় যদি টুলটি ভাড়া দেওয়ার জন্য বিক্রয় কর ব্যতীত মোট $ ৩৮ পরিশোধ করেন, তাহলে তিনি কত ঘণ্টার জন্য ভাড়া নিয়েছেন?","যদি দ্রাবিড় টুলটি ভাড়া দেওয়ার জন্য বিক্রয় কর বাদ দিয়ে মোট $ ৮৮ এর কম দেন, তাহলে তিনি কত ঘণ্টার জন্য ভাড়া নিয়েছেন?",Entailment
164,"সর্বশেষ কংগ্রেসনাল অ্যাকশন র‍্যাঞ্চো ফিডিং কর্পোরেশনে মার্কিন যুক্তরাষ্ট্রের কৃষি বিভাগের তদন্তের জন্য ""একটি দ্রুত সমাপ্তির জন্য"" অতিরিক্ত অর্থায়নে $১ মিলিয়ন অনুমোদন করে৷",ক্যালিফোর্নিয়ার একটি কসাইখানার ইউএসডিএ তদন্তের জন্য হাউস $১ মিলিয়ন ঠিক করে,Entailment
165,নিশা ও শিল্পার বর্তমান বয়সের অনুপাত যথাক্রমে ৭ : ৮,নিশা ও শিল্পার বর্তমান বয়সের অনুপাত যথাক্রমে ৩ : ৮-এর বেশি,Entailment
166,শোভার বাবার বয়স ছিল ৩৮ বছর যখন তিনি জন্মগ্রহণ করেছিলেন এবং তার মায়ের বয়স ছিল ৩৬ বছর যখন তার ভাই তার থেকে চার বছরের ছোট জন্মগ্রহণ করেছিলেন,শোভার জন্মের সময় তার বাবার বয়স ছিল ২৮ বছরের বেশি এবং তার মায়ের বয়স ছিল ৩৬ বছর যখন তার ভাই তার থেকে চার বছরের ছোট জন্মগ্রহণ করেছিলেন,Entailment
167,অ্যাডলফো ৩৫.০ ব্লক দিয়ে একটি টাওয়ার তৈরি করেন এবং তিনি টাওয়ারে আরও ৬৫.০ ব্লক যোগ করেন,১০১.০ মোট ব্লক এখন টাওয়ারে আছে,contradiction
168,"যদি তাদের বাড়ির মধ্যে দূরত্ব ৭০ কিলোমিটারের বেশি হয়, ম্যাক্সওয়েলের হাঁটার গতি হয় ৪ কিমি/ঘন্টা, এবং ব্র্যাডের দৌড়ের গতি ৬ কিমি/ঘন্টা হয়, ব্র্যাড কত দূরত্ব অতিক্রম করেছে?","যদি তাদের বাড়ির মধ্যে দূরত্ব ৮০ কিলোমিটার হয়, ম্যাক্সওয়েলের হাঁটার গতি হয় ৪ কিমি/ঘন্টা, এবং ব্র্যাডের দৌড়ের গতি ৬ কিমি/ঘন্টা হয়, তাহলে ব্র্যাডের ভ্রমণের দূরত্ব কত?",neutral
169,বেভারলির বোতল ক্যাপ সংগ্রহের প্রতিটি বাক্সে ৩৫.০ বোতল ক্যাপ রয়েছে এবং বোতলের ক্যাপগুলি ৭.০ বাক্সে সংগঠিত হয়েছে,মোট ২৪৫.০ বোতল ক্যাপ আছে,Entailment
170,টিম এবং স্টেসিকে ১ থেকে ৫ পর্যন্ত ক্রমানুসারে সংখ্যাযুক্ত চেয়ারগুলির একটি সারিতে আসন নির্বাচন করতে হবে,টিম এবং স্টেসিকে ১ থেকে ৫ এর কম ক্রমানুসারে সংখ্যাযুক্ত চেয়ারগুলির একটি সারিতে আসন নির্বাচন করতে হবে,contradiction
171,"সান ডুরাঙ্গো শহরে, ৬০ জন মানুষ বিড়াল, কুকুর বা খরগোশের মালিক","সান দুরঙ্গো শহরে, ৬০ টিরও বেশি লোক বিড়াল, কুকুর বা খরগোশের মালিক",contradiction
172,বীণা ১৮২ শ্রেণীতে শীর্ষ থেকে ৮৪ তম স্থানে রয়েছে৷,১৮২ শ্রেণীতে বীণা শীর্ষ থেকে ৪৪ তম স্থানে রয়েছে৷,neutral
173,কানাডিয়ান স্বাস্থ্য আধিকারিকরা ব্রিটিশ কলাম্বিয়ায় এন্টেরোভাইরাস ডি ৬৮ এর তিনটি কেস নিশ্চিত করেছেন।,কানাডা ব্রিটিশ কলাম্বিয়ায় তিনটি মামলা নিশ্চিত করেছে,Entailment
174,মোনা এবং সোনা ১৮ কিমি এবং ৩৬ কিমি প্রতি ঘণ্টা গতিতে একটি বাইকে ৪০০ মিটার দৈর্ঘ্যের একটি বৃত্তাকার ট্র্যাকের চারপাশে যান,মোনা এবং সোনা ১৮ কিলোমিটার এবং ৩৬ কিলোমিটার প্রতি ঘণ্টা গতিতে একটি বাইকে ৪০০ মিটারের কম দৈর্ঘ্যের একটি বৃত্তাকার ট্র্যাকের চারপাশে যান,contradiction
175,সুরেশ ১৫ ঘন্টার মধ্যে একটি কাজ সম্পূর্ণ করতে পারে,সুরেশ ১৫ ঘন্টারও বেশি সময়ে একটি কাজ সম্পূর্ণ করতে পারে,contradiction
176,"শ্রীহরি যদি তার বাড়ি থেকে ৪.৫ কিমি/ঘন্টা বেগে হেঁটে যায়, তাহলে কত সময়ে সে তার বাড়ি থেকে ৭৫০ মিটার লম্বা তার স্কুলে পৌঁছাবে?","শ্রীহরি যদি তার বাড়ি থেকে ৪.৫ কিমি/ঘন্টা বেগে হেঁটে যান, তাহলে কত সময়ে তিনি তার বাড়ি থেকে ৮৫০ মিটারের কম লম্বা তার স্কুলে পৌঁছাবেন?",Entailment
177,অ্যালবার্ট ব্রায়ান এবং চার্লির কাছ থেকে মোট $৬০০০ ধার করেছিলেন,অ্যালবার্ট ব্রায়ান এবং চার্লির কাছ থেকে মোট $৮০০০ ধার করেছিলেন,contradiction
178,"শন, যার ওজন ২০০ পাউন্ড, তিনি ১৫০ পাউন্ড এবং ২৮০ পাউন্ড ওজনের দুটি প্যাকেজ নিয়ে লিফটে রয়েছেন","শন, যার ওজন ৩০০ পাউন্ডের কম, তিনি ১৫০ পাউন্ড এবং ২৮০ পাউন্ড ওজনের দুটি প্যাকেজ সহ লিফটে রয়েছেন",Entailment
179,"ফেরার পথে, জেমস ঘণ্টায় ৬০ মাইল বেগে গাড়ি চালায় এবং টাউন বি-তে থামে যা টাউন এ এবং টাউন সি-এর মাঝপথে","ফেরার পথে, জেমস ঘণ্টায় ৭০ মাইলেরও কম গতিতে গাড়ি চালায় এবং টাউন বি-তে থামে যা টাউন এ এবং টাউন সি-এর মাঝপথে",Entailment
180,কৃষকের ১২৭.০ আপেল ছিল এবং তার প্রতিবেশী তাকে ৮৮.০ পাউন্ড আপেল দিয়েছে,তার কাছে এখন ২১৫.০ পাউন্ড আপেল আছে,Entailment
181,"যদি ইয়োলান্ডার হাঁটার হার ঘণ্টায় ৩ মাইল এবং ববের প্রতি ঘণ্টায় ৪ মাইল হয়, তাহলে বব কত মাইল হেঁটেছিল যখন তারা দেখা করেছিল?","যদি ইয়োলান্ডার হাঁটার হার ঘণ্টায় ৭ মাইলের কম হয় এবং বব-এর প্রতি ঘণ্টায় ৪ মাইল হয়, তাহলে বব কত মাইল হেঁটেছিল যখন তারা দেখা করেছিল?",Entailment
182,স্যাম একটি ক্লাসে শীর্ষ থেকে ৯তম এবং নীচে থেকে ৩৮তম স্থান অধিকার করেছে,স্যাম একটি ক্লাসে শীর্ষ থেকে ৯ তম এবং নীচে থেকে ৩৮ তম স্থান পেয়েছে৷,contradiction
183,"একজন মার্কিন কর্মকর্তা বলেন, যে ব্যক্তিকে গুলি করে হত্যা করা হয়েছে সে নৌবাহিনীর স্পেশাল ওয়ারফেয়ার ডেভেলপমেন্ট গ্রুপের সদস্য, যা সাধারণত সিল টিম সিক্স নামে পরিচিত।",একজন মার্কিন কর্মকর্তা বলেছেন যে উদ্ধারে নিহত ব্যক্তি নেভি সিল টিম সিক্সের সদস্য ছিলেন,Entailment
184,একটি প্রাইভেট কোম্পানিতে ২০ নম্বর,একটি প্রাইভেট কোম্পানিতে ৫০ নম্বরের কম,Entailment
185,মেরি অ্যালবার্টের চেয়ে ৮ বছরের ছোট,মেরি অ্যালবার্টের চেয়ে ১ বছরেরও বেশি ছোট,Entailment
186,"প্রতি সপ্তাহে, জেমসকে প্রথম ৩০ ঘণ্টার বেশি সময়ের জন্য প্রতি ঘন্টায় x ডলার এবং সেই সপ্তাহে কাজ করা প্রতিটি অতিরিক্ত ঘন্টার জন্য ২ x ডলার প্রদান করা হয়।","প্রতি সপ্তাহে, জেমসকে প্রথম ৪০ ঘন্টার জন্য প্রতি ঘন্টায় x ডলার এবং সেই সপ্তাহে কাজ করা প্রতিটি অতিরিক্ত ঘন্টার জন্য ২ x ডলার প্রদান করা হয়",neutral
187,সুসান একটি ট্রিপের প্রথম ৪০ মাইলের জন্য প্রতি ঘন্টায় ২০ মাইলের বেশি গতিতে গাড়ি চালায় তারপর ট্রিপের বাকি ৪০ মাইলগুলির জন্য ১৫ মাইল/ঘন্টা গড় গতিতে যদি সে ট্রিপের সময় কোন স্টপ না করে তবে সুসান কি ছিল পুরো ট্রিপের জন্য মাইল/ঘন্টায় গড় গতি,সুসান একটি ট্রিপের প্রথম ৪০ মাইলের জন্য গড়ে ৩০ মাইল প্রতি ঘন্টা গতিতে গাড়ি চালিয়েছেন তারপর ট্রিপের বাকি ৪০ মাইলগুলির জন্য ১৫ মাইল/ঘন্টা গড় গতিতে যদি তিনি ট্রিপের সময় কোন স্টপ না করেন তবে সুসানের গড় কত ছিল পুরো ট্রিপের জন্য গতি মাইল/ঘন্টা,neutral
188,"অ্যানি, একা কাজ করে, মাত্র ৯ ঘন্টার মধ্যে একই কাজ করতে পারে","অ্যানি, একা কাজ করে, মাত্র ৬ ঘন্টার মধ্যে একই কাজ করতে পারে",contradiction
189,রবের ৮ টি খেলনা ট্রাক আছে,রবের ৫০টির বেশি খেলনা ট্রাক রয়েছে,Entailment
190,মোর্স হাই স্কুলে ৩০০ জন সিনিয়র আছে এবং তাদের মধ্যে ৫০% গাড়ি আছে,মোর্স হাই স্কুলে ৩০০ জনেরও কম সিনিয়র আছে এবং তাদের মধ্যে ৫০% গাড়ি আছে,contradiction
191,চেন্নাই ও মহীশূরের মধ্যে ৪টি বাস চলাচল করে,চেন্নাই এবং মহীশূরের মধ্যে ৪টির বেশি বাস চলাচল করে,contradiction
192,একটি সাইক্লিং রেসে ৬ জন অংশগ্রহণকারীর মধ্যে মেগ এবং বব রয়েছেন,মেগ এবং বব সাইক্লিং রেসে ২ জন অংশগ্রহণকারীর মধ্যে রয়েছেন,contradiction
193,সাচা প্রতি সেকেন্ডে ৮০ মিটারের কম ধ্রুবক গতিতে দৌড়ায় এবং ব্রুনো প্রতি সেকেন্ডে ৫ মিটারের ধ্রুবক গতিতে দৌড়ায়,সাচা প্রতি সেকেন্ডে ১০ মিটার ধ্রুব গতিতে দৌড়ায় এবং ব্রুনো প্রতি সেকেন্ডে ৫ মিটার ধ্রুব গতিতে দৌড়ায়,neutral
