Q No.,Question,Answer,option1,option2
8,"एक फुटबॉल का वज़न ३०० ग्राम और सीसे के एक टुकड़े का वज़न ८०० ग्राम है। यदि दोनों को एक मैदान में फेंका जाए, तो किसकी गति जल्दी बढ़ेगी?",Option 2,सीसे का टुकड़ा,फुटबॉल
20,१२३४५६७८०९० संख्या ९८७६५४३२१ संख्या से?,Option 2,छोटी है,बड़ी है
138,एक रोबोट १० सेकंड में टाइलें और १४ सेकंड में प्लश कार्पेट साफ करता है क्योंकि उसमें घर्षण है?,Option 2,अधिक,कम
356,एक स्टील की गेंद का द्रव्यमान १३ किग्रा और एक कंकड़ का द्रव्यमान ०.३ किग्रा है। किस वस्तु का गुरुत्वीय क्षेत्र अधिक शक्तिशाली है?,Option 1,इस्पात की गेंद,कंकड़
350,माही का वज़न ६०० न्यूटन है जबकि उसके दोस्त मूसा का वज़न ८०० न्यूटन है। किसका द्रव्यमान कम होने की संभावना है?,Option 1,माही,मूसा
132,माही का वज़न ४८० किग्रा*मी*से^-२ है जबकि उसके दोस्त मूसा का वज़न ६५० N है। किसका द्रव्यमान कम होने की संभावना है?,Option 1,माही,मूसा
388,खाली सीमेंट ट्रक का वज़न लगभग ७२५८ किलो है। बाद में ट्रक में ४२ किलो वज़न के १८ बैग सीमेंट रखे गए। जब वह सीमेंट के बैगों के बिना चल रहा था तब वह अधिक _____ चलता था?,Option 1,तेज़,धीमा
293,मेरी का स्केटबोर्ड ३९८५ सेमी/सेकंड की गति से चलता है जब वह गीले स्केटपार्क में स्केटिंग करती है और जब वह सूखे स्केटपार्क में स्केटिंग करती है तब ८२९ सेमी/सेकंड की गति से चलता है। इसका मतलब उसका स्केटबोर्ड कहाँ चढ़ने पर अधिक गर्म हो जाता है?,Option 2,गीला स्केटपार्क,सूखा स्केटपार्क
387,एक भूरा चूहा और एक काला चूहा दोनों ५० फुट की सुरंग में से जितनी तेज़ी से हो सके दौड़ते हैं। काला चूहा ११ सेकंड में दूसरे छोर पर पहुँचता है और भूरा चूहा २५ सेकंड में। कौन-सा चूहा तुलनात्मक रूप से कम तेज़ दौड़ सकता है?,Option 1,भूरा चूहा,काला चूहा
298,"बिल २५७ ग्राम द्रव्यमान के पत्थर का एक टुकड़ा और ६५६ ग्राम द्रव्यमान का एक कंकड़ फेंकता है। कंकड़ पत्थर से तेज़ गिरता है, इसका मतलब?",Option 1,उसका वज़न अधिक है,उसका वज़न कम है
61,एक छोटा बच्चा घास पर १ मिनट से अधिक समय तक एक गेंद लुढ़काता है और फिर उसे रेत पर लुढ़काता है जहाँ वह ४३ सेकंड बाद रुक जाती है। रेत ने गेंद रोक दी क्योंकि उसमें घास से _____ है।,Option 1,अधिक घर्षण,कम घर्षण
80,लिसा दो मॉडल रॉकेटों से खेल रही थी। उसने एक ही समय पर दोनों रॉकेट आकाश में छोड़े तो ३० सेकंड बाद काला रॉकेट ज़मीन से २ मीटर ऊपर और लाल रॉकेट ज़मीन से २३ सेमी ऊपर था। किसकी गति अधिक थी?,Option 2,लाल वाले की,काले वाले की
286,महेश एक पत्थर के द्रव्यमान और एक कंकड़ के द्रव्यमान की तुलना कर रहा था। उसने पाया कि पत्थर का द्रव्यमान १४८ पाउंड और कंकड़ का द्रव्यमान २ पाउंड था। कौन-सी वस्तु अधिक शक्तिशाली गुरुत्वाकर्षण उत्सर्जित करती है?,Option 1,पत्थर,कंकड़
306,रेंजर और रसलर दोनों एक ही समय पर घर की ओर घोड़ों पर (जो एक ही गति से दौड़ रहे थे) सवार होकर चल रहे थे। रसलर ०२:०० बजे घर पहुँच जाता है जबकि रेंजर ०१:०० बजे पहुँचता है। किसने कम समय यात्रा की?,Option 1,रेंजर,रसलर
282,"डायना और डेव एक ही स्टेशन से चढ़ने के बाद एक ही ट्रेन में सवार हुए। यदि डायना १० मिनट बाद ट्रेन से उतर जाए और डेव १५ मिनट यात्रा करके फिर उतरे, तो किसने कम दूरी की यात्रा की?",Option 1,डायना,डेव
158,टीना और मीना दोनों हाईवे पर एक ही गति से जा रही हैं। टीना १२ मिनट ५६ सेकंड और मीना ३६ मिनट ४८ सेकंड ड्राइव करती है। कौन अधिक दूर जाएगी?,Option 2,टीना,मीना
110,रोज़ स्कीइंग कर रही है। वह एक कीचड़ भरी पहाड़ी से नीचे और फिर एक बर्फीली पहाड़ी से नीचे स्की करती है। रोज़ ने देखा कि वह ०.५३ घंटे में बर्फीली पहाड़ी से और ४८ मिनट में कीचड़ भरी पहाड़ी से उतरी और दोनों पहाड़ियाँ लगभग एक ही आकार की हैं। शायद उस पहाड़ी पर कीचड़ था इसलिए?,Option 1,अधिक घर्षण था,कम घर्षण था
18,१२३४५६७८९ संख्या ९८७६५४३२१ संख्या से?,Option 1,छोटी है,बड़ी है
348,बिली और जिमी एक दिन दौड़कर घर जाने का निर्णय लेते हैं। जिमी को ४ घंटे और बिली को ९ घंटे लगते हैं घर पहुँचने में। इसलिए जिमी बिली से अधिक _____ है?,Option 2,धीमा,तेज़
25,१२३४५६७८९० से ९८७६५४३२१० संख्या?,Option 1,बड़ी है,छोटी है
176,जिम्बो जानता है कि उसके कंचे का द्रव्यमान ६ ग्राम और पत्थर का द्रव्यमान १४ ग्राम है। इसका मतलब?,Option 2,कंचे की गुरुत्वाकर्षण शक्ति अधिक है,पत्थर की गुरुत्वाकर्षण शक्ति अधिक है
352,"महेश के ट्रक की औसत गति १३ मील प्रति घंटा और उसकी कार की गति २९ मील प्रति घंटा है। यदि वह फ्रीवे पर एक घंटे तक दोनों गाड़ियाँ चलाए, तो कौन अधिक दूरी तय करेगी?",Option 2,ट्रक,कार
333,"केट सिनेमा में है और गलती से अपना कप फर्श पर गिरा देती है। कप कंक्रीट के फर्श पर ४ सेकंड में लुढ़कता है जो १३ मीटर लंबा है, लेकिन कार्पेट वाले फर्श से टकराने के बाद वह ७ सेकंड में ९ मीटर जाता है। कार्पेट के फर्श पर कप धीमा था क्योंकि कार्पेट के फर्श पर था?",Option 1,अधिक घर्षण,कम घर्षण
168,"एक बिल्ली और एक कुत्ता दोनों ५ मील की गति से दौड़ते हैं। यदि बिल्ली २ मिनट और कुत्ता ४५ सेकंड दौड़े, तो कौन अधिक दूरी तय करेगा?",Option 1,बिल्ली,कुत्ता
246,मेरी का स्केटबोर्ड २ मी/सेकंड की गति से चलता है जब वह गीले स्केटपार्क में स्केटिंग करती है और जब वह सूखे स्केटपार्क में स्केट करती है तब ६ मी/सेकंड। इसका मतलब उसका स्केटबोर्ड कहाँ अधिक गर्म हो जाता है?,Option 1,गीला स्केटपार्क,सूखा स्केटपार्क
312,एक कुत्ते को मोहल्ले में घूमना पसंद था। मंगलवार को कुत्ता १ घंटा ५३ मिनट के लिए सड़क पर निकला और बुधवार को कुत्ता सड़क पर निकला लेकिन ३३० मिनट बाद रुका। कुत्ता किस दिन सड़क पर अधिक दूर चला?,Option 2,मंगलवार को,बुधवार को
146,यदि एक स्केटर सड़क पर २७ मी/से की गति से और एक स्केट पार्क में २९ मी/से की गति से चलता है तो इसका मतलब है कि _____ कम चिकना है?,Option 2,स्केट पार्क,सड़क
259,मार्क ने देखा कि वह अपने लॉन डार्ट को औसतन लगभग २३ मीटर नरम मिट्टी में और १९ मीटर रेत में फेंक सकता है। इसका मतलब है कि _____ अधिक खुरदरी है?,Option 2,नरम मिट्टी,रेत
178,टिम की अँगूठी मैदान पर ८.१ सेमी और फर्श पर ३.२ सेंटीमीटर लुढ़कती है। कौन-सा अधिक चिकना है?,Option 2,फर्श,मैदान
120,मछली पानी में से ४ मील प्रति घंटे और जेली में से १ मील प्रति घंटे की गति से गुज़रती है क्योंकि _____ अधिक चिकना है।,Option 2,जेली,पानी
195,खाली सीमेंट ट्रक का वज़न लगभग ३३००० पाउंड है। बाद में ट्रक में ३८ किलो वज़न के ३४ बैग सीमेंट रखे गए। जब वह सीमेंट के बैगों के बिना चल रहा था तब वह अधिक _____ चलता था?,Option 1,तेज़,धीमा
230,"एमिली छत पर एक केला फेंकती है और छत पर वह १५ मिमी फिसलता है, लेकिन जब वह उसे स्लाइड पर फेंकती है, तो वह ३ सेमी फिसलता है। कम घर्षण कहाँ था?",Option 2,छत पर,स्लाइड पर
266,केविन ने न्यूयॉर्क से शिकागो के लिए १९:१० बजे एक विमान लिया और एस्थर ने १४:३० बजे न्यूयॉर्क से लॉस एंजेलेस जाने वाला एक विमान लिया। दोनों एक ही प्रकार के विमान से यात्रा कर रहे हैं इसलिए उनकी यात्रा की गति एक ही है। दोनों एक ही समय पर अपने गंतव्य पर पहुँच गए। किसने अधिक यात्रा की?,Option 2,केविन,एस्थर
219,"मेरी का स्केटबोर्ड ६ मी/सेकंड की गति से चलता है जब वह गीले स्केटपार्क में स्केटिंग करती है, जबकि सूखे स्केटपार्क में स्केट करने पर ७८९ सेमी/सेकंड की गति से। उसका स्केटबोर्ड कहाँ अधिक गर्म हो जाता है?",Option 1,गीला स्केटपार्क,सूखा स्केटपार्क
308,"जेड अपने दोस्त टाइलर के विरुद्ध एक रेस जीतने की कोशिश कर रहा है। जेड ३४० किलो का है, और टाइलर ८० किलो का है। दौड़ के समय, कौन जल्दी गति बढ़ाएगा?",Option 2,जेड,टाइलर
37,रवि ने एक जैसे ६ प्याले १४४ रुपये में खरीदे। लेकिन लीला ने एक जैसे ४ प्याले दूसरी दुकान से ४४ रुपये में खरीदे। हिसाब करके देखते हैं कि दोनों दुकानों ने एक ही दाम लिया या नहीं।,Option 1,एक ही दाम नहीं लिया,एक ही दाम लिया
140,"गाड़ी चलाते हुए, मेरी को पता चला कि जंगल का घर्षण गुणांक ०.७ है, जबकि मैदान का गुणांक १.२ का १०% है। उसकी गाड़ी कहाँ तेज़ चली?",Option 2,जंगल में,मैदान में
292,एफ-१६ का वज़न आमतौर पर ५६७२१४ पाउंड होता है और जंबो जेट का वज़न ३९९८७ किलो होता है। इसलिए एफ-१६ था?,Option 1,धीमी गति वाला,तेज़ गति वाला
156,लिसा दो मॉडल रॉकेटों से खेल रही थी। उसने एक ही समय पर दोनों रॉकेट आकाश में छोड़े तो ३० सेकंड बाद काला रॉकेट ज़मीन से ३० मीटर ऊपर और लाल रॉकेट ज़मीन से १८ मीटर ऊपर था। किसकी गति अधिक थी?,Option 2,लाल वाले की,काले वाले की
197,"यदि एक कार और एक पिकअप दोनों ६० मील की गति से यात्रा करें, लेकिन कार ६.१ घंटे बाद रुके जबकि पिकअप १.९ घंटे बाद रुके, तो किसने कम दूरी तय की?",Option 2,कार,पिकअप
285,महेश और मीरा पार्क के चारों ओर अपनी बाइक चलाने का निर्णय लेते हैं। वे एक ही रास्ते पर चलते हैं लेकिन महेश २ मील/घंटा की गति से अपनी बाइक चलाता है और मीरा १.२ मील/घंटा की गति से चलाती है। दस मिनट बाद कौन कम दूरी तय करेगा?,Option 2,महेश,मीरा
60,"शेरी अपनी गेंद को दो लेनों में लुढ़काती है। गेंद १५ सेकंड में लाल लेन पार करती है, लेकिन २० सेकंड में हरी लेन पार करती है। दोनों लेन एक ही लंबाई की हैं। हरी लेन में गेंद धीमी हो जाती है क्योंकि उसमें?",Option 1,अधिक घर्षण है,कम घर्षण है
112,जिम ४६ सेमी/सेकंड की गति से दौड़ सकता था और उसकी बहन जेन २० मी/सेकंड की गति से दौड़ सकती थी। एक खतरनाक वायरस का फैलाव रोकने के लिए उन्हें अगले शहर में कुछ ज़रूरी वैक्सीन पहुँचानी थी। कम समय में वहाँ पहुँचने के लिए वैक्सीन लेकर किसे जाना चाहिए?,Option 2,जिम,जेन
166,"एक चीता ४५ किमी/घंटा की गति से दौड़ता है और कुत्ता २ किमी/घंटा की गति से दौड़ता है, तो चीते को कैसा समय लगेगा?",Option 1,कम समय,अधिक समय
364,पहला कछुआ एक सेकंड में ४०० सेमी और दूसरा कछुआ ५ सेकंड में २ मीटर यात्रा करता है। यदि दोनों समुद्र तट पर चलते रहें तो किसे समुद्र तक पहुँचने में अधिक समय लगेगा?,Option 2,पहला कछुआ,दूसरा कछुआ
