Q No.,Premise,Hypothesis,Answer
17,"एक $ ५,००० का पुरस्कार दिया जाता है।",कुछ जानते हैं? ६४१-२२८-१८२ नंबर पर कॉल करें। एक पुरस्कार दिया जाता है,neutral
394,लॉयड अपनी वर्गाकार आकृति की १२० वर्ग फुट ज़मीन की प्रत्येक भुजा पर बाड़ लगाना चाहता है,लॉयड अपनी वर्गाकार आकृति की ज़मीन की प्रत्येक भुजा पर ८२० वर्ग फुट बाड़ लगाना चाहता है,contradiction
132,कल सिटी ए से सिटी बी जाने में रॉबर्ट को १ घंटे से अधिक समय लगा,कल सिटी ए से सिटी बी जाने में रॉबर्ट को ४ घंटे लगे थे,neutral
305,शुक्रवार के बास्केटबॉल खेल में मिसेज हिल्ट ने २४३६.० प्रशंसकों को मुग्ध किया और प्रशंसक ३.० सेट ब्लीचर्स में बराबर समूहों में बैठे थे,प्रत्येक सेट में ८१२.० प्रशंसक थे,Entailment
4,रोशन ने ६५ किताबें खरीदीं।,रोशन ने २५ से भी अधिक किताबें खरीदीं।,Entailment
19,"स्टुअर्ट फार्म में भेड़ों की संख्या और घोड़ों की संख्या के बीच अनुपात २ से ७ है। यदि प्रत्येक घोड़े को प्रतिदिन २३० औंस घोड़े का खाना खिलाया जाए और फार्म में प्रतिदिन कुल १२,८८० औंस घोड़े के खाने की आवश्यकता हो, तो क्या होगा? फार्म में भेड़ों की संख्या कितनी है?","स्टुअर्ट फार्म में भेड़ों की संख्या और घोड़ों की संख्या के बीच अनुपात २ से ७ से अधिक है। यदि प्रत्येक घोड़े को प्रतिदिन २३० औंस घोड़े का खाना खिलाया जाए और फार्म में प्रतिदिन कुल १२,८८० औंस घोड़े के खाने की आवश्यकता हो, तो क्या होगा? फार्म में भेड़ों की संख्या कितनी है?",contradiction
326,"एनर्जी ऑटोमोटिव एक्स प्राइज़ की एक केंद्रीय थीम है -- एक स्व-वर्णित ''$१० मिलियन की प्रतियोगिता जो ऐसी नई पीढ़ी के व्यावहारिक, अति-कुशल वाहनों को प्रेरित करती है जिन्हें लोग खरीदना चाहें।'",अन्य लोगों ने $१० मिलियन के ऑटोमोटिव एक्स पुरस्कार के लिए प्रतिस्पर्धा की,neutral
61,जाँचकर्ताओं को उसकी संपत्ति में एक नक्शा मिला है जिसमें ३४ स्थानों को लक्ष्य के रूप में चिह्नित किया गया है,"उन्होंने कहा, जाँचकर्ताओं को मैकविलियम्स की संपत्ति में लक्ष्य के रूप में चिह्नित ३४ स्थानों को शामिल करने वाला एक नक्शा मिला है।",Entailment
205,एक रेस्तराँ ने दोपहर के भोजन में परोसने के लिए ९.० हैमबर्गर बनाए और वास्तव में केवल ३.० परोसे गए,दोपहर के भोजन से ६.० हैमबर्गर बचे थे,Entailment
249,"यदि हाइब्रिड ताजिमा और नॉन-हाइब्रिड फ्रैंक का अनुपात ५ : ४ हो और डीलरशिप के स्वामित्व में कुल २८० मोटरगाड़ियाँ हों, तो कितनी हाइब्रिड फ्रैंक हैं?","यदि हाइब्रिड ताजिमा और नॉन-हाइब्रिड फ्रैंक का अनुपात ४ : ४ से अधिक हो और डीलरशिप के स्वामित्व में कुल २८० मोटरगाड़ियाँ हों, तो कितनी हाइब्रिड फ्रैंक हैं?",Entailment
64,"फ्लाइट ३७० के विषय में एक जाँच शुरू की गई थी, मलेशिया और विमानन अधिकारी वीडियो और अन्य दस्तावेज़ों की समीक्षा करके न केवल यह कि किन यात्रियों ने चोरी हुए पासपोर्ट का उपयोग किया बल्कि यह भी पहचानने की कोशिश कर रहे हैं कि अवैध पासपोर्ट सुरक्षा जाँच से कैसे निकले।",लापता मलेशियन एयरलाइंस की फ्लाइट के दो यात्री चोरी हुए पासपोर्ट लेकर यात्रा कर रहे थे,neutral
111,"मान लेते हैं कि करेन ६० मील प्रति घंटे की औसत गति से गाड़ी चलाती है और टॉम ४५ मील प्रति घंटे की औसत गति से गाड़ी चलाता है, करेन के बाज़ी जीतने से पहले टॉम कितने H मील चलाएगा?","मान लेते हैं कि करेन औसतन २० मील प्रति घंटे से अधिक गति से गाड़ी चलाती है और टॉम ४५ मील प्रति घंटे की औसत गति से गाड़ी चलाता है, करेन के बाज़ी जीतने से पहले टॉम कितने H मील चलाएगा?",Entailment
350,फ्रैंक जॉन से १५ साल छोटा है,फ्रैंक जॉन से २५ साल से भी कम छोटा है,Entailment
199,इसने लोरेंजो की लगातार दो रेस जीत की लय समाप्त कर दी और केवल चार रेस बाकी रहते मार्केज़ की कुल बढ़त को उल्लेखनीय ३९ अंकों तक पहुँचा दिया।,"चार रेस बाकी रहते, मार्क मार्केज़ मोटोजीपी स्टैंडिंग में ३९ अंकों से आगे हैं",Entailment
30,"ठीक ५/७ टट्टुओं के पास घोड़े की नाल है, और ठीक २/३ नाल वाले टट्टू आइसलैंड के हैं","ठीक ३/७ टट्टुओं के पास घोड़े की नाल है, और ठीक २/३ नाल वाले टट्टू आइसलैंड के हैं।",contradiction
406,"यदि डेव के पास सूचीबद्ध प्रत्येक पोशाक में से एक से अधिक हों और वह ७२०० अलग-अलग पोशाकें बना सके, तो डेव के पास ठीक कितनी पोशाकों के लिए पाँच विकल्प हैं?","यदि डेव के पास सूचीबद्ध प्रत्येक पोशाक में से एक से अधिक हों और वह ३२०० से अधिक अलग-अलग पोशाकें बना सके, तो डेव के पास ठीक कितनी पोशाकों के लिए पाँच विकल्प हैं?",Entailment
211,"स्वतंत्र रूप से काम करते हुए, एन वही काम ९ घंटे में कर सकती है","स्वतंत्र रूप से काम करते हुए, एन वही काम ७ घंटे से अधिक समय में कर सकती है",Entailment
209,मैंने कल अपनी अंग्रेज़ी की किताब के २१.० पृष्ठ पढ़े और आज १७.० पृष्ठ पढ़े,मेरे पढ़े गए कुल पृष्ठों की संख्या ३८.० है,Entailment
27,"डायना की आयु, वर्षों में, और रशीद की आयु का एक-तिहाई, वर्षों में, ७२ से कम है","डायना की आयु, वर्षों में, और रशीद की आयु का एक-तिहाई, वर्षों में, ३२ है",neutral
8,पाँच साल पहले कुणाल और सागर की आयु का अनुपात ३:२ था,पाँच साल पहले सागर और कुणाल की आयु का अनुपात ३:२ था,contradiction
322,एक जूते की दुकान एडिडास के जूते $१० से अधिक प्रत्येक और प्यूमा जूते $५० प्रत्येक पर बेचती है,एक जूते की दुकान एडिडास के जूते $६० प्रत्येक और प्यूमा जूते $५० प्रत्येक पर बेचती है,neutral
298,"डेविड ने अंग्रेज़ी, गणित, भौतिकी, रसायन और जीव विज्ञान में २६, ६५, ८२, ६७ और ८५ अंकों (१०० में से) से अधिक पाए। उसके औसत अंक कितने हैं?","डेविड ने अंग्रेज़ी, गणित, भौतिकी, रसायन और जीव विज्ञान में ७६, ६५, ८२, ६७ और ८५ अंक (१०० में से) पाए। उसके औसत अंक कितने हैं?",neutral
109,"२८२ लोगों को बाटान जहाज़ पर लाया गया, और नौसेना ने बचाए गए लोगों का एक यूट्यूब वीडियो पोस्ट किया है -- स्पष्ट रूप से अफ्रीकी प्रवासी -- वे युद्धपोत पर चढ़ते हुए थके हुए या कृतज्ञ दिख रहे हैं।",अमेरिकी नौसेना के दो जहाज़ों ने कुल २८२ लोगों को बचाया है,neutral
102,"आंद्रेया ने गेम खेला, १, २, ३, ४ और ५ में से प्रत्येक पर कम से कम एक स्कोर पाया और लगातार चरणों में कभी एक जैसा स्कोर नहीं पाया","आंद्रेया ने गेम खेला, १, २, ३, ४ और ५ से अधिक में से प्रत्येक पर कम से कम एक स्कोर पाया और लगातार चरणों में कभी एक जैसा स्कोर नहीं पाया",contradiction
251,स्कूल एक फील्ड ट्रिप की योजना बना रहा है और प्रत्येक स्कूल बस में १४.० विद्यार्थी और २.० सीटें हैं,ट्रिप के लिए ७.० बसों की आवश्यकता है,Entailment
398,"और यूरोपीय संघ से आने वाला माल सभी रूसी आयातों का १६% है, यूरोपीय संघ के आँकड़े दिखाते हैं।",रूस अपने सभी आयातों का १६% यूरोपीय संघ से पाता है,Entailment
119,"शेखर ने गणित, विज्ञान, सामाजिक अध्ययन, अंग्रेज़ी और जीव विज्ञान में क्रमशः ४६, ६५, ८२, ६७ और ९५ अंक पाए","शेखर ने गणित, विज्ञान, सामाजिक अध्ययन, अंग्रेज़ी और जीव विज्ञान में क्रमशः ७६, ६५, ८२, ६७ और ९५ अंक पाए।",neutral
115,"यदि मियामी हवाई अड्डे का उपयोग करने वाले ऐसे यात्रियों की संख्या कैनेडी हवाई अड्डे का उपयोग करने वाली संख्या का ५/४ और लोगान हवाई अड्डे का उपयोग करने वाली संख्या के ३ गुने से कम हो, तो उस साल इन यात्रियों में से लगभग कितने मिलियन लोगों ने लोगान हवाई अड्डे का उपयोग किया?","यदि मियामी हवाई अड्डे का उपयोग करने वाले ऐसे यात्रियों की संख्या कैनेडी हवाई अड्डे का उपयोग करने वाली संख्या का १/४ और लोगान हवाई अड्डे का उपयोग करने वाली संख्या का ३ गुना हो, तो उस साल इन यात्रियों में से लगभग कितने मिलियन लोगों ने लोगान हवाई अड्डे का उपयोग किया?",neutral
138,दो जुड़वाँ बहनें सीता और गीता पीठ से पीठ सटाकर खड़ी थीं और अचानक वे २० किलोमीटर से कम तक विपरीत दिशाओं में दौड़ने लगीं।,दो जुड़वाँ बहनें सीता और गीता पीठ से पीठ सटाकर खड़ी थीं और अचानक वे १० किमी तक विपरीत दिशाओं में दौड़ने लगीं।,neutral
374,"यदि मिसी को लॉरेंस से १८ संदेश मिले हों, तो कीथ को जुआन से कितने संदेश मिलते हैं?",यदि मिसी को लॉरेंस से ३८ से कम संदेश मिलें तो कीथ को जुआन से कितने संदेश मिलते हैं?,Entailment
284,"रॉबर्ट ने ५ से अधिक चॉकलेट खाई हैं, निकेल ने ३ चॉकलेट खाई हैं","रॉबर्ट ने ७ चॉकलेट खाई हैं, निकेल ने ३ चॉकलेट खाई हैं",neutral
333,पिछले सप्ताह टाउन एक्स के निवासी पैट ने जितने घंटे टेलीविज़न देखा वह औसत से १ से २ मानक विचलनों के बीच था,पिछले सप्ताह टाउन एक्स के निवासी पैट ने जितने घंटे टेलीविज़न देखा उनकी संख्या औसत से ७ से २ मानक विचलनों के बीच थी,contradiction
379,जेमी ने प्रत्येक २२ सेंट में सीपियाँ बेचकर ५५ सेंट प्रत्येक पर कई पुरानी पेपरबैक किताबें खरीदने लायक पैसे कमाए,जेमी ने २२ सेंट से कम दाम पर सीपियाँ बेचकर ५५ सेंट प्रत्येक पर कई पुरानी पेपरबैक किताबें खरीदने लायक पैसे कमाए,contradiction
313,"क्लारिसा काम से घर लौट रही है, ११० मील दूर।",७१० मील दूर क्लारिसा ऑफिस से घर लौट रही है,contradiction
343,"रेणु एक काम ७ दिनों से अधिक में कर सकती है, लेकिन अपनी सहेली सुमा की मदद से वह काम ३ दिनों में कर सकती है।","रेणु एक काम ८ दिनों में कर सकती है, लेकिन अपनी सहेली सुमा की मदद से, वह ३ दिनों में कर सकती है",neutral
153,४०-गैलन ईंधन टैंक वाले एक छोटे विमान का पायलट ४८० मील दूर क्लीवलैंड उड़ान भरना चाहता है,१०-गैलन से अधिक ईंधन टैंक वाले एक छोटे विमान का पायलट ४८० मील दूर क्लीवलैंड उड़ान भरना चाहता है,Entailment
384,मार्था के पास ५ से कम कुत्ते और ४ बिल्लियाँ हैं,मार्था के पास ४ कुत्ते और ४ बिल्लियाँ हैं,neutral
110,टेरेसा ५.० किलोमीटर प्रति घंटे की गति से २५.० किलोमीटर दौड़ीं,टेरेसा ने ५.० घंटे जॉगिंग की,Entailment
182,सैम एक कक्षा में शीर्ष से ९वें और नीचे से ३८वें स्थान पर है,सैम एक कक्षा में शीर्ष से ९वें और नीचे से ३८वें स्थान पर है।,contradiction
195,"मैथ्यू की चलने की दर ३ किमी प्रति घंटा थी और जॉनी की ४ किमी प्रति घंटा, उनके मिलने तक जॉनी कितने किमी चला था?","मैथ्यू की चलने की दर ३ किमी प्रति घंटे से अधिक थी और जॉनी की ४ किमी प्रति घंटा, उनके मिलने तक जॉनी कितने किमी चला था?",contradiction
388,वुड्स सात बार राइडर कप टीम में रहे हैं और उनका रिकॉर्ड १३-१७-२ का है।,टाइगर वुड्स ने सात राइडर कप खेले हैं,Entailment
169,बेवर्ली के बोतल ढक्कन संग्रह के प्रत्येक बॉक्स में ३५.० बोतल ढक्कन हैं और बोतल के ढक्कन ७.० बॉक्सों में व्यवस्थित हैं,कुल २४५.० बोतल ढक्कन हैं,Entailment
84,"यदि द्रविड़ टूल किराए पर लेने के लिए बिक्री कर छोड़कर कुल $ ८८ से कम दें, तो उन्होंने कितने घंटों के लिए किराया लिया?","यदि द्रविड़ टूल किराए पर लेने के लिए बिक्री कर छोड़कर कुल $ ३८ चुकाएँ, तो उन्होंने कितने घंटों के लिए किराया लिया?",neutral
407,"यदि उनके घरों के बीच की दूरी ३० किलोमीटर हो, मैक्सवेल की चलने की गति ४ किमी/घंटा हो, और ब्रैड की दौड़ने की गति ६ किमी/घंटा हो, तो ब्रैड की यात्रा की दूरी कितनी है?","यदि उनके घरों के बीच की दूरी २० किलोमीटर से अधिक हो, मैक्सवेल की चलने की गति ४ किमी/घंटा हो, और ब्रैड की दौड़ने की गति ६ किमी/घंटा हो, तो ब्रैड की यात्रा की दूरी कितनी है?",Entailment
377,"पुलिस ने बताया, सीमा रक्षक और फ्रांसीसी पुलिस भी इन चारों की तलाश में जुटी है।","पुलिस ने बताया, धूसर रंग की एक गाड़ी में वे चारों भाग गए",neutral
75,पॉल कोर्स का पहला चरण ८२ सेकंड से भी कम समय में चलाता है,पॉल कोर्स का पहला चरण २२ सेकंड में चलाता है,neutral
