Q No.,Question,Answer,Domain,Sub-Domain
639,एक बीकर में ०.५ लीटर विलयन में ५६ ग्राम कास्टिक पोटाश घुला है। विलयन में १८.२५ ग्राम हाइड्रोक्लोरिक एसिड मिलाने पर कितनी मात्रा में कास्टिक पोटाश शेष रहेगा?,२८,Chemistry,Chemistry
591,६ मोल अमोनिया उत्पन्न करने के लिए कितने मोल हाइड्रोजन की आवश्यकता है?,९,Chemistry,Chemistry
632,१० ग्राम सोडियम हाइड्रॉक्साइड के साथ ५ ग्राम कार्बन डाइऑक्साइड की अभिक्रिया कराई गई। उत्पन्न लवण की मात्रा कितने ग्राम है?,१२.०४,Chemistry,Chemistry
655,७५० मिली में पोटैशियम कार्बोनेट का ०.१२५ मोलर विलयन बनाया गया। विलयन में कितने मोल पोटैशियम कार्बोनेट है?,०.०९,Chemistry,Chemistry
531,मानक तापमान और दाब पर १ ग्राम नाइट्रोजन का आयतन कितना है?,०.८०,Chemistry,Chemistry
337,एक वस्तु को १९६ मी./से. के वेग से सीधे ऊपर की ओर फेंका गया। १० सेकंड बाद वेग कितना होगा?,९८,Physics,Physics
19,३० डिग्री सेल्सियस तापमान कितने डिग्री फ़ारेनहाइट के बराबर है?,८६,Physics,Physics
645,५ ग्राम हाइड्रोजन गैस के साथ ३० ग्राम नाइट्रोजन गैस की अभिक्रिया कराई गई। कितने मोल नाइट्रोजन शेष रहेगी?,०.२३,Chemistry,Chemistry
487,कैल्शियम फॉस्फेट के १३ मोल का आणविक भार कितना है?,४०३०,Chemistry,Chemistry
440,यदि ६० डिग्री सेल्सियस तापमान पर एक इस्पात की बीम की लंबाई २० मीटर हो तो १०० डिग्री सेल्सियस तापमान पर इसकी लंबाई में वृद्धि कितने मीटर होगी? इस्पात का रेखीय प्रसार गुणांक ११.६ x १०^-६ /केल्विन है।,०.९२,Physics,Physics
577,मीथेन में कार्बन की मात्रा कितने प्रतिशत है?,७५,Chemistry,Chemistry
62,"एक पहिया ३.२५ कि.मी. रास्ता तय करने में २५ बार घूमता है, पहिये का व्यास कितने मीटर है?",४१.३८,Math,Trigonometry
624,२४९.५ ग्राम ब्लू विट्रियल को गर्म करके १५० ग्राम सफेद पाउडर प्राप्त हुआ। उत्पाद की प्रतिशत मात्रा कितनी है?,९४.१०,Chemistry,Chemistry
537,मानक तापमान और दाब पर २ लीटर क्लोरीन गैस का भार कितना है?,६.३३,Chemistry,Chemistry
30,२००० मीटर ऊँचे एक टावर से एक पत्थर को नीचे की ओर गिराया गया। यह कितने समय बाद भूमि पर गिरेगा (गुरुत्वीय त्वरण g = १०)?,२०,Physics,Physics
376,"यदि ६० किग्रा द्रव्यमान के एक धावक की गतिज ऊर्जा १९२० जूल हो, तो उसका वेग कितना है?",८,Physics,Physics
224,एक सिक्के को १ बार उछालने पर हेड आने की प्रायिकता ०.६० है। सिक्के को ३०० बार उछालने पर कितनी बार टेल आ सकता है?,१२०,Math,Probability
486,११ मोल सल्फ्यूरिक एसिड का आणविक भार कितना है?,१०७८,Chemistry,Chemistry
339,३६ कि.मी./घंटा के वेग से चल रही एक गाड़ी का वेग १ मिनट बाद ७२ कि.मी./घंटा हो जाता है और एक और मिनट बाद १०८ कि.मी./घंटा हो जाता है। गाड़ी का त्वरण कितना है?,०.१६,Physics,Physics
447,५ x १०^-२ द्रव्यमान की किसी वस्तु का तापमान २० डिग्री सेल्सियस से १०० डिग्री सेल्सियस तक बढ़ाने के लिए १५२० जूल ऊष्मा लगती है। वस्तु की विशिष्ट ऊष्मा कितनी है?,३८०,Physics,Physics
205,"एक थैले में १२ नीली गेंदें, १६ सफेद गेंदें और २० काली गेंदें हैं। यादृच्छिक रूप से एक गेंद निकालने पर गेंद के नीली होने की प्रायिकता कितनी है?",१/४,Math,Probability
378,यदि २ किग्रा द्रव्यमान की किसी वस्तु का वेग ३ मी./से. से ५ मी./से. कर दिया जाए तो इसकी गतिज ऊर्जा कितने जूल बढ़ जाएगी?,२७,Physics,Physics
498,११ मोल हाइड्रोक्लोरिक एसिड का आणविक भार कितना है?,४०१.५०,Chemistry,Chemistry
245,१ से २०० तक की प्राकृतिक संख्याओं में से यादृच्छिक रूप से एक संख्या ली जाए तो संख्या के पूर्ण घन होने की प्रायिकता कितनी है?,१/४०,Math,Probability
240,"पाँच रुपये के चार सिक्के एक साथ उछाले जाएँ, तो प्रतिदर्श बिंदु कितने होंगे?",१६,Math,Probability
336,एक वस्तु को १९.६ मी./से. के वेग से सीधे ऊपर की ओर फेंका जाए तो वस्तु अधिकतम कितनी ऊपर जाएगी?,१९.६,Physics,Physics
372,७० किग्रा द्रव्यमान का एक आदमी २०० मीटर ऊँचे पहाड़ पर चढ़े तो वह कितने जूल कार्य करेगा? गुरुत्वीय त्वरण ९.८ मी./से.^२।,१३७२००,Physics,Physics
177,३ से.मी. त्रिज्या की एक गोलाकार गेंद एक घन आकार के बॉक्स में ठीक से समा जाती है। बॉक्स का आयतन कितने घन से.मी. है?,२१६,Math,Solid Geometry
400,१० ग्राम द्रव्यमान की एक वस्तु को भूमि से ६० मीटर की ऊँचाई से गिराया गया। भूमि से कितनी ऊँचाई पर वस्तु की स्थितिज ऊर्जा इसकी गतिज ऊर्जा की पाँच गुनी होगी?,५०,Physics,Physics
216,एक निष्पक्ष पासे पर विषम संख्या आने की प्रायिकता कितनी है?,१/२,Math,Probability
569,यदि ५०० मिली विलयन में २४.५ ग्राम सल्फ्यूरिक एसिड घुला हो तो विलयन की सांद्रता कितनी है?,०.५०,Chemistry,Chemistry
266,१० से २१ तक की प्राकृतिक संख्याओं में से एक यादृच्छिक रूप से चुनी गई। संख्या के २ या ३ से विभाज्य होने की प्रायिकता कितनी है?,२/३,Math,Probability
688,राहुल ने कहा कि उसके पास ४५२ (हेक्साडेसिमल में) केले थे लेकिन उसने करण को १००० (ऑक्टल में) दे दिए। हमारी संख्या प्रणाली में उसके पास और कितने केले रहेंगे?,५९४,CS,CS
164,६ से.मी. व्यास वाले एक धातु के ठोस गोले को पिघलाकर ४ से.मी. ऊँचाई का एक सिलिंडर बनाया गया। बने सिलिंडर के वक्र पृष्ठ का क्षेत्रफल कितने वर्ग से.मी. है?,७५.३९,Math,Solid Geometry
519,६.०२ x १०^२३ ऑक्सीजन परमाणुओं का भार कितना है?,१६,Chemistry,Chemistry
619,सोडियम हाइड्रॉक्साइड में ऑक्सीजन का प्रतिशत संघटन कितना है?,४०,Chemistry,Chemistry
448,१ किग्रा बर्फ का तापमान १ केल्विन बढ़ाने के लिए कितनी ऊष्मा लगेगी?,२१००,Physics,Physics
355,भूतल से ५०० कि.मी. ऊपर गुरुत्वीय त्वरण का मान कितना है? पृथ्वी का द्रव्यमान ५.९८ x १०^२४ किग्रा और त्रिज्या ६.३७ x १०^६ मीटर है।,८.४५,Physics,Physics
285,"एक छड़ की लंबाई मापते समय मुख्य स्केल का पाठ्यांक ८ से.मी. और वर्नियर संपातन ४ प्राप्त हुआ। यदि वर्नियर स्थिरांक ०.०१ से.मी. हो, तो छड़ की लंबाई कितने से.मी. है?",८.०४,Physics,Physics
418,किसी स्थान का वायुमंडलीय दाब ९३२९६ पास्कल है। केरोसिन का घनत्व ८०० किग्रा/घन मीटर और बेंजीन का घनत्व ९८० किग्रा/घन मीटर है। पारे के स्तंभ की ऊँचाई कितने मीटर है?,०.७०,Physics,Physics
105,दो कोणों का योग ६० डिग्री और अंतर ३० डिग्री है। बड़ा कोण कितने डिग्री है?,४५,Math,Trigonometry
115,६० डिग्री कोण का संपूरक कोण कितना है?,१२०,Math,Trigonometry
634,किसी एक बर्तन में ४० ग्राम सोडियम धातु और ३५.५ ग्राम क्लोरीन गैस रखी गई। उपयुक्त वातावरण में अभिक्रिया कराकर सोडियम क्लोराइड बनाया गया। कितने ग्राम सोडियम क्लोराइड उत्पन्न होगा?,५८.५०,Chemistry,Chemistry
542,मानक अवस्था में ५ मोल फॉस्फीन गैस का आयतन कितना है?,११२,Chemistry,Chemistry
300,एक स्लाइड कैलिपर्स के मुख्य स्केल के १९ खाने वर्नियर स्केल के २० खानों के बराबर हैं। एक छोटी छड़ को इसके दो जबड़ों के बीच रखने पर देखा गया कि वर्नियर स्केल का शून्य चिह्न मुख्य स्केल के ५.२ से.मी. चिह्न को पार कर रहा है। साथ ही मुख्य स्केल के एक चिह्न से वर्नियर स्केल का १४ नंबर चिह्न मिल गया है। वर्नियर स्थिरांक कितना है (मि.मी.)?,०.०५,Physics,Physics
93,किसी वृत्त की त्रिज्या ७ से.मी. है। वृत्त के १४ से.मी. लंबे चाप के केंद्रीय कोण का मान कितने डिग्री है?,११४.५९,Math,Trigonometry
8,१ मोल इथेनॉल और १ मोल ऑक्सीजन के संयोजन से बनने वाले जल की मात्रा ग्राम में ज्ञात कीजिए।,१८,Chemistry,Chemistry
90,"५ मीटर त्रिज्या वाले वृत्त का एक चाप केंद्र पर ३ रेडियन का कोण बनाता है, चाप की लंबाई कितने मीटर है (लगभग)?",१५,Math,Trigonometry
535,मानक तापमान और दाब पर ११.२ लीटर अमोनिया का भार कितना है?,८.५०,Chemistry,Chemistry
640,एक बीकर में ०.५ लीटर विलयन में ५६ ग्राम कास्टिक पोटाश घुला है। अभिक्रिया में उत्पन्न लवण का भार कितना है?,३७.२५,Chemistry,Chemistry
528,नीले थोथे (तूतिया) के एक अणु में जुड़े पानी का भार कितना है?,९०,Chemistry,Chemistry
383,७० किग्रा द्रव्यमान का एक आदमी ५ मिनट में १०० मीटर ऊँचे पहाड़ पर चढ़े तो उसकी शक्ति कितने वाट है? गुरुत्वीय त्वरण ९.८ मी./से.^२।,२२८.६६,Physics,Physics
382,१ किलोवाट की मोटर का उपयोग करके १५ सेकंड में १०० किग्रा द्रव्यमान की वस्तु को १० मीटर ऊपर उठाया जाए तो ऊर्जा का अपव्यय कितने जूल है?,५२००,Physics,Physics
516,फेरिक कार्बोनेट के १ अणु में परमाणुओं की संख्या कितनी है?,१४,Chemistry,Chemistry
141,"एक आयताकार ठोस की लंबाई ५ से.मी., चौड़ाई ५ से.मी. और ऊँचाई ५ से.मी. हो तो इसका विकर्ण कितने से.मी. है?",८.६६,Math,Solid Geometry
29,९.८ मी/से के वेग से एक पत्थर को ऊपर की ओर फेंका गया। यह कितने समय बाद भूमि पर वापस आएगा?,२,Physics,Physics
44,"यदि A = {१,२,३} हो, तो A x A ज्ञात करने पर कितने क्रमित युग्म प्राप्त होंगे?",९,Math,Set Function
43,"A = {३,४,५,८} समुच्चय के घात समुच्चय (power set) के अवयवों की संख्या कितनी है?",१६,Math,Set Function
74,२० मीटर त्रिज्या वाले एक वृत्त की परिधि और त्रिज्या का अनुपात कितना है?,६.२८:१,Math,Trigonometry
168,३ से.मी. त्रिज्या वाले एक धातु के ठोस गोले को पिघलाकर १ से.मी. त्रिज्या का एक सिलिंडर बनाया गया। बने सिलिंडर के संपूर्ण पृष्ठ का क्षेत्रफल कितने वर्ग से.मी. है?,२३२.४७,Math,Solid Geometry
559,२ लीटर ०.१ मोलर नीले थोथे (तूतिया) का विलयन बनाने के लिए कितनी मात्रा में नीला थोथा चाहिए?,४९.९,Chemistry,Chemistry
617,२ लीटर विलयन में कितने ग्राम सोडियम क्लोराइड मिलाने पर विलयन सेमीमोलर होगा?,५८.५०,Chemistry,Chemistry
67,एक गाय को रस्सी से इस प्रकार बाँधा गया कि गाय १४४ वर्ग मीटर के वृत्ताकार मैदान की घास खा सके। मैदान की त्रिज्या कितने मीटर है?,६.७७,Math,Trigonometry
12,एक ट्रेन औसतन १० मी/सेकंड की गति से ८० मीटर की दूरी तय करती है। यात्रा की कुल अवधि कितनी है?,८,Physics,Physics
368,५ किग्रा द्रव्यमान की एक बंदूक से ५०० मी./से. के वेग से २० ग्राम द्रव्यमान की एक गोली ०.१ सेकंड में चलाई गई। गोली पर बंदूक के क्रियाशील बल का मान कितना है?,१००,Physics,Physics
594,१२ ग्राम मैग्नीशियम कितने ग्राम ऑक्सीजन के साथ अभिक्रिया करेगा?,८,Chemistry,Chemistry
179,यदि एक वर्ग के विकर्ण की लंबाई ४√२ से.मी. हो तो इसका क्षेत्रफल कितने वर्ग से.मी. है?,१६,Math,Solid Geometry
660,७५० मिली में पोटैशियम कार्बोनेट का ०.१२५ मोलर विलयन बनाया गया। विलयन में हाइड्रोक्लोरिक एसिड प्रवाहित करने पर कितने ग्राम कार्बन डाइऑक्साइड उत्पन्न होगी?,४.१२,Chemistry,Chemistry
395,घर्षण रहित किसी फर्श पर १ मी./से. के वेग से गतिशील १ किग्रा द्रव्यमान की खिलौना गाड़ी को गति की दिशा में तुमने १ न्यूटन बल से धक्का दिया। धक्का देने के ५ सेकंड बाद गाड़ी की ऊर्जा का परिवर्तन कितने जूल है?,१७.५,Physics,Physics
483,"यदि किसी तत्व के एक परमाणु का भार ४.४८२ x १०^-२३ ग्राम हो, तो उसका आपेक्षिक परमाणु भार कितना होगा?",२७,Chemistry,Chemistry
347,१० किग्रा द्रव्यमान की एक स्थिर वस्तु पर १५०० न्यूटन बल ०.१५ सेकंड तक कार्य करता है। वस्तु के संवेग का परिवर्तन कितने किग्रा-मी./से. होगा?,२२५,Physics,Physics
430,२०० घन मीटर आयतन की एक गोलाकार वस्तु आधी पानी में डूबी तैर रही है। गोले का घनत्व कितने किग्रा/घन मीटर है?,५००,Physics,Physics
178,यदि एक वर्ग के विकर्ण की लंबाई ८√२ से.मी. हो तो इसका क्षेत्रफल कितने वर्ग से.मी. है?,६४,Math,Solid Geometry
466,यदि एक ध्वनि का आवर्तकाल ५.८ x १०^-४ सेकंड और ध्वनि का वेग ३२० मी./से. हो तो तरंगदैर्ध्य कितने मीटर है?,०.१८,Physics,Physics
454,५ किग्रा पानी में ०.५ किग्रा बर्फ रखी गई। यदि बर्फ ७६९ किलोजूल ऊष्मा छोड़े तो पानी द्वारा ग्रहण की गई ऊष्मा कितने किलोजूल है?,७६९,Physics,Physics
84,"२ से.मी. व्यास वाले वृत्त का एक चाप केंद्र पर ९० डिग्री का कोण बनाता है, चाप की लंबाई कितने से.मी. है (लगभग)?",१.५७,Math,Trigonometry
219,एक निष्पक्ष पासे को एक बार फेंकने पर अभाज्य संख्या आने की प्रायिकता कितनी है?,१/२,Math,Probability
463,आकाशवाणी दिल्ली मीडियम वेव पर ६३० किलो हर्ट्ज़ पर कार्यक्रम प्रसारित करता है। यदि रेडियो तरंग का वेग ३ x १०^८ मी./से. हो तो तरंगदैर्ध्य कितनी होगी?,४७६.१९,Physics,Physics
364,नरेश १० मी./से. के वेग से गाड़ी चलाकर करोल बाग से चांदनी चौक की ओर बढ़ा। लेकिन रास्ते में ट्रैफिक जाम का सामना होने पर उसने ब्रेक लगाया तो ५ सेकंड बाद उसकी गाड़ी रुक गई। नरेश की गाड़ी का मंदन कितने मी./से.^२ है?,२,Physics,Physics
265,१० से २१ तक की प्राकृतिक संख्याओं में से एक यादृच्छिक रूप से चुनी गई। संख्या के अभाज्य होने की प्रायिकता कितनी है?,१/३,Math,Probability
470,कार्बन मोनोऑक्साइड के १० मोल का आणविक भार कितना है?,२८०,Chemistry,Chemistry
80,२ से.मी. त्रिज्या वाले वृत्त का ८ से.मी. लंबा एक चाप केंद्र पर कितने रेडियन का कोण बनाता है?,४,Math,Trigonometry
24,एक त्रिभुज के आधार की लंबाई १० मीटर और ऊँचाई २०० मीटर है। त्रिभुज का क्षेत्रफल कितना है?,१०००,Math,Solid Geometry
16,"यदि जतिन का जन्मदिन जनवरी महीने में है, तो जनवरी महीने की ३१ तारीख को जतिन का जन्मदिन होने की संभावना कितनी है?",१/३१,Math,Probability
391,किसी वस्तु की गतिज ऊर्जा १६ गुनी करने के लिए वेग कितना गुना करना होगा?,४,Physics,Physics
276,स्लाइड कैलिपर्स की सहायता से एक आयताकार काँच की पट्टी की मोटाई ज्ञात करने में मुख्य स्केल का पाठ्यांक १८ मि.मी. और वर्नियर संपातन ८ प्राप्त हुआ। यदि यंत्र का वर्नियर स्थिरांक ०.०१ से.मी. हो तो मोटाई कितने मि.मी. है?,१८.८०,Physics,Physics
248,मौसम विभाग से प्राप्त रिपोर्ट के अनुसार सितंबर महीने में १९ दिन बारिश हुई। तो ८ सितंबर को बारिश होने की प्रायिकता कितनी है?,१९/३०,Math,Probability
704,कौशल की क्लास में ११११० (बाइनरी में) विद्यार्थी हैं। प्रत्येक के पास ३१ (हेक्साडेसिमल में) कलम हैं। उन सबके पास कुल कितनी (डेसिमल में) कलम हैं?,१४७०,CS,CS
362,एक ही सड़क पर परस्पर विपरीत दिशाओं से आती १५ किग्रा और १० किग्रा द्रव्यमान की दो वस्तुएँ क्रमशः ३ मी./से. और ५ मी./से. के वेग से आती हैं और आमने-सामने टकराकर एक साथ चिपक जाती हैं। मिली हुई अवस्था में वेग कितने मी./से. है?,०.२०,Physics,Physics
358,२ किग्रा द्रव्यमान की एक स्थिर वस्तु को ऊपर से छोड़ने पर वह ३ सेकंड में ३६ मीटर रास्ता तय करती है। वस्तु का त्वरण कितने मी./से.^२ है?,८,Physics,Physics
627,क्लोरिक एसिड में ऑक्सीजन की प्रतिशत मात्रा कितनी है?,५६.८०,Chemistry,Chemistry
138,एक समकोण त्रिभुज के आधार और कर्ण क्रमशः १२ और १३ हों तो इसका लंब कितना है?,५,Math,Trigonometry
361,२ किग्रा द्रव्यमान की एक स्थिर वस्तु को ऊपर से छोड़ने पर वह ३ सेकंड में ३६ मीटर रास्ता तय करती है। ३ सेकंड बाद वस्तु का वेग कितने मी./से. होगा?,२४,Physics,Physics
315,५४ किलोमीटर/घंटा कितने मीटर/सेकंड के बराबर है?,१५,Physics,Physics
34,यदि किसी समुच्चय के सदस्यों की संख्या ३ हो तो उसके उचित उपसमुच्चयों की संख्या कितनी है?,७,Math,Set Function
257,"एक टोकरी में १५ सफेद, १० काली और २० लाल गेंदें हैं। यादृच्छिक रूप से एक गेंद निकाली गई। गेंद के सफेद अथवा लाल होने की प्रायिकता कितनी है?",७/९,Math,Probability
431,२०० घन मीटर आयतन की एक गोलाकार वस्तु आधी पानी में डूबी तैर रही है। गोले का उत्प्लावन बल कितना है?,०.९८,Physics,Physics
474,मीथेन के १२ मोल का आणविक भार कितना है?,१९२,Chemistry,Chemistry
10,कार्बन मोनोऑक्साइड के ९ मोल का भार कितने ग्राम है?,२५२,Chemistry,Chemistry
