Q No.,Premise,Hypothesis,Answer
136,नितिन ने ६% प्रति वर्ष की दर से कुछ रुपये उधार लिए थे,नितिन ने ३% से अधिक की दर से कुछ रुपये उधार लिए थे,Entailment
163,"यदि द्रविड़ टूल किराए पर लेने के लिए बिक्री कर छोड़कर कुल $ ३८ चुकाएँ, तो उन्होंने कितने घंटों के लिए किराया लिया?","यदि द्रविड़ टूल किराए पर लेने के लिए बिक्री कर छोड़कर कुल $ ८८ से कम दें, तो उन्होंने कितने घंटों के लिए किराया लिया?",Entailment
350,फ्रैंक जॉन से १५ साल छोटा है,फ्रैंक जॉन से २५ साल से भी कम छोटा है,Entailment
117,मेलानी ने बगीचे से ७.० आलूबुखारे और ४.० संतरे तोड़े और सैम ने उसे ३.० आलूबुखारे दिए,उसके पास अब १४.० आलूबुखारे हैं,contradiction
374,"यदि मिसी को लॉरेंस से १८ संदेश मिले हों, तो कीथ को जुआन से कितने संदेश मिलते हैं?",यदि मिसी को लॉरेंस से ३८ से कम संदेश मिलें तो कीथ को जुआन से कितने संदेश मिलते हैं?,Entailment
268,शोभा के जन्म के समय उसके पिता की आयु २८ वर्ष से अधिक थी और उसकी माँ की आयु ३६ वर्ष थी जब उससे चार साल छोटे उसके भाई का जन्म हुआ,शोभा के जन्म के समय उसके पिता की आयु ३८ वर्ष थी और उसकी माँ की आयु ३६ वर्ष थी जब उससे चार साल छोटे उसके भाई का जन्म हुआ,neutral
379,जेमी ने प्रत्येक २२ सेंट में सीपियाँ बेचकर ५५ सेंट प्रत्येक पर कई पुरानी पेपरबैक किताबें खरीदने लायक पैसे कमाए,जेमी ने २२ सेंट से कम दाम पर सीपियाँ बेचकर ५५ सेंट प्रत्येक पर कई पुरानी पेपरबैक किताबें खरीदने लायक पैसे कमाए,contradiction
166,शोभा के जन्म के समय उसके पिता की आयु ३८ वर्ष थी और उसकी माँ की आयु ३६ वर्ष थी जब उससे चार साल छोटे उसके भाई का जन्म हुआ,शोभा के जन्म के समय उसके पिता की आयु २८ वर्ष से अधिक थी और उसकी माँ की आयु ३६ वर्ष थी जब उससे चार साल छोटे उसके भाई का जन्म हुआ,Entailment
133,"यदि जोन्स एलिमेंटरी के लड़के कुल स्कूल जनसंख्या के x छात्रों के ६०% से अधिक हों, तो x कितना है?","यदि जोन्स एलिमेंटरी के लड़के x छात्रों की कुल स्कूल जनसंख्या का ७०% हों, तो x कितना है?",neutral
52,क्या सैली को ८५% से कम लाभ पाने के लिए प्रत्येक वस्तु बेचनी होगी?,क्या सैली को १५% लाभ के लिए प्रत्येक वस्तु बेचनी होगी?,neutral
15,मेरी जेनी से २० साल छोटी है,जेनी मेरी से २० साल बड़ी है,Entailment
272,"मैडी के पास २४ सेब हैं, यदि वह माइक को १२ दे, तो उसके पास कितने बचेंगे?","मैडी के पास ४४ सेब हैं, यदि वह माइक को १२ दे, तो उसके पास कितने सेब बचते हैं?",contradiction
72,"पिनो ने कहा, चित्तीदार ईगल रे का वज़न लगभग ७५ से ८० पाउंड था और उसके पंख ६ फुट के थे।","चित्तीदार ईगल रे का वज़न ७५ से ८० पाउंड है, अधिकारी ने कहा",Entailment
155,"तीसरे स्थान पर चल रही वैलेंसिया स्पोर्टिंग गिजोन के साथ १-१ से ड्रॉ करने के बाद ज़मीन गँवा बैठी, दूसरे हाफ में उसे जुआन माता से एक बराबरी के गोल की ज़रूरत पड़ी।",तीसरे स्थान पर चल रही वैलेंसिया स्पोर्टिंग गिजोन से १-१ से ड्रॉ करने के बाद ज़मीन गँवा बैठी,Entailment
24,दलदल में ५८.० हंस और ३७.० बत्तखें थीं।,दलदल में १६.० हंस अधिक थे,contradiction
178,"शॉन, जिसका वज़न २०० पाउंड है, १५० पाउंड और २८० पाउंड वज़न के दो पैकेजों के साथ लिफ्ट में है","शॉन, जिसका वज़न ३०० पाउंड से कम है, १५० पाउंड और २८० पाउंड वज़न के दो पैकेजों के साथ लिफ्ट में है",Entailment
296,"माना जाता है कि मलबा लगभग १५,००० फुट (४,५०० मीटर) गहराई में, पानी के नीचे के पहाड़ों के बीच है और भारी मात्रा में समुद्री कचरे के साथ मिला हुआ है।","माना जा रहा है कि विमान का मलबा अटलांटिक के समुद्र तल पर, लगभग ४,५०० मीटर की गहराई में है",neutral
85,आयशा के जन्म के समय उसके पिता की आयु ६० वर्ष से कम थी और उसकी माँ की आयु ३२ वर्ष थी जब उससे छह साल छोटे उसके भाई का जन्म हुआ,आयशा के जन्म के समय उसके पिता की आयु ४० वर्ष थी और उसकी माँ की आयु ३२ वर्ष थी जब उससे छह साल छोटे उसके भाई का जन्म हुआ,neutral
297,एक लाइब्रेरी में १४२४०.० किताबें हैं और वे अलमारियों पर इस तरह सजाई गई हैं कि प्रत्येक में ८.० किताबें हैं,लाइब्रेरी में १७८०.० अलमारियाँ हैं,Entailment
4,रोशन ने ६५ किताबें खरीदीं।,रोशन ने २५ से भी अधिक किताबें खरीदीं।,Entailment
345,सीरीज़ की समस्याएँ जैसे २ १२ x ४४ ४६ १३२ १३४ स्काइप की शुरुआत ४४ ४६ १३२ १३४ स्काइप हाइलाइट करने का अंत,सीरीज़ की समस्याएँ जैसे ४ १२ x ४४ ४६ १३२ १३४ स्काइप हाइलाइटिंग की शुरुआत ४४ ४६ १३२ १३४ स्काइप हाइलाइटिंग का अंत,neutral
137,"न्यू आइबेरिया रिसर्च सेंटर को एनआईएच से ३७ मिलियन डॉलर से अधिक का अनुदान मिला है, केंद्र की वेबसाइट के अनुसार।","लुइसियाना के न्यू आइबेरिया अनुसंधान केंद्र में ६,५०० से अधिक प्राइमेट हैं",neutral
98,हमने २१.० पिज़्ज़ा ऑर्डर किए और प्रत्येक पिज़्ज़ा में ८.० स्लाइस हैं,पिज़्ज़ा के १६४.० स्लाइस यहाँ हैं।,contradiction
170,टिम और स्टेसी को १ से ५ तक क्रमानुसार नंबर वाली कुर्सियों की एक पंक्ति में सीटें चुननी हैं,टिम और स्टेसी को १ से ५ से कम तक क्रमानुसार नंबर वाली कुर्सियों की एक पंक्ति में सीटें चुननी हैं,contradiction
317,"यदि हेनरी एक टैंक में ५ गैलन पानी डाले जो पहले से ३/४ पानी से भरा है, तो टैंक ७/८ भर जाएगा","यदि हेनरी एक ऐसे टैंक में ६ गैलन पानी डालें जो पहले से ३/४ पानी से भरा है, तो टैंक ७/८ भर जाएगा",contradiction
395,"सैन डुरंगो शहर में, ८० लोग बिल्ली, कुत्ते या खरगोश के मालिक हैं","सैन डुरंगो शहर में, ८० से कम लोग बिल्ली, कुत्ते या खरगोश के मालिक हैं",contradiction
66,मोहन ने ४० से अधिक किताबें खरीदीं,मोहन ने ५० रुपये में किताबें खरीदीं,neutral
115,"यदि मियामी हवाई अड्डे का उपयोग करने वाले ऐसे यात्रियों की संख्या कैनेडी हवाई अड्डे का उपयोग करने वाली संख्या का ५/४ और लोगान हवाई अड्डे का उपयोग करने वाली संख्या के ३ गुने से कम हो, तो उस साल इन यात्रियों में से लगभग कितने मिलियन लोगों ने लोगान हवाई अड्डे का उपयोग किया?","यदि मियामी हवाई अड्डे का उपयोग करने वाले ऐसे यात्रियों की संख्या कैनेडी हवाई अड्डे का उपयोग करने वाली संख्या का १/४ और लोगान हवाई अड्डे का उपयोग करने वाली संख्या का ३ गुना हो, तो उस साल इन यात्रियों में से लगभग कितने मिलियन लोगों ने लोगान हवाई अड्डे का उपयोग किया?",neutral
406,"यदि डेव के पास सूचीबद्ध प्रत्येक पोशाक में से एक से अधिक हों और वह ७२०० अलग-अलग पोशाकें बना सके, तो डेव के पास ठीक कितनी पोशाकों के लिए पाँच विकल्प हैं?","यदि डेव के पास सूचीबद्ध प्रत्येक पोशाक में से एक से अधिक हों और वह ३२०० से अधिक अलग-अलग पोशाकें बना सके, तो डेव के पास ठीक कितनी पोशाकों के लिए पाँच विकल्प हैं?",Entailment
48,"यदि सनूप खुदरा विक्रेता को २ टी-शर्ट लौटा दे, और शेष टी-शर्टों का औसत मूल्य रुपये था।",यदि सनूप खुदरा विक्रेता को ३ से कम टी-शर्ट लौटा दे और शेष टी-शर्टों का औसत मूल्य रुपये था।,Entailment
126,"बैंगलोर में मेरे बंगले में मेरा एक सुंदर गुलाब का बगीचा है। बगीचे की चारों भुजाएँ ७०, १६, १२ और १० रॉड से कम बताई जाती हैं।","बैंगलोर में मेरे बंगले में मेरा एक सुंदर गुलाब का बगीचा है। बगीचे की चारों भुजाएँ २०, १६, १२ और १० रॉड बताई जाती हैं।",neutral
308,पिछले सप्ताह टाउन एक्स के निवासी पैट ने जितने घंटे टेलीविज़न देखा वह औसत से १ से २ मानक विचलनों के बीच था,पिछले सप्ताह टाउन एक्स के निवासी पैट ने जितने घंटे टेलीविज़न देखा वह औसत से १ से २ मानक विचलनों से कम था,contradiction
109,"२८२ लोगों को बाटान जहाज़ पर लाया गया, और नौसेना ने बचाए गए लोगों का एक यूट्यूब वीडियो पोस्ट किया है -- स्पष्ट रूप से अफ्रीकी प्रवासी -- वे युद्धपोत पर चढ़ते हुए थके हुए या कृतज्ञ दिख रहे हैं।",अमेरिकी नौसेना के दो जहाज़ों ने कुल २८२ लोगों को बचाया है,neutral
125,"यदि अब से पाँच साल बाद, उनकी आयु का योग ५१ होगा, तो स्टेफनी की आयु कितनी है?","यदि अब से पाँच साल बाद, उनकी आयु का योग ७१ से कम हो, तो स्टेफनी की आयु कितनी है?",Entailment
421,मोहन ने ५० रुपये में किताबें खरीदीं,मोहन ने रुपयों में ८० किताबें खरीदीं,contradiction
55,"एक परीक्षा में, अमर ने ७४ प्रतिशत से कम, भवन ने ३६ प्रतिशत और चेतन ने ४४ प्रतिशत अंक पाए।","एक परीक्षा में, अमर ने ६४ प्रतिशत, भवन ने ३६ प्रतिशत और चेतन ने ४४ प्रतिशत अंक पाए।",neutral
148,जैक और क्रिस्टीना एक समतल सतह पर १५० फुट दूर खड़े हैं,जैक और क्रिस्टीना एक समतल सतह पर ४५० फुट से कम दूरी पर खड़े हैं,Entailment
267,"उनके घरों के बीच की दूरी १२ किलोमीटर से अधिक है, एला की चलने की गति ५ किमी/घंटा है, और एड की चलने की गति ३ किमी/घंटा है","उनके घरों के बीच की दूरी ४२ किलोमीटर है, एला की चलने की गति ५ किमी/घंटा है, और एड की चलने की गति ३ किमी/घंटा है",neutral
369,"डेविड ने अंग्रेज़ी, गणित, भौतिकी, रसायन और जीव विज्ञान में ७६, ६५, ८२, ६७ और ८५ अंक (१०० में से) पाए। उसके औसत अंक कितने हैं?","डेविड ने अंग्रेज़ी, गणित, भौतिकी, रसायन और जीव विज्ञान में ८६, ६५, ८२, ६७ और ८५ अंक (१०० में से) पाए। उसके औसत अंक कितने हैं?",contradiction
420,कल सिटी ए से सिटी बी जाने में रॉबर्ट को ४ घंटे लगे थे,कल सिटी ए से सिटी बी जाने में रॉबर्ट को १ घंटे से अधिक समय लगा,Entailment
415,किशोर ने अपने मासिक वेतन का १०% बचाया था,किशोर ने अपने मासिक वेतन के १०% से अधिक बचाया था,contradiction
333,पिछले सप्ताह टाउन एक्स के निवासी पैट ने जितने घंटे टेलीविज़न देखा वह औसत से १ से २ मानक विचलनों के बीच था,पिछले सप्ताह टाउन एक्स के निवासी पैट ने जितने घंटे टेलीविज़न देखा उनकी संख्या औसत से ७ से २ मानक विचलनों के बीच थी,contradiction
149,अलका ने १५ किताबें खरीदीं,अलका ने रुपयों में ७५ से कम किताबें खरीदीं,Entailment
219,"एडम्स का इंटरनेट प्रदाता असीमित ट्रैफिक ऑफर करता है जिसकी लागत प्रतिदिन $०.५ है, चार्ज बंद ४२ a से कम","एडम्स का इंटरनेट प्रदाता असीमित ट्रैफिक ऑफर करता है जिसकी लागत $०.५ प्रति दिन है, चार्ज बंद १२ पर",neutral
147,हैदराबाद और बैंगलोर के बीच ८८ से कम स्टेशन हैं,हैदराबाद और बैंगलोर के बीच १८ स्टेशन हैं,neutral
390,"यदि स्टीव के खरीदे पैकेजों में से ठीक ४ पैकेजों में ७ कलम हों, तो स्टीव ने कितने कलम खरीदे थे?","यदि स्टीव के खरीदे पैकेजों में से ४ से अधिक पैकेजों में ७ कलम हों, तो स्टीव ने कितने कलम खरीदे थे?",contradiction
207,"शेखर ने गणित, विज्ञान, सामाजिक अध्ययन, अंग्रेज़ी और जीव विज्ञान में क्रमशः ४६, ६५, ८२, ६७ और ८५ अंक पाए","शेखर ने गणित, विज्ञान, सामाजिक अध्ययन, अंग्रेज़ी और जीव विज्ञान में क्रमशः ७६, ६५, ८२, ६७ और ८५ अंक पाए।",neutral
306,जॉन के पास १० जोड़ी मैचिंग मोज़े हैं,जॉन के पास १० जोड़ी से अधिक मैचिंग मोज़े हैं,contradiction
