Q No.,Question,Answer,option1,option2
267,"केट सिनेमा में है और गलती से अपना कप फर्श पर गिरा देती है। कप कंक्रीट के फर्श पर ३ सेकंड में लुढ़कता है जो २५ सेंटीमीटर लंबा है, लेकिन कार्पेट वाले फर्श से टकराने के बाद वह ३ सेकंड में ०.१८ मीटर जाता है। कप कंक्रीट के फर्श पर तेज़ था क्योंकि कंक्रीट के फर्श पर था?",Option 2,अधिक घर्षण,कम घर्षण
384,टॉड सोमवार को अपनी गाड़ी में बैठता है और ४ घंटे गाड़ी चलाता है। वह मंगलवार को भी वही करता है लेकिन उस दिन ३ घंटे बाद रुक जाता है। किस दिन वह कम दूर जाएगा?,Option 2,सोमवार,मंगलवार
66,एफ-१६ का वज़न आमतौर पर ९०३४ किलो होता है और जंबो जेट का वज़न ४३९९८७ किलो होता है। इसलिए एफ-१६ था?,Option 2,धीमी गति वाला,तेज़ गति वाला
33,बाल के एक टुकड़े का व्यास ०.०४ मि.मी. है जबकि एक रस्सी का व्यास ९ मि.मी. है। इसलिए बाल?,Option 2,मज़बूत है,कमज़ोर है
261,जेसन ने देखा कि उसका एटीवी बर्फ पर २९.२०४४ मील/घंटा की गति से और रेत पर ३४ किमी/घंटा की गति से चलता है। बर्फ की तुलना में रेत _____?,Option 1,अधिक प्रतिरोधी है,कम प्रतिरोधी है
41,आज टिफिन में मैं केक ले गया था। मेरे दो दोस्तों आयुष और सपना ने मेरे केक का क्रमशः १/३ भाग और २/५ भाग खाया। केक का बाकी हिस्सा मैंने खाया। किसने अधिक केक खाया?,Option 1,सपना,आयुष
143,टॉमी अपने बड़े भाई को पूल की ओर ले गया। टॉमी १७ मी/सेकंड की गति से डाइव कर सकता है और उसका भाई ३९ मी/सेकंड की गति से डाइव कर सकता है। कौन पहले डाइव पूरी करेगा?,Option 2,टॉमी,उसका भाई
60,"शेरी अपनी गेंद को दो लेनों में लुढ़काती है। गेंद १५ सेकंड में लाल लेन पार करती है, लेकिन २० सेकंड में हरी लेन पार करती है। दोनों लेन एक ही लंबाई की हैं। हरी लेन में गेंद धीमी हो जाती है क्योंकि उसमें?",Option 1,अधिक घर्षण है,कम घर्षण है
225,एक बिल्ली नदी में से ३ मीटर/सेकंड की गति से और जंगल में से २२ मील प्रति घंटे की गति से चलती है। इसका मतलब बिल्ली को कम बाधा कहाँ मिलती है?,Option 2,नदी में,जंगल में
48,टीना और मीना दोनों राजमार्ग पर एक ही गति से चल रही हैं। टीना ३७ मिनट ५० सेकंड और मीना ३६ मिनट ४८ सेकंड गाड़ी चलाती है। किसने अधिक दूरी तक गाड़ी चलाई?,Option 1,टीना,मीना
58,रेंजर और रसलर दोनों ऐसे घोड़ों पर सवार थे जो एक ही गति से दौड़ रहे थे। रसलर ०२:०० बजे निकला जबकि रेंजर ०१:०० बजे निकला। किसने अधिक यात्रा की?,Option 1,रेंजर,रसलर
276,मेरी का स्केटबोर्ड ११ मी/सेकंड की गति से चलता है जब वह गीले स्केटपार्क में स्केटिंग करती है और जब वह सूखे स्केटपार्क में स्केट करती है तब २९ मी/सेकंड की गति से चलता है। इसका मतलब उसका स्केटबोर्ड कहाँ चढ़ने पर गर्म हो जाता है?,Option 1,गीला स्केटपार्क,सूखा स्केटपार्क
293,मेरी का स्केटबोर्ड ३९८५ सेमी/सेकंड की गति से चलता है जब वह गीले स्केटपार्क में स्केटिंग करती है और जब वह सूखे स्केटपार्क में स्केटिंग करती है तब ८२९ सेमी/सेकंड की गति से चलता है। इसका मतलब उसका स्केटबोर्ड कहाँ चढ़ने पर अधिक गर्म हो जाता है?,Option 2,गीला स्केटपार्क,सूखा स्केटपार्क
154,जिम १ इंच चौड़ाई का एक मोटा कवच पहनता है। जैक केवल ३ सेंटीमीटर की एक सूती शर्ट पहनता है। कौन-सा एक गोली रोकेगा?,Option 1,कवच,शर्ट
190,टॉमी अपने बड़े भाई को पूल की ओर ले गया। टॉमी ३३० सेमी/सेकंड की गति से डाइव कर सकता है और उसका भाई २ मी/सेकंड की गति से डाइव कर सकता है। कौन पहले डाइव पूरी करेगा?,Option 1,टॉमी,भाई
109,जिम रायट सर्वर से १० मील दूर रहता है। रजनी रायट सर्वर से २००० मील दूर रहती है। दोनों की इंटरनेट स्पीड एक ही है। किसका पिंग अधिक होगा?,Option 2,जिम,रजनी
125,कार्यस्थल तक गाड़ी से जाने में २ घंटे और बस से जाने में ४ घंटे लगते हैं। कौन-सी गाड़ी अधिक गति से चलती है?,Option 2,बस,कार
283,पहले कछुए की गति ४० सेमी/सेकंड और दूसरे कछुए की गति ४ मी/सेकंड है। यदि दोनों समुद्र तट पर चलते रहें तो किस प्राणी को समुद्र तक पहुँचने में अधिक समय लगेगा?,Option 1,पहला कछुआ,दूसरा कछुआ
91,एक रोबोट ७ मिनट में टाइलें और १०० सेकंड में प्लश कार्पेट साफ करता है क्योंकि उसमें है?,Option 1,अधिक घर्षण,कम घर्षण
55,एक सेडान का वज़न १५०० किलो है और एक कचरा ट्रक का वज़न ६९६३२ पाउंड है। ट्रैफिक लाइट पर बत्ती हरी होने पर दोनों गाड़ियों का वेग ५० मील प्रति घंटे तक पहुँचता है। कौन-सी गाड़ी प्रतियोगिता जीतेगी?,Option 1,सेडान,कचरा ट्रक
217,जिम ४ मी/सेकंड की गति से दौड़ सकता था और उसकी बहन जेन २ मी/सेकंड की गति से दौड़ सकती थी। एक खतरनाक वायरस का फैलाव रोकने के लिए उन्हें अगले शहर में कुछ ज़रूरी वैक्सीन पहुँचानी थी। कम समय में वहाँ पहुँचने के लिए वैक्सीन लेकर किसे जाना चाहिए?,Option 1,जिम,जेन
270,दो दंपतियों ने अपनी-अपनी गाड़ियों में अपना किराने का सामान लादा। प्रत्येक गाड़ी को एक-एक घोड़ा खींच रहा है और वे समान रूप से शक्तिशाली हैं। पहले घोड़े को ९८ पाउंड सामान ढोना है और दूसरे घोड़े को ३४ किलो सामान ढोना है। कौन-सा धीमा होगा?,Option 1,पहला घोड़ा,दूसरा घोड़ा
136,जैस्पर अपने भांजे को पार्क ले जा रहा है। उसकी भांजी पाँच साल बड़ी है और उसका वज़न ३० किलो है जबकि उसके भांजे का वज़न २० किलो है। किस पर गुरुत्वाकर्षण बल अधिक होगा?,Option 1,भांजी पर,भांजे पर
392,"यदि एक कार और एक पिकअप दोनों ६० मील की गति से यात्रा करें, लेकिन कार २ घंटे बाद रुके जबकि पिकअप ६ घंटे बाद रुके, तो किसने कम दूरी तय की?",Option 1,कार,पिकअप
317,केविन ने न्यूयॉर्क से शिकागो के लिए ०९:०० बजे एक विमान लिया और एस्थर ने १७:०० बजे न्यूयॉर्क से लॉस एंजेलेस जाने वाला एक विमान लिया। दोनों एक ही प्रकार के विमान से यात्रा कर रहे हैं इसलिए उनकी यात्रा की गति एक ही है। दोनों एक ही समय पर अपने गंतव्य पर पहुँच गए। किसने अधिक यात्रा की?,Option 2,केविन,एस्थर
147,"जॉन और स्टीवन ने एक प्रयोग करने का निर्णय लिया। उन्होंने ८०० ग्राम वज़न की एक ईंट और ४ ग्राम वज़न का एक कंकड़ खिड़की से गिरा दिया। जब उन्होंने नीचे देखा तो पाया कि कंकड़ ईंट के बाद ज़मीन पर पहुँचा, इसका कारण क्या है?",Option 1,कंकड़ का द्रव्यमान कम है,ईंट का द्रव्यमान कम है
203,खरपतवार में से लुढ़कते समय मेरी की वैगन ४० डिग्री सेल्सियस तापमान तक और कंकड़ों में से लुढ़कते समय ५० डिग्री सेल्सियस तापमान तक पहुँचती है। इसका मतलब उसकी वैगन धीमी गति से लुढ़कने को कहाँ मजबूर होती है?,Option 2,खरपतवार,कंकड़
371,एक गोल्फ बॉल का द्रव्यमान १५८ ग्राम और एक बेसबॉल का द्रव्यमान ०.१५९ किग्रा है। किसका तुलनात्मक रूप से अधिक गुरुत्वीय बल है?,Option 2,गोल्फ बॉल का,बेसबॉल का
366,जया और मीना दोनों हाईवे पर एक ही गति से जा रही हैं। जया ०.६५ घंटे और मीना ३८.५० मिनट गाड़ी चलाती है। कौन अधिक दूर गाड़ी चलाती है?,Option 2,मीना,जया
198,एफ-१६ का वज़न आमतौर पर २५०००० पाउंड होता है और जंबो जेट का वज़न ५०००० पाउंड होता है। इसलिए एफ-१६ था?,Option 1,धीमी गति वाला,तेज़ गति वाला
122,यदि एक ट्रेन ५० मील प्रति घंटे और एक बाइक २० मील प्रति घंटे की गति से चले तो बाइक जाएगी?,Option 2,अधिक दूरी,कम दूरी
262,"यदि सारा और जेनी दोनों एक ही गति से दौड़ें, सारा ७८ मिनट दौड़ती है और जेनी सारा से २७ मिनट कम दौड़ती है, तो किसने अधिक दूर यात्रा की?",Option 1,सारा,जेनी
14,१२३४५६ से ९८७६५४ संख्या?,Option 2,छोटी है,बड़ी है
81,महेश एक पत्थर के द्रव्यमान और एक कंकड़ के द्रव्यमान की तुलना कर रहा था। उसने पाया कि पत्थर का द्रव्यमान १२९ पाउंड और कंकड़ का द्रव्यमान १२ पाउंड था। किसमें प्रबल गुरुत्वाकर्षण है?,Option 1,पत्थर में,कंकड़ में
201,ब्यूटी क्वीन संगमरमर के फर्श पर ६ मी/सेकंड की गति से चली लेकिन लकड़ी के फर्श पर ३ मी/सेकंड की गति से चली क्योंकि वह था?,Option 1,अधिक प्रतिरोधी,कम प्रतिरोधी
140,"गाड़ी चलाते हुए, मेरी को पता चला कि जंगल का घर्षण गुणांक ०.७ है, जबकि मैदान का गुणांक १.२ का १०% है। उसकी गाड़ी कहाँ तेज़ चली?",Option 2,जंगल में,मैदान में
216,"महेश और मूसा ठीक एक ही समय, यानी दोपहर १२ बजे बार से निकले और एक ही गति से गाड़ी चलाई। महेश कई घंटे गाड़ी चलाकर रात १२ बजे रुका जबकि मूसा रात १० बजे रुका। किसने सबसे अधिक दूरी तय की?",Option 2,मूसा,महेश
159,बॉब ने यूएसपीएस के माध्यम से एक पैकेज और यूपीएस के माध्यम से एक पैकेज भेजा। जो पैकेज उसने यूपीएस के माध्यम से भेजा वह ४ दिनों में पहुँचा और यूएसपीएस के माध्यम से २ सप्ताह में पहुँचा। कौन-सी पार्सल सेवा धीमी थी?,Option 1,यूएसपीएस धीमी थी,यूपीएस धीमी थी
257,एक चीता ३४ मील प्रति घंटे की गति से दौड़ता है और कुत्ता १२ मील प्रति घंटे की गति से दौड़ता है। तो चीते को कैसा समय लगेगा?,Option 1,कम समय,अधिक समय
374,"मीता और रीता दौड़ रही हैं। रीता थक जाती है और २५ मिनट जॉगिंग करने के बाद पार्क की बेंच पर आराम करती है। मीता पार्क में ३५ मिनट से दौड़ रही है, कौन अधिक दौड़ी?",Option 1,मीता,रीता
355,घोड़ा डर्बी ट्रैक पर १२० सेमी/सेकंड की गति से और वन में ३.५ मीटर/सेकंड की गति से चलता है क्योंकि वन में है?,Option 2,अधिक बाधा,कम बाधा
