Q No.,Question,Answer,Domain,Sub-Domain
202,५ से.मी. भुजा वाले वर्गाकार आधार पर स्थित एक पिरामिड की ऊँचाई ६ से.मी. हो तो इसका आयतन कितने घन से.मी. है?,५०,Math,Solid Geometry
26,एक वर्ग की भुजा ११.५ मीटर है। वर्ग का क्षेत्रफल कितना है?,१३२.२५,Math,Solid Geometry
492,नाइट्रोजन के १० मोल का आणविक भार कितना है?,२८०,Chemistry,Chemistry
7,५% लाभ की दर से १० वर्षों में १०००० रुपये पर कितने रुपये का लाभ मिलेगा?,२५००,Math,Math
314,५ मीटर त्रिज्या के वृत्ताकार पथ पर एक लड़के ने ८ पूरे चक्कर लगाए। लड़के का विस्थापन कितने मीटर है?,०,Physics,Physics
38,"यदि A = {-१,१३,२०,५६,८९} हो तो इसके उचित उपसमुच्चयों की संख्या कितनी है?",३१,Math,Set Function
338,एक लड़का २० मीटर त्रिज्या के एक मैदान में परिधि के साथ-साथ परिधि का ३/४ भाग चलता है। लड़के का विस्थापन कितने मीटर है?,२८.२८,Physics,Physics
439,किस तापमान पर फ़ारेनहाइट स्केल का पाठ्यांक सेल्सियस स्केल के पाठ्यांक का दोगुना होता है?,३२०,Physics,Physics
267,किसी लॉटरी में ७६० टिकट बिके। राजू ने २० टिकट खरीदे। टिकटों को अच्छी तरह मिलाकर एक टिकट यादृच्छिक रूप से निकाला गया। राजू को पहला पुरस्कार न मिलने की प्रायिकता कितनी है?,३७/३८,Math,Probability
598,मानक तापमान और दाब पर ४ लीटर नाइट्रोजन से कितने लीटर अमोनिया प्राप्त होगी? अभिकारक और उत्पाद सभी पदार्थ गैसीय हैं।,८,Chemistry,Chemistry
23,३३०.७६ केल्विन तापमान कितने डिग्री सेल्सियस के बराबर है?,५७.६१,Physics,Physics
558,२५० मिलीलीटर ०.१ मोलर सोडियम कार्बोनेट का विलयन बनाने के लिए कितने ग्राम सोडियम कार्बोनेट की आवश्यकता है?,२.६५,Chemistry,Chemistry
601,२० ग्राम मैग्नीशियम से कितने ग्राम मैग्नीशियम ऑक्साइड उत्पन्न होगा?,३३.३३,Chemistry,Chemistry
155,३ से.मी. त्रिज्या वाले एक धातु के ठोस गोले को पिघलाकर १ से.मी. त्रिज्या का एक सिलिंडर बनाया गया। बने सिलिंडर की ऊँचाई कितने से.मी. है?,३६,Math,Solid Geometry
365,३ किग्रा द्रव्यमान की एक वस्तु २ मी./से. के वेग से पूर्व दिशा में चल रही है। १ किग्रा द्रव्यमान की एक अन्य वस्तु २ मी./से. के वेग से पश्चिम दिशा में चल रही है। किसी समय दोनों वस्तुओं के बीच टक्कर के फलस्वरूप वे मिलकर एक हो गईं। मिली हुई वस्तुओं का वेग कितने मी./से. है?,१,Physics,Physics
341,५४ कि.मी./घंटा के वेग से चल रही गाड़ी के चालक ने ४६ मीटर दूर एक पैदल यात्री को देखकर तुरंत ब्रेक लगा दिया। इससे गाड़ी पैदल यात्री से १ मीटर पहले आकर रुक गई। गाड़ी का त्वरण कितना था?,-२.५०,Physics,Physics
461,३०० हर्ट्ज़ आवृत्ति पर कंपित किसी रेडियो स्पीकर से उत्पन्न ध्वनि तरंग की तरंगदैर्ध्य वायु में १.१५ मीटर हो तो वायु में ध्वनि तरंग का वेग कितना है?,३४५,Physics,Physics
474,मीथेन के १२ मोल का आणविक भार कितना है?,१९२,Chemistry,Chemistry
166,६ से.मी. त्रिज्या वाले एक धातु के ठोस गोले को पिघलाकर ३२ से.मी. ऊँचाई का एक सिलिंडर बनाया गया। बने सिलिंडर के वक्र पृष्ठ का क्षेत्रफल कितने वर्ग से.मी. है?,६०३.१८,Math,Solid Geometry
217,एक निष्पक्ष पासे को एक बार फेंकने पर ३ के गुणज वाली संख्या आने की प्रायिकता कितनी है?,१/३,Math,Probability
322,एक वस्तु स्थिर अवस्था से यात्रा शुरू करने के ५ सेकंड बाद २० मी./से. का वेग प्राप्त करती है। अगले १० सेकंड में वस्तु द्वारा तय की गई दूरी कितने मीटर होगी?,४००,Physics,Physics
493,९ मोल सल्फर डाइऑक्साइड का आणविक भार कितना है?,५७६,Chemistry,Chemistry
91,"५ से.मी. त्रिज्या वाले वृत्त का एक चाप केंद्र पर ६० डिग्री का कोण बनाता है, चाप की लंबाई कितने से.मी. है (लगभग)?",५.२३,Math,Trigonometry
600,२४ ग्राम मैग्नीशियम का पर्याप्त हवा में दहन करने पर कितने ग्राम मैग्नीशियम ऑक्साइड प्राप्त होगा?,४०,Chemistry,Chemistry
399,४० किग्रा द्रव्यमान का एक लड़का सीढ़ी से १५ सेकंड में छत पर चढ़ता है। सीढ़ी में सीढ़ियों की संख्या २० है और प्रत्येक सीढ़ी की ऊँचाई १६ से.मी. है। लड़के की शक्ति कितने वाट है?,८३.६२,Physics,Physics
533,मानक अवस्था में १७ ग्राम अमोनिया गैस का आयतन कितना है?,२२.४०,Chemistry,Chemistry
345,१ किग्रा द्रव्यमान की एक वस्तु सीधे ऊपर की ओर फेंकी गई। यह १० सेकंड बाद भूमि पर गिरी। अधिकतम ऊँचाई पर वस्तु की स्थितिज ऊर्जा कितने जूल होगी?,१२००.५०,Physics,Physics
221,एक सिक्के को २००० बार उछालने पर १०३० बार हेड आता है। सिक्के को एक बार उछालने पर टेल आने की प्रायिकता कितनी है?,९७०/२०००,Math,Probability
691,राहुल ने कहा कि उसके पास ६७ (हेक्साडेसिमल में) केले थे। उसने करण से १०००० (बाइनरी में) केले और ले लिए। हमारी संख्या प्रणाली के अनुसार उसके पास कितने केले रहेंगे?,११९,CS,CS
160,६ से.मी. व्यास वाले एक धातु के ठोस गोले को पिघलाकर ३ से.मी. त्रिज्या का एक लंब वृत्तीय सिलिंडर बनाया गया। बने सिलिंडर के वक्र पृष्ठ का क्षेत्रफल कितने वर्ग से.मी. है?,७५.३९,Math,Solid Geometry
669,५६ ग्राम कैल्शियम ऑक्साइड उत्पन्न करने के लिए कितने ग्राम ऑक्सीजन की आवश्यकता है?,१६,Chemistry,Chemistry
317,एक मोटरसाइकिल का वेग ३० मी./से. से समान रूप से घटकर ८ से. में १४ मी./से. हो जाए तो गाड़ी का मंदन कितने मी./से.^२ है?,२,Physics,Physics
173,६ से.मी. व्यास की एक गोलाकार गेंद एक घन आकार के बॉक्स में ठीक से समा जाती है। बॉक्स का आयतन कितने घन से.मी. है?,२१६,Math,Solid Geometry
509,पोटैशियम डाइक्रोमेट के एक अणु में कितने परमाणु विद्यमान हैं?,११,Chemistry,Chemistry
690,राहुल ने कहा कि उसके पास ७७ (हेक्साडेसिमल में) केले थे लेकिन उसने करण को १०००० (बाइनरी में) दे दिए। हमारी संख्या प्रणाली के अनुसार उसके पास और कितने केले रहेंगे?,१०३,CS,CS
544,मानक अवस्था में १० ग्राम हीलियम गैस का आयतन कितना है?,५६,Chemistry,Chemistry
699,विभा की क्लास में २५ (ऑक्टल में) विद्यार्थी हैं। प्रत्येक के पास १५ (ऑक्टल में) किताबें हैं। हमारी संख्या प्रणाली के अनुसार उन सबके पास कुल कितनी किताबें हैं?,२७३,CS,CS
4,फिटकरी के एक अणु में कितने ऑक्सीजन होते हैं?,४०,Chemistry,Chemistry
648,५ ग्राम कोक और ५ ग्राम ऑक्सीजन की अभिक्रिया कराकर कार्बन डाइऑक्साइड बनाई गई। अभिक्रिया के अंत में कितने ग्राम कोक शेष रहेगा?,३.१२,Chemistry,Chemistry
479,१९ मोल फ्लोरीन का आणविक भार कितना है?,७२२,Chemistry,Chemistry
315,५४ किलोमीटर/घंटा कितने मीटर/सेकंड के बराबर है?,१५,Physics,Physics
1,"यदि एक आयताकार बॉक्स की लंबाई १० इंच, चौड़ाई ५ इंच और ऊँचाई ३ इंच हो तो बॉक्स का कुल आयतन कितना है?",१५०,Math,Math
257,"एक टोकरी में १५ सफेद, १० काली और २० लाल गेंदें हैं। यादृच्छिक रूप से एक गेंद निकाली गई। गेंद के सफेद अथवा लाल होने की प्रायिकता कितनी है?",७/९,Math,Probability
666,४ ग्राम मैग्नीशियम ऑक्साइड बनाने के लिए २ ग्राम मैग्नीशियम और २ ग्राम ऑक्सीजन गैस उपयुक्त वातावरण में मिलाई गई। लेकिन अपेक्षित मात्रा में उत्पाद नहीं मिला। अभिक्रिया में कितने ग्राम ऑक्सीजन ने अभिक्रिया की है?,१.३३,Chemistry,Chemistry
350,"१ किग्रा द्रव्यमान की एक बंदूक से ५ ग्राम द्रव्यमान की एक गोली चलाने पर बंदूक २ मी./से. का प्रतिक्षेप वेग प्राप्त करती है, गोली का अंतिम वेग कितने मी./से. है?",४००,Physics,Physics
318,एक गाड़ी का वेग ३० मी./से. से समान रूप से घटकर ५ से. बाद १० मी./से. हो जाए तो गाड़ी का त्वरण कितने मी./से.^२ है?,-४,Physics,Physics
623,ग्लूकोज़ में कुल परमाणु कितने हैं?,२४,Chemistry,Chemistry
455,"३० डिग्री सेल्सियस तापमान के १५० ग्राम पानी में ७५ डिग्री सेल्सियस की लोहे की छड़ डुबाई गई और अंतिम तापमान ५६ डिग्री सेल्सियस हुआ। पानी की विशिष्ट ऊष्मा ४२०० जूल/किग्रा/केल्विन, लोहे की विशिष्ट ऊष्मा और घनत्व क्रमशः ४५० जूल/किग्रा/केल्विन और ७८०० किग्रा/घन मीटर है। पानी द्वारा ग्रहण की गई ऊष्मा कितने जूल है?",१६३८०,Physics,Physics
519,६.०२ x १०^२३ ऑक्सीजन परमाणुओं का भार कितना है?,१६,Chemistry,Chemistry
526,०.१ मोल सल्फ्यूरिक एसिड कितने ग्राम सल्फ्यूरिक एसिड के बराबर है?,९.८०,Chemistry,Chemistry
431,२०० घन मीटर आयतन की एक गोलाकार वस्तु आधी पानी में डूबी तैर रही है। गोले का उत्प्लावन बल कितना है?,०.९८,Physics,Physics
557,२०० मिली विलयन में कितने ग्राम सोडियम हाइड्रॉक्साइड घुला हो कि इसकी सांद्रता सेमीमोलर हो?,४,Chemistry,Chemistry
422,बल गुणन सिद्धांत पर आधारित किसी हाइड्रोलिक प्रेस में छोटे पिस्टन की तुलना में बड़े पिस्टन का व्यास ८ गुना किया जाए तो बड़े पिस्टन पर कितना गुना बल अनुभव होगा?,६४,Physics,Physics
45,"कुछ छात्र-छात्राओं में से ६० को क्रिकेट, ४० को फुटबॉल और २५ को दोनों खेल पसंद हैं। कम से कम एक खेल कितनों को पसंद है?",७५,Math,Set Function
106,दो कोणों का योग ६० डिग्री और अंतर ३० डिग्री है। छोटा कोण कितने डिग्री है?,१५,Math,Trigonometry
545,एक मोल ऑक्सीजन अणुओं में विद्यमान ऑक्सीजन परमाणुओं की संख्या एक मोल पानी के अणुओं में विद्यमान ऑक्सीजन परमाणुओं की संख्या की कितनी गुनी है?,२,Chemistry,Chemistry
157,६ से.मी. व्यास वाले एक धातु के ठोस गोले को पिघलाकर ४ से.मी. ऊँचाई का एक सिलिंडर बनाया गया। बने सिलिंडर की त्रिज्या कितने से.मी. है?,३,Math,Solid Geometry
201,१५ से.मी. भुजा वाले वर्गाकार आधार पर स्थित एक पिरामिड की ऊँचाई २० से.मी. हो तो इसका आयतन कितने घन से.मी. है?,१५००,Math,Solid Geometry
576,कार्बन मोनोऑक्साइड में कार्बन की मात्रा कितने प्रतिशत है?,४२.८५,Chemistry,Chemistry
452,"यदि १० किग्रा द्रव्यमान की एक वस्तु की ऊष्मा धारण क्षमता ४००० जूल/केल्विन हो, तो वस्तु की विशिष्ट ऊष्मा कितनी है?",४००,Physics,Physics
302,एक स्लाइड कैलिपर्स के मुख्य स्केल के १९ खाने वर्नियर स्केल के २० खानों के बराबर हैं। एक छोटी छड़ को इसके दो जबड़ों के बीच रखने पर देखा गया कि वर्नियर स्केल का शून्य चिह्न मुख्य स्केल के ५.२ से.मी. चिह्न को पार कर रहा है। साथ ही मुख्य स्केल के एक चिह्न से वर्नियर स्केल का १४ नंबर चिह्न मिल गया है। छड़ की लंबाई कितनी है (से.मी.)?,५.२७,Physics,Physics
659,७५० मिली में पोटैशियम कार्बोनेट का ०.१२५ मोलर विलयन बनाया गया। विलयन में कितने ग्राम पोटैशियम कार्बोनेट है?,१२.९३,Chemistry,Chemistry
280,एक स्लाइड कैलिपर्स के मुख्य स्केल के सबसे छोटे १ खाने की लंबाई १ मि.मी. है। वर्नियर स्केल के भागों की संख्या १० है। वर्नियर स्थिरांक का मान कितने से.मी. है?,०.०१,Physics,Physics
631,मैग्नीशियम नाइट्रेट में ऑक्सीजन की प्रतिशत मात्रा कितनी है?,६४.८६,Chemistry,Chemistry
282,"यदि मूल स्केल का पाठ्यांक १४ मि.मी., वर्नियर स्थिरांक ०.१ मि.मी. और वर्नियर पाठ्यांक ३ हो तो कुल पाठ्यांक कितने मि.मी. है?",१४.३०,Physics,Physics
497,एथीन के ७ मोल का आणविक भार कितना है?,१९६,Chemistry,Chemistry
311,एक मिनट में एक दीवार घड़ी की सेकंड वाली सुई का विस्थापन कितने मीटर है?,०,Physics,Physics
435,५ डिग्री सेल्सियस फ़ारेनहाइट स्केल पर कितना होगा?,४१,Physics,Physics
353,एक वस्तु का द्रव्यमान २ किग्रा और प्रारंभिक वेग ५ मी./से. है। यदि ३ सेकंड बाद वस्तु का वेग ८ मी./से. हो जाए तो वस्तु पर लगाया गया बल कितने न्यूटन होगा?,२,Physics,Physics
548,१० मिली ०.२ मोलर सोडियम कार्बोनेट को उदासीन करने के लिए कितने ग्राम डेसीमोलर हाइड्रोक्लोरिक एसिड लगेगा?,०.१४,Chemistry,Chemistry
50,"यदि एक पहिये का व्यास ३.१४१६ मीटर हो, तो पहिये की परिधि कितने मीटर है?",९.८७,Math,Trigonometry
495,३ मोल मीथेन का आणविक भार कितना है?,४८,Chemistry,Chemistry
421,"लकड़ी का एक टुकड़ा पानी में तैराने पर उसका कितना प्रतिशत भाग डूबा रहेगा? (लकड़ी का घनत्व ०.४० x १०^३ किग्रा/घन मीटर, पानी का घनत्व १ x १०^३ किग्रा/घन मीटर)",४०,Physics,Physics
463,आकाशवाणी दिल्ली मीडियम वेव पर ६३० किलो हर्ट्ज़ पर कार्यक्रम प्रसारित करता है। यदि रेडियो तरंग का वेग ३ x १०^८ मी./से. हो तो तरंगदैर्ध्य कितनी होगी?,४७६.१९,Physics,Physics
457,०.१ मीटर लंबे एक धागे से १० ग्राम द्रव्यमान की एक घड़ी लटका दी जाए तो द्रव्यमान का दोलनकाल कितना होगा?,०.६३,Physics,Physics
448,१ किग्रा बर्फ का तापमान १ केल्विन बढ़ाने के लिए कितनी ऊष्मा लगेगी?,२१००,Physics,Physics
553,५०० मिलीलीटर ०.२ मोलर विलयन तैयार करने के लिए कितने ग्राम खाने के नमक की आवश्यकता होगी?,५.८५,Chemistry,Chemistry
283,"एक छड़ को स्लाइड कैलिपर्स के दो जबड़ों के बीच रखने पर जो पाठ्यांक मिला वह है: मुख्य स्केल ६ से.मी., वर्नियर संपातन ४ और वर्नियर स्थिरांक ०.१ मि.मी.। छड़ की लंबाई कितने से.मी. है?",६.०४,Physics,Physics
643,५ ग्राम हाइड्रोजन गैस के साथ ३० ग्राम नाइट्रोजन गैस की अभिक्रिया कराई गई। उत्पाद का कुल भार कितना है?,२८.३३,Chemistry,Chemistry
312,१० मीटर त्रिज्या के एक वृत्ताकार पथ पर परिधि का एक-चौथाई भाग पार करने पर विस्थापन कितने मीटर होगा?,७.०७,Physics,Physics
186,"एक आयताकार ठोस की लंबाई ६ से.मी., चौड़ाई ५ से.मी. और ऊँचाई ५ से.मी. हो तो इसका आयतन कितने घन से.मी. है?",१५०,Math,Solid Geometry
694,पवन ने कहा कि उसके पास ११०१० (बाइनरी में) केले थे। उसने ११०१ (बाइनरी में) लोगों के बीच केले बाँट दिए। हमारी संख्या प्रणाली के अनुसार प्रत्येक को कितने केले मिलेंगे?,२,CS,CS
459,यदि कोई वस्तु ५ सेकंड में १० पूर्ण कंपन पूरे करे तो आवृत्ति कितनी होगी?,२०,Physics,Physics
244,दो सिक्के एक साथ उछाले जाएँ तो दो हेड न आने की प्रायिकता कितनी है?,३/४,Math,Probability
632,१० ग्राम सोडियम हाइड्रॉक्साइड के साथ ५ ग्राम कार्बन डाइऑक्साइड की अभिक्रिया कराई गई। उत्पन्न लवण की मात्रा कितने ग्राम है?,१२.०४,Chemistry,Chemistry
570,यदि ७३ ग्राम हाइड्रोक्लोरिक एसिड को ४ लीटर विलयन में घोला जाए तो विलयन की मोलरता कितनी है?,०.५०,Chemistry,Chemistry
198,यदि एक सम पिरामिड के आधार की भुजा की लंबाई ४ से.मी. हो तो आधार का क्षेत्रफल कितने वर्ग से.मी. है?,१६,Math,Solid Geometry
511,एल्युमिनियम फॉस्फेट के अणु में परमाणुओं की संख्या कितनी है?,१७,Chemistry,Chemistry
566,यदि ५०० मिली विलयन में ११७ ग्राम सोडियम क्लोराइड हो तो विलयन की मोलरता कितनी है?,४,Chemistry,Chemistry
503,९ मोल ग्लूकोज़ का आणविक भार कितना है?,१६२०,Chemistry,Chemistry
33,यदि किसी समुच्चय के सदस्यों की संख्या ५ हो तो उसके उचित उपसमुच्चयों की संख्या कितनी है?,३१,Math,Set Function
135,एक समकोण त्रिभुज के लंब और कर्ण क्रमशः ४ और ५ हों तो इसका आधार कितना है?,३,Math,Trigonometry
449,यदि बर्तन में रखे कुछ पानी की ऊष्मा धारण क्षमता ६०९० जूल/केल्विन हो तो पानी का द्रव्यमान कितने किग्रा है?,१.४५,Physics,Physics
693,पवन ने कहा कि उसके पास १००००० (बाइनरी में) केले थे। उसने १००० (बाइनरी में) लोगों के बीच केले बाँट दिए। हमारी संख्या प्रणाली के अनुसार प्रत्येक को कितने केले मिलेंगे?,४,CS,CS
148,४ से.मी. त्रिज्या की एक गोलाकार गेंद एक सिलिंडर आकार के बॉक्स में ठीक से समा जाती है। सिलिंडर का आयतन कितने घन से.मी. है?,४०२.१२,Math,Solid Geometry
491,३ मोल कार्बन मोनोऑक्साइड का आणविक भार कितना है?,८४,Chemistry,Chemistry
227,एक सिक्के को १ बार उछालने पर हेड आने की प्रायिकता ०.८० है। सिक्के को ४०० बार उछालने पर कितनी बार टेल आ सकता है?,८०,Math,Probability
