Q No.,Question,Answer
665,एक लंब वृत्तीय बेलन का व्यास ४ से.मी. और ऊँचाई ९ से.मी. है। बेलन के वक्र पृष्ठ का क्षेत्रफल _____ वर्ग से.मी. है। (π=३.१४),११३.०४
311,भारतवर्ष स्वतंत्र होने के बाद २०२४ तक कुल _____ साल लीप ईयर हुए हैं।,२०
4,बबलू ४ मील प्रति घंटे की गति से ५ मील चला। बबलू _____ घंटे चलता रहा।,१.२५
558,"कोई मूलधन ३ साल में ब्याज-मूलधन मिलाकर ५५०० रुपये हो जाता है। यदि ब्याज, मूलधन का ३/८ भाग हो, तो मूलधन _____ रुपये होगा।",४०००
449,"ताँबे, जस्ते और चाँदी का अनुपात ३:५ है। उस गहने में ताँबे और जस्ते का अनुपात १:२ और जस्ते और चाँदी का अनुपात ३:५ है। १९ ग्राम वज़न के गहने में _____ ग्राम चाँदी है।",१०
550,एक आयताकार ज़मीन की लंबाई चौड़ाई की तीन गुनी है और ज़मीन की परिधि ४० मीटर है। ज़मीन की लंबाई _____ मीटर है।,१५
1,बेंजीन के १ अणु में _____ कार्बन परमाणु होते हैं।,६
637,विजय और अजय के पास कुछ बेर थे। यदि विजय के बेरों में से अजय को १० बेर दिए जाते तो अजय के बेरों की संख्या विजय के बेरों की संख्या की तीन गुनी हो जाती। और यदि अजय के बेरों में से विजय को २० दिए जाते तो विजय के बेरों की संख्या अजय की संख्या की दोगुनी हो जाती। अजय के पास _____ बेर थे।,४४
628,एक कमरे के फर्श को कार्पेट से ढँकने में कुल ७२०० रुपये खर्च होते हैं। यदि कमरे की चौड़ाई ३ मीटर कम होती तो ५७६ रुपये कम खर्च होते। कमरे की चौड़ाई _____ मीटर है।,३७.५०
237,एक इंजन के अगले पहिये की परिधि १.४ मीटर है और पिछले पहिये की परिधि अगले पहिये की परिधि की ढाई गुनी है। हिसाब करके देखते हैं कि कम से कम _____ मीटर रास्ता चलने पर दोनों पहिये एक साथ पूर्ण संख्या में चक्कर पूरे करेंगे।,७
276,एक ऐसी सबसे छोटी प्राकृतिक संख्या है जिससे ७२ को गुणा करने पर पूर्ण वर्ग संख्या मिलेगी। वह संख्या _____ है।,२
635,"३ मीटर लंबाई, २ मीटर चौड़ाई और १ मीटर ऊँचाई वाले एक खाली हौज़ में ५० से.मी. भुजा वाला एक ठोस धातु का घन रखा है। हौज़ को पानी से भरने के बाद घन निकाल लिया जाए, तो पानी की गहराई _____ मीटर होगी।",९७.९२
173,रमा के पास जितने स्टैम्प हैं उनका २/३ भाग उसने मुझे दिया। यदि रमा मुझे १८ स्टैम्प दे तो रमा के पास _____ स्टैम्प थे।,२७
